ORF_ID,Resistance_Mechanism,ID,genome
augustus_masked-SPDT01000005.1-processed-gene-44.3-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|-1|0|1|-1|1|1|0|502,antibiotic efflux,gnl|BL_ORD_ID|2466|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-augustus-gene-44.154-mRNA-1 protein AED:0.03 eAED:0.02 QI:0|0|0|1|1|1|4|0|568,antibiotic efflux,gnl|BL_ORD_ID|2466|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000005.1-processed-gene-44.22-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|1|1|1|3|0|514,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-snap-gene-50.8-mRNA-1 protein AED:0.06 eAED:0.05 QI:0|0|0|1|0.66|0.75|4|0|869,antibiotic target alteration,gnl|BL_ORD_ID|2133|hsp_num:0,SPDT01000001
snap_masked-SPDT01000005.1-processed-gene-52.50-mRNA-1 protein AED:0.02 eAED:-0.01 QI:0|0|0|0.5|1|1|2|0|385,antibiotic inactivation,gnl|BL_ORD_ID|317|hsp_num:0,SPDT01000001
maker-SPDT01000005.1-augustus-gene-52.22-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|2|0|1706,antibiotic efflux,gnl|BL_ORD_ID|2377|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-augustus-gene-4.93-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|2|0|301,antibiotic inactivation,gnl|BL_ORD_ID|10|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000004.1-processed-gene-8.50-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|2|0|558,antibiotic inactivation,gnl|BL_ORD_ID|820|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000004.1-processed-gene-10.49-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|352,antibiotic target alteration,gnl|BL_ORD_ID|587|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-augustus-gene-10.57-mRNA-1 protein AED:0.07 eAED:0.03 QI:0|0|0|0.8|1|1|5|0|476,antibiotic target protection,gnl|BL_ORD_ID|2754|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-augustus-gene-12.102-mRNA-1 protein AED:0.01 eAED:0.00 QI:0|0|0|1|1|1|3|0|560,antibiotic efflux,gnl|BL_ORD_ID|2258|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000004.1-processed-gene-14.14-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|1|1|1|3|0|524,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000004.1-processed-gene-14.29-mRNA-1 protein AED:0.33 eAED:-0.98 QI:0|-1|0|1|-1|1|1|0|456,antibiotic inactivation,gnl|BL_ORD_ID|1285|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-augustus-gene-14.238-mRNA-1 protein AED:0.08 eAED:0.08 QI:0|0|0|1|1|1|4|0|497,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-augustus-gene-16.21-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|3|0|819,antibiotic target alteration,gnl|BL_ORD_ID|2092|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000004.1-processed-gene-17.142-mRNA-1 protein AED:0.02 eAED:0.01 QI:0|-1|0|1|-1|1|1|0|571,antibiotic target alteration,gnl|BL_ORD_ID|1695|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000004.1-processed-gene-20.5-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|750,antibiotic target protection,gnl|BL_ORD_ID|2126|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000004.1-processed-gene-25.158-mRNA-1 protein AED:0.10 eAED:0.09 QI:0|0|0|1|1|1|6|0|544,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-augustus-gene-26.153-mRNA-1 protein AED:0.05 eAED:0.04 QI:0|0|0|1|1|1|3|0|354,antibiotic target alteration,gnl|BL_ORD_ID|1257|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-snap-gene-26.250-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|0.5|0.33|3|0|431,antibiotic efflux,gnl|BL_ORD_ID|1870|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-snap-gene-27.223-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|1|0.5|0.66|3|0|221,antibiotic inactivation,gnl|BL_ORD_ID|1123|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-augustus-gene-29.261-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|1110,antibiotic target protection,gnl|BL_ORD_ID|2126|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-snap-gene-33.31-mRNA-1 protein AED:0.05 eAED:0.04 QI:0|0|0|1|1|1|3|0|572,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-snap-gene-33.33-mRNA-1 protein AED:0.07 eAED:0.06 QI:0|0|0|1|0.8|0.68|16|0|1451,antibiotic efflux,gnl|BL_ORD_ID|2380|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-snap-gene-38.57-mRNA-1 protein AED:0.05 eAED:0.06 QI:0|0|0|1|0.66|0.5|4|0|605,antibiotic efflux,gnl|BL_ORD_ID|2236|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-augustus-gene-42.46-mRNA-1 protein AED:0.05 eAED:-0.05 QI:0|0|0|0.75|1|1|4|0|554,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,SPDT01000001
maker-SPDT01000004.1-snap-gene-46.2-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|0.4|0.5|6|0|515,antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,SPDT01000001
snap_masked-SPDT01000010.1-processed-gene-4.40-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|3|0|1456,antibiotic efflux,gnl|BL_ORD_ID|2379|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-snap-gene-5.257-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|3|0|446,antibiotic target alteration,gnl|BL_ORD_ID|2026|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000010.1-processed-gene-6.38-mRNA-1 protein AED:0.01 eAED:-0.00 QI:0|-1|0|1|-1|1|1|0|288,antibiotic target protection,gnl|BL_ORD_ID|2589|hsp_num:0,SPDT01000001
snap_masked-SPDT01000010.1-processed-gene-8.36-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|974,antibiotic target alteration,gnl|BL_ORD_ID|2115|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-snap-gene-10.17-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|0.85|0.75|8|0|507,antibiotic target alteration,gnl|BL_ORD_ID|165|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000010.1-processed-gene-12.26-mRNA-1 protein AED:0.00 eAED:-0.00 QI:0|-1|0|1|-1|1|1|0|802,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000010.1-processed-gene-15.51-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|5|0|557,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-snap-gene-15.222-mRNA-1 protein AED:0.12 eAED:0.11 QI:0|0|0|1|1|1|9|0|485,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-snap-gene-15.237-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|620,antibiotic target protection,gnl|BL_ORD_ID|2126|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-augustus-gene-16.6-mRNA-1 protein AED:0.11 eAED:-0.07 QI:0|0|0|1|0.66|0.5|4|0|547,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-snap-gene-16.257-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|3|0|550,antibiotic efflux,gnl|BL_ORD_ID|1465|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-snap-gene-17.5-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|1|1|1|5|0|497,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000010.1-processed-gene-19.1-mRNA-1 protein AED:0.03 eAED:0.02 QI:0|0|0|1|1|1|2|0|505,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-snap-gene-22.135-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|0.5|0.33|3|0|1056,antibiotic efflux,gnl|BL_ORD_ID|2258|hsp_num:0,SPDT01000001
snap_masked-SPDT01000010.1-processed-gene-22.102-mRNA-1 protein AED:0.17 eAED:0.13 QI:0|0|0|0.8|1|1|5|0|668,antibiotic inactivation,gnl|BL_ORD_ID|614|hsp_num:0,SPDT01000001
maker-SPDT01000010.1-augustus-gene-23.20-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|1|0.66|0.57|7|0|401,antibiotic target protection,gnl|BL_ORD_ID|2757|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000010.1-processed-gene-24.18-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|15|0|1558,antibiotic efflux,gnl|BL_ORD_ID|2379|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-4.253-mRNA-1 protein AED:0.27 eAED:0.27 QI:0|0|0|1|1|1|3|0|343,antibiotic efflux,gnl|BL_ORD_ID|854|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-protein2genome-gene-9.55-mRNA-1 protein AED:0.12 eAED:0.12 QI:0|0|0|1|0|0|3|0|467,antibiotic efflux,gnl|BL_ORD_ID|1945|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-14.30-mRNA-1 protein AED:0.40 eAED:-0.80 QI:0|0|0|0.5|1|1|2|0|462,antibiotic inactivation,gnl|BL_ORD_ID|2725|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-14.14-mRNA-1 protein AED:0.07 eAED:0.02 QI:0|0|0|1|1|1|3|0|494,antibiotic target protection,gnl|BL_ORD_ID|2757|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-14.25-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|3|0|680,antibiotic efflux,gnl|BL_ORD_ID|1125|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-17.25-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|3|0|421,antibiotic target alteration,gnl|BL_ORD_ID|1981|hsp_num:0,SPDT01000001
snap_masked-SPDT01000001.1-processed-gene-20.169-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|5|0|738,antibiotic efflux,gnl|BL_ORD_ID|2303|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-20.22-mRNA-1 protein AED:0.13 eAED:0.13 QI:0|0|0|1|1|1|3|0|411,antibiotic target replacement,gnl|BL_ORD_ID|2558|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-21.190-mRNA-1 protein AED:0.02 eAED:-0.01 QI:0|-1|0|1|-1|1|1|0|553,antibiotic efflux,gnl|BL_ORD_ID|1351|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-21.187-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|654,antibiotic efflux,gnl|BL_ORD_ID|322|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-22.130-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|574,antibiotic efflux,gnl|BL_ORD_ID|565|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-29.5-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|1176,antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2495|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-31.327-mRNA-1 protein AED:0.15 eAED:0.00 QI:0|0|0|1|1|1|5|0|571,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-34.31-mRNA-1 protein AED:0.29 eAED:0.29 QI:0|0|0|1|1|1|4|0|1065,antibiotic target protection,gnl|BL_ORD_ID|1222|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-35.41-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|3|0|563,antibiotic efflux,gnl|BL_ORD_ID|2744|hsp_num:0,SPDT01000001
snap_masked-SPDT01000001.1-processed-gene-37.2-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|590,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-37.204-mRNA-1 protein AED:0.01 eAED:-0.01 QI:0|0|0|0.66|0.5|0.66|3|0|862,antibiotic target protection,gnl|BL_ORD_ID|1925|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-38.10-mRNA-1 protein AED:0.02 eAED:-0.00 QI:0|0|0|0.75|0.66|0.5|4|0|1519,antibiotic efflux,gnl|BL_ORD_ID|2377|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-38.90-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|3|0|587,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-41.5-mRNA-1 protein AED:0.06 eAED:-0.01 QI:0|0|0|0.75|1|1|4|0|584,antibiotic efflux,gnl|BL_ORD_ID|1066|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-41.210-mRNA-1 protein AED:0.00 eAED:-0.00 QI:0|0|0|1|1|1|2|0|518,antibiotic efflux,gnl|BL_ORD_ID|151|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-41.208-mRNA-1 protein AED:0.11 eAED:0.00 QI:0|0|0|0.77|1|1|9|0|1144,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-41.212-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|4|0|1646,antibiotic target alteration,gnl|BL_ORD_ID|2759|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-42.257-mRNA-1 protein AED:0.25 eAED:0.25 QI:0|0|0|1|1|1|4|0|647,antibiotic efflux,gnl|BL_ORD_ID|1286|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-43.193-mRNA-1 protein AED:0.07 eAED:0.05 QI:0|0|0|1|1|1|6|0|568,antibiotic efflux,gnl|BL_ORD_ID|1837|hsp_num:0,SPDT01000001
maker-SPDT01000001.1-augustus-gene-44.129-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|0.5|0.33|3|0|827,antibiotic target alteration,gnl|BL_ORD_ID|2128|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000001.1-processed-gene-49.42-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|1|1|1|6|0|536,antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000006.1-processed-gene-1.5-mRNA-1 protein AED:0.47 eAED:0.43 QI:0|0|0|1|1|1|2|0|305,antibiotic efflux,gnl|BL_ORD_ID|1945|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-2.124-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|4|0|418,antibiotic target protection,gnl|BL_ORD_ID|2111|hsp_num:0,SPDT01000001
snap_masked-SPDT01000006.1-processed-gene-3.73-mRNA-1 protein AED:0.08 eAED:0.08 QI:0|0|0|1|1|1|3|0|494,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
snap_masked-SPDT01000006.1-processed-gene-5.26-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|3|0|573,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-5.2-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|5|0|509,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-augustus-gene-5.17-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|3|0|1054,antibiotic efflux,gnl|BL_ORD_ID|2303|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000006.1-processed-gene-11.165-mRNA-1 protein AED:0.06 eAED:0.04 QI:0|0|0|0.83|1|1|6|0|724,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-11.188-mRNA-1 protein AED:0.08 eAED:0.08 QI:0|0|0|1|1|1|2|0|1122,antibiotic target alteration,gnl|BL_ORD_ID|2132|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-augustus-gene-11.207-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|2|0|2058,antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-11.191-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|3|0|2566,antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-12.0-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|4|0|710,antibiotic efflux,gnl|BL_ORD_ID|2377|hsp_num:0,SPDT01000001
snap_masked-SPDT01000006.1-processed-gene-13.199-mRNA-1 protein AED:0.11 eAED:0.05 QI:0|0|0|0.75|1|1|4|0|555,antibiotic efflux,gnl|BL_ORD_ID|2258|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-augustus-gene-17.142-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|4|0|1084,antibiotic target alteration,gnl|BL_ORD_ID|2115|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-augustus-gene-24.203-mRNA-1 protein AED:0.06 eAED:-0.00 QI:0|0|0|1|1|1|4|0|646,antibiotic efflux,gnl|BL_ORD_ID|2258|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-27.324-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|1|1|4|0|662,antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-augustus-gene-30.44-mRNA-1 protein AED:0.35 eAED:-0.35 QI:0|0|0|0.36|0.8|0.81|11|0|1492,antibiotic efflux,gnl|BL_ORD_ID|2401|hsp_num:0,SPDT01000001
snap_masked-SPDT01000006.1-processed-gene-35.45-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|1|1|4|0|581,antibiotic target protection,gnl|BL_ORD_ID|874|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000006.1-processed-gene-36.60-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|6|0|1314,antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-37.297-mRNA-1 protein AED:0.04 eAED:0.02 QI:0|0|0|0.87|1|1|8|0|1076,antibiotic target alteration,gnl|BL_ORD_ID|2132|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-38.3-mRNA-1 protein AED:0.04 eAED:0.03 QI:0|0|0|1|0.5|0.66|3|0|563,antibiotic efflux,gnl|BL_ORD_ID|460|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-augustus-gene-38.23-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|1|1|11|0|1266,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000006.1-processed-gene-41.213-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|3|0|583,antibiotic efflux,gnl|BL_ORD_ID|2401|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-42.27-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|2|0|1373,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-augustus-gene-45.68-mRNA-1 protein AED:0.02 eAED:0.01 QI:0|0|0|0.8|0.75|0.8|5|0|1499,antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-46.233-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|611,antibiotic efflux,gnl|BL_ORD_ID|2401|hsp_num:0,SPDT01000001
maker-SPDT01000006.1-snap-gene-46.245-mRNA-1 protein AED:0.31 eAED:0.31 QI:0|0|0|1|1|1|2|0|200,antibiotic target replacement,gnl|BL_ORD_ID|563|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-augustus-gene-0.82-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|609,antibiotic efflux,gnl|BL_ORD_ID|153|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000013.1-processed-gene-2.32-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|2|0|243,antibiotic target alteration,gnl|BL_ORD_ID|1981|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000013.1-processed-gene-3.117-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|2|0|535,antibiotic efflux,gnl|BL_ORD_ID|2258|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000013.1-processed-gene-3.109-mRNA-1 protein AED:0.04 eAED:0.03 QI:0|0|0|1|1|1|4|0|585,antibiotic inactivation,gnl|BL_ORD_ID|800|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-snap-gene-3.4-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|0.71|0.62|8|0|988,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000013.1-processed-gene-5.30-mRNA-1 protein AED:0.02 eAED:-0.02 QI:0|-1|0|1|-1|1|1|0|413,antibiotic target protection,gnl|BL_ORD_ID|1107|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-augustus-gene-5.193-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|1|1|1|3|0|532,antibiotic inactivation,gnl|BL_ORD_ID|120|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-augustus-gene-8.33-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|5|0|1523,antibiotic efflux,gnl|BL_ORD_ID|2236|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-snap-gene-10.72-mRNA-1 protein AED:0.14 eAED:0.11 QI:0|0|0|0.85|0.66|0.57|7|0|464,antibiotic efflux,gnl|BL_ORD_ID|1945|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-snap-gene-10.79-mRNA-1 protein AED:0.41 eAED:0.41 QI:0|0|0|1|0|0|2|0|125,antibiotic efflux,gnl|BL_ORD_ID|1125|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000013.1-processed-gene-11.19-mRNA-1 protein AED:0.18 eAED:0.18 QI:0|0|0|1|1|1|2|0|385,antibiotic efflux,gnl|BL_ORD_ID|2258|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-augustus-gene-11.11-mRNA-1 protein AED:0.02 eAED:-0.00 QI:0|0|0|1|1|1|2|0|486,antibiotic efflux,gnl|BL_ORD_ID|565|hsp_num:0,SPDT01000001
snap_masked-SPDT01000013.1-processed-gene-11.6-mRNA-1 protein AED:0.17 eAED:0.09 QI:0|0|0|0.66|1|1|3|0|469,antibiotic efflux,gnl|BL_ORD_ID|1945|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000013.1-processed-gene-12.9-mRNA-1 protein AED:0.01 eAED:-0.01 QI:0|-1|0|1|-1|1|1|0|383,antibiotic inactivation,gnl|BL_ORD_ID|1972|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-augustus-gene-16.0-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|887,antibiotic inactivation,gnl|BL_ORD_ID|120|hsp_num:0,SPDT01000001
maker-SPDT01000013.1-snap-gene-17.34-mRNA-1 protein AED:0.11 eAED:0.11 QI:0|0|0|1|0.5|0.42|7|0|457,antibiotic efflux,gnl|BL_ORD_ID|229|hsp_num:0,SPDT01000001
maker-SPDT01000002.1-snap-gene-2.11-mRNA-1 protein AED:0.02 eAED:-0.00 QI:0|0|0|0.66|1|1|3|0|1357,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
maker-SPDT01000002.1-snap-gene-3.55-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|6|0|552,antibiotic efflux,gnl|BL_ORD_ID|2295|hsp_num:0,SPDT01000001
snap_masked-SPDT01000002.1-processed-gene-4.50-mRNA-1 protein AED:0.01 eAED:-0.01 QI:0|-1|0|1|-1|1|1|0|1463,antibiotic efflux,gnl|BL_ORD_ID|2379|hsp_num:0,SPDT01000001
maker-SPDT01000002.1-snap-gene-5.136-mRNA-1 protein AED:0.10 eAED:0.09 QI:0|0|0|0.8|0.5|0.6|5|0|594,antibiotic efflux,gnl|BL_ORD_ID|1385|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000002.1-processed-gene-6.205-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|2|0|508,antibiotic efflux,gnl|BL_ORD_ID|1065|hsp_num:0,SPDT01000001
maker-SPDT01000002.1-snap-gene-6.1-mRNA-1 protein AED:0.30 eAED:0.30 QI:0|0|0|0.42|0.83|0.71|7|0|398,antibiotic efflux,gnl|BL_ORD_ID|2255|hsp_num:0,SPDT01000001
augustus_masked-SPDT01000002.1-processed-gene-8.26-mRNA-1 protein AED:0.12 eAED:0.12 QI:0|0|0|0.75|1|1|4|0|523,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,SPDT01000001
maker-SPDT01000002.1-snap-gene-12.135-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|1|1|4|0|476,antibiotic efflux,gnl|BL_ORD_ID|2277|hsp_num:0,SPDT01000001
maker-SPDT01000002.1-snap-gene-12.134-mRNA-1 protein AED:0.12 eAED:0.12 QI:0|0|0|1|0.5|0.71|7|0|493,antibiotic efflux,gnl|BL_ORD_ID|2746|hsp_num:0,SPDT01000001
maker-SPDT01000002.1-augustus-gene-12.48-mRNA-1 protein AED:0.09 eAED:-0.06 QI:0|0|0|1|0.5|0.66|3|0|569,antibiotic efflux,gnl|BL_ORD_ID|2258|hsp_num:0,SPDT01000001
