Gene	interpro	PANTHER	MobiDBLite	Pfam	Phobius	TMHMM	GO	PRINTS	Gene3D	SUPERFAMILY	CDD	SMART	ProSitePatterns	ProSiteProfiles	SignalP_GRAM_POSITIVE	PATHWAY	PIRSF	Hamap	Coils	SFLD	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	ProDom
snap_masked-NODE_4_length_256992_cov_44.085294-processed-gene-1.335-mRNA-1	IPR016966	PTHR13622:SF8;PTHR13622	NA	PF04263;PF04265	NA	NA	GO:0004788;GO:0005524;GO:0009229;GO:0006772;GO:0030975	NA	G3DSA:3.40.50.10240	SSF63862;SSF63999	cd07995	SM00983	NA	NA	NA	KEGG: 00730+2.7.6.2|MetaCyc: PWY-6898|MetaCyc: PWY-6907|MetaCyc: PWY-6908|MetaCyc: PWY-7356|Reactome: R-HSA-196819	PIRSF031057	NA	NA	NA	TIGR01378	NA	NA	NA
maker-NODE_188_length_45204_cov_42.066087-protein2genome-gene-0.62-mRNA-1	IPR036397	PTHR28083	mobidb-lite	NA	NA	NA	GO:0003676	NA	G3DSA:3.30.420.10	SSF53098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_128_length_65099_cov_46.687311-processed-gene-0.142-mRNA-1	IPR002018	PTHR11559;PTHR11559:SF356	NA	PF00135	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_124_length_67244_cov_47.042776-processed-gene-0.124-mRNA-1	NA	NA	mobidb-lite	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_246_length_29318_cov_42.808948-augustus-gene-0.3-mRNA-1	IPR013126	PTHR19375;PTHR19375:SF205	mobidb-lite	PF00012	NA	NA		PR00301	G3DSA:3.90.640.10;G3DSA:3.30.420.40	SSF53067	cd10229	NA	NA	NA	SignalP-TM	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_37_length_141075_cov_45.808234-processed-gene-0.243-mRNA-1	IPR033118	PTHR14207;PTHR14207:SF0	NA	PF05241	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	GO:0016021;GO:0016125;GO:0047750	NA	NA	NA	NA	NA	NA	PS51751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_139_length_61527_cov_47.315749-processed-gene-0.134-mRNA-1	IPR036390	PTHR10855:SF2;PTHR10855	NA	PF01399	NA	NA	GO:0008180	NA	G3DSA:1.10.10.10	SSF46785	NA	SM00753;SM00088	NA	PS50250	NA	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_103_length_78628_cov_49.032420-processed-gene-0.17-mRNA-1	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_72_length_100746_cov_46.226925-snap-gene-0.261-mRNA-1	IPR013126	PTHR19375;PTHR19375:SF191	NA	NA	NA	NA		PR00301	G3DSA:3.90.640.10;G3DSA:3.30.420.40	SSF53067	NA	NA	NA	NA	NA	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_241765_cov_47.318621-processed-gene-1.292-mRNA-1	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA
maker-NODE_14_length_209926_cov_50.031640-augustus-gene-0.11-mRNA-1	IPR023631	PTHR42678;PTHR42678:SF2	mobidb-lite	PF01425	NA	NA		NA	G3DSA:3.90.1300.10	SSF75304	NA	NA	NA	NA	NA	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_98_length_85391_cov_52.776365-processed-gene-0.5-mRNA-1	IPR007277	PTHR13144	NA	PF04148	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_61_length_110293_cov_45.901903-protein2genome-gene-0.243-mRNA-1	IPR029063	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	G3DSA:3.40.50.150	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_2_length_314939_cov_49.752548-processed-gene-2.227-mRNA-1	IPR036291	PTHR43161:SF9;PTHR43161	NA	PF08240;PF00107	NA	NA	GO:0055114;GO:0008270;GO:0016491	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SSF51735;SSF50129	cd05285	SM00829	PS00059	NA	NA	Reactome: R-HSA-71384	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_195538_cov_49.404419-processed-gene-0.361-mRNA-1	IPR011032	PTHR43205;PTHR43205:SF7	NA	PF16884;PF00107	NA	NA	GO:0016491;GO:0055114	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF50129;SSF51735	cd05288	SM00829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_247187_cov_44.829669-snap-gene-0.135-mRNA-1	IPR027443	PTHR10209:SF205;PTHR10209	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.330	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_8_length_237230_cov_48.894759-processed-gene-1.73-mRNA-1	IPR018108	PTHR24089:SF168;PTHR24089	NA	PF00153	NA	NA	GO:0022857;GO:0055085	PR00926	G3DSA:1.50.40.10	SSF103506	NA	NA	NA	PS50920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_143_length_60315_cov_45.863195-processed-gene-0.117-mRNA-1	IPR036314	PTHR43595:SF2;PTHR43595	NA	PF02777	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	GO:0004784;GO:0006801;GO:0046872;GO:0055114	NA	G3DSA:2.40.500.20	SSF46609;SSF54719	NA	NA	NA	NA	SignalP-TM	MetaCyc: PWY-6854|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-8862803|Reactome: R-HSA-8950505	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_82_length_93996_cov_47.064611-processed-gene-0.21-mRNA-1	IPR019740	PTHR10851;PTHR10851:SF0	NA	PF01243;PF10590	NA	NA	GO:0016638;GO:0055114;GO:0004733;GO:0008615;GO:0010181;GO:0048037	NA	G3DSA:2.30.110.10	SSF50475	NA	NA	PS01064	NA	NA	KEGG: 00750+1.4.3.5|MetaCyc: PWY-7204|MetaCyc: PWY-7282|Reactome: R-HSA-964975	PIRSF000190	NA	NA	NA	TIGR00558	NA	NA	NA
maker-NODE_54_length_118209_cov_46.684169-snap-gene-0.6-mRNA-1	IPR019821	PTHR24115;PTHR24115:SF715	mobidb-lite	PF00225	NA	NA	GO:0003777;GO:0005524;GO:0007018;GO:0008017	PR00380	G3DSA:3.40.850.10	SSF52540	cd01366	SM00129	PS00411	PS50067	NA	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_54_length_118209_cov_46.684169-snap-gene-0.19-mRNA-1	IPR016655	PTHR12409	mobidb-lite	PF02996	NA	NA	GO:0006457;GO:0016272	NA	G3DSA:1.10.287.370	SSF46579	NA	NA	NA	NA	NA	Reactome: R-HSA-389957	PIRSF016396	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_104_length_78031_cov_21.500783-snap-gene-0.47-mRNA-1	IPR017795	PTHR40627	NA	PF11991	NA	NA	GO:0009820;GO:0016765	NA	NA	NA	cd13929	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00036	TIGR03429	NA	NA	NA
snap_masked-NODE_27_length_172964_cov_49.170901-processed-gene-0.37-mRNA-1	IPR006390	PTHR20941;PTHR20941:SF1	NA	PF01288;PF00809	NA	NA	GO:0004156;GO:0009396;GO:0044237;GO:0042558;GO:0003848	NA	G3DSA:3.30.70.560;G3DSA:3.20.20.20	SSF55083;SSF51717	cd00483;cd00739	NA	PS00793;PS00792;PS00794	PS50972	NA	KEGG: 00790+2.5.1.15|MetaCyc: PWY-6614	NA	NA	NA	NA	TIGR01496;TIGR01498	NA	NA	NA
maker-NODE_169_length_52257_cov_46.484213-snap-gene-0.101-mRNA-1	IPR018490	PTHR11635;PTHR11635:SF151	mobidb-lite	PF02197;PF00027	NA	NA	GO:0001932;GO:0005952;GO:0008603	PR00103	G3DSA:2.60.120.10	SSF51206	cd00038	SM00100;SM00394	PS00889;PS00888	PS50042	NA	Reactome: R-HSA-163615|Reactome: R-HSA-164378|Reactome: R-HSA-180024|Reactome: R-HSA-381676|Reactome: R-HSA-432040|Reactome: R-HSA-5610787|Reactome: R-HSA-983231	PIRSF000548	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_30_length_161751_cov_50.696648-processed-gene-0.137-mRNA-1	IPR022036	PTHR35020:SF3;PTHR35020	mobidb-lite	PF12239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_295_length_20923_cov_49.202106-processed-gene-0.1-mRNA-1	IPR026907	PTHR15492	mobidb-lite	PF13324	NA	NA	GO:0051726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_49_length_123124_cov_48.366651-snap-gene-0.360-mRNA-1	IPR016039	PTHR18919:SF81;PTHR18919	NA	PF00108;PF02803	NA	NA	GO:0003824;GO:0016747	NA	G3DSA:3.40.47.10	SSF53901	cd00751	NA	PS00098;PS00099	NA	NA	NA	PIRSF000429	NA	NA	NA	TIGR01930	NA	NA	NA
augustus_masked-NODE_36_length_144801_cov_50.200693-processed-gene-0.7-mRNA-1	IPR012471	NA	mobidb-lite	PF07956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_65_length_105409_cov_48.274805-processed-gene-0.5-mRNA-1	IPR009210	PTHR13360	NA	PF10469	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA		NA	G3DSA:3.90.1140.10	NA	NA	NA	NA	NA	SignalP-TM	Reactome: R-HSA-112126	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
snap_masked-NODE_114_length_73903_cov_46.388053-processed-gene-0.47-mRNA-1	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_84_length_92442_cov_48.890592-augustus-gene-0.44-mRNA-1	NA	PTHR38695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_80_length_94230_cov_46.496860-snap-gene-0.169-mRNA-1	IPR016040	PTHR43000:SF7;PTHR43000	NA	PF16363	NA	NA	NA	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	SSF51735	cd05246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_177_length_49347_cov_47.724441-augustus-gene-0.106-mRNA-1	IPR018939	PTHR15071:SF13;PTHR15071	mobidb-lite	PF09451	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	SSF50911	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
augustus_masked-NODE_44_length_127631_cov_48.206103-processed-gene-0.36-mRNA-1	IPR029058	PTHR11802;PTHR11802:SF51	NA	PF05388;PF00450	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	GO:0004185;GO:0006508;GO:0005773	PR00724	G3DSA:1.10.287.410;G3DSA:3.40.50.1820	SSF53474	NA	NA	PS00131	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_75_length_99081_cov_44.881773-augustus-gene-0.196-mRNA-1	IPR039432	PTHR12834	mobidb-lite	PF05486	NA	NA	GO:0006614;GO:0048500	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1799339	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_88_length_89743_cov_48.178350-processed-gene-0.145-mRNA-1	IPR015865	PTHR22749	NA	PF01687	NA	NA	GO:0008531;GO:0009231	NA	G3DSA:2.40.30.30	SSF82114	NA	SM00904	NA	NA	NA	KEGG: 00740+2.7.1.26|MetaCyc: PWY-5523|MetaCyc: PWY-6168|MetaCyc: PWY-7863|Reactome: R-HSA-196843	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_190_length_44902_cov_47.497018-processed-gene-0.0-mRNA-1	IPR036872	PTHR10623;PTHR10623:SF6	mobidb-lite	PF03271	NA	NA	GO:0008017	NA	G3DSA:1.20.5.1160;G3DSA:1.10.418.10	SSF47576;SSF140612	NA	NA	NA	PS51230	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_108_length_76639_cov_32.607839-snap-gene-0.143-mRNA-1	IPR000073	PTHR10992;PTHR10992:SF1001	NA	PF00561	NA	NA	NA	PR00111	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_20_length_186871_cov_46.124695-snap-gene-0.137-mRNA-1	IPR013780	PTHR31084:SF0;PTHR31084	NA	PF14498	NA	NA	GO:0003824;GO:0004560	NA	G3DSA:2.60.40.1180;G3DSA:1.50.10.10;G3DSA:2.70.98.50	SSF48208	NA	NA	NA	NA	NA	KEGG: 00511+3.2.1.51|MetaCyc: PWY-6807	PIRSF007663	NA	NA	NA	NA	NA	NA	NA
maker-NODE_22_length_183859_cov_45.279597-augustus-gene-0.383-mRNA-1	IPR027417	PTHR21231:SF7;PTHR21231	mobidb-lite	PF03029	NA	NA	NA	NA	G3DSA:3.40.50.300	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_74_length_99169_cov_50.152087-augustus-gene-0.275-mRNA-1	IPR036589	PTHR31773;PTHR31773:SF9	mobidb-lite	PF02574;PF00656	NA	NA		NA	G3DSA:3.20.20.330;G3DSA:3.40.50.12660	SSF82282;SSF52129	NA	NA	NA	PS50970	NA	Reactome: R-HSA-1614635	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_237445_cov_50.197204-augustus-gene-0.256-mRNA-1	IPR036811	NA	mobidb-lite	PF02320	NA	NA	NA	NA	G3DSA:1.10.287.20	SSF81531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_52_length_119193_cov_47.475442-snap-gene-0.21-mRNA-1	IPR027267	PTHR31962;PTHR31962:SF4	mobidb-lite	PF13805	NA	NA	NA	NA	G3DSA:1.20.1270.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_240_length_30564_cov_45.048001-augustus-gene-0.59-mRNA-1	IPR004000	PTHR11937;PTHR11937:SF278	NA	PF00022	NA	NA	NA	PR00190	G3DSA:3.30.420.40;G3DSA:3.90.640.10	SSF53067	cd00012	SM00268	PS00406;PS00432;PS01132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_129_length_64874_cov_46.989915-processed-gene-0.174-mRNA-1	IPR010516	PTHR13082	mobidb-lite	PF06487	NA	NA		NA	G3DSA:3.10.20.550	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3214815|Reactome: R-HSA-427413	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_140_length_61476_cov_48.949600-processed-gene-0.175-mRNA-1	IPR013859	NA	mobidb-lite	PF08549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_2_length_314939_cov_49.752548-snap-gene-1.331-mRNA-1	IPR018523	PTHR21631;PTHR21631:SF26	NA	PF00463	NA	NA	GO:0003824;GO:0004451;GO:0019752	NA	G3DSA:1.10.10.850;G3DSA:3.20.20.60	SSF51621	NA	NA	PS00161	NA	NA	KEGG: 00630+4.1.3.1|MetaCyc: PWY-6969	PIRSF001362	NA	NA	NA	TIGR01346	NA	NA	NA
augustus_masked-NODE_65_length_105409_cov_48.274805-processed-gene-0.8-mRNA-1	NA	PTHR38119;PTHR38119:SF1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_82_length_93996_cov_47.064611-processed-gene-0.274-mRNA-1	IPR036428	PTHR12599:SF0;PTHR12599	NA	PF01329	NA	NA	GO:0006729;GO:0008124	NA	G3DSA:3.30.1360.20	SSF55248	cd00488	NA	NA	NA	SignalP-TM	KEGG: 00790+4.2.1.96|MetaCyc: PWY-7158	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_61_length_110293_cov_45.901903-processed-gene-0.309-mRNA-1	IPR036409	PTHR22789:SF0;PTHR22789	NA	PF00596	NA	NA	NA	NA	G3DSA:3.40.225.10	SSF53639	NA	SM01007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_164962_cov_46.753942-augustus-gene-0.324-mRNA-1	IPR015943	PTHR10644;PTHR10644:SF3	NA	PF10433;PF03178	NA	NA	GO:0005515;GO:0006281;GO:0003676;GO:0005634	NA	G3DSA:2.130.10.10;G3DSA:3.30.980.30	SSF101908;SSF50998	NA	NA	NA	NA	NA	Reactome: R-HSA-110314|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-8951664	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_267_length_26055_cov_46.015196-processed-gene-0.16-mRNA-1	IPR039507	PTHR12526:SF232;PTHR12526	mobidb-lite	PF08288;PF00534	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0000506;GO:0006506;GO:0017176	NA	G3DSA:3.40.50.2000	SSF53756	cd03796	NA	NA	NA	NA	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_183_length_47154_cov_42.531950-processed-gene-0.31-mRNA-1	IPR003734	PTHR16255;PTHR16255:SF1	mobidb-lite	PF02582	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_191130_cov_47.991796-snap-gene-0.114-mRNA-1	IPR004358	PTHR11947;PTHR11947:SF20	NA	PF10436;PF02518	NA	NA	GO:0016310;GO:0016772;GO:0004672	PR00344	G3DSA:3.30.565.10;G3DSA:1.20.140.20	SSF69012;SSF55874	cd00075	SM00387	NA	PS50109	NA	Reactome: R-HSA-70895	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_125_length_67101_cov_48.191851-processed-gene-0.9-mRNA-1	IPR029063	PTHR39290;PTHR39290:SF1	NA	NA	NA	NA	NA	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_74_length_99169_cov_50.152087-snap-gene-0.252-mRNA-1	IPR038763	PTHR12112;PTHR12112:SF22	NA	PF02833;PF01368	NA	NA	GO:0005737;GO:0016462	NA	G3DSA:3.10.310.20;G3DSA:3.90.1640.10	SSF64182	NA	SM01131	NA	NA	NA	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_176_length_49441_cov_47.492740-processed-gene-0.139-mRNA-1	IPR000683	PTHR22604;PTHR22604:SF115	NA	PF01408	NA	NA	GO:0016491	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	SSF55347;SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_20_length_186871_cov_46.124695-processed-gene-0.116-mRNA-1	IPR007484	PTHR12147:SF17;PTHR12147	NA	PF04389;PF02225	NA	NA	GO:0004177	NA	G3DSA:3.40.630.10;G3DSA:3.50.30.30	SSF52025;SSF53187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_247187_cov_44.829669-augustus-gene-1.323-mRNA-1	IPR001680	PTHR22847	mobidb-lite	NA	NA	NA	GO:0005515	NA	G3DSA:2.130.10.10	SSF50978	NA	SM00320	NA	PS50082;PS50294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_127_length_65846_cov_43.895175-processed-gene-0.92-mRNA-1	IPR004621	PTHR21091;PTHR21091:SF134	mobidb-lite	PF02219	NA	NA	GO:0004489;GO:0006555;GO:0055114	NA	G3DSA:3.20.20.220	SSF51730	cd00537	NA	NA	NA	NA	KEGG: 00670+1.5.1.20|KEGG: 00720+1.5.1.20|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	NA	NA	NA	NA	TIGR00677	NA	NA	NA
maker-NODE_97_length_85615_cov_46.476932-snap-gene-0.207-mRNA-1	IPR036188	PTHR23023;PTHR23023:SF161	NA	PF13434	NA	NA	NA	NA	G3DSA:3.50.50.60	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_398_length_6335_cov_47.209729-processed-gene-0.4-mRNA-1	IPR004360	NA	NA	PF00903	NA	NA	NA	NA	G3DSA:3.10.180.10	SSF54593	cd06587	NA	NA	PS51819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_12_length_215955_cov_40.277522-processed-gene-1.230-mRNA-1	IPR010994	PTHR12749	mobidb-lite	PF03834	NA	NA	GO:0003684;GO:0004519;GO:0005634;GO:0006281	NA	G3DSA:3.40.50.10130;G3DSA:1.10.150.20	SSF47781;SSF52980	NA	NA	NA	NA	NA	Reactome: R-HSA-6783310	NA	NA	NA	NA	TIGR00597	NA	NA	PD013585
augustus_masked-NODE_116_length_71762_cov_50.852586-processed-gene-0.313-mRNA-1	IPR006083	PTHR10285;PTHR10285:SF81	NA	PF00485	NA	NA	GO:0005524;GO:0016301	NA	G3DSA:3.40.50.300	SSF52540	NA	NA	NA	NA	NA	Reactome: R-HSA-73614	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_73_length_100376_cov_46.315006-processed-gene-0.70-mRNA-1	IPR026243	PTHR31570	mobidb-lite	NA	NA	NA	GO:0051225;GO:0070652	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-2565942|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-8854518	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_60_length_111254_cov_12.672087-snap-gene-0.30-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_19_length_187502_cov_46.633025-processed-gene-0.371-mRNA-1	IPR005139	PTHR43804;PTHR43804:SF7	mobidb-lite	PF00472;PF03462	NA	NA	GO:0006415;GO:0003747	NA	G3DSA:3.30.160.20;G3DSA:3.30.70.1660	SSF75620	NA	SM00937	PS00745	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_288_length_22009_cov_49.622841-processed-gene-0.52-mRNA-1	IPR016040	PTHR15020;PTHR15020:SF11	NA	PF13460	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_237230_cov_48.894759-processed-gene-1.125-mRNA-1	IPR008334	PTHR11575:SF25;PTHR11575	NA	PF02872;PF00149	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	TMhelix	GO:0009166;GO:0016787	PR01607	G3DSA:3.90.780.10;G3DSA:3.60.21.10	SSF56300;SSF55816	cd07409	NA	NA	NA	SignalP-TM	Reactome: R-HSA-196807|Reactome: R-HSA-73621|Reactome: R-HSA-74259	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
snap_masked-NODE_1_length_404280_cov_47.690922-processed-gene-1.88-mRNA-1	IPR036864	PTHR31944	mobidb-lite	PF00172;PF04082	NA	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	SSF57701	cd00067;cd12148	SM00906;SM00066	PS00463	PS50048	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
