Gene	interpro	SUPERFAMILY	GO	PATHWAY	Gene3D	TIGRFAM	Pfam	MobiDBLite	PIRSF	Hamap	ProSiteProfiles	SMART	PRINTS	Coils	CDD	ProSitePatterns	SFLD
maker-SPDT01000005.1-protein2genome-gene-22.64-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000010.1-augustus-gene-17.19-mRNA-1	IPR008427	NA	NA	NA	NA	NA	PF05730	mobidb-lite	NA	NA	NA	SM00747	NA	NA	NA	NA	NA
maker-SPDT01000003.1-snap-gene-32.165-mRNA-1	IPR011989	SSF48371	NA	NA	G3DSA:1.25.10.10	NA	PF13646	NA	NA	NA	PS50077	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000003.1-processed-gene-8.181-mRNA-1	IPR021858	NA	NA	NA	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000003.1-snap-gene-19.44-mRNA-1	IPR029055	SSF56235	GO:0004175;GO:0006511;GO:0019773;GO:0004298;GO:0005839;GO:0051603	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	G3DSA:3.60.20.10	NA	PF00227;PF10584	mobidb-lite	NA	NA	PS51475	SM00948	NA	NA	NA	PS00388	NA
maker-SPDT01000007.1-augustus-gene-12.12-mRNA-1	IPR013785	SSF51569	GO:0003824;GO:0005975;GO:0008270;GO:0016832	NA	G3DSA:3.20.20.70	NA	PF01116	NA	PIRSF001359	NA	NA	NA	NA	NA	cd00947	NA	NA
maker-SPDT01000013.1-snap-gene-9.181-mRNA-1	IPR035979	SSF54928	GO:0003676	NA	G3DSA:3.30.70.330	NA	PF00076	mobidb-lite	NA	NA	PS50102	SM00360	NA	NA	cd00590	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-45.158-mRNA-1	IPR004810	SSF53328;SSF55021	GO:0006189;GO:0008864;GO:0009058;GO:0016742	KEGG: 00630+3.5.1.10|KEGG: 00670+3.5.1.10|MetaCyc: PWY-2201|MetaCyc: PWY-5497|MetaCyc: PWY-7909	G3DSA:3.30.70.260;G3DSA:3.40.50.170	TIGR00655	PF00551;PF01842	NA	PIRSF036480	MF_01927	PS51671	NA	PR01575	NA	cd04875;cd08648	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-47.34-mRNA-1	IPR011990	NA	GO:0005515	NA	G3DSA:1.25.40.10	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000003.1-augustus-gene-18.152-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-17.39-mRNA-1	IPR036132	SSF118203	GO:0015078;GO:0033180;GO:1902600	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	G3DSA:3.30.70.100;G3DSA:3.30.70.1180;G3DSA:1.20.1460.10	NA	PF03223	NA	NA	NA	NA	NA	NA	NA	cd14785	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-35.169-mRNA-1	IPR009097	SSF55144	NA	NA	G3DSA:3.90.1140.10	NA	PF08975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000013.1-augustus-gene-9.168-mRNA-1	IPR037171	SSF100950;SSF55811	GO:0016787;GO:0044237	KEGG: 00270+5.3.1.23|MetaCyc: PWY-4361|MetaCyc: PWY-7174	G3DSA:3.40.50.10470;G3DSA:3.90.79.10	NA	PF01008;PF00293	NA	NA	NA	PS51462	NA	NA	NA	cd04664	NA	NA
maker-SPDT01000004.1-augustus-gene-19.10-mRNA-1	IPR029035	SSF52467	GO:0070403	NA	G3DSA:3.30.1600.10;G3DSA:3.40.50.1220	NA	PF02146	mobidb-lite	NA	NA	PS50305	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-13.95-mRNA-1	IPR019560	NA	NA	NA	NA	NA	PF10558	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-31.301-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000001.1-snap-gene-16.17-mRNA-1	IPR023167	SSF57959	NA	NA	G3DSA:1.10.238.100;G3DSA:1.20.5.170	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	cd14688	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-2.77-mRNA-1	IPR016024	SSF48371	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000010.1-augustus-gene-16.6-mRNA-1	IPR011701	SSF103473	GO:0055085	NA	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	NA	PF07690	NA	NA	NA	PS50850	NA	PR01036	NA	cd17502	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-5.178-mRNA-1	IPR019972	SSF50193	GO:0003735;GO:0006412;GO:0015934;GO:0005840	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	G3DSA:2.40.150.20	TIGR01067	PF00238	NA	NA	MF_01367	NA	SM01374	NA	NA	NA	PS00049	NA
maker-SPDT01000005.1-snap-gene-12.150-mRNA-1	IPR006016	SSF52402	NA	NA	G3DSA:3.40.50.620	NA	PF00582	mobidb-lite	NA	NA	NA	NA	NA	NA	cd00293	NA	NA
snap_masked-SPDT01000004.1-processed-gene-5.132-mRNA-1	IPR001261	SSF53187;SSF55031	GO:0006508;GO:0008237;GO:0016787	NA	G3DSA:3.40.630.10;G3DSA:3.30.70.360	NA	PF01546;PF07687	NA	NA	NA	NA	NA	NA	NA	cd05652	PS00758;PS00759	NA
maker-SPDT01000007.1-snap-gene-30.204-mRNA-1	IPR036322	SSF50978	GO:0005515	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-44.17-mRNA-1	IPR012878	SSF48208	GO:0003824	NA	NA	NA	PF07944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000004.1-snap-gene-33.33-mRNA-1	IPR017871	SSF90123;SSF52540	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	NA	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	NA	PF00005;PF00664	NA	NA	NA	PS50929;PS50893	SM00382	NA	NA	cd18579;cd18580	PS00211	NA
maker-SPDT01000005.1-protein2genome-gene-0.65-mRNA-1	IPR000182	SSF55729	GO:0008080	NA	G3DSA:3.40.630.30	NA	PF13673	NA	NA	NA	PS51186	NA	NA	NA	cd04301	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-1.13-mRNA-1	IPR010730	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000002.1-snap-gene-25.113-mRNA-1	IPR016093	SSF82109	GO:0016020;GO:0000030;GO:0006493	Reactome: R-HSA-5083629|Reactome: R-HSA-5083633|Reactome: R-HSA-5173105	G3DSA:2.80.10.50	NA	PF02815;PF02366;PF16192	mobidb-lite	NA	NA	PS50919	SM00472	NA	NA	NA	NA	NA
snap_masked-SPDT01000006.1-processed-gene-1.34-mRNA-1	IPR001279	SSF55718;SSF56281	GO:0046983	NA	G3DSA:3.60.15.30;G3DSA:3.30.1050.10;G3DSA:1.25.40.880	NA	PF00753;PF14864;PF14863	NA	NA	NA	NA	SM00849	NA	NA	cd07710	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-49.265-mRNA-1	IPR020683	SSF48403	GO:0005515	NA	G3DSA:1.25.40.20	NA	PF12796	mobidb-lite	NA	NA	PS50297;PS50088	SM00248	NA	NA	NA	NA	NA
maker-SPDT01000006.1-snap-gene-11.188-mRNA-1	IPR002300	SSF52374;SSF47323;SSF50677	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004823;GO:0006429;GO:0002161	KEGG: 00970+6.1.1.4|Reactome: R-HSA-2408522|Reactome: R-HSA-379716	G3DSA:1.10.730.10	TIGR00395	PF00133;PF08264	NA	NA	NA	NA	NA	NA	NA	cd00812;cd07959	NA	NA
maker-SPDT01000006.1-snap-gene-47.159-mRNA-1	IPR032710	SSF54427	NA	NA	G3DSA:3.10.450.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000010.1-augustus-gene-16.8-mRNA-1	IPR009060	SSF46934;SSF54495	GO:0005515	Reactome: R-HSA-983168	G3DSA:3.10.110.10	NA	PF09288;PF00179	NA	NA	NA	PS50127	SM00212	NA	NA	cd00195	PS00183	NA
augustus_masked-SPDT01000005.1-processed-gene-50.207-mRNA-1	IPR020059	SSF50715;SSF52374	GO:0000166;GO:0004812;GO:0005524;GO:0005737;GO:0006418;GO:0004818;GO:0006424;GO:0006412;GO:0043039	Reactome: R-HSA-2408522|Reactome: R-HSA-379716	G3DSA:1.20.1050.10;G3DSA:3.40.50.620;G3DSA:2.40.240.10	TIGR00463	PF03950;PF00749	NA	NA	MF_02076	NA	NA	PR00987	NA	NA	PS00178	NA
maker-SPDT01000013.1-snap-gene-6.146-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-14.36-mRNA-1	IPR036691	SSF56219	NA	NA	G3DSA:3.60.10.10	NA	PF03372	NA	NA	NA	NA	NA	NA	NA	cd09083	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-29.48-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-53.86-mRNA-1	IPR036852	SSF52743;SSF49785	GO:0004252;GO:0006508	NA	G3DSA:3.40.50.200;G3DSA:2.60.120.260	NA	PF00082;PF01483	mobidb-lite	NA	NA	PS51829	NA	PR00723	NA	cd04059	PS00136;PS00137;PS00138	NA
snap_masked-SPDT01000003.1-processed-gene-29.39-mRNA-1	IPR027443	SSF51197	GO:0016491;GO:0055114	NA	G3DSA:2.60.120.330	NA	PF03171	NA	NA	NA	PS51471	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-16.194-mRNA-1	IPR000581	SSF52016;SSF143975	GO:0003824;GO:0004160;GO:0009082	KEGG: 00290+4.2.1.9|KEGG: 00770+4.2.1.9|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-7111	G3DSA:3.50.30.80	TIGR00110	PF00920	NA	NA	MF_00012	NA	NA	NA	NA	NA	PS00887;PS00886	NA
augustus_masked-SPDT01000002.1-processed-gene-18.129-mRNA-1	IPR000571	SSF90229;SSF57850	GO:0046872	NA	G3DSA:3.30.40.10	NA	PF13920;PF00642	mobidb-lite	NA	NA	PS50103;PS50089	SM00356;SM00184	NA	Coil	cd16539	PS00518	NA
maker-SPDT01000002.1-snap-gene-13.41-mRNA-1	IPR002553	SSF48371;SSF55711;SSF49348	GO:0006886;GO:0016192;GO:0030117;GO:0005198;GO:0030126	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	G3DSA:1.25.10.10;G3DSA:3.30.310.10;G3DSA:2.60.40.1480	NA	PF01602;PF16381;PF08752	mobidb-lite	PIRSF037093	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000001.1-processed-gene-9.4-mRNA-1	IPR011990	SSF48452	GO:0005515	NA	G3DSA:1.25.40.10	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-snap-gene-46.3-mRNA-1	IPR002641	SSF52151	GO:0006629	NA	G3DSA:3.40.1090.10	NA	PF01734	NA	NA	NA	PS51635	NA	NA	NA	NA	PS00518	NA
maker-SPDT01000008.1-augustus-gene-4.32-mRNA-1	IPR004529	SSF55681	GO:0000166;GO:0004826;GO:0005524;GO:0005737;GO:0006432;GO:0000049;GO:0004812;GO:0043039	KEGG: 00970+6.1.1.20|Reactome: R-HSA-379716	G3DSA:1.10.10.2310;G3DSA:3.30.930.10;G3DSA:1.10.10.2320;G3DSA:1.10.10.2330	TIGR00468	PF01409;PF18553	NA	NA	NA	PS50862	NA	NA	NA	cd00496	NA	NA
maker-SPDT01000008.1-augustus-gene-8.226-mRNA-1	IPR011685	NA	GO:0043022	NA	NA	NA	PF07766	mobidb-lite	NA	NA	PS51758	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-22.53-mRNA-1	IPR011701	SSF103473	GO:0055085	NA	G3DSA:1.20.1250.20	NA	PF07690	NA	NA	NA	NA	NA	NA	Coil	cd17327	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-5.58-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-snap-gene-8.57-mRNA-1	IPR017972	SSF48264	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	G3DSA:1.10.630.10	NA	PF00067	NA	NA	NA	NA	NA	PR00463;PR00385	NA	NA	PS00086	NA
augustus_masked-SPDT01000005.1-processed-gene-50.228-mRNA-1	IPR014001	SSF52540	GO:0003676;GO:0005524	NA	G3DSA:3.40.50.300	NA	PF00270;PF00271;PF13959	mobidb-lite	NA	NA	PS51192;PS51194;PS51195	SM01178;SM00487;SM00490	NA	Coil	cd18787;cd17942	PS00039	NA
augustus_masked-SPDT01000005.1-processed-gene-16.21-mRNA-1	IPR009071	SSF47095	NA	NA	G3DSA:1.10.30.10	NA	PF00505	mobidb-lite	NA	NA	PS50118	SM00398	NA	NA	NA	NA	NA
maker-SPDT01000003.1-snap-gene-4.278-mRNA-1	IPR012678	SSF54189	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	G3DSA:3.30.70.3370	NA	PF01282	mobidb-lite	NA	MF_00545	NA	NA	NA	NA	NA	PS00529	NA
snap_masked-SPDT01000010.1-processed-gene-20.125-mRNA-1	IPR016087	SSF54626	GO:0016872	NA	NA	NA	PF16035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-58.83-mRNA-1	IPR036753	SSF69060	GO:0005856;GO:0005885;GO:0030833;GO:0034314	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213|Reactome: R-HSA-8856828	G3DSA:1.10.1760.10	NA	PF04062	NA	PIRSF016315	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-1.69-mRNA-1	IPR009939	NA	GO:0016977	KEGG: 00520+3.2.1.132	NA	NA	PF07335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-38.15-mRNA-1	IPR001680	SSF50978;SSF51197	GO:0005515	NA	G3DSA:1.20.58.2110;G3DSA:2.130.10.10;G3DSA:2.60.120.650	NA	PF00400;PF13621	mobidb-lite	NA	NA	PS50082;PS50294;PS51184	SM00320;SM00558	PR00320	Coil	cd00200	PS00678	NA
augustus_masked-SPDT01000004.1-processed-gene-6.46-mRNA-1	IPR022025	NA	NA	NA	NA	NA	PF12224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000013.1-augustus-gene-6.135-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-7.208-mRNA-1	IPR006130	SSF53671	GO:0006520;GO:0016597;GO:0016743	KEGG: 00220+2.1.3.3|MetaCyc: PWY-4981|MetaCyc: PWY-4984|MetaCyc: PWY-7400|Reactome: R-HSA-1268020|Reactome: R-HSA-70635	G3DSA:3.40.50.1370	TIGR00658	PF02729;PF00185	NA	NA	NA	NA	NA	PR00100;PR00102	NA	NA	PS00097	NA
augustus_masked-SPDT01000007.1-processed-gene-49.220-mRNA-1	IPR036291	SSF51735;SSF52283	GO:0051287;GO:0055114;GO:0016616	NA	G3DSA:3.40.50.720	NA	PF02826;PF00389	NA	NA	NA	NA	NA	NA	NA	cd12169	PS00671	NA
augustus_masked-SPDT01000007.1-processed-gene-55.77-mRNA-1	IPR004648	NA	GO:0055085	NA	NA	TIGR00727;TIGR00728	PF03169	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000008.1-augustus-gene-4.34-mRNA-1	IPR036188	SSF54427;SSF51905	NA	NA	G3DSA:3.50.50.60;G3DSA:3.10.450.50	NA	PF13738	NA	NA	NA	NA	NA	PR00411	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-33.173-mRNA-1	IPR018392	SSF54106	NA	NA	G3DSA:3.10.350.10	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	cd00118	NA	NA
maker-SPDT01000006.1-snap-gene-49.230-mRNA-1	IPR007568	NA	GO:0016021	NA	NA	NA	PF04479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000008.1-augustus-gene-12.301-mRNA-1	IPR018083	NA	GO:0016628;GO:0055114;GO:0016020;GO:0016126	NA	NA	NA	PF01222	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	PS01017	NA
maker-SPDT01000006.1-snap-gene-42.27-mRNA-1	IPR036640	SSF90123;SSF52540	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	NA	PF00664;PF00005	mobidb-lite	NA	NA	PS50929;PS50893	SM00382	NA	Coil	cd18577;cd18578;cd03249	PS00211	NA
augustus_masked-SPDT01000007.1-processed-gene-12.32-mRNA-1	IPR013087	SSF57667	GO:0003676	NA	G3DSA:3.30.160.60	NA	PF00096	mobidb-lite	NA	NA	PS50157	SM00355	NA	NA	NA	PS00028	NA
augustus_masked-SPDT01000007.1-processed-gene-55.68-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000008.1-augustus-gene-8.221-mRNA-1	IPR029021	SSF52799	GO:0016311;GO:0016791;GO:0004725	NA	G3DSA:3.90.190.10	NA	PF13350	NA	NA	NA	PS50056	NA	NA	NA	cd14529	PS00383	NA
maker-SPDT01000014.1-protein2genome-gene-0.16-mRNA-1	IPR001457	NA	GO:0008137;GO:0055114	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	G3DSA:1.20.120.1200	NA	PF00499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-snap-gene-49.183-mRNA-1	IPR003689	NA	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	NA	NA	PF02535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000004.1-snap-gene-21.28-mRNA-1	IPR036396	SSF48264	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	G3DSA:1.10.630.10	NA	PF00067	NA	NA	NA	NA	NA	PR00385;PR00465	NA	NA	PS00086	NA
snap_masked-SPDT01000004.1-processed-gene-22.279-mRNA-1	IPR007275	NA	GO:0003723	NA	G3DSA:3.10.590.10	NA	PF04146	NA	NA	NA	PS50882	NA	NA	NA	NA	NA	NA
maker-SPDT01000002.1-snap-gene-3.55-mRNA-1	IPR036259	SSF103473	GO:0016021;GO:0022857;GO:0055085;GO:0016020	Reactome: R-HSA-189200	G3DSA:1.20.1250.20	TIGR00879	PF00083	mobidb-lite	NA	NA	PS50850	NA	NA	NA	cd17356	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-5.9-mRNA-1	IPR036526	SSF56317	GO:0006807	NA	G3DSA:3.60.110.10	NA	PF00795	mobidb-lite	NA	NA	PS50263	NA	NA	NA	cd07566	NA	NA
maker-SPDT01000007.1-snap-gene-64.3-mRNA-1	IPR000133	NA	GO:0006621;GO:0016021;GO:0046923	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	NA	PF00810	NA	NA	NA	NA	NA	PR00660	NA	NA	PS00952;PS00951	NA
augustus_masked-SPDT01000010.1-processed-gene-12.34-mRNA-1	IPR021261	NA	NA	NA	NA	NA	PF10998	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000006.1-snap-gene-41.216-mRNA-1	IPR011009	SSF56112	GO:0004672;GO:0005524;GO:0006468	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	PF00069	mobidb-lite	NA	NA	PS50011	SM00220	NA	NA	cd14004	PS00108	NA
maker-SPDT01000001.1-snap-gene-8.186-mRNA-1	IPR001650	SSF52540	GO:0005524	NA	G3DSA:3.40.50.10810	NA	PF00271;PF00176	NA	NA	NA	PS51192;PS51194	SM00490;SM00487	NA	NA	cd18008;cd18793	NA	NA
maker-SPDT01000013.1-snap-gene-8.25-mRNA-1	IPR015943	SSF50998	GO:0005515	NA	G3DSA:2.130.10.10	NA	PF00400	NA	NA	NA	PS50294;PS50082	SM00320	NA	NA	NA	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-7.86-mRNA-1	IPR036265	SSF54197	NA	NA	G3DSA:3.30.428.10	NA	PF16278;PF01230	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000010.1-snap-gene-3.254-mRNA-1	IPR000873	SSF56801	GO:0003824	NA	G3DSA:3.40.50.12780	NA	PF00501	NA	NA	NA	NA	NA	NA	NA	cd05930;cd05927	NA	NA
maker-SPDT01000001.1-snap-gene-12.22-mRNA-1	IPR006094	SSF56176	GO:0016491;GO:0050660;GO:0055114	NA	G3DSA:3.30.465.40;G3DSA:3.40.462.20;G3DSA:3.30.465.10	NA	PF01565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-41.0-mRNA-1	IPR011993	SSF74788		Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	G3DSA:2.30.29.30;G3DSA:1.20.58.1210;G3DSA:1.20.58.1220	NA	PF08700;PF16528	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000006.1-augustus-gene-6.94-mRNA-1	IPR025574	NA	NA	NA	NA	NA	PF13634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000002.1-snap-gene-32.119-mRNA-1	IPR037069	SSF47203;SSF56645	GO:0016627;GO:0050660;GO:0055114	NA	G3DSA:1.10.540.10;G3DSA:1.20.140.10;G3DSA:2.40.110.10	NA	PF02770;PF00441;PF02771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-snap-gene-9.199-mRNA-1	IPR023797	SSF55205	GO:0003824	NA	G3DSA:3.30.360.20;G3DSA:3.65.10.20	NA	PF01137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000006.1-snap-gene-34.205-mRNA-1	IPR019012	SSF53335	GO:0001510;GO:0008168;GO:0009452	Reactome: R-HSA-1368082|Reactome: R-HSA-1368108|Reactome: R-HSA-191859|Reactome: R-HSA-1989781|Reactome: R-HSA-2151201|Reactome: R-HSA-2426168|Reactome: R-HSA-381340|Reactome: R-HSA-400206|Reactome: R-HSA-400253	G3DSA:3.40.50.150	NA	PF09445	mobidb-lite	NA	NA	NA	NA	NA	NA	cd02440	NA	NA
snap_masked-SPDT01000006.1-processed-gene-40.1-mRNA-1	IPR001748	NA	GO:0005634	Reactome: R-HSA-72163	NA	NA	PF01125	NA	NA	NA	NA	NA	PR00322	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-50.203-mRNA-1	IPR001138	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	NA	PF04082;PF00172	mobidb-lite	NA	NA	PS50048	SM00066	PR00755	NA	cd00067;cd12148	PS00463	NA
augustus_masked-SPDT01000007.1-processed-gene-55.52-mRNA-1	IPR009291	NA	NA	NA	NA	NA	PF06101	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-29.43-mRNA-1	IPR008386	NA	GO:0000276;GO:0015078;GO:0015986	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	NA	NA	PF05680	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000001.1-snap-gene-41.17-mRNA-1	IPR006186	SSF56300	GO:0016787	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	G3DSA:3.60.21.10	NA	PF00149	mobidb-lite	NA	NA	NA	SM00156	PR00114	NA	cd07415	PS00125	NA
maker-SPDT01000005.1-protein2genome-gene-6.34-mRNA-1	IPR002110	SSF48403;SSF52540	GO:0005515	NA	G3DSA:1.25.40.20;G3DSA:1.25.40.960;G3DSA:3.40.50.300	NA	PF12796;PF13637;PF05729	NA	NA	NA	PS50088;PS50837;PS50297	SM00248	PR01415	NA	NA	NA	NA
maker-SPDT01000008.1-snap-gene-4.157-mRNA-1	IPR018767	NA	GO:0031965;GO:0055088	NA	NA	NA	PF10104	mobidb-lite	NA	NA	NA	SM01042	NA	NA	NA	NA	NA
