Gene	interpro	SMART	MobiDBLite	GO	SUPERFAMILY	Gene3D	Pfam	PANTHER	PATHWAY	ProSiteProfiles	CDD	ProSitePatterns	Phobius	TMHMM	PRINTS	Coils	SignalP_EUK	Hamap	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	TIGRFAM	SFLD	ProDom
augustus_masked-NODE_129_length_47310_cov_14.505436-processed-gene-0.73-mRNA-1	IPR020583	NA	NA	GO:0046854	SSF56655	G3DSA:3.30.540.10	PF00459	PTHR43200:SF2;PTHR43200	NA	NA	NA	PS00629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_433_length_18905_cov_10.746246-processed-gene-0.55-mRNA-1	IPR037217	NA	mobidb-lite	GO:0019441;GO:0020037;GO:0046872	SSF140959	G3DSA:1.20.58.480	PF01231	PTHR28657:SF10;PTHR28657	KEGG: 00380+1.13.11.11|Reactome: R-HSA-71240	NA	NA	PS00876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_272_length_29752_cov_14.374312-processed-gene-0.23-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_283_length_28819_cov_12.041266-snap-gene-0.34-mRNA-1	IPR019258	NA	mobidb-lite	GO:0003712;GO:0006357;GO:0016592	NA	NA	PF10018	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_237_length_33112_cov_13.325148-snap-gene-0.4-mRNA-1	IPR002871	NA	mobidb-lite	GO:0005506;GO:0016226;GO:0051536	SSF82649	G3DSA:3.90.1010.10	PF01592	PTHR10093:SF8;PTHR10093	Reactome: R-HSA-1362409	NA	cd06664	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01999	NA	NA
maker-NODE_201_length_36175_cov_14.468237-snap-gene-0.42-mRNA-1	IPR019012	NA	NA	GO:0001510;GO:0008168;GO:0009452	SSF53335	G3DSA:3.40.50.150	PF09445	PTHR14741	Reactome: R-HSA-1368082|Reactome: R-HSA-1368108|Reactome: R-HSA-191859|Reactome: R-HSA-1989781|Reactome: R-HSA-2151201|Reactome: R-HSA-2426168|Reactome: R-HSA-381340|Reactome: R-HSA-400206|Reactome: R-HSA-400253	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_272_length_29752_cov_14.374312-processed-gene-0.11-mRNA-1	IPR002472	NA	NA	GO:0098599;GO:0002084;GO:0008474	SSF53474	G3DSA:3.40.50.1820	PF02089	PTHR11247;PTHR11247:SF8	Reactome: R-HSA-75105	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	PR00414	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
augustus_masked-NODE_80_length_63476_cov_12.447110-processed-gene-0.13-mRNA-1	IPR039146	SM00443	mobidb-lite	GO:0003676	NA	NA	PF01585	PTHR20923	NA	PS50174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_153_length_43124_cov_13.268949-processed-gene-0.13-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
maker-NODE_124_length_48425_cov_12.691830-augustus-gene-0.2-mRNA-1	IPR001180	NA	mobidb-lite	GO:0016192	NA	NA	NA	PTHR12894;PTHR12894:SF26	NA	PS50219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_92_length_58626_cov_14.117404-snap-gene-0.150-mRNA-1	IPR006186	SM00156	mobidb-lite	GO:0016787	SSF56300	G3DSA:3.60.21.10	PF00149	PTHR11668:SF242;PTHR11668	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	cd07415	PS00125	NA	NA	PR00114	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_42_length_81419_cov_14.132079-processed-gene-0.1-mRNA-1	IPR029063	NA	mobidb-lite	NA	SSF53335	G3DSA:3.40.50.150	PF13649	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_133_length_47037_cov_13.551546-snap-gene-0.7-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	cd12087	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_405_length_20123_cov_12.069064-processed-gene-0.1-mRNA-1	IPR000504	SM00360	NA	GO:0003676	SSF54928	G3DSA:3.30.70.330	PF00076;PF10378	PTHR42664;PTHR42664:SF2	NA	PS50102	cd12520;cd12521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_252_length_31588_cov_12.169321-snap-gene-0.82-mRNA-1	IPR016031	NA	mobidb-lite	NA	SSF51219	G3DSA:3.60.160.10	PF01987	PTHR36959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_178588_cov_14.108595-snap-gene-0.1-mRNA-1	IPR015679	SM00155	NA	GO:0004630;GO:0006654;GO:0048017;GO:0003824	SSF56024	G3DSA:3.30.870.10	PF13091;PF00614	PTHR18896;PTHR18896:SF74	KEGG: 00564+3.1.4.4|KEGG: 00565+3.1.4.4|MetaCyc: PWY-3561|MetaCyc: PWY-7039|Reactome: R-HSA-1483148|Reactome: R-HSA-1483166|Reactome: R-HSA-2029485	PS50035	cd09141;cd09138	NA	NA	NA	NA	NA	NA	NA	PIRSF009376	NA	NA	NA	NA	NA
snap_masked-NODE_241_length_32131_cov_13.062117-processed-gene-0.96-mRNA-1	IPR000504	SM00360	mobidb-lite	GO:0003676	SSF54928	G3DSA:3.30.70.330	PF00076	PTHR44696	NA	PS50102	cd12669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_52_length_76760_cov_14.095794-processed-gene-0.143-mRNA-1	IPR036188	NA	NA	GO:0071949	SSF51905	G3DSA:3.50.50.60;G3DSA:3.30.9.30	PF13450;PF01494	PTHR13789;PTHR13789:SF172	NA	NA	NA	NA	NA	TMhelix	PR00420	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_155132_cov_13.519809-augustus-gene-0.266-mRNA-1	IPR024708	SM01060	NA	GO:0004096;GO:0006979;GO:0020037;GO:0055114	SSF52317;SSF56634	G3DSA:3.40.50.880;G3DSA:1.20.1370.20;G3DSA:2.40.180.10	PF18011;PF00199;PF06628	PTHR42821:SF1;PTHR42821	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241	PS51402	cd03132	PS00438;PS00437	NA	NA	PR00067	NA	NA	NA	PIRSF038927	NA	NA	NA	NA	NA
maker-NODE_302_length_27279_cov_13.672989-augustus-gene-0.23-mRNA-1	IPR017986	SM00320	NA	GO:0005515	SSF50978	G3DSA:2.130.10.10	PF00400	PTHR44090	NA	PS50294;PS50082	cd00200	PS00678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_53_length_74337_cov_13.029794-protein2genome-gene-0.137-mRNA-1	IPR036188	NA	mobidb-lite	GO:0016491;GO:0055114	SSF51905	G3DSA:3.30.9.10;G3DSA:3.50.50.60	PF01266	PTHR43104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_303_length_27170_cov_14.094072-processed-gene-0.53-mRNA-1	IPR006735	NA	mobidb-lite	GO:1902979	SSF57850	G3DSA:3.30.40.10	PF04641	PTHR12775	NA	NA	cd16653	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_226_length_34031_cov_12.304979-processed-gene-0.8-mRNA-1	IPR036291	NA	NA	GO:0016491;GO:0005783;GO:0030497;GO:0045703	SSF51735	G3DSA:3.40.50.720	PF00106	PTHR43086:SF2;PTHR43086	KEGG: 00062+1.1.1.330|MetaCyc: PWY-5080|MetaCyc: PWY-5353|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-6958|MetaCyc: PWY-7036|MetaCyc: PWY-7049|MetaCyc: PWY-7053|MetaCyc: PWY-7592|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7606|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|MetaCyc: PWY-7726|MetaCyc: PWY-7727|MetaCyc: PWY-7728	NA	cd05356	PS00061	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	PR00081	NA	NA	MF_03107	PIRSF000126	NA	NA	NA	NA	NA
maker-NODE_538_length_13942_cov_13.589938-snap-gene-0.28-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_126_length_47969_cov_11.650893-augustus-gene-0.20-mRNA-1	IPR029063	NA	NA	NA	SSF53335	G3DSA:3.40.50.150	PF13489	PTHR43591;PTHR43591:SF12	NA	NA	cd02440	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_77_length_64594_cov_15.479486-processed-gene-0.125-mRNA-1	IPR008949	NA	NA	GO:0008299	SSF48576	G3DSA:1.10.600.10	PF00348	PTHR12001;PTHR12001:SF44	NA	NA	NA	PS00444;PS00723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00005	NA
maker-NODE_315_length_26300_cov_13.497306-snap-gene-0.75-mRNA-1	IPR001938	SM00205	mobidb-lite	NA	SSF49870	G3DSA:2.60.110.10	PF00314	PTHR31048;PTHR31048:SF1	NA	PS51367	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN	NA	NA	NA	SignalP-noTM	NA	PIRSF002703	NA	SignalP-TM	NA	NA	NA
maker-NODE_1457_length_1733_cov_9.743462-augustus-gene-0.3-mRNA-1	IPR005024	NA	mobidb-lite	GO:0007034	NA	NA	PF03357	PTHR10476;PTHR10476:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_111_length_51401_cov_12.729824-processed-gene-0.165-mRNA-1	IPR036928	NA	NA		SSF75304	G3DSA:3.90.1300.10	PF01425	PTHR42678:SF4;PTHR42678	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_44_length_81021_cov_13.185898-processed-gene-0.7-mRNA-1	IPR000772	NA	NA	NA	SSF50370	G3DSA:2.80.10.50	NA	NA	NA	PS50231	cd00161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_450_length_17865_cov_13.673695-processed-gene-0.39-mRNA-1	IPR000300	SM00128	mobidb-lite	GO:0046856	SSF56219	NA	NA	PTHR11200:SF255;PTHR11200	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_293_length_28220_cov_14.086676-augustus-gene-0.102-mRNA-1	IPR003807	NA	NA	NA	NA	NA	PF02656	PTHR10783:SF60;PTHR10783	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_92_length_58626_cov_14.117404-snap-gene-0.149-mRNA-1	IPR036028	NA	mobidb-lite	GO:0005515	SSF50044	G3DSA:2.30.30.40	NA	NA	NA	NA	cd00174;cd12087	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_412_length_19959_cov_13.401422-snap-gene-0.37-mRNA-1	IPR009668	NA	NA	GO:0003677;GO:0003899;GO:0005634;GO:0006351	NA	NA	PF06870	PTHR14440	Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73777|Reactome: R-HSA-73863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_427_length_19068_cov_13.177551-snap-gene-0.2-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_320_length_25931_cov_13.061386-snap-gene-0.49-mRNA-1	IPR022812	SM00053	NA	GO:0005525;GO:0003924	SSF52540	G3DSA:3.40.50.300	PF01031;PF00350	PTHR11566;PTHR11566:SF129	NA	PS51388	cd08771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_381_length_21435_cov_9.638868-processed-gene-0.34-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_808_length_6032_cov_14.573920-processed-gene-0.1-mRNA-1	IPR011060	SM00934	mobidb-lite	GO:0003824;GO:0004590;GO:0006207	SSF51366	G3DSA:3.20.20.70	PF00215	PTHR19278:SF39;PTHR19278	KEGG: 00240+4.1.1.23|MetaCyc: PWY-5686|MetaCyc: PWY-7790|MetaCyc: PWY-7791|Reactome: R-HSA-500753	NA	cd04725	PS00156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_93086_cov_14.125528-snap-gene-0.208-mRNA-1	IPR013126	NA	NA		SSF53067	NA	NA	PTHR19375;PTHR19375:SF213	Reactome: R-HSA-3371453	NA	cd10229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_18_length_101582_cov_13.378532-snap-gene-0.164-mRNA-1	IPR006003	NA	mobidb-lite	GO:0005975;GO:0016773	SSF53067	G3DSA:3.30.420.40;G3DSA:3.30.420.460	PF02782;PF00370	PTHR42345:SF1;PTHR42345	NA	NA	cd07782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01315	NA	NA
snap_masked-NODE_407_length_20082_cov_13.824204-processed-gene-0.44-mRNA-1	IPR029000	NA	mobidb-lite	GO:0000413;GO:0003755;GO:0006457	SSF50891	G3DSA:2.40.100.10	PF00160	PTHR11071:SF152;PTHR11071	NA	PS50072	cd01925	PS00170	NA	NA	PR00153	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_311_length_26514_cov_14.364725-snap-gene-0.0-mRNA-1	IPR036869	SM00271	mobidb-lite	NA	SSF46565	G3DSA:1.10.287.110	PF00226	PTHR43948;PTHR43948:SF2	NA	PS50076	cd06257	NA	NA	NA	PR00625	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_92465_cov_12.802671-snap-gene-0.298-mRNA-1	IPR038607	NA	NA	NA	SSF56300	G3DSA:3.60.21.70	PF09423	PTHR11177;PTHR11177:SF327	NA	NA	cd07389	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_73_length_66233_cov_14.077270-snap-gene-0.123-mRNA-1	IPR001680	SM00320	mobidb-lite	GO:0005515	SSF50978	NA	PF11715;PF00400	PTHR14091;PTHR14091:SF0	NA	PS50294;PS50082	NA	PS00678	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	PR00320	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_928_length_4592_cov_9.161926-snap-gene-0.2-mRNA-1	IPR001310	NA	NA	NA	SSF54197	G3DSA:3.30.428.10	PF01230	PTHR23089:SF21;PTHR23089	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_186_length_38398_cov_12.897076-snap-gene-0.42-mRNA-1	NA	NA	NA	NA	NA	NA	PF13668	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
augustus_masked-NODE_503_length_15551_cov_13.310749-processed-gene-0.49-mRNA-1	IPR001509	NA	NA	GO:0003824;GO:0050662	SSF51735	G3DSA:3.40.50.720	PF01370	PTHR10366;PTHR10366:SF502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_279_length_28940_cov_10.078576-processed-gene-0.7-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_147_length_44125_cov_13.529570-processed-gene-0.158-mRNA-1	IPR009395	NA	mobidb-lite	GO:0031083	NA	NA	PF06320	NA	Reactome: R-HSA-432720|Reactome: R-HSA-432722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_408_length_20082_cov_13.078978-snap-gene-0.59-mRNA-1	IPR013094	NA	mobidb-lite	GO:0016787	SSF53474	G3DSA:3.40.50.1820	PF07859	PTHR23025;PTHR23025:SF3	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_61_length_69890_cov_14.566891-processed-gene-0.85-mRNA-1	IPR023210	NA	NA	NA	SSF51430	G3DSA:3.20.20.100	PF00248	PTHR42686	NA	NA	cd06660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_328_length_25263_cov_14.390317-processed-gene-0.2-mRNA-1	IPR020617	NA	NA	GO:0016747;GO:0003824	SSF53901	G3DSA:3.40.47.10	PF02803;PF00108	PTHR18919:SF69;PTHR18919	NA	NA	cd00751	PS00737;PS00099;PS00098	NA	NA	NA	NA	NA	NA	PIRSF000429	NA	NA	TIGR01930	NA	NA
maker-NODE_161_length_40842_cov_14.703254-snap-gene-0.91-mRNA-1	IPR001412	NA	NA	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004830;GO:0006436	SSF52374	G3DSA:3.40.50.620;G3DSA:1.10.240.10	PF00579	PTHR43766	KEGG: 00970+6.1.1.2	NA	NA	PS00178	NA	NA	PR01039	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_234_length_33254_cov_13.266308-processed-gene-0.8-mRNA-1	IPR011707	NA	NA	GO:0005507;GO:0016491;GO:0055114	SSF49503	G3DSA:2.60.40.420	PF07732;PF07731;PF00394	PTHR11709;PTHR11709:SF145	NA	NA	cd13901;cd13880	PS00079;PS00080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_92465_cov_12.802671-augustus-gene-0.323-mRNA-1	IPR004045	NA	NA	GO:0005515;GO:0004364	SSF52833;SSF47616	G3DSA:3.40.30.130;G3DSA:1.20.1050.10	PF13409;PF13410	PTHR32419:SF6;PTHR32419	NA	PS50405	cd03190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_471_length_16751_cov_11.870248-processed-gene-0.20-mRNA-1	IPR039776	NA	mobidb-lite	GO:0007064	SSF48371	NA	NA	PTHR12663:SF0;PTHR12663	Reactome: R-HSA-2467813|Reactome: R-HSA-2468052|Reactome: R-HSA-2470946|Reactome: R-HSA-2500257	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_328_length_25263_cov_14.390317-augustus-gene-0.59-mRNA-1	IPR034904	NA	mobidb-lite	GO:0016226	SSF117916	G3DSA:3.30.300.130	PF01883	PTHR12377:SF0;PTHR12377	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_396_length_20577_cov_13.067579-snap-gene-0.13-mRNA-1	NA	NA	mobidb-lite	NA	SSF57959	G3DSA:1.20.5.170	NA	PTHR40618	NA	NA	cd14688	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_97_length_56313_cov_11.738120-processed-gene-0.3-mRNA-1	IPR002194	NA	NA	GO:0005524;GO:0006457;GO:0051082	SSF48592;SSF54849;SSF52029	G3DSA:3.30.260.10;G3DSA:1.10.560.10;G3DSA:3.50.7.10	PF00118	PTHR11353:SF24;PTHR11353	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	NA	cd03337	PS00995;PS00751	NA	NA	PR00304	NA	NA	NA	NA	NA	NA	TIGR02344	NA	NA
snap_masked-NODE_2_length_158552_cov_13.793940-processed-gene-0.265-mRNA-1	IPR000306	SM00064	mobidb-lite	GO:0046872	SSF57903	G3DSA:3.30.40.10	PF01363	PTHR13510:SF43;PTHR13510	NA	PS50178	cd15760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_48_length_78732_cov_12.558221-snap-gene-0.25-mRNA-1	IPR008930	NA	mobidb-lite	GO:0016866	SSF48239	G3DSA:1.50.10.20;G3DSA:2.40.50.310	PF13249;PF13243	PTHR11764:SF20;PTHR11764	Reactome: R-HSA-191273|Reactome: R-HSA-2426168	NA	cd02892	PS01074	NA	NA	NA	Coil	NA	NA	NA	NA	NA	TIGR01787	SFLDG01016	NA
maker-NODE_209_length_35694_cov_13.209464-augustus-gene-0.19-mRNA-1	IPR020568	NA	NA		SSF54211;SSF55666	G3DSA:3.30.230.70	PF01138	PTHR11953:SF1;PTHR11953	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	cd11372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_117_length_50097_cov_11.371923-processed-gene-0.0-mRNA-1	IPR000407	NA	NA	GO:0016787	NA	G3DSA:3.30.420.150;G3DSA:3.30.420.40	PF01150	PTHR11782:SF43;PTHR11782	Reactome: R-HSA-8850843	NA	cd00012	PS01238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_186_length_38398_cov_12.897076-snap-gene-0.45-mRNA-1	IPR036864	SM00066	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	G3DSA:4.10.240.10	PF00172;PF11951	PTHR37534	NA	NA	cd00067	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_82_length_62753_cov_13.646553-processed-gene-0.2-mRNA-1	IPR017932	NA	NA	GO:0004066;GO:0006529	SSF52402;SSF56235	G3DSA:3.40.50.620;G3DSA:3.60.20.10	PF00733;PF13537	PTHR11772;PTHR11772:SF3	NA	PS51278	cd01991;cd03766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_6_length_135386_cov_13.670565-processed-gene-0.3-mRNA-1	IPR018228	NA	NA	GO:0016888;GO:0016812;GO:0016787;GO:0016810	SSF51556;SSF51338	NA	PF01979	PTHR43668;PTHR43668:SF2	KEGG: 00240+3.5.2.3|MetaCyc: PWY-5686|MetaCyc: PWY-7790|MetaCyc: PWY-7791	NA	NA	PS01137;PS00482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_192_length_37601_cov_13.170278-processed-gene-0.39-mRNA-1	IPR010285	SM00382	mobidb-lite	GO:0000723;GO:0003678;GO:0006281	SSF52540	G3DSA:3.40.50.300	PF05970	PTHR23274:SF11;PTHR23274	NA	NA	cd00009	NA	NA	NA	NA	NA	NA	MF_03176	NA	NA	NA	NA	NA	NA
snap_masked-NODE_135_length_46292_cov_13.786505-processed-gene-0.17-mRNA-1	IPR020843	SM00829	NA	GO:0016491;GO:0055114	SSF50129;SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.180.10	PF00107	PTHR42683;PTHR42683:SF20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_29_length_92465_cov_12.802671-processed-gene-0.279-mRNA-1	IPR015720	SM01190	NA	NA	SSF101576	NA	PF01105	PTHR22811:SF46;PTHR22811	NA	PS50866	NA	NA	SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
maker-NODE_164_length_40659_cov_13.795520-snap-gene-0.22-mRNA-1	IPR029058	NA	NA	NA	SSF53474	NA	PF12697	PTHR12277:SF50;PTHR12277	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_23_length_95743_cov_12.522036-processed-gene-0.273-mRNA-1	IPR011990	NA	NA	GO:0005515	SSF48452	G3DSA:1.25.40.10	NA	PTHR22904;PTHR22904:SF356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
