Gene	interpro	GO	SMART	Pfam	PANTHER	Gene3D	SUPERFAMILY	ProSiteProfiles	MobiDBLite	CDD	Coils	PATHWAY	ProSitePatterns	PIRSF	PRINTS	Phobius	TMHMM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	TIGRFAM	SFLD	Hamap	ProDom
augustus_masked-NODE_18_length_389369_cov_49.707909-processed-gene-2.62-mRNA-1	IPR016040	NA	NA	PF16363	PTHR43000;PTHR43000:SF7	G3DSA:3.40.50.720;G3DSA:3.90.25.10	SSF51735	NA	mobidb-lite	cd05246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_15_length_422333_cov_46.772682-augustus-gene-1.29-mRNA-1	IPR004018	NA	SM00707	PF02755	PTHR22793	G3DSA:1.10.288.20	NA	PS51073	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_923648_cov_49.367359-processed-gene-7.14-mRNA-1	IPR017340	GO:0000387;GO:0000398;GO:0005685;GO:0008270;GO:0003676;GO:0005634	SM00451	PF06220	PTHR31148	G3DSA:3.30.160.60	SSF57667	PS50171	mobidb-lite	NA	NA	Reactome: R-HSA-72163	NA	PIRSF037969	NA	NA	NA	NA	NA	NA	NA	NA	MF_03153	NA
maker-NODE_16_length_404132_cov_53.888514-augustus-gene-3.11-mRNA-1	IPR027542	GO:0005524;GO:0016887	NA	PF02374	PTHR10803:SF3;PTHR10803	G3DSA:3.40.50.300	SSF52540	NA	NA	cd02035	Coil	Reactome: R-HSA-381038	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00345	NA	MF_03112	NA
augustus_masked-NODE_5_length_672795_cov_35.514266-processed-gene-3.52-mRNA-1	IPR007308	GO:0008420;GO:0043175;GO:0070940	NA	PF04181	PTHR14732	G3DSA:1.25.40.820	NA	PS51479	mobidb-lite	NA	Coil	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-6807505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_38_length_285069_cov_55.745903-processed-gene-1.36-mRNA-1	IPR036020	GO:0005515	SM00456	NA	NA	NA	SSF51045	PS50020	mobidb-lite	cd00201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_775689_cov_45.339792-processed-gene-4.14-mRNA-1	NA	NA	NA	NA	PTHR31263;PTHR31263:SF4	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_43_length_242652_cov_45.973747-processed-gene-1.48-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_425382_cov_49.164553-augustus-gene-3.6-mRNA-1	IPR029063	NA	NA	PF13649	PTHR35897	G3DSA:3.40.50.150	SSF53335	PS50290	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_923648_cov_49.367359-augustus-gene-3.8-mRNA-1	IPR004372	GO:0006082;GO:0016301;GO:0016774;GO:0005622;GO:0016310	NA	PF00871	PTHR21060;PTHR21060:SF15	G3DSA:3.30.420.40	SSF53067	NA	NA	NA	NA	KEGG: 00430+2.7.2.1|KEGG: 00620+2.7.2.1|KEGG: 00640+2.7.2.1|KEGG: 00680+2.7.2.1|KEGG: 00720+2.7.2.1|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-8015	PS01075	PIRSF000722	PR00471	NA	NA	NA	NA	SignalP-TM	NA	NA	MF_00020	NA
augustus_masked-NODE_134_length_54660_cov_34.013973-processed-gene-0.7-mRNA-1	IPR027417	GO:0000723;GO:0005634;GO:0006281;GO:0016887;GO:0030870	NA	PF13476	PTHR18867	G3DSA:3.40.50.300	SSF57997;SSF52540	NA	mobidb-lite	cd03240	Coil	Reactome: R-HSA-2559586|Reactome: R-HSA-5685938|Reactome: R-HSA-5685939|Reactome: R-HSA-5685942|Reactome: R-HSA-5693548|Reactome: R-HSA-5693554|Reactome: R-HSA-5693565|Reactome: R-HSA-5693568|Reactome: R-HSA-5693571|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473|Reactome: R-HSA-912446	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00606	NA	NA	NA
augustus_masked-NODE_3_length_797078_cov_49.968901-processed-gene-3.12-mRNA-1	IPR017437	GO:0003951;GO:0019674;GO:0006741	NA	PF01513	PTHR20275;PTHR20275:SF6	G3DSA:2.60.200.30;G3DSA:3.40.50.12540	SSF111331	NA	mobidb-lite	NA	NA	KEGG: 00760+2.7.1.23|MetaCyc: PWY-5083|MetaCyc: PWY-7268|MetaCyc: PWY-7269|Reactome: R-HSA-196807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_00361	NA
augustus_masked-NODE_28_length_316251_cov_50.101138-processed-gene-1.21-mRNA-1	IPR010730	NA	NA	PF06985	PTHR10622:SF10;PTHR10622	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_320397_cov_47.034040-augustus-gene-2.19-mRNA-1	IPR002769	GO:0042256;GO:0043022	SM00654	PF01912	PTHR10784	G3DSA:3.75.10.10	SSF55909	NA	NA	cd00527	NA	NA	NA	PIRSF006413	NA	NA	NA	NA	NA	NA	TIGR00323	NA	MF_00032	NA
maker-NODE_59_length_182394_cov_52.306144-augustus-gene-0.23-mRNA-1	IPR007590	NA	NA	PF04502	PTHR12111:SF1;PTHR12111	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_56_length_196720_cov_42.575295-processed-gene-0.54-mRNA-1	IPR029063	NA	NA	PF13649	PTHR43464;PTHR43464:SF17	G3DSA:3.40.50.150	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_39_length_280547_cov_51.498181-augustus-gene-0.11-mRNA-1	IPR012501	GO:0042147;GO:0000938	NA	PF07928	PTHR12965	NA	NA	NA	mobidb-lite	NA	Coil	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_81_length_124629_cov_55.594521-augustus-gene-0.41-mRNA-1	IPR029004	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	PF01778	PTHR10544	G3DSA:3.30.390.110	NA	NA	mobidb-lite	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_285069_cov_55.745903-augustus-gene-1.63-mRNA-1	IPR039163	NA	NA	PF09430	PTHR13605;PTHR13605:SF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN	NA	SignalP-noTM	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_6_length_597252_cov_45.352752-processed-gene-1.28-mRNA-1	IPR018222	NA	NA	NA	PTHR12612:SF20;PTHR12612	G3DSA:3.10.450.50	SSF54427	PS50177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_58_length_186216_cov_40.970724-processed-gene-0.42-mRNA-1	IPR030445	GO:0031151;GO:0034729;GO:0051726;GO:0018024;GO:0000077;GO:0005634;GO:0006281;GO:0006348;GO:0031493	NA	PF08123	PTHR21451;PTHR21451:SF0	G3DSA:3.40.50.150;G3DSA:1.10.260.170	SSF53335	PS51569	mobidb-lite	cd02440	NA	KEGG: 00310+2.1.1.43|Reactome: R-HSA-3214841	NA	PIRSF017570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_24_length_337529_cov_39.967259-augustus-gene-1.10-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468	SM00220	PF00069	PTHR24343;PTHR24343:SF137	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	PS50011	mobidb-lite	NA	NA	NA	PS00108;PS00107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_501630_cov_42.910320-processed-gene-1.36-mRNA-1	NA	NA	NA	NA	NA	G3DSA:3.30.160.20	SSF54768	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_388427_cov_45.172902-augustus-gene-0.6-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468	SM00220	PF00069	PTHR44844	G3DSA:1.10.510.10;G3DSA:3.30.200.20	SSF56112	PS50011	mobidb-lite	cd14096	NA	NA	PS00108	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_113970_cov_55.250046-processed-gene-0.4-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_130_length_59890_cov_52.343641-processed-gene-0.18-mRNA-1	IPR011989	GO:0005096;GO:0043547	NA	NA	PTHR10957;PTHR10957:SF1	G3DSA:1.25.10.10	SSF48371	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_18_length_389369_cov_49.707909-processed-gene-2.63-mRNA-1	IPR007109	NA	SM00879	PF04427	PTHR22734:SF3;PTHR22734	NA	SSF52954	PS50833	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_93_length_98148_cov_53.586119-augustus-gene-0.41-mRNA-1	IPR007955		NA	PF05291	PTHR12821	NA	NA	NA	mobidb-lite	NA	NA	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_20_length_382405_cov_34.860070-processed-gene-0.26-mRNA-1	IPR002938	GO:0071949	NA	PF01494	PTHR13789;PTHR13789:SF251	G3DSA:3.50.50.60	SSF51905	NA	NA	NA	NA	NA	NA	NA	PR00420	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_8_length_589706_cov_44.515434-augustus-gene-4.21-mRNA-1	IPR039997		NA	NA	PTHR13097:SF7;PTHR13097	NA	NA	NA	mobidb-lite	NA	Coil	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6807505|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_425382_cov_49.164553-augustus-gene-0.2-mRNA-1	IPR020845	GO:0006629;GO:0030729;GO:0003824	NA	PF16177;PF00501	PTHR42921:SF3;PTHR42921	G3DSA:3.40.50.12780;G3DSA:3.30.300.30	SSF56801	NA	NA	NA	NA	KEGG: 00280+6.2.1.16|KEGG: 00650+6.2.1.16|Reactome: R-HSA-77111	PS00455	NA	NA	NA	NA	NA	NA	NA	TIGR01217	NA	NA	NA
maker-NODE_4_length_775689_cov_45.339792-augustus-gene-4.31-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_589706_cov_44.515434-processed-gene-2.2-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_78_length_126863_cov_55.837205-processed-gene-0.30-mRNA-1	IPR001269	GO:0008033;GO:0017150;GO:0050660;GO:0055114;GO:0003824	NA	PF01207	PTHR11082:SF4;PTHR11082	G3DSA:3.20.20.70	SSF51395	NA	mobidb-lite	cd02801	NA	NA	PS01136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_18_length_389369_cov_49.707909-processed-gene-1.9-mRNA-1	IPR038305	NA	NA	PF14479	PTHR37542:SF1;PTHR37542	G3DSA:1.20.120.1020;G3DSA:1.10.510.10	SSF56112	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NODE_130_length_59890_cov_52.343641-augustus-gene-0.33-mRNA-1	IPR018305	GO:0005739	NA	PF10501	NA	NA	NA	NA	mobidb-lite	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_17_length_399465_cov_44.223703-processed-gene-0.25-mRNA-1	IPR017375	GO:0005779;GO:0006625;GO:0008022;GO:0008270	NA	PF04757	PTHR12888	G3DSA:3.30.40.10	SSF57850	NA	mobidb-lite	NA	NA	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	NA	PIRSF038074	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_35_length_296247_cov_55.180214-processed-gene-1.59-mRNA-1	NA	NA	NA	NA	PTHR21705;PTHR21705:SF5	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_438591_cov_42.476801-augustus-gene-3.4-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_835251_cov_43.524260-augustus-gene-6.45-mRNA-1	IPR034193	GO:0004252;GO:0006508	NA	PF00082	PTHR43806;PTHR43806:SF25	G3DSA:3.40.50.200;G3DSA:3.30.70.80	SSF54897;SSF52743	NA	NA	cd04077	NA	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	PS00138;PS00137;PS00136	NA	PR00723	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NODE_19_length_388427_cov_45.172902-augustus-gene-2.18-mRNA-1	IPR010721	NA	NA	PF06966	PTHR32251;PTHR32251:SF21	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_15_length_422333_cov_46.772682-augustus-gene-3.11-mRNA-1	IPR004099	GO:0045454;GO:0055114;GO:0009055;GO:0016491;GO:0050660;GO:0016668;GO:0004362;GO:0006749;GO:0050661	NA	PF02852;PF07992	PTHR42737	G3DSA:3.50.50.60;G3DSA:3.30.390.30	SSF51905;SSF55424	NA	NA	NA	NA	KEGG: 00480+1.8.1.7|MetaCyc: PWY-4081|Reactome: R-HSA-2408550|Reactome: R-HSA-3299685|Reactome: R-HSA-499943|Reactome: R-HSA-5628897	PS00076	PIRSF000350	PR00368;PR00411	NA	NA	NA	NA	NA	TIGR01421	NA	NA	NA
augustus_masked-NODE_6_length_597252_cov_45.352752-processed-gene-4.64-mRNA-1	IPR001288	GO:0003743;GO:0006413	NA	NA	PTHR10938	G3DSA:3.30.110.10	SSF55200	NA	mobidb-lite	NA	NA	Reactome: R-HSA-5368286	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_22_length_358069_cov_41.594663-processed-gene-2.27-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PF00172	PTHR36206:SF3;PTHR36206	G3DSA:4.10.240.10	SSF57701	PS50048	mobidb-lite	cd00067	NA	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_12_length_473019_cov_49.377120-augustus-gene-3.18-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_55_length_197038_cov_46.543520-augustus-gene-0.65-mRNA-1	IPR036400	GO:0020037	SM01117	PF00173	PTHR19359:SF14;PTHR19359	G3DSA:3.10.120.10	SSF55856	PS50255	NA	NA	NA	NA	PS00191	NA	PR00363	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_74_length_139877_cov_44.141445-processed-gene-0.32-mRNA-1	IPR002110	GO:0005515	SM00248	PF12796	PTHR42652;PTHR42652:SF2	G3DSA:1.25.40.20	SSF48403	PS50088;PS50297	NA	cd00204	NA	NA	NA	NA	PR01415	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_775689_cov_45.339792-processed-gene-5.24-mRNA-1	IPR004886	NA	NA	PF03198	PTHR31468:SF4;PTHR31468	G3DSA:3.20.20.80	SSF51445	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NODE_81_length_124629_cov_55.594521-augustus-gene-0.48-mRNA-1	NA	NA	NA	NA	PTHR40625:SF1;PTHR40625	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_923648_cov_49.367359-processed-gene-4.13-mRNA-1	IPR013947	GO:0003712;GO:0006357;GO:0016592	NA	PF08638	PTHR12809	NA	NA	NA	mobidb-lite	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_53_length_203429_cov_38.242064-augustus-gene-1.24-mRNA-1	IPR036770	GO:0003677;GO:0005515	SM01252;SM00248	PF13637;PF13606	PTHR43828:SF6;PTHR43828	G3DSA:1.25.40.20;G3DSA:3.10.260.10	SSF48403;SSF54616	PS50297;PS50088;PS51299	mobidb-lite	cd00204	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_69_length_158215_cov_41.370629-augustus-gene-0.45-mRNA-1	IPR033464	GO:0005838;GO:0006508	NA	PF10075	PTHR12387	G3DSA:1.25.40.990	NA	PS50250	NA	NA	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_26_length_326154_cov_40.733596-processed-gene-1.21-mRNA-1	IPR014812		NA	PF08700	PTHR15954	NA	NA	NA	mobidb-lite	NA	NA	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_113_length_77813_cov_49.668486-processed-gene-0.21-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NODE_93_length_98148_cov_53.586119-augustus-gene-0.27-mRNA-1	IPR002654	NA	NA	PF01755	PTHR10730:SF43;PTHR10730	NA	NA	NA	NA	cd06532	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_285069_cov_55.745903-augustus-gene-0.2-mRNA-1	IPR018939	NA	NA	PF09451	PTHR15071;PTHR15071:SF13	NA	SSF50911	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_296247_cov_55.180214-augustus-gene-0.33-mRNA-1	IPR000504	GO:0003676;GO:0000002;GO:0031305	NA	PF10443	PTHR32198	NA	SSF52540;SSF54928	PS50102	mobidb-lite	NA	Coil	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_923648_cov_49.367359-processed-gene-1.43-mRNA-1	IPR012572	GO:0004672;GO:0005524;GO:0006468;GO:0007094	SM00220;SM00777	PF08171;PF00069;PF08311	PTHR14030;PTHR14030:SF4	G3DSA:1.10.510.10;G3DSA:1.25.40.430	SSF56112	PS51489;PS50011	mobidb-lite	cd13981	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	PS00108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_124_length_68302_cov_56.532263-augustus-gene-0.1-mRNA-1	IPR011053	GO:0005524;GO:0046872	SM00878	PF00289;PF00364;PF02785;PF02786	PTHR18866:SF33;PTHR18866	G3DSA:2.40.50.100;G3DSA:3.30.470.130	SSF51230;SSF56059;SSF51246;SSF52440	PS50975;PS50968;PS50979	mobidb-lite	cd06850	NA	Reactome: R-HSA-196780|Reactome: R-HSA-3371599	PS00867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_597252_cov_45.352752-processed-gene-2.10-mRNA-1	IPR036188	GO:0016491;GO:0055114	NA	PF01593	PTHR42923:SF18;PTHR42923	G3DSA:3.30.70.1990;G3DSA:1.10.405.20;G3DSA:3.50.50.60	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_71_length_154026_cov_47.492362-processed-gene-0.12-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_120_length_75275_cov_39.889511-augustus-gene-0.20-mRNA-1	IPR021047	NA	NA	PF11735	PTHR34144:SF4;PTHR34144	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_6_length_597252_cov_45.352752-augustus-gene-3.26-mRNA-1	IPR022657	GO:0003824;GO:0006596	NA	PF00278;PF02784	PTHR11482	G3DSA:2.40.37.10;G3DSA:3.20.20.10	SSF51419;SSF50621	NA	NA	cd00622	NA	NA	PS00879;PS00878	NA	PR01179;PR01182	NA	NA	NA	NA	NA	NA	NA	NA	NA
