Gene	Gene3D	TMHMM	Phobius	PANTHER	SUPERFAMILY	interpro	GO	PATHWAY	Pfam	PIRSF	MobiDBLite	SMART	Coils	ProSiteProfiles	CDD	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	ProSitePatterns	Hamap	PRINTS	TIGRFAM	SFLD	ProDom
augustus_masked-NODE_188_length_45344_cov_29.777075-processed-gene-0.6-mRNA-1	G3DSA:3.20.20.190	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	PTHR13593;PTHR13593:SF74	SSF51695	IPR017946	GO:0006629;GO:0008081	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_644_length_14878_cov_29.822521-augustus-gene-0.5-mRNA-1	NA	NA	NA	PTHR10060:SF15;PTHR10060	SSF51556	IPR001130	GO:0016788;GO:0016888	NA	PF01026	NA	mobidb-lite	NA	NA	NA	cd01310	NA	NA	NA	PS01091	NA	NA	NA	NA	NA
maker-NODE_543_length_18584_cov_33.362193-augustus-gene-0.1-mRNA-1	NA	NA	NA	PTHR11082;PTHR11082:SF31	SSF51395	IPR001269	GO:0008033;GO:0017150;GO:0050660;GO:0055114	NA	PF01207	NA	NA	NA	NA	NA	cd02801	NA	NA	NA	PS01136	NA	NA	NA	NA	NA
maker-NODE_71_length_70377_cov_27.669423-augustus-gene-0.32-mRNA-1	G3DSA:3.10.450.50	NA	NA	PTHR32083:SF41;PTHR32083	SSF54427	IPR032710	GO:0030638	MetaCyc: PWY-7352|MetaCyc: PWY-7354	PF07366	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_185_length_45420_cov_31.542622-augustus-gene-0.3-mRNA-1	NA	NA	NA	PTHR17630:SF34;PTHR17630	SSF53474	IPR002925	GO:0016787	NA	PF01738	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_320_length_32428_cov_34.952509-augustus-gene-0.15-mRNA-1	G3DSA:3.40.50.150	NA	NA	PTHR12753:SF0;PTHR12753	SSF53335	IPR008576	GO:0006480;GO:0008168	NA	PF05891	PIRSF016958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_380_length_27960_cov_25.898214-augustus-gene-0.9-mRNA-1	G3DSA:3.40.50.2020;G3DSA:3.60.20.10	NA	NA	PTHR11907:SF13;PTHR11907	SSF56235;SSF53271	IPR029055	GO:0004044;GO:0009113;GO:0009116	KEGG: 00230+2.4.2.14|KEGG: 00250+2.4.2.14|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|MetaCyc: PWY-7282|Reactome: R-HSA-73817	PF13522;PF00156	NA	mobidb-lite	NA	NA	PS51278	cd06223	NA	NA	NA	NA	MF_01931	NA	TIGR01134	NA	NA
augustus_masked-NODE_57_length_74390_cov_31.153131-processed-gene-0.12-mRNA-1	G3DSA:1.50.10.10	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	PTHR11742:SF78;PTHR11742	SSF48225	IPR001382	GO:0004571;GO:0005509;GO:0016020;GO:0003824	NA	PF01532	NA	mobidb-lite	NA	NA	PS51257	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	PR00747	NA	NA	NA
augustus_masked-NODE_435_length_24439_cov_27.325477-processed-gene-0.1-mRNA-1	G3DSA:3.20.20.80	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	PTHR16631;PTHR16631:SF24	SSF51445	IPR017853	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_59_length_73618_cov_31.485093-processed-gene-0.17-mRNA-1	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR31068:SF0;PTHR31068	NA	IPR012571	GO:0000001;GO:0005743;GO:0007005	NA	PF08118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_78_length_68202_cov_35.629041-processed-gene-0.31-mRNA-1	G3DSA:3.30.60.60;G3DSA:1.10.10.10;G3DSA:2.30.30.140;G3DSA:1.50.10.10;G3DSA:3.40.630.30	NA	NA	PTHR31047:SF0;PTHR31047	SSF48208;SSF54160;SSF55729	IPR002717	GO:0004402;GO:0006355;GO:0016573;GO:0003824	Reactome: R-HSA-3214847	PF17772;PF06824;PF01853;PF11717	NA	mobidb-lite	SM01149	NA	PS51726	cd04301	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_137_length_53965_cov_29.613879-processed-gene-0.6-mRNA-1	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	NA	PTHR43807:SF20;PTHR43807	SSF53383	IPR015422	GO:0003824;GO:0009058;GO:0030170	NA	PF00155	NA	NA	NA	NA	NA	cd00609	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_488_length_21767_cov_32.020610-processed-gene-0.4-mRNA-1	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR15458;PTHR15458:SF5	NA	IPR007318	GO:0006656;GO:0008757	KEGG: 00564+2.1.1.17|MetaCyc: PWY-6825|Reactome: R-HSA-1483191	PF04191	PIRSF005444	NA	NA	NA	PS51599	NA	NA	NA	NA	NA	MF_03216	NA	NA	NA	NA
augustus_masked-NODE_56_length_74484_cov_31.889600-processed-gene-0.19-mRNA-1	G3DSA:3.20.20.100	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR11732;PTHR11732:SF206	SSF51430	IPR023210	GO:0016491;GO:0055114	NA	PF00248	NA	mobidb-lite	NA	Coil	NA	cd06660	NA	NA	NA	PS00062;PS00063	NA	PR00069	NA	NA	NA
maker-NODE_53_length_76262_cov_31.542602-augustus-gene-0.4-mRNA-1	G3DSA:3.20.20.70	TMhelix	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR21339	SSF102114	IPR007197	GO:0003824;GO:0051536	NA	PF04055;PF13353	NA	NA	SM00729	NA	NA	cd01335	NA	NA	NA	NA	NA	NA	NA	SFLDG01088;SFLDF00318;SFLDG01067	NA
maker-NODE_104_length_59774_cov_30.899123-augustus-gene-0.0-mRNA-1	NA	NA	NA	PTHR40627	NA	IPR017795	GO:0009820;GO:0016765	NA	PF11991	NA	NA	NA	NA	NA	cd13929	NA	NA	NA	NA	NA	NA	TIGR03429	NA	NA
maker-NODE_195_length_44209_cov_31.565718-augustus-gene-0.4-mRNA-1	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR12991	NA	IPR009348	NA	NA	PF06218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_301_length_33952_cov_30.474146-augustus-gene-0.2-mRNA-1	G3DSA:2.60.120.620	NA	NA	PTHR20883;PTHR20883:SF19	SSF51197	IPR008775	NA	NA	PF05721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_190777_cov_31.566892-augustus-gene-0.10-mRNA-1	G3DSA:3.40.50.1010	NA	NA	PTHR11081:SF9;PTHR11081	SSF47807;SSF88723	IPR006086	GO:0004518;GO:0016788;GO:0006281;GO:0003677;GO:0003824	Reactome: R-HSA-110362|Reactome: R-HSA-162594|Reactome: R-HSA-174437|Reactome: R-HSA-5651801|Reactome: R-HSA-5685939|Reactome: R-HSA-69166	PF00867;PF00752	NA	mobidb-lite	SM00484;SM00279;SM00485	Coil	NA	cd09867;cd09907	NA	NA	NA	PS00841;PS00842	MF_00614	PR00853	NA	NA	NA
maker-NODE_360_length_29368_cov_31.653363-augustus-gene-0.9-mRNA-1	G3DSA:3.40.440.10;G3DSA:1.10.300.10	NA	NA	PTHR11846	SSF52540	IPR033128	GO:0004019;GO:0005525;GO:0006164	KEGG: 00230+6.3.4.4|KEGG: 00250+6.3.4.4|MetaCyc: PWY-7219|Reactome: R-HSA-73817	PF00709	NA	NA	SM00788	NA	NA	cd03108	NA	NA	NA	PS00513	MF_00011	NA	NA	NA	NA
augustus_masked-NODE_61_length_73134_cov_27.605367-processed-gene-0.13-mRNA-1	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	PTHR12483:SF21;PTHR12483	NA	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	PF04145	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
maker-NODE_61_length_73134_cov_27.605367-augustus-gene-0.30-mRNA-1	G3DSA:2.30.30.100	NA	NA	PTHR10553;PTHR10553:SF2	SSF50182	IPR001163	GO:0000387;GO:0005681	NA	PF01423	PIRSF037188	NA	SM00651	NA	NA	cd01719	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_537_length_18945_cov_31.665958-augustus-gene-0.6-mRNA-1	G3DSA:1.25.40.10	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR15696;PTHR15696:SF0	SSF48452	IPR011990	GO:0005515	Reactome: R-HSA-975957	PF10373;PF10374	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_38_length_86503_cov_28.549713-processed-gene-0.17-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_176087_cov_30.591987-processed-gene-0.30-mRNA-1	G3DSA:1.25.40.730;G3DSA:1.25.40.10;G3DSA:2.130.10.110	NA	NA	PTHR10292;PTHR10292:SF1	SSF48371;SSF50989	IPR000547	GO:0006886;GO:0016192;GO:0005198;GO:0030130;GO:0030132;GO:0005515;GO:0032051;GO:0048268;GO:0071439	Reactome: R-HSA-190873|Reactome: R-HSA-196025|Reactome: R-HSA-3928665|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828	PF13838;PF01394;PF00637	PIRSF002290	mobidb-lite	SM00299	NA	PS50236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_238_length_40130_cov_28.564433-processed-gene-0.13-mRNA-1	G3DSA:3.30.40.10	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR12888	SSF57850	IPR017375	GO:0005779;GO:0006625;GO:0008022;GO:0008270	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	PF04757	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_399_length_26741_cov_28.342414-processed-gene-0.6-mRNA-1	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_292_length_34657_cov_29.131856-processed-gene-0.10-mRNA-1	G3DSA:3.40.50.150	NA	NA	PTHR12734	SSF53335	IPR022238	GO:0016435;GO:0070476;GO:0008168	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF12589;PF08241	NA	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_118014_cov_28.941749-augustus-gene-0.10-mRNA-1	G3DSA:3.50.50.60	NA	NA	PTHR42923:SF3;PTHR42923	SSF54373;SSF51905	IPR036188	GO:0004729;GO:0006779;GO:0055114;GO:0016491	KEGG: 00860+1.3.3.4|MetaCyc: PWY-7159|Reactome: R-HSA-189451	PF01593	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	TIGR00562	NA	NA
augustus_masked-NODE_230_length_40500_cov_33.552325-processed-gene-0.9-mRNA-1	G3DSA:2.60.120.10;G3DSA:1.10.441.10	NA	NA	PTHR10309;PTHR10309:SF0	SSF51182	IPR001250	GO:0004476;GO:0005975;GO:0008270;GO:0009298	KEGG: 00051+5.3.1.8|KEGG: 00520+5.3.1.8|MetaCyc: PWY-3861|MetaCyc: PWY-3881|MetaCyc: PWY-5659|MetaCyc: PWY-6992|MetaCyc: PWY-7456|MetaCyc: PWY-7586|MetaCyc: PWY-882|Reactome: R-HSA-4043916|Reactome: R-HSA-446205	PF01238	PIRSF001480	NA	NA	NA	NA	NA	NA	NA	NA	PS00965	NA	PR00714	TIGR00218	NA	NA
augustus_masked-NODE_346_length_30855_cov_32.280331-processed-gene-0.3-mRNA-1	G3DSA:3.30.830.10	NA	NA	PTHR43016:SF3;PTHR43016	SSF63411	IPR007863	GO:0003824;GO:0046872;GO:0006508	Reactome: R-HSA-1268020	PF05193;PF08367	NA	NA	SM01264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_177_length_46215_cov_28.200226-processed-gene-0.12-mRNA-1	G3DSA:1.10.10.850;G3DSA:3.20.20.60	NA	NA	PTHR21631:SF13;PTHR21631	SSF51621	IPR018523	GO:0003824;GO:0004451;GO:0019752	KEGG: 00630+4.1.3.1|MetaCyc: PWY-6969	PF00463	PIRSF001362	NA	NA	NA	NA	cd00377	NA	NA	NA	PS00161	NA	NA	TIGR01346	NA	NA
maker-NODE_121_length_56948_cov_27.846096-augustus-gene-0.0-mRNA-1	NA	NA	NA	PTHR21575	NA	IPR026705	NA	NA	PF12722	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_176_length_46237_cov_33.031013-processed-gene-0.5-mRNA-1	NA	NA	NA	PTHR33840;PTHR33840:SF2	NA	IPR018712	NA	NA	PF09994	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_781_length_10955_cov_32.247876-augustus-gene-0.3-mRNA-1	G3DSA:3.30.450.30	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	PTHR11604	SSF55770	IPR005455	NA	NA	PF00235	NA	NA	SM00392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_150_length_51990_cov_31.884928-augustus-gene-0.1-mRNA-1	G3DSA:3.10.620.30;G3DSA:2.20.25.10	NA	NA	PTHR12143;PTHR12143:SF19	SSF54001	IPR038765		Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	PF03835	NA	mobidb-lite	SM00460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_901_length_8080_cov_28.508990-augustus-gene-0.0-mRNA-1	G3DSA:3.40.50.1400	NA	NA	PTHR11108:SF1;PTHR11108	SSF53800	IPR001015	GO:0004325;GO:0006783	KEGG: 00860+4.99.1.1|Reactome: R-HSA-189451	PF00762	NA	NA	NA	NA	NA	cd00419;cd03411	NA	NA	NA	PS00534	MF_00323	NA	TIGR00109	NA	NA
maker-NODE_736_length_12277_cov_28.955144-augustus-gene-0.5-mRNA-1	NA	NA	NA	PTHR12653	NA	IPR006806	GO:0005747;GO:0022904	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF04716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_153369_cov_33.043996-augustus-gene-0.4-mRNA-1	G3DSA:2.30.30.790	NA	NA	PTHR15680;PTHR15680:SF9	SSF50104	IPR038657	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF01245	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
maker-NODE_184_length_45550_cov_28.873082-augustus-gene-0.8-mRNA-1	G3DSA:3.30.70.560;G3DSA:3.20.20.20	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR20941:SF1;PTHR20941	SSF51717;SSF55083	IPR000489	GO:0042558;GO:0003848;GO:0009396;GO:0004156;GO:0044237	Reactome: R-HSA-156581|Reactome: R-HSA-1614635|Reactome: R-HSA-196741|Reactome: R-HSA-3359467|Reactome: R-HSA-3359469	PF01288;PF00809	NA	NA	NA	NA	PS50972	cd00483;cd00739	NA	NA	NA	PS00792;PS00794;PS00793	NA	NA	TIGR01498;TIGR01496	NA	NA
maker-NODE_261_length_37377_cov_25.931893-augustus-gene-0.1-mRNA-1	G3DSA:3.40.630.30	NA	NA	PTHR13355:SF11;PTHR13355	SSF55729	IPR016181	GO:0004343;GO:0006048	Reactome: R-HSA-446210	PF00583	NA	NA	NA	NA	PS51186	cd04301	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_141697_cov_31.881585-augustus-gene-0.46-mRNA-1	G3DSA:3.40.50.720	TMhelix	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR43550:SF3;PTHR43550	SSF51735	IPR002347	NA	NA	PF00106	NA	NA	SM00822	NA	NA	cd08939	NA	NA	NA	NA	NA	PR00081	NA	NA	NA
augustus_masked-NODE_1188_length_3852_cov_29.326174-processed-gene-0.1-mRNA-1	G3DSA:3.30.300.110	NA	NA	PTHR23245;PTHR23245:SF36	SSF53335	IPR025792	GO:0009019;GO:0030488	MetaCyc: PWY-6829|MetaCyc: PWY-7285|MetaCyc: PWY-7286|Reactome: R-HSA-6782861	PF02475	NA	NA	NA	NA	PS51684	NA	NA	NA	NA	NA	MF_03152	NA	NA	NA	NA
augustus_masked-NODE_30_length_93061_cov_30.278918-processed-gene-0.6-mRNA-1	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_367_length_28655_cov_34.506485-processed-gene-0.8-mRNA-1	G3DSA:1.10.1040.10	NA	NA	PTHR11728;PTHR11728:SF8	SSF51735;SSF48179	IPR006168	GO:0004367;GO:0006072;GO:0009331;GO:0055114;GO:0016491;GO:0005975;GO:0016616;GO:0046168;GO:0051287	KEGG: 00564+1.1.1.94|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-7902|Reactome: R-HSA-1483166	PF07479;PF01210	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	PS00957	NA	PR00077	NA	NA	NA
augustus_masked-NODE_171_length_46832_cov_31.711316-processed-gene-0.7-mRNA-1	G3DSA:3.20.20.70	NA	NA	PTHR32332:SF28;PTHR32332	SSF51412	IPR004136	GO:0018580;GO:0055114;GO:0003824	NA	PF03060	NA	mobidb-lite	NA	NA	NA	cd04730	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1310_length_2934_cov_24.550766-augustus-gene-0.2-mRNA-1	G3DSA:3.30.160.60	NA	NA	PTHR20863:SF2;PTHR20863	SSF57667	IPR013087	GO:0003676	NA	PF12171	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA
maker-NODE_383_length_27915_cov_28.254426-augustus-gene-0.0-mRNA-1	NA	NA	NA	PTHR10412;PTHR10412:SF10	SSF48208	IPR004888	GO:0004573;GO:0009311;GO:0003824	Reactome: R-HSA-4793954|Reactome: R-HSA-532668	PF03200	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_672_length_14116_cov_26.918579-processed-gene-0.2-mRNA-1	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA
maker-NODE_147_length_52812_cov_27.566119-augustus-gene-0.0-mRNA-1	G3DSA:3.90.640.10;G3DSA:3.30.420.40	NA	NA	PTHR11937;PTHR11937:SF149	SSF53067	IPR020902	GO:0005524;GO:0005856;GO:0005885;GO:0007015;GO:0034314	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213|Reactome: R-HSA-6798695|Reactome: R-HSA-8856828	PF00022	NA	NA	SM00268	NA	NA	cd00012	NA	NA	NA	PS01132	NA	PR00190	NA	NA	NA
augustus_masked-NODE_48_length_79498_cov_30.623276-processed-gene-0.17-mRNA-1	G3DSA:3.90.105.20	NA	NA	PTHR21141;PTHR21141:SF3	SSF160369	IPR030670	GO:0042254;GO:0005622	NA	PF00428;PF00466;PF17777	PIRSF039087	mobidb-lite	NA	NA	NA	cd05795	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1187_length_3856_cov_33.615983-augustus-gene-0.1-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_98_length_60680_cov_33.022773-processed-gene-0.0-mRNA-1	G3DSA:3.30.70.3000	NA	NA	PTHR12729;PTHR12729:SF6	NA	IPR038469	GO:0000287;GO:0006400;GO:0008193	Reactome: R-HSA-6782315	PF14413;PF04446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_57_length_74390_cov_31.153131-augustus-gene-0.8-mRNA-1	G3DSA:3.90.1300.10	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR11895:SF44;PTHR11895	SSF75304	IPR023631	GO:0004040	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	PF01425	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_734_length_12307_cov_35.508949-processed-gene-0.6-mRNA-1	NA	NA	NA	PTHR13264	NA	IPR013260		Reactome: R-HSA-72163	PF08231	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_458_length_23033_cov_30.538418-augustus-gene-0.0-mRNA-1	G3DSA:1.20.120.1630	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR32251:SF21;PTHR32251	NA	IPR010721	NA	NA	PF06966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_176087_cov_30.591987-augustus-gene-0.4-mRNA-1	G3DSA:3.30.40.10	NA	NA	PTHR14305	SSF57850	IPR001841	NA	NA	PF14634	NA	NA	SM00184	Coil	PS50089	NA	NA	NA	NA	PS00518	NA	NA	NA	NA	NA
augustus_masked-NODE_27_length_97605_cov_29.392222-processed-gene-0.32-mRNA-1	G3DSA:1.10.455.10	NA	NA	PTHR11205:SF19;PTHR11205	SSF47973	IPR036823	GO:0006412	NA	PF00177	NA	mobidb-lite	NA	NA	NA	cd14868	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_176087_cov_30.591987-processed-gene-0.36-mRNA-1	G3DSA:3.40.50.720	NA	NA	PTHR10953;PTHR10953:SF29	SSF69572	IPR030667	GO:0019781;GO:0045116;GO:0008641	Reactome: R-HSA-8951664	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_239_length_40064_cov_30.081804-augustus-gene-0.9-mRNA-1	G3DSA:1.10.8.480;G3DSA:3.40.50.150	NA	NA	PTHR11727:SF7;PTHR11727	SSF53335	IPR029063	GO:0000154;GO:0000179;GO:0008649;GO:0006364	NA	PF00398	NA	mobidb-lite	SM00650	NA	PS51689	cd02440	NA	NA	NA	NA	NA	NA	TIGR00755	NA	NA
maker-NODE_205_length_42937_cov_29.778043-augustus-gene-0.15-mRNA-1	G3DSA:3.40.630.30	NA	NA	PTHR23091:SF280;PTHR23091	SSF55729	IPR016181	NA	NA	PF13673	NA	NA	NA	NA	PS51186	cd04301	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_443_length_23696_cov_30.036786-processed-gene-0.2-mRNA-1	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR40626	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	PF04082	NA	mobidb-lite	NA	NA	NA	cd12148	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_146_length_52847_cov_29.950076-augustus-gene-0.20-mRNA-1	G3DSA:3.30.900.10	NA	NA	PTHR11842:SF11;PTHR11842	SSF56019	IPR003511	GO:0007094	Reactome: R-HSA-141405|Reactome: R-HSA-141430|Reactome: R-HSA-141444|Reactome: R-HSA-174184|Reactome: R-HSA-176409|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	PF02301	NA	mobidb-lite	NA	NA	PS50815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_776_length_11169_cov_16.672704-augustus-gene-0.3-mRNA-1	G3DSA:1.10.150.570;G3DSA:3.50.50.60	NA	NA	PTHR11806:SF0;PTHR11806	NA	IPR036188	GO:0002098;GO:0008033;GO:0050660	Reactome: R-HSA-6787450	PF01134;PF13932	NA	NA	SM01228	NA	NA	NA	NA	NA	NA	PS01281	NA	NA	NA	NA	NA
maker-NODE_178_length_46154_cov_30.640798-augustus-gene-0.22-mRNA-1	G3DSA:1.25.40.570	NA	NA	PTHR14145;PTHR14145:SF2	SSF46785;SSF48452	IPR036390	GO:0005515;GO:0000338;GO:0008180	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	PF01399;PF10602	NA	mobidb-lite	SM00753;SM00088	NA	PS50250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
