Gene	Phobius	MobiDBLite	TMHMM	PRINTS	SFLD	PANTHER	interpro	GO	PATHWAY	TIGRFAM	ProSitePatterns	Gene3D	SUPERFAMILY	Pfam	CDD	SMART	ProSiteProfiles	Hamap	SignalP_EUK	SignalP_GRAM_POSITIVE	Coils	PIRSF	SignalP_GRAM_NEGATIVE	ProDom
maker-NODE_128_length_87739_cov_65.006209-augustus-gene-0.29-mRNA-1	NA	NA	NA	NA	NA	PTHR10099	IPR036676	GO:0004642;GO:0006189	KEGG: 00230+6.3.5.3|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817	TIGR01735	NA	G3DSA:3.30.1330.10;G3DSA:3.90.650.10;G3DSA:3.40.50.880;G3DSA:1.10.8.750	SSF56042;SSF55326;SSF82697;SSF52317;SSF109736	PF13507;PF18072;PF18076;PF02769	cd01740;cd02204	SM01211	PS51273	MF_00419	NA	NA	NA	NA	NA	NA
maker-NODE_8_length_366918_cov_58.761630-augustus-gene-0.37-mRNA-1	NA	NA	NA	NA	NA	PTHR12835;PTHR12835:SF5	IPR004143	GO:0006464;GO:0004077	KEGG: 00785+2.3.1.181|MetaCyc: PWY-6987|MetaCyc: PWY-7382	TIGR00121	NA	G3DSA:3.30.930.10	SSF55681;SSF52317	PF03099;PF09825	cd03144;cd16442	NA	PS51733	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_121410_cov_62.417247-processed-gene-0.7-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_112_length_101290_cov_54.693663-processed-gene-0.1-mRNA-1	NA	NA	NA	NA	NA	PTHR15114	IPR012340	GO:0003677;GO:0005634;GO:0006260;GO:0006281;GO:0006310	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174437|Reactome: R-HSA-176187|Reactome: R-HSA-3371453|Reactome: R-HSA-3371511|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696395|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6783310|Reactome: R-HSA-6804756|Reactome: R-HSA-68962|Reactome: R-HSA-69166|Reactome: R-HSA-69473|Reactome: R-HSA-912446	NA	NA	G3DSA:2.40.50.140	SSF50249	PF08661	cd04479	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_124_length_89645_cov_62.361469-processed-gene-0.7-mRNA-1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	PTHR31375;PTHR31375:SF6	IPR011050	NA	NA	NA	NA	G3DSA:2.160.20.10	SSF51126	PF12708	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_5_length_406391_cov_59.664661-processed-gene-0.14-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR39153	IPR038882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_258_length_16705_cov_58.513633-processed-gene-0.5-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12917:SF1;PTHR12917	IPR000626	GO:0005515;GO:0043130	NA	NA	NA	G3DSA:3.10.20.90	SSF54236	PF00240	cd01769	SM00213	PS50053	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_33_length_199258_cov_59.565969-augustus-gene-0.8-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR19375;PTHR19375:SF213	IPR013126		Reactome: R-HSA-3371453	NA	NA	G3DSA:3.30.420.40	SSF53067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_271244_cov_54.321418-processed-gene-1.4-mRNA-1	NA	NA	NA	NA	NA	PTHR43539;PTHR43539:SF11	IPR036188	NA	NA	NA	NA	G3DSA:3.50.50.60	SSF51905	PF13738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_62_length_153758_cov_57.514701-processed-gene-0.45-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR38645	IPR029196	NA	NA	NA	NA	NA	NA	PF15251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_51_length_169080_cov_54.700426-augustus-gene-0.41-mRNA-1	NA	NA	NA	NA	NA	PTHR10966:SF0;PTHR10966	IPR009088	GO:0005672;GO:0006367	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6807505|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042|Reactome: R-HSA-9018519	NA	NA	G3DSA:2.30.18.10;G3DSA:1.10.287.190	SSF47396;SSF50784	PF02751;PF02268	cd10014;cd10145	NA	NA	NA	NA	NA	NA	PIRSF009415	NA	PD009224
augustus_masked-NODE_5_length_406391_cov_59.664661-processed-gene-0.22-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	NA	NA	NA	PTHR28199	IPR011431	NA	NA	NA	NA	NA	NA	PF07543	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_4_length_411546_cov_58.313316-processed-gene-1.23-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR42342	IPR038816	GO:0070628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_204_length_39809_cov_55.610327-processed-gene-0.8-mRNA-1	NA	NA	NA	NA	NA	PTHR43824;PTHR43824:SF3	IPR002818		Reactome: R-HSA-3899300	NA	NA	G3DSA:3.40.50.880	SSF52317	PF01965	cd03141	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_360801_cov_59.734333-processed-gene-0.10-mRNA-1	NA	NA	NA	NA	NA	PTHR14359:SF21;PTHR14359	IPR036551	GO:0003824	Reactome: R-HSA-196783	NA	NA	G3DSA:3.40.50.1950	SSF52507;SSF140860	PF02441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_43_length_178737_cov_61.249762-processed-gene-0.1-mRNA-1	NA	mobidb-lite	NA	PR00380	NA	PTHR24115:SF600;PTHR24115	IPR001752	GO:0003777;GO:0005524;GO:0007018;GO:0008017	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	NA	PS00411	G3DSA:3.40.850.10	SSF52540	PF00225	NA	SM00129	PS50067	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_98_length_114633_cov_53.361413-augustus-gene-0.4-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12469	IPR028882	GO:0005739;GO:0018293	NA	NA	NA	G3DSA:1.10.150.250	SSF109910	PF03937	NA	NA	NA	MF_03057	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_18_length_263919_cov_58.511937-processed-gene-1.33-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR23079;PTHR23079:SF14	IPR007855	GO:0003968	NA	NA	NA	NA	NA	PF05183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_293523_cov_59.929413-processed-gene-0.8-mRNA-1	NA	NA	NA	NA	NA	PTHR33359	IPR012675		Reactome: R-HSA-947581	NA	NA	G3DSA:3.10.20.30	SSF54285	PF02597	cd00754	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_15_length_281067_cov_59.950911-processed-gene-1.47-mRNA-1	NA	NA	NA	NA	NA	PTHR11680:SF25;PTHR11680	IPR001085	GO:0004372;GO:0019264;GO:0030170;GO:0035999;GO:0003824	KEGG: 00260+2.1.2.1|KEGG: 00460+2.1.2.1|KEGG: 00630+2.1.2.1|KEGG: 00670+2.1.2.1|KEGG: 00680+2.1.2.1|MetaCyc: PWY-1622|MetaCyc: PWY-181|MetaCyc: PWY-2161|MetaCyc: PWY-2201|MetaCyc: PWY-3661|MetaCyc: PWY-3661-1|MetaCyc: PWY-3841|MetaCyc: PWY-5497|Reactome: R-HSA-196757	NA	PS00096	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	SSF53383	PF00464	cd00378	NA	NA	MF_00051	NA	NA	NA	PIRSF000412	NA	NA
maker-NODE_79_length_128933_cov_43.693632-augustus-gene-0.7-mRNA-1	NA	NA	NA	PR00689	NA	PTHR23310:SF54;PTHR23310	IPR000582	GO:0000062	NA	NA	NA	G3DSA:1.20.80.10	SSF47027	PF00887	NA	NA	PS51228	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_172_length_60963_cov_51.471037-processed-gene-0.19-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR42923:SF17;PTHR42923	IPR036188	NA	NA	NA	NA	G3DSA:3.50.50.60;G3DSA:1.10.405.20	SSF51905	PF13450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_411546_cov_58.313316-augustus-gene-2.37-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_303896_cov_59.741215-augustus-gene-1.29-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12360:SF0;PTHR12360	IPR036867	GO:0003676;GO:0003700;GO:0005634;GO:0006355;GO:0008270	NA	NA	PS01359	G3DSA:3.30.1370.50	SSF82708	PF01424	cd06008	SM00393;SM00438	PS51061	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_303896_cov_59.741215-augustus-gene-1.25-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR28187	IPR020999	NA	NA	NA	NA	NA	NA	PF12273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_56_length_162895_cov_51.533170-augustus-gene-0.11-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR15180	IPR036388		Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	NA	NA	G3DSA:1.10.10.10	NA	PF04182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_118_length_97252_cov_59.645169-processed-gene-0.15-mRNA-1	NA	NA	NA	PR00139	SFLDS00057	PTHR11707:SF28;PTHR11707	IPR006034	GO:0005515	Reactome: R-HSA-70614	NA	NA	G3DSA:3.40.50.40;G3DSA:1.25.40.20;G3DSA:3.40.50.1170	SSF53774;SSF48403	PF12796;PF17763;PF00710	cd08963;cd00204	SM00248;SM00870	PS51732;PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_90_length_118339_cov_56.836709-processed-gene-0.21-mRNA-1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	mobidb-lite	NA	NA	NA	PTHR42886:SF6;PTHR42886	IPR008220	GO:0009058;GO:0016747	NA	TIGR01392	NA	NA	SSF53474	PF00561	NA	NA	NA	MF_00296	NA	SignalP-TM	NA	PIRSF000443	NA	NA
augustus_masked-NODE_61_length_155005_cov_57.830131-processed-gene-0.1-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_15_length_281067_cov_59.950911-augustus-gene-1.15-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR13302	IPR007265	GO:0005801;GO:0006886;GO:0016020	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	NA	NA	NA	PF04136	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_62_length_153758_cov_57.514701-processed-gene-0.51-mRNA-1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	TMhelix	NA	SFLDS00029;SFLDF00318;SFLDG01067	PTHR21339	IPR007197	GO:0003824;GO:0051536	NA	NA	NA	G3DSA:3.20.20.70	SSF102114	PF04055;PF13353	cd01335	SM00729	NA	NA	SignalP-noTM	NA	NA	NA	SignalP-noTM	NA
maker-NODE_54_length_166755_cov_60.439518-augustus-gene-0.56-mRNA-1	NA	mobidb-lite	NA	PR00193	NA	PTHR13140:SF663;PTHR13140	IPR001609	GO:0003774;GO:0005524;GO:0016459;GO:0005515	NA	NA	NA	G3DSA:2.30.30.40;G3DSA:3.40.850.10;G3DSA:1.20.58.530;G3DSA:1.20.120.720;G3DSA:1.10.10.820;G3DSA:3.30.70.3240	SSF50044;SSF52540	PF00063;PF00018;PF06017	cd01378;cd11858	SM00242;SM00326	PS51456;PS51757;PS50002	NA	NA	NA	NA	NA	NA	NA
maker-NODE_156_length_67242_cov_60.871370-augustus-gene-0.22-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	PTHR40638	IPR013879	NA	NA	NA	NA	NA	NA	PF08570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_136_length_84092_cov_53.172191-augustus-gene-0.1-mRNA-1	NA	NA	NA	NA	NA	PTHR15840	IPR036504		Reactome: R-HSA-6782315	NA	NA	G3DSA:3.30.2380.10	SSF143870	PF08617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_85_length_124413_cov_51.789373-augustus-gene-0.31-mRNA-1	NA	NA	NA	NA	NA	PTHR31902;PTHR31902:SF7	IPR009737	NA	NA	NA	NA	G3DSA:3.40.30.10	SSF52833	PF06999	cd03062	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_64_length_152397_cov_55.241407-processed-gene-0.20-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR11440;PTHR11440:SF35	IPR029058	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_62_length_153758_cov_57.514701-processed-gene-0.33-mRNA-1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	mobidb-lite	NA	NA	NA	PTHR37928	IPR008427	NA	NA	NA	NA	NA	NA	PF05730	NA	SM00747	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_140_length_79860_cov_56.943386-processed-gene-0.7-mRNA-1	NA	NA	NA	PR00081;PR00080	NA	PTHR42760;PTHR42760:SF27	IPR002347	GO:0016491	NA	NA	PS00061	G3DSA:3.40.50.720	SSF51735	PF13561	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NODE_244_length_23072_cov_59.867814-augustus-gene-0.8-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12149	IPR016477		Reactome: R-HSA-163841	NA	NA	G3DSA:3.90.1200.10	SSF56112	PF03881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_101_length_112501_cov_59.571262-augustus-gene-0.45-mRNA-1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	NA	NA	NA	PTHR14905;PTHR14905:SF11	IPR010816	NA	NA	NA	NA	NA	NA	PF07217	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA
maker-NODE_116_length_99166_cov_59.501631-augustus-gene-0.30-mRNA-1	NA	NA	NA	NA	NA	PTHR12389	IPR039804	GO:0061630;GO:1990112;GO:1990116;GO:0008270	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	NA	G3DSA:3.30.40.10	SSF57850;SSF48371	PF13639	cd16491	SM01197;SM00184;SM00744	PS50089	NA	NA	NA	NA	NA	NA	NA
maker-NODE_41_length_182320_cov_50.041050-augustus-gene-0.9-mRNA-1	NA	NA	NA	NA	NA	PTHR40128	IPR008775	NA	NA	NA	NA	G3DSA:2.60.120.620	SSF51197	PF05721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_205_length_39199_cov_57.982315-processed-gene-0.11-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR15549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_85_length_124413_cov_51.789373-augustus-gene-0.32-mRNA-1	NA	NA	NA	PR00406	NA	PTHR19370:SF171;PTHR19370	IPR017938	GO:0016491;GO:0055114	Reactome: R-HSA-1237044	NA	NA	G3DSA:2.40.30.10;G3DSA:3.40.50.80	SSF63380;SSF52343	PF00175;PF00970	NA	NA	PS51384	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_13_length_287653_cov_58.138346-processed-gene-1.33-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR36206:SF3;PTHR36206	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	PS00463	G3DSA:4.10.240.10	SSF57701	PF00172	cd00067	SM00066	PS50048	NA	NA	NA	NA	NA	NA	NA
maker-NODE_130_length_87093_cov_59.619391-augustus-gene-0.6-mRNA-1	NA	NA	NA	PR00662	NA	PTHR11469;PTHR11469:SF4	IPR018189	GO:0004347;GO:0006094;GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|MetaCyc: PWY-8013|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263	NA	PS00174;PS00765	G3DSA:3.40.50.10490;G3DSA:1.10.1390.10	SSF53697	PF00342	cd05016;cd05015	NA	PS51463	MF_00473	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_222279_cov_46.709555-augustus-gene-0.11-mRNA-1	NA	NA	NA	PR00979	NA	PTHR12497	IPR002123	GO:0016746;GO:0006644	Reactome: R-HSA-1268020|Reactome: R-HSA-1482798	NA	NA	NA	SSF69593	PF01553	cd07989	SM00563	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_30_length_201833_cov_57.581872-processed-gene-0.16-mRNA-1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF159245	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_93_length_116955_cov_59.419060-processed-gene-0.2-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR13061;PTHR13061:SF5	IPR011004	NA	NA	NA	NA	G3DSA:2.160.10.10	SSF51161	PF00132	cd03359	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_170_length_61423_cov_64.891004-augustus-gene-0.25-mRNA-1	NA	NA	NA	PR00420	NA	PTHR13789	IPR036188	GO:0071949	NA	NA	NA	G3DSA:3.50.50.60	SSF51905	PF01494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_55_length_165849_cov_59.272752-processed-gene-0.3-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR24221:SF392;PTHR24221	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	Reactome: R-HSA-1369007	NA	PS00211	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SSF52540;SSF90123	PF00005;PF00664	cd03249	SM00382	PS50929;PS50893	NA	NA	NA	NA	PIRSF002773	NA	NA
maker-NODE_125_length_88965_cov_54.200635-augustus-gene-0.33-mRNA-1	NA	NA	NA	PR00081;PR00080	NA	PTHR42760;PTHR42760:SF58	IPR002347	GO:0016491	NA	NA	PS00061	G3DSA:3.40.50.720	SSF51735	PF13561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_39_length_189161_cov_57.206466-processed-gene-0.44-mRNA-1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	IPR035992	NA	NA	NA	NA	G3DSA:2.80.10.50	SSF50370	NA	cd00161	NA	PS50231	NA	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NODE_144_length_77863_cov_54.085983-processed-gene-0.14-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR10598	IPR037353	GO:0048188;GO:0051568;GO:0005515	Reactome: R-HSA-201722|Reactome: R-HSA-3214841|Reactome: R-HSA-3769402|Reactome: R-HSA-5617472|Reactome: R-HSA-8936459	NA	NA	NA	SSF49899	NA	cd12872	SM00449	PS50188	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_130_length_87093_cov_59.619391-processed-gene-0.22-mRNA-1	NA	NA	NA	PR00092	NA	PTHR11474	IPR002227	GO:0016491	Reactome: R-HSA-5662702	NA	PS00498;PS00497	G3DSA:1.10.1280.10	SSF48056	PF00264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_53_length_168172_cov_57.242947-processed-gene-0.54-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	mobidb-lite	TMhelix	PR00747	NA	PTHR11742;PTHR11742:SF47	IPR001382	GO:0004571;GO:0005509;GO:0016020	NA	NA	NA	NA	SSF48225	PF01532	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_1_length_587648_cov_59.069856-augustus-gene-0.8-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_128_length_87739_cov_65.006209-processed-gene-0.15-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR23329;PTHR23329:SF1	IPR000467	GO:0003676	Reactome: R-HSA-72163	NA	NA	NA	NA	PF01585;PF12457;PF07842	NA	SM00443	PS50174	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_24_length_223128_cov_59.763692-processed-gene-1.23-mRNA-1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	PTHR34883;PTHR34883:SF3	IPR008972	NA	NA	NA	NA	G3DSA:2.60.40.420	SSF49503	NA	cd00920	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	SignalP-noTM	NA
maker-NODE_108_length_107061_cov_58.730067-augustus-gene-0.18-mRNA-1	NA	NA	NA	PR00723	NA	PTHR43806:SF20;PTHR43806	IPR000209	GO:0004252;GO:0006508;GO:0005618;GO:0016020	NA	NA	NA	G3DSA:3.40.50.200	SSF52743	PF00082;PF06280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_103_length_111850_cov_63.014983-augustus-gene-0.1-mRNA-1	NA	NA	NA	PR00738	NA	PTHR22600:SF37;PTHR22600	IPR029018	GO:0004563;GO:0005975;GO:0004553	KEGG: 00511+3.2.1.52|KEGG: 00513+3.2.1.52|KEGG: 00520+3.2.1.52|KEGG: 00531+3.2.1.52|KEGG: 00603+3.2.1.52|KEGG: 00604+3.2.1.52|MetaCyc: PWY-6902|MetaCyc: PWY-7822|MetaCyc: PWY-7883|Reactome: R-HSA-1660662|Reactome: R-HSA-2022857|Reactome: R-HSA-2024101|Reactome: R-HSA-2160916	NA	NA	G3DSA:3.30.379.10;G3DSA:3.20.20.80	SSF51445;SSF55545	PF14845;PF00728	NA	NA	NA	NA	NA	NA	NA	PIRSF001093	NA	NA
augustus_masked-NODE_47_length_172782_cov_53.497095-processed-gene-0.30-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR23354;PTHR23354:SF94	IPR013902	NA	NA	NA	NA	NA	NA	PF08593;PF07534	NA	SM00584	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_271234_cov_58.796328-augustus-gene-1.18-mRNA-1	NA	NA	NA	NA	NA	PTHR23030:SF22;PTHR23030	IPR025304	GO:0005515	NA	NA	NA	G3DSA:1.20.120.560;G3DSA:1.25.40.280;G3DSA:1.20.140.50	NA	PF13949;PF03097	cd09241	SM01041	PS51180	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_155_length_68401_cov_58.943199-augustus-gene-0.21-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR28080	IPR006966	GO:0005779;GO:0007031	Reactome: R-HSA-1369062	NA	NA	NA	NA	PF04882	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_57_length_161808_cov_61.150673-processed-gene-0.33-mRNA-1	NA	NA	NA	NA	NA	PTHR32332:SF28;PTHR32332	IPR004136	GO:0018580;GO:0055114;GO:0003824	NA	NA	NA	G3DSA:3.20.20.70	SSF51412	PF03060	cd04730	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_44_length_177198_cov_63.272365-augustus-gene-0.13-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR14289;PTHR14289:SF16	IPR018958	GO:0042546	NA	NA	NA	NA	SSF160631	PF09346	NA	SM00860	NA	NA	NA	NA	NA	PIRSF017023	NA	NA
