Gene	PANTHER	interpro	GO	Pfam	SMART	Gene3D	MobiDBLite	ProSiteProfiles	SUPERFAMILY	Phobius	TMHMM	CDD	PATHWAY	ProSitePatterns	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	PRINTS	Coils	PIRSF	TIGRFAM	SFLD	Hamap	ProDom
snap_masked-NODE_11_length_279013_cov_75.597233-processed-gene-0.23-mRNA-1	PTHR43008;PTHR43008:SF5	IPR036291	NA	PF00106;PF13561	NA	G3DSA:3.40.50.720	NA	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_54_length_135677_cov_73.518879-processed-gene-0.274-mRNA-1	PTHR14401	IPR020993	GO:0005634;GO:0051382	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_218_length_24019_cov_79.625230-processed-gene-0.22-mRNA-1	PTHR11129:SF3;PTHR11129	NA	NA	NA	NA	G3DSA:1.25.40.120	NA	NA	SSF48439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_40_length_168875_cov_71.947022-snap-gene-0.403-mRNA-1	PTHR23407:SF1;PTHR23407	IPR037171	NA	PF01812	NA	G3DSA:3.40.50.10420	NA	NA	SSF100950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_535112_cov_62.228238-processed-gene-3.179-mRNA-1	PTHR28081	IPR013900	NA	PF08591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_46_length_148848_cov_69.581357-processed-gene-0.70-mRNA-1	PTHR13301:SF78;PTHR13301	IPR004827	GO:0003700;GO:0006355	PF00170	SM00338	G3DSA:1.20.5.170	mobidb-lite	PS50217	SSF57959	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	cd14686	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_207_length_27762_cov_64.077076-processed-gene-0.49-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_68_length_121991_cov_73.610886-processed-gene-0.425-mRNA-1	PTHR22734:SF2;PTHR22734	IPR007109	NA	PF04427	SM00879	G3DSA:3.40.50.10480	NA	PS50833	SSF52954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_14_length_243829_cov_75.711767-processed-gene-1.0-mRNA-1	PTHR11599;PTHR11599:SF13	IPR023332	GO:0004175;GO:0006511;GO:0019773;GO:0005839;GO:0051603;GO:0004298	PF10584;PF00227	SM00948	G3DSA:3.60.20.10	NA	PS51475	SSF56235	NA	NA	cd03752	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PS00388;PS00854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_44_length_160423_cov_75.837189-snap-gene-0.278-mRNA-1	PTHR22939;PTHR22939:SF66	IPR025926	GO:0005515;GO:0004252;GO:0006508	PF12812;PF13365	NA	G3DSA:2.30.42.10;G3DSA:2.40.10.120	mobidb-lite	NA	SSF50494;SSF50156	NA	NA	cd00987	NA	NA	NA	NA	NA	PR00834	NA	NA	NA	NA	NA	NA
snap_masked-NODE_104_length_81462_cov_74.206578-processed-gene-0.142-mRNA-1	PTHR10281:SF67;PTHR10281	IPR001199	NA	PF00173	SM01117	G3DSA:3.10.120.10	NA	NA	SSF55856	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_19_length_217226_cov_73.336528-processed-gene-1.190-mRNA-1	PTHR13124	IPR021757	GO:0003735;GO:0016787	PF11788	NA	G3DSA:3.90.79.10	NA	NA	SSF55811	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_122_length_70887_cov_64.893485-processed-gene-0.9-mRNA-1	PTHR16290;PTHR16290:SF0	IPR010334	GO:0000290;GO:0008047;GO:0043085	PF06058	NA	G3DSA:2.30.29.30	mobidb-lite	NA	SSF50729	NA	NA	cd13182	Reactome: R-HSA-430039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_243_length_17014_cov_73.291644-snap-gene-0.37-mRNA-1	PTHR11183;PTHR11183:SF39	IPR002495	GO:0016757	PF01501	NA	G3DSA:3.90.550.10	mobidb-lite	NA	SSF53448	NA	NA	cd02537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_38_length_173249_cov_53.604816-processed-gene-0.303-mRNA-1	PTHR31001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_247_length_16746_cov_75.536555-processed-gene-0.16-mRNA-1	PTHR14942;PTHR14942:SF0	IPR039690	GO:0000398;GO:0005689;GO:0051087;GO:0005515	PF02179	SM00264	G3DSA:1.20.58.120;G3DSA:3.10.20.90	mobidb-lite	PS51035;PS50053	SSF63491;SSF54236	NA	NA	cd01769	Reactome: R-HSA-72165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_8_length_333789_cov_19.902012-snap-gene-1.0-mRNA-1	PTHR11226;PTHR11226:SF0	IPR029044	GO:0003980;GO:0006486	PF18400;PF18402;PF18404;PF06427;PF18403;PF18401	NA	G3DSA:3.90.550.10	mobidb-lite	NA	SSF53448	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	cd06432	Reactome: R-HSA-901032	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
maker-NODE_51_length_139841_cov_69.528515-augustus-gene-0.271-mRNA-1	PTHR34992:SF2;PTHR34992	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	SignalP-TM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_185_length_36606_cov_75.945284-processed-gene-0.41-mRNA-1	PTHR11771:SF42;PTHR11771	IPR036226	GO:0016702;GO:0046872;GO:0055114	PF00305	NA	G3DSA:1.20.245.10	NA	PS51393	SSF48484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_883239_cov_54.878836-processed-gene-5.311-mRNA-1	PTHR11999:SF70;PTHR11999	IPR010977	GO:0006520;GO:0016831;GO:0003824;GO:0019752;GO:0030170	PF00282	NA	G3DSA:3.90.1150.10;G3DSA:1.20.1340.10;G3DSA:3.40.640.10	NA	NA	SSF53383	NA	NA	NA	NA	NA	NA	NA	NA	PR00800	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_196_length_33143_cov_64.568815-processed-gene-0.50-mRNA-1	NA	IPR029057	GO:0009116	PF12710;PF14681;PF13207	NA	G3DSA:3.40.50.2020;G3DSA:3.40.50.300;G3DSA:3.40.50.1000	NA	NA	SSF53271;SSF56784;SSF52540	NA	NA	cd06223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_485588_cov_55.914018-processed-gene-3.126-mRNA-1	PTHR43708:SF5;PTHR43708	IPR004104	GO:0016491;GO:0055114	PF02894;PF01408	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	NA	NA	SSF51735;SSF55347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_33_length_186331_cov_72.938723-processed-gene-0.39-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_47_length_147040_cov_78.805109-augustus-gene-0.18-mRNA-1	PTHR35020;PTHR35020:SF3	IPR022036	NA	PF12239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_44_length_160423_cov_75.837189-processed-gene-0.359-mRNA-1	PTHR12161:SF5;PTHR12161	IPR005061	GO:0015031	PF03398	NA	G3DSA:1.20.1260.60	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-6798695	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_100_length_83904_cov_72.511537-processed-gene-0.22-mRNA-1	PTHR10289	IPR023603	GO:0003824;GO:0006520;GO:0016829	PF01212	NA	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	NA	SSF53383	NA	NA	NA	Reactome: R-HSA-6783984	NA	NA	NA	NA	NA	NA	PIRSF017617	NA	NA	NA	NA
augustus_masked-NODE_37_length_181752_cov_71.915992-processed-gene-0.61-mRNA-1	NA	NA	NA	NA	NA	G3DSA:2.40.50.140	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_45_length_159921_cov_78.940786-processed-gene-0.147-mRNA-1	NA	IPR013966	GO:0005876;GO:0008608;GO:0042729	PF08657	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_212_length_26253_cov_72.609125-processed-gene-0.17-mRNA-1	PTHR44267	IPR007148		PF04003	NA	NA	mobidb-lite	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_47_length_147040_cov_78.805109-processed-gene-0.346-mRNA-1	PTHR13780;PTHR13780:SF35	IPR000644	NA	PF00571	SM00116	G3DSA:3.10.580.10	NA	PS51371	SSF54631	NA	NA	cd04641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_171_length_42493_cov_75.827244-snap-gene-0.128-mRNA-1	PTHR43734;PTHR43734:SF4	IPR036188	GO:0016491;GO:0055114	PF01593	NA	G3DSA:3.50.50.60	NA	NA	SSF51971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_21_length_204983_cov_73.166083-processed-gene-0.217-mRNA-1	PTHR31793;PTHR31793:SF24	IPR029069	NA	PF13279	NA	G3DSA:3.10.129.10	mobidb-lite	NA	SSF54637	NA	NA	cd00586	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_63_length_126925_cov_72.713773-processed-gene-0.28-mRNA-1	PTHR17920:SF3;PTHR17920	IPR029058	NA	PF05277	NA	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_189_length_35081_cov_68.549007-snap-gene-0.5-mRNA-1	PTHR22761;PTHR22761:SF10	IPR005024	GO:0007034	PF03357	NA	G3DSA:1.10.287.1060	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_50_length_141428_cov_75.730051-processed-gene-0.270-mRNA-1	PTHR12133;PTHR12133:SF2	IPR014816	GO:0016429;GO:0030488;GO:0031515	PF08704	NA	G3DSA:3.10.330.20	mobidb-lite	PS51620	SSF53335	NA	NA	cd02440	MetaCyc: PWY-6829	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_65_length_125574_cov_75.988346-augustus-gene-0.62-mRNA-1	PTHR28112	IPR012098	GO:0005783;GO:0045047	PF10032	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF008756	NA	NA	NA	NA
maker-NODE_138_length_59343_cov_73.048602-snap-gene-0.129-mRNA-1	PTHR40642	IPR024526	NA	PF12720	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_58_length_129570_cov_78.101744-processed-gene-0.10-mRNA-1	PTHR11839;PTHR11839:SF15	IPR015797	GO:0016787	PF00293	NA	G3DSA:3.90.79.10	NA	NA	SSF55811	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_111_length_79994_cov_37.327607-protein2genome-gene-0.25-mRNA-1	PTHR10252;PTHR10252:SF8	IPR027170	GO:0003700;GO:0006355;GO:0016602;GO:0046982	PF00808	NA	G3DSA:1.10.20.10	mobidb-lite	NA	SSF47113	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-2426168|Reactome: R-HSA-380994|Reactome: R-HSA-381183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_834423_cov_25.846594-processed-gene-7.62-mRNA-1	PTHR12826;PTHR12826:SF13	IPR036612	GO:0003723	PF17903	NA	G3DSA:3.30.1370.10	mobidb-lite	NA	SSF54791	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_148_length_53967_cov_70.566493-processed-gene-0.33-mRNA-1	PTHR12860	IPR038253	GO:0005047;GO:0005786;GO:0006614;GO:0008312;GO:0030942;GO:0003723	PF16969	NA	G3DSA:1.10.3450.40	mobidb-lite	NA	NA	NA	NA	cd15481	Reactome: R-HSA-1799339	NA	NA	NA	NA	NA	Coil	PIRSF038995	NA	NA	NA	NA
augustus_masked-NODE_112_length_79540_cov_70.761588-processed-gene-0.4-mRNA-1	PTHR13675:SF0;PTHR13675	IPR008011	NA	PF05347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_145_length_55483_cov_71.285732-augustus-gene-0.159-mRNA-1	PTHR12538	IPR000892	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF01283	NA	G3DSA:3.30.1740.20	mobidb-lite	NA	NA	NA	NA	NA	NA	PS00733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_30_length_189983_cov_70.109125-processed-gene-0.89-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_6_length_447864_cov_73.606110-augustus-gene-2.15-mRNA-1	PTHR11134:SF3;PTHR11134	IPR002553	GO:0006886;GO:0016192;GO:0030117;GO:0015031;GO:0030276	PF01602	NA	G3DSA:1.25.10.10	mobidb-lite	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF002291	NA	NA	NA	NA
maker-NODE_16_length_234203_cov_74.292819-snap-gene-1.341-mRNA-1	PTHR12132;PTHR12132:SF1	IPR004585	GO:0000724;GO:0000730;GO:0005634;GO:0045002;GO:0006281;GO:0006310	PF04098	NA	G3DSA:3.30.390.80	mobidb-lite	NA	SSF54768	NA	NA	NA	Reactome: R-HSA-3108214|Reactome: R-HSA-5685938	NA	NA	NA	NA	NA	NA	NA	TIGR00607	NA	NA	NA
maker-NODE_31_length_188893_cov_70.305044-augustus-gene-0.358-mRNA-1	PTHR12606:SF84;PTHR12606	IPR003653	GO:0006508;GO:0008234	PF02902	NA	G3DSA:3.40.395.10	mobidb-lite	PS50600	SSF54001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_83_length_95774_cov_72.042730-processed-gene-0.23-mRNA-1	PTHR12901	IPR005031		PF03364	NA	G3DSA:3.30.530.20	NA	NA	SSF55961	NA	NA	cd07813	Reactome: R-HSA-611105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_202_length_28829_cov_67.777925-augustus-gene-0.18-mRNA-1	PTHR12289:SF44;PTHR12289	IPR033468	NA	PF17171;PF17172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_116_length_76803_cov_72.831890-processed-gene-0.150-mRNA-1	PTHR44313	IPR036869	NA	PF00226	SM00271	G3DSA:1.10.287.110	mobidb-lite	PS50076	SSF46565	NA	NA	cd06257	NA	NA	NA	NA	NA	PR00625	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_25_length_194567_cov_74.961417-processed-gene-0.437-mRNA-1	PTHR11669;PTHR11669:SF9	IPR013748	GO:0003677;GO:0006260;GO:0005524	PF08542;PF00004	SM00382	G3DSA:3.40.50.300;G3DSA:1.10.8.60;G3DSA:1.20.272.10	mobidb-lite	NA	SSF48019;SSF52540	NA	NA	cd00009	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-176187|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6804756|Reactome: R-HSA-69091|Reactome: R-HSA-69473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_21_length_204983_cov_73.166083-processed-gene-0.224-mRNA-1	PTHR42076	IPR036673	NA	PF08881	SM01111	G3DSA:2.30.60.10	NA	NA	SSF51322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_93733_cov_74.045296-processed-gene-0.261-mRNA-1	PTHR22890	IPR019404	GO:0003712;GO:0006357;GO:0016592	PF10280	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_144_length_56080_cov_71.513699-processed-gene-0.50-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_39_length_169714_cov_75.827310-snap-gene-0.451-mRNA-1	PTHR11477;PTHR11477:SF3	IPR035441	GO:0005634;GO:0003676;GO:0006351;GO:0008270;GO:0006355	PF08711;PF01096;PF07500	SM00440;SM00509;SM00510	G3DSA:1.20.930.10;G3DSA:2.20.25.10;G3DSA:1.10.472.30	mobidb-lite	PS51321;PS51319;PS51133	SSF47676;SSF57783;SSF46942	NA	NA	cd00183;cd13749	NA	PS00466	NA	NA	NA	NA	Coil	NA	TIGR01385	NA	NA	NA
snap_masked-NODE_48_length_145549_cov_74.379929-processed-gene-0.116-mRNA-1	PTHR17630;PTHR17630:SF43	IPR029058	GO:0016787	PF01738	NA	G3DSA:3.40.50.1820	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_243_length_17014_cov_73.291644-snap-gene-0.39-mRNA-1	PTHR10639:SF7;PTHR10639	IPR000996	GO:0005198;GO:0006886;GO:0016192;GO:0030130;GO:0030132	PF01086	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-190873|Reactome: R-HSA-196025|Reactome: R-HSA-3928665|Reactome: R-HSA-432720|Reactome: R-HSA-5099900|Reactome: R-HSA-5140745|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_59_length_128781_cov_65.042533-snap-gene-0.12-mRNA-1	PTHR43808:SF8;PTHR43808	IPR002933	GO:0016787;GO:0006508;GO:0008237	PF01546;PF07687;PF00291	NA	G3DSA:3.40.50.1100;G3DSA:3.30.70.360;G3DSA:3.40.630.10	NA	NA	SSF55031;SSF53686;SSF53187	NA	NA	cd08013;cd00640	NA	PS00758	NA	NA	NA	NA	NA	NA	TIGR01910	NA	NA	NA
maker-NODE_105_length_81009_cov_70.909213-augustus-gene-0.123-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_68_length_121991_cov_73.610886-processed-gene-0.426-mRNA-1	PTHR42115	NA	NA	NA	NA	G3DSA:3.10.580.10	NA	NA	SSF54631	NA	NA	cd02205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_181_length_38037_cov_65.309628-augustus-gene-0.31-mRNA-1	PTHR23237;PTHR23237:SF3	IPR019007	GO:0006396;GO:0001522;GO:0031429;GO:0042254	PF09429	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_176_length_39738_cov_75.025548-processed-gene-0.115-mRNA-1	PTHR32332:SF27;PTHR32332	IPR013785	GO:0003824;GO:0018580;GO:0055114	PF03060	NA	G3DSA:3.20.20.70	NA	NA	SSF51412	NA	NA	cd04730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_150_length_51910_cov_71.949269-processed-gene-0.13-mRNA-1	PTHR13410	IPR023139	NA	PF04669	NA	G3DSA:1.10.3560.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_59_length_128781_cov_65.042533-augustus-gene-0.23-mRNA-1	PTHR34002	IPR002594	GO:0000272;GO:0008810;GO:0004553	PF01670	NA	G3DSA:2.60.120.180	NA	NA	SSF49899	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	MetaCyc: PWY-6717|MetaCyc: PWY-6784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_50_length_141428_cov_75.730051-processed-gene-0.317-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_94_length_88227_cov_73.441430-processed-gene-0.44-mRNA-1	PTHR28022	IPR019433	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_61_length_127591_cov_77.450260-processed-gene-0.11-mRNA-1	NA	IPR024319	NA	PF12921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_234203_cov_74.292819-processed-gene-1.27-mRNA-1	PTHR22934;PTHR22934:SF23	IPR040112	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_16_length_234203_cov_74.292819-augustus-gene-1.304-mRNA-1	PTHR35041;PTHR35041:SF4	IPR019680	GO:0003712;GO:0006357;GO:0016592	PF10744	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-1368082|Reactome: R-HSA-1368108|Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-2151201|Reactome: R-HSA-2426168|Reactome: R-HSA-381340|Reactome: R-HSA-383280|Reactome: R-HSA-400206|Reactome: R-HSA-400253|Reactome: R-HSA-9018519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_37_length_181752_cov_71.915992-augustus-gene-0.423-mRNA-1	PTHR32440;PTHR32440:SF21	IPR036412	GO:0016791	PF12710	NA	G3DSA:3.40.50.1000;G3DSA:3.90.1470.20	NA	NA	SSF56784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01489;TIGR01488	NA	NA	NA
