Gene	interpro	Pfam	Phobius	TMHMM	GO	PATHWAY	ProSitePatterns	CDD	TIGRFAM	Gene3D	SMART	PANTHER	SUPERFAMILY	MobiDBLite	Coils	PRINTS	PIRSF	Hamap	ProSiteProfiles	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SFLD	ProDom
snap_masked-NODE_627_length_14061_cov_30.809172-processed-gene-0.34-mRNA-1	IPR037231	PF00956	NA	NA	GO:0005634;GO:0006334	NA	NA	NA	NA	G3DSA:3.30.1120.90	NA	PTHR11875;PTHR11875:SF49	SSF143113	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_770_length_10853_cov_29.542793-processed-gene-0.16-mRNA-1	IPR007219	PF04082	NA	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	cd12148	NA	NA	SM00906	PTHR31944	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_77_length_47290_cov_28.791213-snap-gene-0.22-mRNA-1	IPR040185	PF07923;PF11882	NA	NA	NA	NA	NA	NA	NA	NA	SM01292;SM01293	PTHR13239;PTHR13239:SF4	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_204_length_30920_cov_24.945117-processed-gene-0.6-mRNA-1	IPR038277	PF01730	NA	NA	GO:0006807;GO:0016151	NA	NA	NA	NA	G3DSA:1.10.4190.10	NA	PTHR33620;PTHR33620:SF1	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_216_length_29656_cov_29.133733-processed-gene-0.67-mRNA-1	IPR001451	PF00132;PF00483	NA	NA	GO:0009058;GO:0016779	NA	NA	cd06428	NA	G3DSA:2.160.10.10	NA	PTHR22572:SF104;PTHR22572	SSF51161;SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_954_length_8109_cov_29.046229-processed-gene-0.2-mRNA-1	IPR032466	PF04909	NA	NA	GO:0016787	NA	NA	NA	NA	G3DSA:3.20.20.140	NA	PTHR43569;PTHR43569:SF2	SSF51556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1198_length_5411_cov_26.539175-processed-gene-0.19-mRNA-1	IPR036390	PF00891	NA	NA	GO:0008168;GO:0008171	NA	NA	NA	NA	G3DSA:3.40.50.150;G3DSA:1.10.10.10	NA	PTHR43712;PTHR43712:SF5	SSF46785;SSF53335	NA	NA	NA	PIRSF005739	NA	PS51683	NA	NA	NA	NA	NA
snap_masked-NODE_244_length_27616_cov_24.505257-processed-gene-0.33-mRNA-1	IPR004345	PF03134	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix		Reactome: R-HSA-381753	NA	NA	NA	NA	NA	PTHR12300;PTHR12300:SF22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_214_length_29732_cov_21.093565-augustus-gene-0.34-mRNA-1	IPR002922	PF01946	NA	NA	GO:0009228	NA	NA	NA	TIGR00292	G3DSA:3.50.50.60	NA	PTHR43422;PTHR43422:SF3	SSF51905	NA	NA	NA	NA	MF_03158	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_549_length_16151_cov_33.179918-processed-gene-0.3-mRNA-1	IPR001680	PF00400	NA	NA	GO:0005515	NA	PS00678	NA	NA	G3DSA:2.130.10.10	SM00320	PTHR16017	SSF50978	mobidb-lite	NA	NA	NA	NA	PS50082;PS50294	NA	NA	NA	NA	NA
maker-NODE_913_length_8618_cov_25.453303-augustus-gene-0.9-mRNA-1	IPR004241	PF02991	NA	NA		Reactome: R-HSA-1632852	NA	cd01611	NA	G3DSA:3.10.20.90	NA	PTHR10969;PTHR10969:SF39	SSF54236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_48_length_57099_cov_31.695306-processed-gene-0.11-mRNA-1	IPR007512	PF04418	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0005743;GO:0061617	Reactome: R-HSA-8949613	NA	NA	NA	NA	NA	PTHR21304;PTHR21304:SF0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_33_length_63259_cov_31.475195-augustus-gene-0.44-mRNA-1	IPR009939	PF07335	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	GO:0016977	KEGG: 00520+3.2.1.132	NA	NA	NA	NA	NA	PTHR42061:SF2;PTHR42061	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
maker-NODE_735_length_11594_cov_17.956920-snap-gene-0.1-mRNA-1	IPR017804	PF10017	NA	NA	GO:0008168	NA	NA	NA	TIGR03439	G3DSA:3.40.50.150	NA	PTHR43397	NA	NA	Coil	NA	PIRSF018005	NA	NA	NA	NA	NA	NA	NA
maker-NODE_386_length_21064_cov_35.148780-snap-gene-0.5-mRNA-1	NA	PF17863	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.8.300	NA	PTHR11603;PTHR11603:SF132	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1117_length_6189_cov_29.056417-snap-gene-0.25-mRNA-1	IPR001926	PF00291	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	GO:0008660;GO:0009310;GO:0030170	KEGG: 00270+3.5.99.7	NA	cd06449	TIGR01274	G3DSA:3.40.50.1100	NA	PTHR43780;PTHR43780:SF1	SSF53686	NA	NA	NA	PIRSF006278	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_295_length_25130_cov_24.278407-processed-gene-0.52-mRNA-1	IPR032710	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.10.450.50	NA	PTHR32083:SF41;PTHR32083	SSF54427	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_114_length_39258_cov_34.795507-processed-gene-0.22-mRNA-1	IPR036291	PF13602	NA	NA	GO:0016491	NA	NA	cd05289	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SM00829	PTHR44013;PTHR44013:SF1	SSF51735;SSF50129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_326_length_23708_cov_28.120563-processed-gene-0.68-mRNA-1	IPR000757	PF00722	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	GO:0004553;GO:0005975	NA	NA	cd02181	NA	G3DSA:2.60.120.200	NA	PTHR10963:SF54;PTHR10963	SSF49899	NA	NA	NA	NA	NA	PS51762	SignalP-noTM	NA	SignalP-noTM	NA	NA
maker-NODE_722_length_11937_cov_26.508552-augustus-gene-0.32-mRNA-1	IPR000626	PF11976	NA	NA	GO:0005515;GO:0016925	NA	NA	cd01763	NA	G3DSA:3.10.20.90	SM00213	PTHR10562:SF48;PTHR10562	SSF54236	mobidb-lite	NA	NA	NA	NA	PS50053	NA	NA	NA	NA	NA
augustus_masked-NODE_199_length_31209_cov_34.032784-processed-gene-0.51-mRNA-1	IPR012349	PF04299	NA	NA	GO:0048037	NA	NA	NA	NA	G3DSA:2.30.110.10	NA	PTHR35802	SSF50475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1206_length_5350_cov_26.156041-processed-gene-0.1-mRNA-1	IPR029044	PF03452	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.550.10	NA	PTHR43083:SF4;PTHR43083	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_449_length_19222_cov_32.994554-augustus-gene-0.34-mRNA-1	IPR010300	PF05995	NA	NA	GO:0005506;GO:0016702;GO:0055114	KEGG: 00270+1.13.11.20|KEGG: 00430+1.13.11.20|MetaCyc: PWY-5331|Reactome: R-HSA-1614558	NA	NA	NA	G3DSA:2.60.120.10	NA	PTHR12918	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_601_length_14686_cov_42.196511-snap-gene-0.5-mRNA-1	IPR022233	PF12584	NA	NA		Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	PTHR13251	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_86764_cov_32.543948-processed-gene-0.13-mRNA-1	IPR017441	PF00069	NA	NA	GO:0005524;GO:0004672;GO:0006468	NA	PS00107;PS00108	cd14132	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	SM00220	PTHR24054;PTHR24054:SF33	SSF56112	NA	NA	NA	NA	NA	PS50011	NA	NA	NA	NA	NA
augustus_masked-NODE_1094_length_6504_cov_28.403952-processed-gene-0.4-mRNA-1	IPR001971	PF00411	NA	NA	GO:0003735;GO:0005840;GO:0006412	NA	NA	NA	NA	G3DSA:3.30.420.80	NA	PTHR11759:SF3;PTHR11759	SSF53137	NA	NA	NA	PIRSF002131	MF_01310	NA	NA	NA	NA	NA	NA
maker-NODE_449_length_19222_cov_32.994554-augustus-gene-0.36-mRNA-1	IPR006694	PF04116	NA	NA	GO:0005506;GO:0008610;GO:0016491;GO:0055114	NA	NA	NA	NA	NA	NA	PTHR11863;PTHR11863:SF22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_68_length_49242_cov_28.368950-processed-gene-0.91-mRNA-1	IPR036400	PF00173;PF00970;PF00174;PF00175;PF03404	NA	NA	GO:0016491;GO:0055114;GO:0042128;GO:0030151	Reactome: R-HSA-1237044	NA	cd06183	NA	G3DSA:3.40.50.80;G3DSA:2.60.40.650;G3DSA:3.10.120.10;G3DSA:3.90.420.10	SM01117	PTHR43112;PTHR43112:SF5	SSF55856;SSF56524;SSF81296;SSF63380;SSF52343	mobidb-lite	Coil	PR00406;PR00407	NA	NA	PS51384;PS50255	NA	NA	NA	NA	NA
snap_masked-NODE_62_length_53685_cov_31.204283-processed-gene-0.97-mRNA-1	IPR003819	PF02668	NA	NA	GO:0016491;GO:0055114	Reactome: R-HSA-71262	NA	cd00250	NA	G3DSA:3.60.130.10;G3DSA:3.30.2020.30	NA	PTHR10696;PTHR10696:SF25	SSF51197	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_22_length_69589_cov_32.921785-processed-gene-0.40-mRNA-1	IPR016181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF55729	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_78_length_46772_cov_33.931633-protein2genome-gene-0.25-mRNA-1	IPR017939	PF06094	NA	NA	GO:0003839	KEGG: 00480+4.3.2.9|MetaCyc: PWY-4041|Reactome: R-HSA-174403	NA	cd06661	NA	NA	NA	PTHR12935;PTHR12935:SF9	SSF110857	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_691_length_12520_cov_30.173727-processed-gene-0.52-mRNA-1	IPR022137	PF12417	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA		Reactome: R-HSA-212436	NA	NA	NA	NA	NA	PTHR40780	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_2_length_128784_cov_30.676978-processed-gene-0.47-mRNA-1	IPR029063	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_161_length_34128_cov_29.265257-augustus-gene-0.1-mRNA-1	IPR008733	PF05648	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	GO:0005779;GO:0016559	NA	NA	NA	NA	NA	NA	PTHR12652:SF10;PTHR12652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_7_length_86764_cov_32.543948-processed-gene-0.186-mRNA-1	IPR011057	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.170.150.70	NA	PTHR33337	SSF51316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_286_length_25479_cov_27.938033-snap-gene-0.29-mRNA-1	IPR036028	PF00018	NA	NA	GO:0005515	NA	NA	cd00174	NA	G3DSA:2.30.30.40	SM00326	PTHR14167	SSF50044	mobidb-lite	NA	PR00452	NA	NA	PS50002	NA	NA	NA	NA	NA
maker-NODE_87_length_44192_cov_24.080790-snap-gene-0.2-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_264_length_26525_cov_25.921396-processed-gene-0.4-mRNA-1	IPR006439	PF13419	NA	NA	GO:0016787	NA	NA	NA	TIGR01509	G3DSA:1.10.150.240;G3DSA:3.40.50.1000	NA	PTHR42896:SF2;PTHR42896	SSF56784	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00003;SFLDG01129	NA
maker-NODE_1047_length_7007_cov_35.550727-snap-gene-0.3-mRNA-1	IPR011022	PF02752	NA	NA	NA	NA	NA	NA	NA	NA	SM01017	PTHR11188;PTHR11188:SF46	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_579_length_15309_cov_29.859505-processed-gene-0.4-mRNA-1	IPR027417	PF13087	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	NA	PTHR43788	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_342_length_23136_cov_29.092616-snap-gene-0.47-mRNA-1	IPR004143	PF03099	NA	NA	GO:0006464;GO:0009249	KEGG: 00785+2.3.1.181|MetaCyc: PWY-6987|MetaCyc: PWY-7382	NA	cd16443	NA	G3DSA:3.30.930.10	NA	PTHR12561:SF3;PTHR12561	SSF55681	NA	NA	NA	NA	NA	PS51733	NA	NA	NA	NA	NA
snap_masked-NODE_1237_length_5085_cov_33.756152-processed-gene-0.3-mRNA-1	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	PTHR33681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_34_length_62357_cov_33.877808-processed-gene-0.137-mRNA-1	IPR035892	PF00387;PF00388	NA	NA	GO:0004435;GO:0006629;GO:0007165;GO:0035556;GO:0008081	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|Reactome: R-HSA-1855204	NA	NA	NA	G3DSA:2.60.40.150;G3DSA:3.20.20.190	SM00149;SM00148	PTHR10336:SF93;PTHR10336	SSF49562;SSF51695	mobidb-lite	NA	PR00390	NA	NA	PS50007;PS50008	NA	NA	NA	NA	NA
snap_masked-NODE_16_length_74090_cov_34.299068-processed-gene-0.189-mRNA-1	IPR001268	PF00329	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	GO:0008137;GO:0055114;GO:0016651	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PS00542	NA	TIGR01961	G3DSA:3.30.460.80	NA	PTHR10884:SF10;PTHR10884	SSF143243	mobidb-lite	NA	NA	NA	MF_01357	NA	NA	NA	NA	NA	PD001581
snap_masked-NODE_25_length_67220_cov_31.872386-processed-gene-0.45-mRNA-1	IPR036770	PF13637	NA	NA	GO:0005515	NA	NA	cd00204	NA	G3DSA:1.25.40.20	SM00248	NA	SSF48403	NA	NA	NA	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA
augustus_masked-NODE_473_length_18457_cov_25.313530-processed-gene-0.22-mRNA-1	IPR036259	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR42718;PTHR42718:SF11	SSF103473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_70_length_48629_cov_27.191106-snap-gene-0.64-mRNA-1	IPR029062	PF01965	NA	NA		Reactome: R-HSA-3899300	NA	cd03141	NA	G3DSA:3.40.50.880	NA	PTHR43824:SF3;PTHR43824	SSF52317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_120_length_38641_cov_28.322272-augustus-gene-0.10-mRNA-1	IPR013923	PF08614	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR19878;PTHR19878:SF8	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_397_length_20854_cov_21.790660-processed-gene-0.41-mRNA-1	IPR017089	PF07189	NA	NA	GO:0000398	Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	NA	NA	NA	NA	PTHR20978	NA	NA	NA	NA	PIRSF037010	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1462_length_3468_cov_33.442682-snap-gene-0.4-mRNA-1	IPR029063	PF13649	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	NA	PTHR43591:SF10;PTHR43591	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_836_length_9728_cov_18.869284-processed-gene-0.1-mRNA-1	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR42029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_42_length_58407_cov_25.107979-processed-gene-0.84-mRNA-1	IPR036291	PF00984;PF03721	NA	NA	GO:0016616;GO:0055114;GO:0051287	Reactome: R-HSA-173599	NA	NA	TIGR03026	G3DSA:3.40.50.720	NA	PTHR43491:SF2;PTHR43491	SSF51735;SSF48179	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1314_length_4444_cov_18.793375-processed-gene-0.1-mRNA-1	IPR004327	PF03095	NA	NA	GO:0019211	NA	NA	cd04087	NA	G3DSA:1.20.120.1150	NA	PTHR10012;PTHR10012:SF3	SSF140984	NA	NA	NA	PIRSF016325	NA	NA	NA	NA	NA	NA	NA
maker-NODE_535_length_16421_cov_34.688474-augustus-gene-0.0-mRNA-1	IPR007513	PF04419	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR13596;PTHR13596:SF0	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_276_length_25964_cov_32.647792-processed-gene-0.32-mRNA-1	IPR013900	PF08591	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR28081	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1935_length_1638_cov_24.149570-augustus-gene-0.6-mRNA-1	IPR000261	PF12761;PF12763	NA	NA	GO:0005515;GO:0006897;GO:0007015	NA	NA	NA	NA	G3DSA:1.10.238.10	SM00027	PTHR11216;PTHR11216:SF74	SSF47473	NA	Coil	NA	NA	NA	PS50031	NA	NA	NA	NA	NA
maker-NODE_981_length_7762_cov_28.426719-snap-gene-0.9-mRNA-1	IPR011992	PF13833	NA	NA	GO:0005509	NA	PS00018	NA	NA	G3DSA:1.10.238.10	SM00054	PTHR23049:SF34;PTHR23049	SSF47473	mobidb-lite	NA	NA	NA	NA	PS50222	NA	NA	NA	NA	NA
maker-NODE_337_length_23258_cov_35.572824-snap-gene-0.35-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR37534;PTHR37534:SF1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_697_length_12383_cov_19.885281-processed-gene-0.5-mRNA-1	IPR038869	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR40021	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_489_length_17862_cov_20.434395-augustus-gene-0.34-mRNA-1	IPR000719	PF00069	NA	NA	GO:0004672;GO:0005524;GO:0006468	NA	PS00107;PS00108	cd14008	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SM00220	PTHR44035	SSF56112	mobidb-lite	NA	NA	NA	NA	PS50011	NA	NA	NA	NA	NA
snap_masked-NODE_175_length_33072_cov_35.704629-processed-gene-0.38-mRNA-1	IPR027450	PF13532	NA	NA	GO:0016491;GO:0055114	NA	NA	NA	NA	G3DSA:2.60.120.590	NA	PTHR31573	SSF51197	mobidb-lite	NA	NA	NA	NA	PS51471	NA	NA	NA	NA	NA
augustus_masked-NODE_1057_length_6882_cov_16.198520-processed-gene-0.10-mRNA-1	IPR017853	PF00332	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0004553;GO:0005975	KEGG: 00500+3.2.1.39	NA	NA	NA	G3DSA:3.20.20.80	NA	PTHR16631;PTHR16631:SF16	SSF51445	mobidb-lite	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA	NA
snap_masked-NODE_329_length_23472_cov_28.216620-processed-gene-0.48-mRNA-1	IPR006855	PF04768	NA	NA	GO:0004042	KEGG: 00220+2.3.1.1|MetaCyc: PWY-5154|Reactome: R-HSA-70635	NA	NA	NA	G3DSA:3.40.1160.10;G3DSA:3.40.630.30	NA	PTHR23342:SF4;PTHR23342	NA	NA	NA	NA	PIRSF007892	NA	PS51731	NA	NA	NA	NA	NA
snap_masked-NODE_549_length_16151_cov_33.179918-processed-gene-0.35-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.620	NA	NA	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_797_length_10403_cov_22.775886-processed-gene-0.13-mRNA-1	IPR012334	PF12708	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	G3DSA:2.160.20.10	NA	PTHR31375:SF6;PTHR31375	SSF51126	mobidb-lite	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
augustus_masked-NODE_927_length_8407_cov_26.076812-processed-gene-0.11-mRNA-1	IPR034455	NA	NA	NA	GO:0031083	NA	NA	NA	NA	NA	NA	PTHR39145	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1978_length_1500_cov_20.488711-snap-gene-0.1-mRNA-1	IPR013078	PF00300	NA	NA	NA	NA	NA	cd07067	NA	G3DSA:3.40.50.1240	SM00855	PTHR16469;PTHR16469:SF27	SSF53254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_624_length_14109_cov_32.111930-snap-gene-0.6-mRNA-1	IPR011333	PF00651	NA	NA	GO:0005515	NA	NA	NA	NA	G3DSA:3.30.710.10	SM00225	NA	SSF54695	mobidb-lite	NA	NA	NA	NA	PS50097	NA	NA	NA	NA	NA
maker-NODE_537_length_16317_cov_34.911797-snap-gene-0.67-mRNA-1	IPR012808	PF09365	NA	NA	NA	NA	NA	NA	TIGR02453	NA	NA	PTHR36452	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1689_length_2307_cov_17.455963-processed-gene-0.1-mRNA-1	IPR001163	PF01423	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.30.30.100	NA	PTHR15588;PTHR15588:SF8	SSF50182	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_180_length_32647_cov_26.705781-snap-gene-0.15-mRNA-1	IPR036388	PF05871	NA	NA	GO:0000814;GO:0071985	Reactome: R-HSA-917729	NA	NA	NA	G3DSA:1.10.10.10;G3DSA:1.10.10.570	NA	PTHR13149	SSF46785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_180263_cov_34.489297-protein2genome-gene-0.331-mRNA-1	IPR018811	PF10306	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR28002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_31_length_65215_cov_33.023706-processed-gene-0.20-mRNA-1	IPR019815	PF00707	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0006413;GO:0003743	Reactome: R-HSA-5368286	NA	NA	NA	G3DSA:3.30.110.10	NA	PTHR10938;PTHR10938:SF0	SSF55200	mobidb-lite	Coil	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_442_length_19384_cov_29.663187-snap-gene-0.0-mRNA-1	IPR001841	PF00899	NA	NA	GO:0008641;GO:0019781;GO:0045116	Reactome: R-HSA-8951664	PS00518	NA	NA	G3DSA:3.40.50.720;G3DSA:3.30.40.10	NA	PTHR10953;PTHR10953:SF29	SSF57850;SSF69572	mobidb-lite	Coil	NA	NA	NA	PS50089	NA	NA	NA	NA	NA
maker-NODE_619_length_14267_cov_20.796818-snap-gene-0.5-mRNA-1	IPR003819	PF02668	NA	NA	GO:0016491;GO:0055114	Reactome: R-HSA-71262	NA	NA	NA	G3DSA:3.60.130.10	NA	PTHR10696;PTHR10696:SF15	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_234_length_28600_cov_28.772767-augustus-gene-0.14-mRNA-1	IPR040122	PF03810;PF13513	NA	NA	GO:0006606;GO:0006886;GO:0008536	NA	NA	NA	NA	G3DSA:1.25.10.10	SM00913	PTHR10527;PTHR10527:SF3	SSF48371	mobidb-lite	NA	NA	NA	NA	PS50166	NA	NA	NA	NA	NA
maker-NODE_36_length_60647_cov_29.078602-snap-gene-0.107-mRNA-1	IPR001002	PF00704;PF00187	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	GO:0008061;GO:0005975	NA	PS00026	cd06922;cd00035	NA	G3DSA:3.30.60.10;G3DSA:3.20.20.80;G3DSA:3.10.50.10	SM00270;SM00636	PTHR11177;PTHR11177:SF320	SSF57016;SSF54556;SSF51445	mobidb-lite	NA	NA	NA	NA	PS50941	NA	NA	NA	NA	PD000609
