Gene	Phobius	PANTHER	TMHMM	MobiDBLite	interpro	SMART	Pfam	ProSiteProfiles	GO	SUPERFAMILY	PRINTS	CDD	Gene3D	Coils	PATHWAY	ProSitePatterns	PIRSF	Hamap	TIGRFAM	SignalP_EUK	SFLD	ProDom	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE
augustus_masked-NODE_34_length_51348_cov_12.782296-processed-gene-0.15-mRNA-1	NA	PTHR21686	NA	NA	IPR039883	NA	PF08698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_61_length_42674_cov_12.104355-augustus-gene-0.49-mRNA-1	NA	PTHR31773;PTHR31773:SF9	NA	mobidb-lite	IPR029030	NA	PF00656	NA	NA	SSF52129	NA	NA	G3DSA:3.40.50.12660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_389_length_19172_cov_12.088422-snap-gene-0.19-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR12661:SF5;PTHR12661	NA	mobidb-lite	IPR007109	SM00879	PF04427	PS50833	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_124_length_34176_cov_11.507210-snap-gene-0.18-mRNA-1	NA	PTHR32332;PTHR32332:SF27	NA	NA	IPR004136	NA	PF03060	NA	GO:0018580;GO:0055114;GO:0003824	SSF51412	NA	cd04730	G3DSA:3.20.20.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_282_length_23300_cov_12.455401-processed-gene-0.25-mRNA-1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR11485:SF34;PTHR11485	TMhelix	NA	IPR019009	NA	PF09439	NA		SSF52540	NA	NA	G3DSA:3.40.50.300	NA	Reactome: R-HSA-1799339|Reactome: R-HSA-381038	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_810_length_10883_cov_9.554760-augustus-gene-0.1-mRNA-1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR23151;PTHR23151:SF82	NA	mobidb-lite	IPR000089	NA	PF00364;PF02817	PS51826;PS50968	GO:0016746	SSF47005;SSF51230	NA	cd06849	G3DSA:2.40.50.100;G3DSA:4.10.320.10	NA	Reactome: R-HSA-389661	PS00189	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
augustus_masked-NODE_149_length_31485_cov_12.385643-processed-gene-0.7-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR24014:SF6;PTHR24014	TMhelix	mobidb-lite	IPR002885	NA	PF13041	PS51375	GO:0005515	NA	NA	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	TIGR00756	NA	NA	NA	NA	NA
snap_masked-NODE_418_length_18079_cov_11.505180-processed-gene-0.14-mRNA-1	NA	PTHR11732:SF218;PTHR11732	NA	NA	IPR018170	NA	PF00248	NA	GO:0016491;GO:0055114	SSF51430	PR00069	cd06660	G3DSA:3.20.20.100	NA	NA	PS00798;PS00062	PIRSF000097	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_69_length_41337_cov_11.742126-processed-gene-0.10-mRNA-1	NA	PTHR11387:SF20;PTHR11387	NA	mobidb-lite	IPR003213	NA	PF02297	NA	GO:0005739	SSF47694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_499_length_16032_cov_12.191072-snap-gene-0.0-mRNA-1	NA	PTHR11991:SF0;PTHR11991	NA	NA	IPR018105	NA	PF00838	PS51797	NA	SSF51316	PR01653	NA	G3DSA:2.170.150.10	NA	NA	PS01003	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1095_length_7631_cov_11.413779-processed-gene-0.0-mRNA-1	NA	PTHR10457;PTHR10457:SF7	NA	NA	IPR014721	NA	PF00288;PF08544;PF10509	NA	GO:0005524;GO:0005737;GO:0016301;GO:0016773;GO:0004335;GO:0006012;GO:0046835;GO:0005534	SSF54211;SSF55060	PR00959;PR00473	NA	G3DSA:3.30.70.3170;G3DSA:3.30.230.10;G3DSA:3.30.70.890	NA	KEGG: 00052+2.7.1.6|KEGG: 00520+2.7.1.6|MetaCyc: PWY-3821|MetaCyc: PWY-6317|MetaCyc: PWY-6527	PS00106;PS00627	PIRSF000530	NA	TIGR00131	NA	NA	NA	NA	NA
maker-NODE_756_length_11468_cov_10.802663-augustus-gene-0.6-mRNA-1	NA	PTHR24071:SF15;PTHR24071	NA	NA	IPR001806	SM00176;SM00175	PF00071	PS51418	GO:0003924;GO:0005525;GO:0006913	SSF52540	PR00627	NA	G3DSA:3.40.50.300	NA	Reactome: R-HSA-165054|Reactome: R-HSA-1655829|Reactome: R-HSA-168333|Reactome: R-HSA-180746|Reactome: R-HSA-203927|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	NA	NA	TIGR00231	NA	NA	NA	NA	NA
maker-NODE_34_length_51348_cov_12.782296-snap-gene-0.33-mRNA-1	NA	PTHR23001;PTHR23001:SF3	NA	mobidb-lite	IPR002735	SM00653	PF01873	NA	GO:0003743;GO:0006413	SSF100966	NA	NA	G3DSA:3.30.70.3150	NA	Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_768_length_11333_cov_11.584151-processed-gene-0.4-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR35895	TMhelix	NA	IPR022185	NA	PF12505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_146_length_31918_cov_12.662483-augustus-gene-0.0-mRNA-1	NA	PTHR13946:SF28;PTHR13946	NA	mobidb-lite	IPR036603	NA	PF13656	NA	GO:0006351;GO:0046983;GO:0003677;GO:0003899	SSF55257	NA	cd07029	G3DSA:3.30.1360.10	Coil	KEGG: 00230+2.7.7.6|KEGG: 00240+2.7.7.6	PS01154	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_902_length_9544_cov_12.253478-processed-gene-0.4-mRNA-1	NA	PTHR39394	NA	mobidb-lite	IPR018961	NA	PF09350	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1378_length_5547_cov_11.523985-augustus-gene-0.11-mRNA-1	NA	PTHR10849;PTHR10849:SF20	NA	mobidb-lite	IPR017896	NA	PF12838	PS51379	GO:0016020;GO:0016651;GO:0051539;GO:0055114	SSF54862	NA	NA	G3DSA:3.30.70.3270	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PS00198	NA	MF_01351	TIGR01971	NA	NA	NA	SignalP-TM	NA
maker-NODE_126_length_33873_cov_12.879719-augustus-gene-0.14-mRNA-1	NA	PTHR23429:SF0;PTHR23429	NA	NA	IPR001282	NA	PF00479;PF02781	NA	GO:0006006;GO:0055114;GO:0004345;GO:0050661	SSF55347;SSF51735	PR00079	NA	G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	KEGG: 00030+1.1.1.49|KEGG: 00480+1.1.1.49|MetaCyc: PWY-7268|MetaCyc: PWY-8004	PS00069	PIRSF000110	MF_00966	TIGR00871	NA	NA	NA	NA	NA
augustus_masked-NODE_98_length_37548_cov_10.904198-processed-gene-0.22-mRNA-1	NA	PTHR43311:SF2;PTHR43311	NA	mobidb-lite	IPR000924	NA	PF00749	NA	GO:0000166;GO:0004812;GO:0005524;GO:0043039;GO:0004818;GO:0006424;GO:0008270	SSF52374	PR00987	cd00808	G3DSA:3.40.50.620	NA	KEGG: 00860+6.1.1.17|KEGG: 00970+6.1.1.17|MetaCyc: PWY-5188|Reactome: R-HSA-379726	NA	NA	NA	TIGR00464	NA	NA	NA	NA	NA
maker-NODE_1545_length_4630_cov_8.824783-snap-gene-0.0-mRNA-1	NA	PTHR11134;PTHR11134:SF13	NA	NA	IPR016342	NA	PF01602	NA	GO:0015031;GO:0030276;GO:0016192;GO:0006886;GO:0030117	SSF48371	NA	NA	G3DSA:1.25.10.10	NA	NA	NA	PIRSF002291	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1067_length_7948_cov_11.849636-augustus-gene-0.6-mRNA-1	NA	PTHR11451:SF46;PTHR11451	NA	NA	IPR018163	SM00863	PF00587;PF03129;PF07973;PF02824	PS50862	GO:0000166;GO:0004829;GO:0005524;GO:0005737;GO:0006435;GO:0004812;GO:0006418;GO:0043039	SSF55186;SSF55681;SSF81271;SSF52954	PR01047	cd01667;cd00860;cd00771	G3DSA:3.10.20.30;G3DSA:3.30.930.10;G3DSA:3.30.980.10;G3DSA:3.40.50.800	NA	KEGG: 00970+6.1.1.3	NA	NA	MF_00184	TIGR00418	NA	NA	NA	NA	NA
maker-NODE_340_length_21027_cov_12.714498-snap-gene-0.0-mRNA-1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE	PTHR13683;PTHR13683:SF529	TMhelix	mobidb-lite	IPR033121	NA	NA	PS51767	GO:0004190;GO:0006508	SSF50630	PR00792	NA	G3DSA:2.40.70.10	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	NA
maker-NODE_219_length_27354_cov_11.395122-augustus-gene-0.24-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR14110:SF0;PTHR14110	NA	NA	IPR039175	NA	PF02466	NA	GO:0042721;GO:0045039	NA	NA	NA	NA	NA	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_453_length_17078_cov_11.420919-snap-gene-0.16-mRNA-1	NA	PTHR10683;PTHR10683:SF5	NA	NA	IPR001585	NA	PF00923	NA	GO:0005975;GO:0003824	SSF51569	NA	NA	G3DSA:3.20.20.70	NA	KEGG: 00030+2.2.1.2|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-163754|Reactome: R-HSA-6791055|Reactome: R-HSA-6791462|Reactome: R-HSA-71336|Reactome: R-HSA-8950505	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_7_length_69224_cov_12.406588-processed-gene-0.14-mRNA-1	NA	PTHR12735:SF19;PTHR12735	NA	mobidb-lite	IPR023465	SM00904	PF01687;PF01722	NA	GO:0008531;GO:0009231	SSF82114;SSF82657	NA	NA	G3DSA:3.30.300.90;G3DSA:2.40.30.30	NA	Reactome: R-HSA-196843	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1581_length_4443_cov_12.350093-augustus-gene-0.0-mRNA-1	NA	PTHR11739:SF15;PTHR11739	NA	NA	IPR016143	NA	PF00285	NA	GO:0006099;GO:0046912;GO:0004108;GO:0006101	SSF48256	PR00143	cd06105	G3DSA:1.10.230.10;G3DSA:1.10.580.10	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-71403	PS00480	NA	NA	TIGR01793	NA	NA	NA	NA	NA
augustus_masked-NODE_528_length_15590_cov_11.995990-processed-gene-0.1-mRNA-1	NA	NA	NA	mobidb-lite	IPR014839	NA	PF08728	NA	GO:0006357	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_116_length_35151_cov_12.317754-snap-gene-0.19-mRNA-1	NA	PTHR43172	NA	NA	IPR022761	SM00998	PF00206;PF10397	NA	GO:0004018;GO:0009152;GO:0003824	SSF48557	PR00149	cd03302	G3DSA:1.10.275.10;G3DSA:1.20.200.10	Coil	KEGG: 00230+4.3.2.2|KEGG: 00250+4.3.2.2|MetaCyc: PWY-6123|MetaCyc: PWY-6124|MetaCyc: PWY-7219|MetaCyc: PWY-7234|Reactome: R-HSA-73817	PS00163	NA	NA	TIGR00928	NA	NA	NA	NA	NA
maker-NODE_326_length_21576_cov_11.424728-augustus-gene-0.1-mRNA-1	NA	NA	NA	mobidb-lite	IPR032675	NA	NA	NA	NA	SSF52047	NA	NA	G3DSA:3.80.10.10	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_47_length_47273_cov_11.820176-snap-gene-0.25-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_860_length_10195_cov_11.329758-augustus-gene-0.4-mRNA-1	NA	PTHR13061:SF5;PTHR13061	NA	mobidb-lite	IPR011004	NA	PF00132	NA	NA	SSF51161	NA	cd03359	G3DSA:2.160.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_532_length_15509_cov_11.158822-snap-gene-0.7-mRNA-1	NA	PTHR21277:SF5;PTHR21277	NA	NA	IPR024738	NA	PF12767	NA	GO:0070461	NA	NA	NA	NA	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_76_length_40182_cov_12.895993-processed-gene-0.24-mRNA-1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	IPR029058	NA	PF12697	NA	NA	SSF53474	NA	cd12809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
augustus_masked-NODE_43_length_47792_cov_11.523948-processed-gene-0.28-mRNA-1	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE	PTHR38121;PTHR38121:SF4	NA	NA	IPR000757	NA	PF00722	PS51257;PS51762	GO:0004553;GO:0005975	SSF49899	NA	cd00413	G3DSA:2.60.120.200	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	SignalP-noTM
snap_masked-NODE_366_length_19799_cov_11.747916-processed-gene-0.5-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR37544;PTHR37544:SF1	TMhelix	NA	IPR021840	NA	PF11915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_54989_cov_13.384565-augustus-gene-0.7-mRNA-1	NA	PTHR11091:SF0;PTHR11091	NA	NA	IPR036111	NA	PF02615	NA	GO:0016491;GO:0055114	SSF89733	NA	NA	G3DSA:1.10.1530.10;G3DSA:3.30.1370.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_601_length_13784_cov_9.984843-augustus-gene-0.1-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	PTHR40622	TMhelix	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	SignalP-noTM
maker-NODE_109_length_35672_cov_12.691996-augustus-gene-0.0-mRNA-1	NA	PTHR21445	NA	mobidb-lite	IPR001719	SM00518	PF01261	PS51432	GO:0003677;GO:0006281;GO:0008270	SSF51658	NA	cd00019	G3DSA:3.20.20.150	NA	NA	PS00730	NA	MF_00152	TIGR00587	NA	NA	NA	NA	NA
snap_masked-NODE_283_length_23296_cov_10.599249-processed-gene-0.7-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR43517	NA	mobidb-lite	IPR013785	NA	PF01180	NA	GO:0003824;GO:0004152;GO:0006207;GO:0016020;GO:0055114;GO:0005737;GO:0016627	SSF51395	NA	cd04738	G3DSA:3.20.20.70	NA	KEGG: 00240+1.3.5.2|MetaCyc: PWY-5686|Reactome: R-HSA-500753	NA	NA	NA	TIGR01036	NA	NA	NA	SignalP-TM	NA
maker-NODE_440_length_17486_cov_11.832076-augustus-gene-0.5-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR28147	TMhelix	NA	IPR021100	NA	PF12326	NA	GO:0005789;GO:0034599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_99_length_37366_cov_11.856253-augustus-gene-0.60-mRNA-1	NA	PTHR10882;PTHR10882:SF0	NA	NA	IPR035996	NA	PF00590	NA	GO:0008168;GO:0004164;GO:0017183	SSF53790	NA	cd11647	G3DSA:3.40.1010.10;G3DSA:3.30.950.10	NA	Reactome: R-HSA-5358493	NA	PIRSF036432	MF_01084	TIGR00522	NA	NA	NA	NA	NA
augustus_masked-NODE_671_length_12721_cov_12.526044-processed-gene-0.17-mRNA-1	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	PTHR11099;PTHR11099:SF0	NA	mobidb-lite	IPR005378	NA	PF03635	NA	GO:0015031;GO:0030906;GO:0042147	NA	NA	NA	G3DSA:1.25.40.660	NA	Reactome: R-HSA-3238698	NA	PIRSF009375	NA	NA	SignalP-noTM	NA	NA	NA	NA
maker-NODE_27_length_54989_cov_13.384565-augustus-gene-0.2-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR33365;PTHR33365:SF4	TMhelix	NA	IPR021765	NA	PF11807	NA	GO:0043386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1059_length_7998_cov_10.281159-augustus-gene-0.9-mRNA-1	NA	PTHR13026;PTHR13026:SF0	NA	NA	IPR010301	NA	PF05997	NA	GO:0006364;GO:0030688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_792_length_11075_cov_11.198849-snap-gene-0.5-mRNA-1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	PTHR42931	NA	NA	IPR008979	NA	PF02837;PF00703;PF02836	NA	GO:0004553;GO:0005975	SSF49785;SSF51445;SSF49303	NA	NA	G3DSA:3.20.20.80;G3DSA:2.60.120.260;G3DSA:2.60.40.10	NA	KEGG: 00052+3.2.1.23|KEGG: 00511+3.2.1.23|KEGG: 00531+3.2.1.23|KEGG: 00600+3.2.1.23|KEGG: 00604+3.2.1.23|MetaCyc: PWY-6807	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	SignalP-noTM
augustus_masked-NODE_884_length_9853_cov_11.081226-processed-gene-0.6-mRNA-1	NA	PTHR28020	NA	NA	IPR013877	NA	PF08568	NA	GO:0034599	NA	NA	NA	NA	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_280_length_23355_cov_13.325598-augustus-gene-0.2-mRNA-1	NA	PTHR10292;PTHR10292:SF1	NA	mobidb-lite	IPR000547	SM00299	PF01394;PF13838;PF00637	PS50236	GO:0006886;GO:0016192;GO:0005198;GO:0030130;GO:0030132;GO:0005515;GO:0032051;GO:0048268;GO:0071439	SSF48371;SSF50989	NA	NA	G3DSA:2.130.10.110;G3DSA:1.25.40.10;G3DSA:1.25.40.730	NA	Reactome: R-HSA-190873|Reactome: R-HSA-196025|Reactome: R-HSA-3928665|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828	NA	PIRSF002290	NA	NA	NA	NA	NA	NA	NA
maker-NODE_230_length_26537_cov_10.890988-augustus-gene-0.15-mRNA-1	NA	PTHR11353;PTHR11353:SF24	NA	NA	IPR002194	NA	PF00118	NA	GO:0005524;GO:0006457;GO:0051082	SSF54849;SSF48592;SSF52029	PR00304	cd03337	G3DSA:3.50.7.10;G3DSA:3.30.260.10;G3DSA:1.10.560.10	NA	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PS00751;PS00750;PS00995	NA	NA	TIGR02344	NA	NA	NA	NA	NA
snap_masked-NODE_933_length_9325_cov_12.737552-processed-gene-0.8-mRNA-1	NA	PTHR11002:SF16;PTHR11002	NA	NA	IPR015892	SM00947	PF00484	NA	GO:0004089;GO:0008270;GO:0015976	SSF53056	NA	cd00883	G3DSA:3.40.1050.10	NA	KEGG: 00910+4.2.1.1|MetaCyc: PWY-241|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6142|MetaCyc: PWY-7115|MetaCyc: PWY-7117	PS00704;PS00705	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_132_length_33273_cov_14.241115-snap-gene-0.10-mRNA-1	NA	PTHR11361;PTHR11361:SF20	NA	NA	IPR007696	NA	PF05192	NA	GO:0005524;GO:0006298;GO:0030983	SSF48334	NA	NA	G3DSA:1.10.1420.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_281_length_23305_cov_11.233195-augustus-gene-0.2-mRNA-1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	PTHR43595	NA	NA	IPR036314	NA	PF02777	NA	GO:0004784;GO:0006801;GO:0046872;GO:0055114	SSF54719;SSF46609	NA	NA	G3DSA:2.40.500.20	NA	MetaCyc: PWY-6854|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-8862803|Reactome: R-HSA-8950505	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
augustus_masked-NODE_578_length_14405_cov_10.501821-processed-gene-0.3-mRNA-1	NA	PTHR22847	NA	mobidb-lite	IPR001680	SM00320	NA	PS50082;PS50294	GO:0005515	SSF50978	NA	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_293_length_22756_cov_10.680278-processed-gene-0.13-mRNA-1	NA	PTHR10829;PTHR10829:SF29	NA	NA	IPR002108	SM00102	PF00241	PS51263	GO:0003779;GO:0005622	SSF55753	NA	cd11282	G3DSA:3.40.20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1062_length_7967_cov_11.655230-snap-gene-0.0-mRNA-1	NA	NA	NA	mobidb-lite	IPR021463	NA	PF11312	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
maker-NODE_1416_length_5325_cov_9.772220-snap-gene-0.9-mRNA-1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR11742;PTHR11742:SF47	TMhelix	mobidb-lite	IPR036026	NA	PF01532	NA	GO:0004571;GO:0005509;GO:0016020	SSF48225	PR00747	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_379_length_19617_cov_12.072960-augustus-gene-0.6-mRNA-1	NA	PTHR12629;PTHR12629:SF0	NA	mobidb-lite	IPR000086	NA	PF00293	PS51462	GO:0016787	SSF55811	NA	cd04666	G3DSA:3.90.79.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_261_length_24576_cov_11.120618-augustus-gene-0.5-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR22883;PTHR22883:SF232	TMhelix	mobidb-lite	IPR001594	NA	PF01529	PS50216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1789_length_3447_cov_5.939157-augustus-gene-0.1-mRNA-1	NA	PTHR13252;PTHR13252:SF9	NA	mobidb-lite	IPR039719	SM00256	PF12937	PS50181	GO:0005515	SSF81383	NA	NA	G3DSA:1.20.1280.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_54833_cov_12.461924-augustus-gene-0.13-mRNA-1	NA	PTHR19375;PTHR19375:SF191	NA	mobidb-lite	IPR013126	NA	PF00012	NA		SSF53067	PR00301	cd10229	G3DSA:3.90.640.10;G3DSA:3.30.420.40	NA	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_443_length_17408_cov_11.523639-augustus-gene-0.7-mRNA-1	NA	PTHR12658	NA	mobidb-lite	IPR021133	NA	PF12612	PS50077	GO:0005096;GO:0007021;GO:0007023;GO:0048487	SSF48371	NA	NA	NA	Coil	Reactome: R-HSA-389977	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_502_length_16024_cov_12.793043-processed-gene-0.9-mRNA-1	NA	PTHR43985	NA	mobidb-lite	IPR038765	SM00290	PF02148;PF00443	PS50271;PS50235	GO:0000245;GO:0006397;GO:0008270;GO:0016579;GO:0036459	SSF54001;SSF57850	NA	cd02669	G3DSA:3.30.40.10;G3DSA:3.90.70.10	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_375_length_19673_cov_11.095621-augustus-gene-0.2-mRNA-1	NA	PTHR43881	NA	NA	IPR029055	NA	PF01019	NA	NA	SSF56235	PR01210	NA	G3DSA:3.60.20.40;G3DSA:1.10.246.130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_957_length_9110_cov_11.774797-processed-gene-0.8-mRNA-1	NA	PTHR10815;PTHR10815:SF5	NA	NA	IPR001497	NA	PF01035	NA	GO:0003908;GO:0006281;GO:0003824	SSF46767	NA	cd06445	G3DSA:1.10.10.10	NA	Reactome: R-HSA-5657655	PS00374	NA	NA	TIGR00589	NA	NA	NA	NA	NA
snap_masked-NODE_147_length_31637_cov_12.809108-processed-gene-0.33-mRNA-1	NA	PTHR42918:SF3;PTHR42918	NA	mobidb-lite	IPR018149	NA	PF00152	PS50862	GO:0000166;GO:0004824;GO:0005524;GO:0005737;GO:0006430;GO:0004812;GO:0006418	SSF55681;SSF50249	PR00982	cd00775;cd04322	G3DSA:2.40.50.140;G3DSA:3.30.930.10	Coil	KEGG: 00970+6.1.1.6|Reactome: R-HSA-2408517|Reactome: R-HSA-379716|Reactome: R-HSA-379726	NA	PIRSF039101	MF_00252	TIGR00499	NA	NA	NA	NA	NA
