Gene	TMHMM	interpro	SUPERFAMILY	MobiDBLite	Phobius	PANTHER	GO	PATHWAY	Pfam	TIGRFAM	Gene3D	Coils	ProSiteProfiles	SMART	SignalP_EUK	CDD	ProSitePatterns	PRINTS	SignalP_GRAM_POSITIVE	PIRSF	Hamap	SignalP_GRAM_NEGATIVE	ProDom	SFLD
maker-NODE_16_length_321002_cov_48.649680-snap-gene-2.58-mRNA-1	NA	IPR003511	SSF56019	mobidb-lite	NA	PTHR11842;PTHR11842:SF11	GO:0007094	Reactome: R-HSA-141405|Reactome: R-HSA-141430|Reactome: R-HSA-141444|Reactome: R-HSA-174184|Reactome: R-HSA-176409|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	PF02301	NA	G3DSA:3.30.900.10	NA	PS50815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_12_length_365688_cov_47.560864-processed-gene-1.5-mRNA-1	NA	IPR029044	NA	NA	NA	PTHR43083;PTHR43083:SF6	NA	NA	PF03452	NA	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_74_length_128168_cov_48.880140-snap-gene-0.19-mRNA-1	NA	IPR029058	SSF53474	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR43487:SF2;PTHR43487	NA	NA	PF08386;PF00561	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_8_length_433048_cov_46.125452-processed-gene-0.30-mRNA-1	NA	IPR000504	SSF54928	mobidb-lite	NA	PTHR44517	GO:0003676	NA	PF00076	NA	G3DSA:3.30.70.330	Coil	PS50102	SM00360	NA	cd12307	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_116_length_73648_cov_46.168755-snap-gene-0.26-mRNA-1	NA	IPR011320	SSF55658;SSF53098	NA	NA	PTHR10642:SF0;PTHR10642	GO:0003676;GO:0004523;GO:0000287	NA	PF01693;PF00075	NA	G3DSA:3.40.970.10;G3DSA:3.30.420.10	NA	PS50879	NA	NA	cd09280	NA	NA	NA	PIRSF036852	NA	NA	NA	NA
maker-NODE_57_length_155057_cov_47.339650-snap-gene-0.113-mRNA-1	NA	IPR001650	SSF52540	mobidb-lite	NA	PTHR24031:SF550;PTHR24031	GO:0003677;GO:0005524;GO:0016787	NA	PF00271;PF04851	NA	G3DSA:3.40.50.300	Coil	PS51192;PS51194	SM00487;SM00490	NA	cd00079;cd00046	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_348637_cov_45.330134-snap-gene-1.37-mRNA-1	NA	IPR029058	SSF53474	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	PTHR17384;PTHR17384:SF4		Reactome: R-HSA-202733	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_440057_cov_47.711181-processed-gene-0.78-mRNA-1	NA	IPR036869	SSF46565	mobidb-lite	NA	PTHR43999		Reactome: R-HSA-3371453	PF00226;PF16717	NA	G3DSA:1.10.287.110;G3DSA:1.10.8.840	Coil	PS50076	SM00271	NA	cd06257	PS00636	PR00625	NA	NA	NA	NA	NA	NA
maker-NODE_78_length_120021_cov_44.020818-augustus-gene-0.40-mRNA-1	NA	NA	NA	NA	NA	PTHR28047:SF5;PTHR28047	NA	NA	NA	NA	G3DSA:3.40.50.12500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_119_length_70153_cov_45.221218-processed-gene-0.57-mRNA-1	NA	IPR033469	SSF55154	NA	NA	PTHR14586	GO:0006772;GO:0050333	Reactome: R-HSA-196819	NA	NA	G3DSA:2.40.320.10	NA	NA	NA	NA	cd07758	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_68_length_139726_cov_48.335411-snap-gene-0.84-mRNA-1	NA	IPR026868	NA	NA	NA	PTHR13675;PTHR13675:SF0	NA	NA	PF05347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_26_length_237870_cov_47.987125-processed-gene-1.71-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	cd15486	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_12_length_365688_cov_47.560864-processed-gene-0.32-mRNA-1	NA	IPR033208	NA	mobidb-lite	NA	PTHR35003:SF5;PTHR35003	GO:0006281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_3_length_510266_cov_45.656092-processed-gene-1.67-mRNA-1	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_310219_cov_46.891864-snap-gene-1.17-mRNA-1	NA	IPR001841	SSF57850	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.40.10	NA	PS50089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_159_length_34896_cov_46.704191-snap-gene-0.33-mRNA-1	NA	IPR036915	SSF47954	mobidb-lite	NA	PTHR10026;PTHR10026:SF13	NA	NA	NA	NA	G3DSA:1.10.472.10	NA	NA	NA	NA	cd00043	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_69_length_139047_cov_36.011510-snap-gene-0.3-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_23_length_250861_cov_48.902781-processed-gene-0.19-mRNA-1	NA	IPR007275	NA	mobidb-lite	NA	PTHR12357:SF3;PTHR12357	GO:0003723	NA	PF04146	NA	G3DSA:3.10.590.10	Coil	PS50882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_32_length_209486_cov_45.484159-augustus-gene-1.67-mRNA-1	NA	IPR036249	SSF52833	NA	NA	PTHR42943;PTHR42943:SF2	GO:0015035	Reactome: R-HSA-156590|Reactome: R-HSA-9033241	PF01323	NA	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_21_length_253681_cov_46.912366-snap-gene-1.19-mRNA-1	NA	IPR005301	SSF101152	NA	NA	PTHR22599:SF8;PTHR22599	NA	NA	PF03637	NA	G3DSA:1.20.140.30	NA	NA	SM01388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_50_length_165979_cov_45.247757-processed-gene-0.41-mRNA-1	NA	IPR002123	SSF69593	NA	NA	PTHR12497	GO:0016746;GO:0006644	Reactome: R-HSA-1268020|Reactome: R-HSA-1482798	PF01553	NA	NA	NA	NA	SM00563	NA	cd07989	NA	PR00979	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_51_length_160311_cov_48.731790-processed-gene-0.66-mRNA-1	NA	NA	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_199_length_17703_cov_28.758648-snap-gene-0.5-mRNA-1	NA	IPR029063	SSF53335	mobidb-lite	NA	PTHR10920:SF18;PTHR10920	GO:0008168;GO:0032259	NA	PF01728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_375835_cov_47.427859-augustus-gene-0.26-mRNA-1	NA	IPR020864	NA	NA	NA	NA	NA	NA	PF01823	NA	NA	NA	PS51412	SM00457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_83_length_115247_cov_39.696030-processed-gene-0.49-mRNA-1	NA	IPR005756	SSF50104	mobidb-lite	NA	PTHR11143	GO:0003735;GO:0006412;GO:0015934;GO:0005622;GO:0005840	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF16906;PF00467	TIGR01080	G3DSA:2.30.30.30	NA	NA	SM00739	NA	cd06089	PS01108	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_16_length_321002_cov_48.649680-processed-gene-1.18-mRNA-1	NA	IPR022209	NA	mobidb-lite	NA	PTHR16196		Reactome: R-HSA-72163	PF12542;PF10197	NA	NA	Coil	NA	SM01083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_121_length_66441_cov_47.051105-processed-gene-0.32-mRNA-1	NA	IPR011990	NA	mobidb-lite	NA	PTHR44149;PTHR44149:SF1	GO:0005515	NA	PF01535	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_37_length_200296_cov_45.924529-processed-gene-1.29-mRNA-1	NA	IPR010286	SSF53335	mobidb-lite	NA	PTHR13393	GO:0008168	NA	PF05971	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	cd02440	NA	NA	NA	PIRSF037350	NA	NA	NA	NA
augustus_masked-NODE_7_length_440057_cov_47.711181-processed-gene-0.75-mRNA-1	NA	IPR034158	SSF54928	mobidb-lite	NA	PTHR45300	GO:0003676	Reactome: R-HSA-72163|Reactome: R-HSA-72165	PF00076	NA	G3DSA:3.30.70.330	NA	PS50102	SM00360	NA	cd12334;cd12335	NA	PR01217	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_77_length_121482_cov_46.388002-processed-gene-0.20-mRNA-1	NA	IPR013536	NA	NA	NA	PTHR23153;PTHR23153:SF36	NA	NA	PF08325	NA	NA	NA	PS51397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_85_length_108394_cov_48.624401-snap-gene-0.36-mRNA-1	NA	IPR029063	SSF53335	mobidb-lite	NA	PTHR43591;PTHR43591:SF10	NA	NA	PF13489	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_83_length_115247_cov_39.696030-processed-gene-0.21-mRNA-1	NA	IPR016039	SSF53901	NA	NA	PTHR18919;PTHR18919:SF89	GO:0003824;GO:0016747	NA	PF00108;PF02803	NA	G3DSA:3.40.47.10	NA	NA	NA	NA	cd00829	PS00737	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_68_length_139726_cov_48.335411-processed-gene-0.31-mRNA-1	NA	IPR039949	SSF55729	mobidb-lite	NA	PTHR20531	GO:0010485;GO:0043998	NA	PF00583	NA	G3DSA:3.40.630.30	NA	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_485167_cov_46.599687-processed-gene-1.3-mRNA-1	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_45_length_170671_cov_47.840979-processed-gene-0.86-mRNA-1	TMhelix	IPR009346	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR12966		Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF06212	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_94_length_98764_cov_45.232722-processed-gene-0.63-mRNA-1	NA	IPR001163	SSF50182	mobidb-lite	NA	PTHR10553:SF5;PTHR10553	GO:0000398;GO:0000956	Reactome: R-HSA-430039|Reactome: R-HSA-72163	PF01423	NA	G3DSA:2.30.30.100	NA	NA	SM00651	NA	cd01729	NA	NA	NA	PIRSF037188	NA	NA	NA	NA
maker-NODE_42_length_188626_cov_46.042069-augustus-gene-0.137-mRNA-1	NA	IPR036351	SSF52042	NA	NA	PTHR23413	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01655	NA	NA	NA	NA	SM01393	NA	cd00513	NA	NA	NA	NA	NA	NA	PD003823	NA
maker-NODE_84_length_109087_cov_43.584481-snap-gene-0.57-mRNA-1	NA	IPR006553	SSF52047;SSF81383	mobidb-lite	NA	PTHR44001:SF2;PTHR44001	GO:0005515	NA	PF12937;PF13516	NA	G3DSA:3.80.10.10	NA	NA	SM00367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_26_length_237870_cov_47.987125-augustus-gene-1.41-mRNA-1	NA	NA	NA	mobidb-lite	NA	PTHR39472	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_23_length_250861_cov_48.902781-augustus-gene-0.30-mRNA-1	NA	IPR039697	SSF56796	NA	NA	PTHR11496;PTHR11496:SF83	GO:0016491;GO:0046872;GO:0055114	Reactome: R-HSA-880009	PF00465	NA	G3DSA:1.20.1090.10;G3DSA:3.40.50.1970	NA	NA	NA	NA	cd08190	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_143_length_43561_cov_45.243634-processed-gene-0.4-mRNA-1	NA	IPR007502	SSF52540	mobidb-lite	NA	PTHR18934:SF83;PTHR18934	GO:0004386	NA	PF04408;PF00271;PF07717	NA	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	Coil	PS51194;PS51192	SM00487;SM00847;SM00490	NA	cd00079;cd00046	PS00690	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_126_length_58343_cov_46.276917-processed-gene-0.9-mRNA-1	TMhelix	IPR031463	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	GO:0042407;GO:0044284;GO:0061617	NA	PF17050	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_310219_cov_46.891864-snap-gene-1.7-mRNA-1	NA	IPR019775	SSF50978	NA	NA	PTHR44090	GO:0005515	NA	PF00400	NA	G3DSA:2.130.10.10	NA	PS50294;PS50082	SM00320	NA	NA	PS00678	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_42_length_188626_cov_46.042069-processed-gene-0.95-mRNA-1	NA	IPR034215	SSF54928	mobidb-lite	NA	PTHR45321	GO:0003676	NA	PF00076	NA	G3DSA:3.30.70.330	NA	PS50102	SM00360	NA	cd12383	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_73_length_129667_cov_44.834144-processed-gene-0.70-mRNA-1	NA	IPR015419	NA	NA	NA	PTHR31283;PTHR31283:SF5	NA	NA	PF09341	NA	G3DSA:3.30.310.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_232581_cov_45.577568-snap-gene-1.21-mRNA-1	NA	IPR002133	SSF55973	NA	NA	PTHR11964;PTHR11964:SF11	GO:0004478;GO:0005524;GO:0006556	KEGG: 00270+2.5.1.6|MetaCyc: PWY-5041|MetaCyc: PWY-5912|Reactome: R-HSA-156581	PF00438;PF02772	NA	G3DSA:3.30.300.10	NA	NA	NA	NA	NA	PS00376	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_382122_cov_47.985369-snap-gene-1.86-mRNA-1	NA	IPR005593	SSF52518	NA	NA	PTHR31273:SF0;PTHR31273	GO:0005975;GO:0016832;GO:0003824	NA	PF03894;PF09363;PF09364	NA	G3DSA:3.40.50.920;G3DSA:3.40.50.970	NA	NA	NA	NA	NA	PS60002;PS60003	NA	NA	PIRSF017245	NA	NA	NA	NA
maker-NODE_61_length_149344_cov_47.368932-snap-gene-0.3-mRNA-1	NA	IPR006073	SSF52540	mobidb-lite	NA	PTHR11089;PTHR11089:SF9	GO:0005525;GO:0005730	NA	PF01926;PF08153	NA	G3DSA:1.10.1580.10;G3DSA:3.40.50.300	Coil	PS51721	NA	NA	cd01858	NA	PR00326	NA	NA	NA	NA	NA	NA
maker-NODE_56_length_155100_cov_45.537765-augustus-gene-0.29-mRNA-1	NA	IPR006138	SSF56770	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	PTHR11995:SF19;PTHR11995	GO:0008137;GO:0048038;GO:0051539;GO:0055114;GO:0051536	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF01058	TIGR01957	G3DSA:3.40.50.12280	NA	NA	NA	NA	NA	PS01150	NA	SignalP-TM	NA	MF_01356	NA	NA	NA
maker-NODE_25_length_243189_cov_46.787314-augustus-gene-0.67-mRNA-1	NA	IPR034804	SSF81343	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR13337	GO:0016020;GO:0005740;GO:0016021	Reactome: R-HSA-611105|Reactome: R-HSA-71403	PF05328	NA	G3DSA:1.20.1300.10	NA	NA	NA	NA	cd03496	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
snap_masked-NODE_68_length_139726_cov_48.335411-processed-gene-0.41-mRNA-1	NA	IPR027725	SSF46785	mobidb-lite	NA	PTHR10015;PTHR10015:SF206	GO:0003700;GO:0005634;GO:0006355;GO:0043565	NA	PF00447	NA	G3DSA:1.10.10.10	Coil	NA	SM00415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_382122_cov_47.985369-augustus-gene-1.37-mRNA-1	NA	IPR000172	SSF51905;SSF54373	NA	NA	PTHR11552:SF115;PTHR11552	GO:0016614;GO:0050660;GO:0055114	Reactome: R-HSA-6798163	PF00732;PF05199	NA	G3DSA:3.30.560.10;G3DSA:3.50.50.60	NA	NA	NA	NA	NA	PS00624;PS00623	NA	NA	PIRSF000137	NA	NA	NA	NA
maker-NODE_67_length_141435_cov_43.624147-augustus-gene-0.18-mRNA-1	NA	IPR000209	SSF52743;SSF54897	mobidb-lite	NA	PTHR14218;PTHR14218:SF19	GO:0004252;GO:0006508;GO:0008236	Reactome: R-HSA-381038	PF00082;PF09286	NA	NA	NA	PS51695	SM00944	NA	cd04056;cd11377	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_42_length_188626_cov_46.042069-processed-gene-0.73-mRNA-1	NA	IPR000163	SSF117892	NA	NA	PTHR23222;PTHR23222:SF1	GO:0016020	Reactome: R-HSA-8949664	PF01145	NA	NA	NA	NA	SM00244	NA	cd03401	NA	PR00679	NA	NA	NA	NA	NA	NA
maker-NODE_135_length_49381_cov_44.093434-augustus-gene-0.4-mRNA-1	NA	IPR000225	SSF48371	mobidb-lite	NA	PTHR23316;PTHR23316:SF22	GO:0005515;GO:0005634;GO:0005737;GO:0006606;GO:0061608;GO:0008565	Reactome: R-HSA-1169408|Reactome: R-HSA-168276	PF00514;PF16186;PF01749	NA	G3DSA:1.25.10.10;G3DSA:1.20.5.690	Coil	PS50176;PS51214	SM00185	NA	NA	NA	NA	NA	PIRSF005673	NA	NA	NA	NA
snap_masked-NODE_15_length_322022_cov_47.826453-processed-gene-1.5-mRNA-1	NA	IPR000182	SSF55729	NA	NA	PTHR42791;PTHR42791:SF3	NA	NA	PF00583	NA	G3DSA:3.40.630.30	NA	PS51186	NA	NA	cd04301	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_41_length_188794_cov_46.184076-snap-gene-0.142-mRNA-1	NA	IPR003171	SSF51730	NA	NA	PTHR21091:SF162;PTHR21091	GO:0004489;GO:0006555;GO:0055114	KEGG: 00670+1.5.1.20|KEGG: 00720+1.5.1.20|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	PF02219	TIGR00677	G3DSA:3.20.20.220	NA	NA	NA	NA	cd00537	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_158_length_35211_cov_40.976285-snap-gene-0.2-mRNA-1	NA	IPR014908	SSF117289	mobidb-lite	NA	PTHR13405	GO:0005515;GO:0017056	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	PF08801;PF03177	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_365688_cov_47.560864-processed-gene-2.48-mRNA-1	NA	IPR009316	NA	mobidb-lite	NA	PTHR12961	GO:0007030;GO:0015031;GO:0016020	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	PF06148	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_42_length_188626_cov_46.042069-snap-gene-0.17-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_5_length_485167_cov_46.599687-processed-gene-3.165-mRNA-1	NA	IPR016066	SSF53738;SSF55957	NA	NA	PTHR22573;PTHR22573:SF2	GO:0000287;GO:0005975;GO:0016868;GO:0071704	KEGG: 00520+5.4.2.10|MetaCyc: PWY-6749	PF02878;PF02880;PF02879	NA	G3DSA:3.40.120.10;G3DSA:3.30.310.50	NA	NA	NA	NA	cd03085	PS00710	PR00509	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_126_length_58343_cov_46.276917-processed-gene-0.31-mRNA-1	NA	IPR027109	NA	mobidb-lite	NA	PTHR12855	GO:0006281;GO:0006338;GO:0035267;GO:0043967;GO:0043968	Reactome: R-HSA-3214847	PF16282	NA	G3DSA:1.10.10.60	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_510603_cov_44.643932-snap-gene-0.35-mRNA-1	NA	IPR000717	SSF46785	NA	NA	PTHR14145:SF1;PTHR14145	GO:0030234	Reactome: R-HSA-8951664	PF01399;PF10602	NA	G3DSA:1.25.40.570	Coil	PS50250	SM00088;SM00753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_63_length_148499_cov_41.935176-processed-gene-0.52-mRNA-1	NA	IPR027417	SSF52540	NA	NA	PTHR19211;PTHR19211:SF45	GO:0005524;GO:0016887	NA	PF12848;PF00005	NA	G3DSA:3.40.50.300	Coil	PS50893	SM00382	NA	cd03221	PS00211	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_14_length_336798_cov_44.461587-processed-gene-1.80-mRNA-1	TMhelix	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR35896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_440057_cov_47.711181-snap-gene-1.36-mRNA-1	NA	IPR004827	SSF57959	mobidb-lite	NA	PTHR13301:SF128;PTHR13301	GO:0003700;GO:0006355	NA	PF07716	NA	NA	Coil	PS50217	NA	NA	cd14710	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_95_length_98681_cov_43.567922-processed-gene-0.42-mRNA-1	NA	IPR001848	SSF54999	NA	NA	PTHR11700:SF8;PTHR11700	GO:0003735;GO:0005840;GO:0006412;GO:0015935	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF00338	TIGR01046	G3DSA:3.30.70.600	NA	NA	SM01403	NA	NA	NA	PR00971	NA	NA	MF_00508	NA	NA	NA
augustus_masked-NODE_50_length_165979_cov_45.247757-processed-gene-0.133-mRNA-1	NA	IPR019407	SSF52402	NA	NA	PTHR20882	GO:0000049;GO:0002098;GO:0034227	Reactome: R-HSA-6782315	PF10288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_03054	NA	NA	NA
maker-NODE_26_length_237870_cov_47.987125-augustus-gene-0.45-mRNA-1	NA	IPR029018	SSF55545	NA	NA	PTHR37842	NA	NA	PF15979;PF17829	NA	G3DSA:3.20.20.520;G3DSA:2.60.120.1620;G3DSA:3.30.379.10;G3DSA:1.20.58.2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_16_length_321002_cov_48.649680-processed-gene-0.15-mRNA-1	TMhelix	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR35042:SF1;PTHR35042	NA	NA	PF08592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_655175_cov_46.306011-processed-gene-1.58-mRNA-1	NA	IPR015257	NA	NA	NA	PTHR22504;PTHR22504:SF0	GO:0016480	Reactome: R-HSA-8943724	PF09174	NA	G3DSA:3.40.1000.50	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF037240	NA	NA	NA	NA
maker-NODE_16_length_321002_cov_48.649680-snap-gene-2.65-mRNA-1	NA	IPR004136	SSF51412	NA	NA	PTHR32332;PTHR32332:SF28	GO:0018580;GO:0055114;GO:0003824	NA	PF03060	NA	G3DSA:3.20.20.70	NA	NA	NA	NA	cd04730	NA	NA	NA	NA	NA	NA	NA	NA
