Gene	interpro	Pfam	MobiDBLite	SMART	Gene3D	SUPERFAMILY	PRINTS	GO	CDD	PIRSF	Coils	PATHWAY	ProSiteProfiles	ProSitePatterns	TIGRFAM	Hamap	SFLD
ETR99949.1	IPR001680	PF00400	mobidb-lite	SM00320	G3DSA:2.130.10.10	SSF50978	NA	GO:0005515	NA	NA	NA	NA	PS50082;PS50294	NA	NA	NA	NA
ETS03259.1	IPR002347	PF00106	NA	NA	G3DSA:3.40.50.720	SSF51735	PR00081	GO:0016491	cd05233	NA	NA	NA	NA	PS00061	NA	NA	NA
ETR98454.1	IPR016130	PF06602	mobidb-lite	NA	G3DSA:2.30.29.30	SSF50729;SSF52799	NA	GO:0004725;GO:0016311	cd17666	NA	NA	NA	PS51339	PS00383	NA	NA	NA
ETS00719.1	IPR036291	PF13561	NA	NA	G3DSA:3.40.50.720	SSF51735	PR00080;PR00081	GO:0016491	cd05233	NA	NA	NA	NA	PS00061	NA	NA	NA
ETS04499.1	IPR020683	PF13637	NA	NA	G3DSA:3.40.50.200;G3DSA:1.25.40.20	SSF52743;SSF48403	NA	GO:0004252;GO:0006508	NA	NA	NA	NA	PS50297	NA	NA	NA	NA
ETR99895.1	NA	NA	NA	NA	G3DSA:3.90.550.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00749.1	IPR001764	PF00933;PF00583	NA	NA	G3DSA:3.20.20.300	SSF51445;SSF55729	NA	GO:0004553;GO:0005975;GO:0008080	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05183.1	IPR002490	PF01496	NA	NA	NA	NA	NA	GO:0015078;GO:0033179;GO:1902600;GO:0000220	NA	PIRSF001293	Coil	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	NA	NA	NA	NA	NA
ETS07029.1	IPR008183	PF01263	NA	NA	G3DSA:2.70.98.10	SSF74650	NA	GO:0005975;GO:0016853;GO:0003824;GO:0030246	cd09020	PIRSF016020	NA	KEGG: 00010+5.1.3.15	NA	NA	NA	NA	NA
ETR97741.1	IPR005344	PF03661	NA	NA	NA	NA	NA	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04607.1	IPR002227	PF00264	NA	NA	G3DSA:1.10.1280.10	SSF48056	PR00092	GO:0016491	NA	NA	NA	Reactome: R-HSA-5662702	NA	PS00498;PS00497	NA	NA	NA
ETS06209.1	IPR012678	PF00276	mobidb-lite	NA	G3DSA:3.30.70.330	SSF54189	NA	GO:0003735;GO:0005840;GO:0006412	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99102.1	IPR006530	PF05593	mobidb-lite	NA	G3DSA:2.180.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01643;TIGR03696	NA	NA
ETR96784.1	IPR016084	PF14518	NA	SM01236	G3DSA:1.20.910.10	NA	NA		NA	NA	NA	Reactome: R-HSA-189483|Reactome: R-HSA-917937	NA	NA	NA	NA	NA
ETS06244.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS01082.1	IPR003692	PF02538;PF01968;PF05378	mobidb-lite	NA	NA	NA	NA	GO:0003824;GO:0016787	NA	NA	Coil	Reactome: R-HSA-174403|Reactome: R-HSA-5578998	NA	NA	NA	NA	NA
ETS04809.1	IPR019167	PF09770	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS05557.1	IPR038770	PF13593	mobidb-lite	NA	G3DSA:1.20.1530.20	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS00121.1	IPR011051	NA	NA	NA	G3DSA:2.60.120.10	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02372.1	IPR013240	PF08208	mobidb-lite	NA	G3DSA:3.30.200.140	NA	NA	GO:0006360	NA	NA	NA	Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73863	NA	NA	NA	NA	NA
ETS03046.1	IPR003663	PF00083	NA	NA	G3DSA:1.20.1250.20	SSF103473	PR00171	GO:0016020;GO:0022857;GO:0055085;GO:0016021	cd17356	NA	NA	Reactome: R-HSA-189200	PS50850	PS00217;PS00216	TIGR00879	NA	NA
ETS02364.1	IPR018359	PF00439;PF07524	mobidb-lite	SM00297	G3DSA:1.20.920.10;G3DSA:1.10.20.10	SSF47370	PR00503	GO:0005515;GO:0046982	cd05510	NA	Coil	NA	PS50014	PS00633	NA	NA	NA
ETR99067.1	IPR036612	PF00013	mobidb-lite	SM00322	G3DSA:3.30.1370.10	SSF54791	NA	GO:0003723;GO:0003676	cd00105	NA	NA	NA	PS50084	NA	NA	NA	NA
ETS06409.1	IPR031468	NA	mobidb-lite	NA	NA	NA	NA	GO:0008289;GO:0007005;GO:0032865	NA	NA	NA	NA	PS51847	NA	NA	MF_03105	NA
ETR96751.1	IPR021514	PF11374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05712.1	IPR002509	PF01522;PF01053	NA	NA	G3DSA:3.20.20.370;G3DSA:3.40.640.10;G3DSA:3.90.1150.10	SSF53383;SSF88713	NA	GO:0005975;GO:0016810;GO:0003824;GO:0019346;GO:0030170	cd10958	NA	Coil	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	PS51677	PS00868	NA	NA	NA
ETR98475.1	IPR008257	PF01244	NA	NA	G3DSA:3.20.20.140	SSF51556	NA	GO:0006508;GO:0016805	cd01301	NA	NA	MetaCyc: PWY-7533|Reactome: R-HSA-2142691|Reactome: R-HSA-5423646	PS51365	NA	NA	NA	NA
ETS05718.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00210.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98034.1	IPR001757	PF00689;PF00122;PF13246;PF00702;PF00690	mobidb-lite	SM00831	NA	SSF81660;SSF81653;SSF56784;SSF81665	PR00119	GO:0016021;GO:0006812;GO:0019829;GO:0000166	NA	NA	NA	Reactome: R-HSA-936837	NA	PS00154	TIGR01494;TIGR01523	NA	SFLDF00027;SFLDS00003
ETS04571.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03585.1	IPR002110	NA	NA	SM00248	G3DSA:1.25.40.20	SSF48403	NA	GO:0005515	NA	NA	NA	NA	PS50088;PS50297	NA	NA	NA	NA
ETR96994.1	IPR004416	PF13932;PF01134;PF00995	NA	SM01228	G3DSA:1.25.40.60;G3DSA:3.90.830.10;G3DSA:3.40.50.1910;G3DSA:1.10.150.570;G3DSA:3.50.50.60;G3DSA:3.40.50.2060	SSF51905;SSF56815	NA	GO:0002098;GO:0006904;GO:0016192	NA	NA	NA	Reactome: R-HSA-6787450	NA	PS01280;PS01281	TIGR00136	MF_00129	NA
ETR97550.1	IPR032466	PF00962	NA	NA	G3DSA:3.20.20.140	SSF51556	NA	GO:0019239	NA	NA	NA	Reactome: R-HSA-74217	NA	NA	TIGR01430	NA	NA
ETR99122.1	IPR031567	PF16978;PF16979	mobidb-lite	NA	G3DSA:2.30.29.30	NA	NA		NA	NA	NA	Reactome: R-HSA-1257604|Reactome: R-HSA-389357|Reactome: R-HSA-5218920|Reactome: R-HSA-5674400|Reactome: R-HSA-6804757	NA	NA	NA	NA	NA
ETR97438.1	IPR013653	PF08445	NA	NA	G3DSA:3.40.630.30	SSF55729	NA	GO:0016747	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS02022.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETR98327.1	IPR002403	PF00067	NA	NA	G3DSA:1.10.630.10	SSF48264	PR00465	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00686.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00071.1	IPR036770	NA	NA	NA	G3DSA:1.25.40.20	SSF48403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06287.1	IPR029070	PF01476;PF00704	mobidb-lite	SM00636;SM00257	G3DSA:3.10.50.10;G3DSA:3.30.60.10;G3DSA:3.10.350.10;G3DSA:3.20.20.80	SSF57016;SSF54556;SSF54106;SSF51445	NA	GO:0008061;GO:0005975	cd02878;cd00118;cd00035	NA	NA	NA	PS51782	NA	NA	NA	NA
ETS02856.1	IPR036167	PF01974	mobidb-lite	NA	G3DSA:3.40.1350.10	SSF53032	NA	GO:0006388;GO:0003676;GO:0004518;GO:0000213;GO:0000214	NA	PIRSF011789	Coil	MetaCyc: PWY-6689|MetaCyc: PWY-7803|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA
ETS00008.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06604.1	IPR014352	PF00887	mobidb-lite	NA	G3DSA:1.20.80.10	SSF47027	NA	GO:0000062	NA	NA	Coil	NA	PS51228	NA	NA	NA	NA
ETR98735.1	IPR006195	PF00152	NA	NA	G3DSA:3.30.1360.30;G3DSA:3.30.930.10	SSF55681	PR01042	GO:0004812;GO:0005524;GO:0005737;GO:0016874;GO:0000166;GO:0006418	NA	NA	NA	Reactome: R-HSA-379726	PS50862	NA	TIGR00459	MF_00044	NA
ETR98464.1	IPR008775	PF05721	NA	NA	G3DSA:2.60.120.620	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02238.1	IPR013320	PF06439	mobidb-lite	NA	G3DSA:2.60.120.560	SSF49899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02054.1	IPR000679	PF00320	mobidb-lite	SM00401	G3DSA:3.30.50.10	SSF57716	PR00619	GO:0006355;GO:0008270;GO:0043565	cd00202	NA	Coil	Reactome: R-HSA-383280	PS50114	PS00344	NA	NA	NA
ETS05533.1	IPR021858	PF11951	mobidb-lite	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA
ETS00810.1	IPR015267	PF09184	mobidb-lite	NA	NA	NA	NA	GO:0019888;GO:0030289	NA	NA	Coil	Reactome: R-HSA-5693607	NA	NA	NA	NA	NA
ETR99728.1	IPR017853	NA	NA	NA	G3DSA:3.20.20.80	SSF51445	NA	NA	cd06546	NA	NA	NA	NA	NA	NA	NA	NA
ETS03454.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01051.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05178.1	IPR031335	PF03200	mobidb-lite	NA	NA	SSF48208	NA	GO:0003824	NA	NA	NA	KEGG: 00510+3.2.1.106|MetaCyc: PWY-7918|MetaCyc: PWY-7919|Reactome: R-HSA-4793954|Reactome: R-HSA-532668	NA	NA	NA	NA	NA
ETS00485.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS05451.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98367.1	IPR029063	PF08241	mobidb-lite	NA	G3DSA:3.40.50.150	SSF53335	NA	GO:0008168;GO:0006744;GO:0008425	cd02440	NA	NA	KEGG: 00130+2.1.1.222+2.1.1.64|MetaCyc: PWY-5855|MetaCyc: PWY-5856|MetaCyc: PWY-5857|MetaCyc: PWY-5870|MetaCyc: PWY-5871|MetaCyc: PWY-5872|MetaCyc: PWY-5873|MetaCyc: PWY-6708|MetaCyc: PWY-7230|MetaCyc: PWY-7233|Reactome: R-HSA-2142789	NA	NA	TIGR01983	MF_00472	NA
ETS01781.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98542.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99899.1	IPR003807	PF02656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99465.1	IPR022742	PF12146	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03425.1	IPR009723	PF06978;PF08170	mobidb-lite	NA	NA	NA	NA		NA	NA	Coil	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA
ETR96857.1	IPR002110	PF12796	NA	SM00248	G3DSA:1.25.40.20	SSF48403	NA	GO:0005515	NA	NA	NA	NA	PS50297;PS50088	NA	NA	NA	NA
ETS05627.1	IPR032710	PF13577	NA	NA	G3DSA:3.10.450.50	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00201.1	IPR022036	PF12239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04515.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06904.1	IPR008942	PF01417	mobidb-lite	SM00273	G3DSA:1.25.40.90	SSF48464	NA	NA	cd16992	NA	Coil	NA	PS50942	NA	NA	NA	NA
ETS03036.1	IPR036420	PF00533	mobidb-lite	SM00292	G3DSA:3.40.50.10190	SSF52113	NA	NA	cd17745	NA	NA	NA	PS50172	NA	NA	NA	NA
ETS00111.1	IPR020846	PF07690	mobidb-lite	NA	G3DSA:1.20.1250.20	SSF103473	PR01036	GO:0016021;GO:0022857;GO:0055085	cd17502	NA	NA	NA	PS50850	PS00216	NA	NA	NA
ETS06902.1	IPR021858	PF11951;PF00172	mobidb-lite	SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETR96891.1	IPR011701	PF07690	mobidb-lite	NA	NA	SSF103473	NA	GO:0055085	cd17354	NA	NA	NA	NA	NA	NA	NA	NA
ETS02923.1	IPR018240	PF01217;PF00928	NA	NA	G3DSA:3.30.450.60;G3DSA:2.60.40.1170	SSF49447;SSF64356	PR00314	GO:0006886;GO:0016192;GO:0030131	cd14835;cd09250	PIRSF005992	NA	NA	PS51072	PS00990;PS00991	NA	NA	NA
ETS02123.1	IPR002347	PF00106	NA	NA	G3DSA:3.40.50.720	SSF51735	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99308.1	IPR008220	PF00561	mobidb-lite	NA	NA	SSF53474	NA	GO:0009058;GO:0016747	NA	PIRSF000443	NA	NA	NA	NA	TIGR01392	MF_00296	NA
ETS06242.1	IPR009069	PF05051	NA	NA	G3DSA:1.10.287.1130	SSF47072	NA	GO:0005507;GO:0005758;GO:0006825;GO:0016531	NA	NA	NA	Reactome: R-HSA-1268020	PS51808	NA	NA	NA	NA
ETR99815.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00260.1	IPR003439	PF00005;PF00664	mobidb-lite	SM00382	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SSF52540;SSF90123	NA	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	cd18603;cd03244;cd03250;cd18595	NA	NA	NA	PS50893;PS50929	PS00211	NA	NA	NA
ETS02166.1	IPR042099	PF00501	mobidb-lite	NA	G3DSA:3.40.50.12780	SSF56801	NA	GO:0003824	cd05927	NA	NA	NA	NA	PS00455	NA	NA	NA
ETR98288.1	IPR000092	PF00348	NA	NA	NA	SSF48576	NA	GO:0008299	cd00685	NA	NA	NA	NA	PS00723;PS00444	NA	NA	SFLDS00005
ETR97894.1	IPR036815	NA	mobidb-lite	NA	NA	SSF48445	NA		NA	NA	NA	Reactome: R-HSA-111447|Reactome: R-HSA-1445148|Reactome: R-HSA-5625740|Reactome: R-HSA-5628897|Reactome: R-HSA-75035	NA	NA	NA	NA	NA
ETS00175.1	IPR036957	PF00645	mobidb-lite	SM01336	G3DSA:3.30.1740.10	SSF57716	NA	GO:0003677;GO:0008270	NA	NA	NA	Reactome: R-HSA-5685939	NA	NA	NA	NA	NA
ETS02507.1	IPR000834	PF00246;PF02244	NA	SM00631	G3DSA:3.30.70.340;G3DSA:3.40.630.10	SSF54897;SSF53187	PR00765	GO:0004181;GO:0006508;GO:0008270;GO:0004180	cd03860	NA	NA	NA	NA	PS00132	NA	NA	NA
ETS07178.1	IPR019734	PF17109	mobidb-lite	SM00028	G3DSA:3.40.50.300;G3DSA:1.25.40.10	SSF48452;SSF52540	NA	GO:0005515	NA	NA	Coil	NA	PS50005;PS50293	NA	NA	NA	NA
ETS01740.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51808	NA	NA	NA	NA
ETR97927.1	IPR001128	PF00067	NA	NA	G3DSA:1.10.630.10	SSF48264	PR00385;PR00463	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97659.1	IPR002293	PF00324	NA	NA	G3DSA:1.20.1740.10	NA	NA	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	PIRSF006060	NA	NA	NA	PS00218	TIGR00913	NA	NA
ETR97126.1	IPR010640	PF06772	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01790.1	IPR003010	PF00795	NA	NA	G3DSA:3.60.110.10	SSF56317	NA	GO:0006807	cd07572	NA	NA	NA	PS50263	PS01227	NA	NA	NA
ETS02571.1	IPR003495	PF02492;PF07683	mobidb-lite	SM00833	G3DSA:3.40.50.300	SSF90002;SSF52540	NA	NA	cd03112	NA	NA	NA	NA	NA	NA	NA	NA
ETR99230.1	IPR036855	PF10453	mobidb-lite	NA	G3DSA:4.10.1000.10	SSF90229	PR01222	GO:0046872	NA	NA	Coil	Reactome: R-HSA-8943724	PS50103	NA	NA	NA	NA
ETS05791.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04870.1	IPR001920	PF01177	NA	NA	G3DSA:3.40.50.1860	SSF53681	NA	GO:0016855;GO:0006807;GO:0036361	NA	NA	NA	KEGG: 00471+5.1.1.3|MetaCyc: PWY-6386|MetaCyc: PWY-6387	NA	PS00924	NA	NA	NA
ETR99315.1	IPR036864	PF04082;PF00172	mobidb-lite	SM00906;SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd12148;cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETR97307.1	IPR017407	PF01163	mobidb-lite	SM00090	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	NA	GO:0004674;GO:0005524	cd05147	PIRSF038147	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-6791226	NA	PS01245	NA	NA	NA
ETS01096.1	IPR021115	PF00282	NA	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	SSF53383	NA	GO:0016831;GO:0003824;GO:0019752;GO:0030170	NA	NA	NA	NA	NA	PS00392	NA	NA	NA
ETS03405.1	IPR018464	PF09496	mobidb-lite	NA	NA	NA	NA	GO:0000776;GO:0034508	NA	NA	Coil	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	NA	NA
ETS05733.1	IPR003674	PF02516	mobidb-lite	NA	G3DSA:3.40.50.12610	NA	NA	GO:0004576;GO:0006486;GO:0016020	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05639.1	IPR010721	PF06966	NA	NA	G3DSA:1.20.120.1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98685.1	IPR017926	PF00117	NA	NA	G3DSA:3.40.50.880	SSF52317	NA	NA	cd01741	NA	NA	NA	PS51273	NA	NA	NA	NA
ETR98401.1	IPR023346	NA	NA	NA	G3DSA:1.10.530.10	SSF53955	NA	NA	cd16891	NA	NA	NA	NA	NA	NA	NA	NA
ETS03999.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS04394.1	NA	NA	mobidb-lite	NA	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98316.1	IPR001242	PF00668;PF00550	NA	NA	G3DSA:3.30.559.10;G3DSA:3.30.300.30;G3DSA:3.30.559.30;G3DSA:1.10.1200.10	SSF47336;SSF52777;SSF56801	NA		cd05918	NA	NA	Reactome: R-HSA-389661	PS50075	PS00012	NA	NA	NA
ETR97542.1	IPR029045	PF00378	NA	NA	G3DSA:3.90.226.10	SSF52096	NA	GO:0003824	cd06558	NA	NA	NA	NA	NA	NA	NA	NA
ETS04687.1	IPR011205	PF11443	NA	NA	NA	NA	NA	NA	NA	PIRSF015417	Coil	NA	NA	NA	NA	NA	NA
ETS04478.1	IPR028207	PF14792;PF14791;PF10391;PF14716	mobidb-lite	SM00483	G3DSA:3.40.50.10190;G3DSA:1.10.150.110;G3DSA:3.30.210.10;G3DSA:1.10.150.20	SSF47802;SSF81301;SSF81585	PR00870;PR00869	GO:0003677;GO:0003887;GO:0006281;GO:0034061;GO:0016779	cd00141	NA	NA	NA	PS50172	PS00522	NA	NA	NA
ETS02035.1	IPR010905	PF07470	NA	NA	G3DSA:1.50.10.10	SSF48208	NA	GO:0003824	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04743.1	IPR020683	PF12796	NA	SM00248	G3DSA:1.25.40.20	SSF48403	PR01415	GO:0005515	NA	NA	NA	NA	PS50297;PS50088	NA	NA	NA	NA
ETS04892.1	IPR008928	PF07470	NA	NA	G3DSA:1.50.10.10	SSF48208	NA	GO:0003824	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99940.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05535.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR96748.1	IPR002347	PF00106	mobidb-lite	NA	G3DSA:3.40.50.720	SSF51735	PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00428.1	IPR002347	PF00106	mobidb-lite	NA	G3DSA:3.40.50.720	SSF51735	PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02513.1	IPR000182	PF00583	NA	NA	G3DSA:3.40.630.30	SSF55729	NA	GO:0008080	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03834.1	IPR036396	PF00067	NA	NA	G3DSA:1.10.630.10	SSF48264	PR00463	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR96734.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETR97277.1	IPR018937	PF10270	NA	NA	NA	NA	NA		NA	NA	NA	Reactome: R-HSA-5223345	NA	NA	NA	NA	NA
ETR98253.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS06559.1	IPR005011	PF03343	mobidb-lite	NA	NA	NA	NA	GO:0000398	NA	NA	Coil	Reactome: R-HSA-72163	NA	NA	NA	NA	NA
