Gene	interpro	GO	ProSiteProfiles	MobiDBLite	Pfam	PATHWAY	SMART	PANTHER	Coils	Phobius	TMHMM	ProSitePatterns	CDD	PRINTS	Gene3D	SUPERFAMILY	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	SFLD	Hamap	PIRSF	ProDom
augustus_masked-NQYR01000007.1-processed-gene-9.28-mRNA-1	IPR002292	GO:0016743;GO:0006520;GO:0016597	NA	NA	PF02729;PF00185	KEGG: 00220+2.1.3.3|MetaCyc: PWY-4981|MetaCyc: PWY-4984|MetaCyc: PWY-7400|Reactome: R-HSA-1268020|Reactome: R-HSA-70635	NA	PTHR11405;PTHR11405:SF1	NA	NA	NA	PS00097	NA	PR00102;PR00100	G3DSA:3.40.50.1370	SSF53671	TIGR00658	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-2.10-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR34706:SF2;PTHR34706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-1.30-mRNA-1	IPR018531	NA	NA	NA	PF09351	NA	NA	PTHR36922	Coil	NA	NA	NA	NA	NA	G3DSA:1.20.120.450	SSF109854	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000016.1-processed-gene-3.70-mRNA-1	IPR039848	GO:0003735;GO:0032543	NA	mobidb-lite	PF10213	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	PTHR13490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-18.23-mRNA-1	IPR029063	NA	NA	mobidb-lite	PF13489	NA	NA	PTHR42912;PTHR42912:SF8	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-9.0-mRNA-1	IPR007204	GO:0005856;GO:0005885;GO:0030833;GO:0034314	NA	NA	PF04062	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213|Reactome: R-HSA-8856828	NA	PTHR12391	NA	NA	NA	NA	NA	NA	G3DSA:1.10.10.2810;G3DSA:1.10.1760.10	SSF69060	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-13.28-mRNA-1	IPR037740	GO:0004222;GO:0008180;GO:0005515	PS50249	NA	PF18323;PF01398	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	SM00232	PTHR10410;PTHR10410:SF6	NA	NA	NA	NA	cd08069	NA	G3DSA:3.40.140.10	SSF102712	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-0.15-mRNA-1	IPR001338	GO:0005199;GO:0009277	NA	NA	PF01185	NA	SM00075	NA	Coil	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NQYR01000010.1-processed-gene-7.31-mRNA-1	IPR026054	GO:0005515	NA	mobidb-lite	NA	NA	NA	PTHR23193:SF23;PTHR23193	Coil	NA	NA	NA	NA	NA	G3DSA:2.130.10.10	SSF117289	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000012.1-augustus-gene-11.44-mRNA-1	IPR018871	NA	PS51820	NA	PF10528	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.1560	SSF56988	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000012.1-augustus-gene-4.10-mRNA-1	IPR006786	NA	NA	mobidb-lite	PF04696	NA	NA	PTHR12707	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000010.1-processed-gene-10.5-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000011.1-augustus-gene-1.11-mRNA-1	IPR015797	GO:0016787	NA	mobidb-lite	PF00293	NA	NA	PTHR13622:SF10;PTHR13622	NA	NA	NA	NA	NA	NA	NA	SSF55811	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-20.22-mRNA-1	IPR016160	GO:0016491;GO:0055114;GO:0016620	NA	NA	PF00171	NA	NA	PTHR11699;PTHR11699:SF115	NA	NA	NA	PS00070;PS00687	NA	NA	G3DSA:3.40.309.10;G3DSA:3.40.605.10	SSF53720	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000009.1-augustus-gene-0.32-mRNA-1	IPR020581	GO:0004375;GO:0006546;GO:0055114;GO:0006544;GO:0003824	NA	NA	PF02347	KEGG: 00260+1.4.4.2|Reactome: R-HSA-6783984	NA	PTHR11773	NA	NA	NA	NA	cd00613	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	SSF53383	TIGR00461	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-24.27-mRNA-1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	mobidb-lite	PF04082	NA	NA	PTHR19444;PTHR19444:SF30	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000011.1-augustus-gene-11.26-mRNA-1	IPR029058	NA	NA	NA	PF08538	NA	NA	PTHR31591:SF1;PTHR31591	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-6.7-mRNA-1	IPR011990	GO:0005515	NA	NA	PF00646	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	SSF48452;SSF52047	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000015.1-augustus-gene-1.2-mRNA-1	IPR002641	GO:0006629;GO:0004806	PS51635	mobidb-lite	PF01734;PF11815	NA	NA	PTHR14226:SF43;PTHR14226	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	cd07232	NA	G3DSA:3.40.1090.10	SSF52151	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-14.37-mRNA-1	IPR036526	GO:0006807;GO:0008418;GO:0070773	PS50263	mobidb-lite	PF00795	NA	NA	PTHR11750	Coil	NA	NA	NA	NA	NA	G3DSA:3.60.110.10	SSF56317	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-19.4-mRNA-1	IPR008532	NA	NA	mobidb-lite	PF05670	NA	NA	PTHR13049:SF2;PTHR13049	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-10.32-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-3.34-mRNA-1	IPR009016	NA	NA	mobidb-lite	PF02906	NA	NA	PTHR11615:SF6;PTHR11615	NA	NA	NA	NA	NA	NA	G3DSA:3.40.950.20;G3DSA:3.40.50.1780	SSF53920	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-1.15-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-20.23-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-4.23-mRNA-1	IPR007220	GO:0000808;GO:0005634;GO:0006260	NA	mobidb-lite	PF04084	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	PTHR14052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-13.11-mRNA-1	NA	NA	NA	NA	NA	NA	NA	PTHR15224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000011.1-processed-gene-12.7-mRNA-1	IPR036419	GO:0003735;GO:0005840;GO:0006412;GO:0003723;GO:0015935	PS50823	mobidb-lite	PF07650;PF00189	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PTHR11760;PTHR11760:SF20	Coil	NA	NA	PS00548	cd02413	NA	G3DSA:3.30.300.20;G3DSA:3.30.1140.32	SSF54821;SSF54814	TIGR01008	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000012.1-processed-gene-9.9-mRNA-1	IPR011249	GO:0003824;GO:0046872	NA	NA	PF05193;PF00675	NA	NA	PTHR43016;PTHR43016:SF5	NA	NA	NA	NA	NA	NA	G3DSA:3.30.830.10	SSF63411	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-7.20-mRNA-1	IPR002125	GO:0003824	PS51747	NA	PF00383	NA	NA	PTHR11079:SF149;PTHR11079	NA	NA	NA	NA	cd01285	NA	G3DSA:3.40.140.10	SSF53927	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-4.12-mRNA-1	IPR022024	NA	NA	mobidb-lite	PF12223	NA	NA	PTHR34693:SF2;PTHR34693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-0.38-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-23.20-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-9.20-mRNA-1	IPR012341	GO:0003824;GO:0004571;GO:0005509;GO:0016020	NA	mobidb-lite	PF01532	NA	NA	PTHR11742;PTHR11742:SF78	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	PR00747	G3DSA:1.50.10.10	SSF48225	NA	SignalP-noTM	SignalP-TM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-4.42-mRNA-1	NA	NA	NA	NA	NA	NA	NA	PTHR30024:SF1;PTHR30024	NA	NA	NA	NA	cd13637	NA	G3DSA:3.40.190.10	SSF53850	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-7.26-mRNA-1	IPR029033	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	SSF53254	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000011.1-processed-gene-9.8-mRNA-1	IPR029058	NA	NA	mobidb-lite	NA	NA	NA	PTHR11440;PTHR11440:SF35	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-17.4-mRNA-1	IPR013785	GO:0003824;GO:0018580;GO:0055114	NA	NA	PF03060	NA	NA	PTHR32332;PTHR32332:SF28	NA	NA	NA	NA	cd04730	NA	G3DSA:3.20.20.70	SSF51412	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-20.7-mRNA-1	IPR008972	NA	NA	mobidb-lite	NA	NA	NA	PTHR34883;PTHR34883:SF3	NA	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	cd00920	NA	G3DSA:2.60.40.420	SSF49503	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-4.7-mRNA-1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	NA	PF00067	NA	NA	PTHR24279:SF111;PTHR24279	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	PR00465	G3DSA:1.10.630.10	SSF48264	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-11.27-mRNA-1	IPR008547	NA	NA	NA	PF05705	NA	NA	PTHR12265:SF0;PTHR12265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000015.1-augustus-gene-4.38-mRNA-1	IPR029061	GO:0003824	NA	NA	PF02780;PF02779	NA	SM00861	PTHR11624;PTHR11624:SF56	NA	NA	NA	NA	cd07036	NA	G3DSA:3.40.50.970;G3DSA:3.40.50.920	SSF52518;SSF52922	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-19.36-mRNA-1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	PF04082	NA	SM00906	PTHR31944;PTHR31944:SF89	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-7.31-mRNA-1	IPR003140	GO:0016787	NA	NA	PF02230	NA	NA	PTHR10655:SF2;PTHR10655	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000010.1-processed-gene-12.21-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-39.21-mRNA-1	IPR017946	GO:0006629;GO:0008081	NA	NA	NA	NA	NA	PTHR13593	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	G3DSA:3.20.20.190	SSF51695	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-5.17-mRNA-1	IPR006461	NA	NA	mobidb-lite	PF04749	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-27.40-mRNA-1	IPR029068	NA	PS51819	NA	PF00903	NA	NA	PTHR35006;PTHR35006:SF2	NA	NA	NA	NA	NA	NA	G3DSA:3.10.180.10	SSF54593	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-35.0-mRNA-1	IPR028934	NA	NA	mobidb-lite	PF03643	NA	NA	PTHR12233;PTHR12233:SF1	NA	NA	NA	NA	NA	NA	G3DSA:2.60.40.640	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-9.6-mRNA-1	IPR017423	GO:0030488;GO:0031515	NA	mobidb-lite	PF04189	Reactome: R-HSA-6782315	NA	PTHR12945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-13.6-mRNA-1	IPR040062	GO:0022857	PS50920	NA	PF00153	NA	NA	PTHR24089;PTHR24089:SF105	NA	NA	NA	NA	NA	NA	G3DSA:1.50.40.10	SSF103506	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-1.21-mRNA-1	IPR028095	NA	NA	mobidb-lite	PF14475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000010.1-processed-gene-6.18-mRNA-1	IPR004130	NA	NA	mobidb-lite	PF03029	NA	NA	PTHR21231:SF7;PTHR21231	Coil	NA	NA	NA	NA	NA	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-22.30-mRNA-1	IPR018791		NA	mobidb-lite	PF10186	Reactome: R-HSA-1632852	NA	PTHR15157;PTHR15157:SF13	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-37.12-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-16.39-mRNA-1	IPR035427	GO:0005758;GO:0072321	NA	NA	PF02953	Reactome: R-HSA-1268020	NA	PTHR19338:SF0;PTHR19338	NA	NA	NA	NA	NA	NA	G3DSA:1.10.287.810	SSF144122	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000011.1-augustus-gene-1.9-mRNA-1	IPR003256	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	PTHR12903:SF0;PTHR12903	Coil	NA	NA	NA	cd06089	NA	NA	SSF50104	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-40.32-mRNA-1	IPR001247		NA	NA	PF01138	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	PTHR11953;PTHR11953:SF0	NA	NA	NA	NA	cd11370	NA	G3DSA:3.30.230.70	SSF54211;SSF55666	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000012.1-augustus-gene-11.43-mRNA-1	NA	NA	NA	NA	NA	NA	NA	PTHR31313;PTHR31313:SF45	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000004.1-processed-gene-1.4-mRNA-1	IPR000608		PS50127	mobidb-lite	PF00179	Reactome: R-HSA-983168	NA	NA	Coil	NA	NA	NA	NA	NA	G3DSA:3.10.110.10	SSF54495	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-36.13-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-32.23-mRNA-1	IPR000073	GO:0003824	NA	NA	PF12697;PF09351	NA	NA	PTHR43798;PTHR43798:SF7	NA	NA	NA	NA	NA	PR00412	G3DSA:3.40.50.1820;G3DSA:1.20.120.450	SSF109854;SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-0.31-mRNA-1	IPR015797	GO:0016787	PS51462	mobidb-lite	PF00293	NA	NA	PTHR12629:SF0;PTHR12629	NA	NA	NA	NA	cd04666	NA	G3DSA:3.90.79.10	SSF55811	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-16.29-mRNA-1	IPR024512		NA	NA	PF11779	Reactome: R-HSA-1660661	NA	PTHR28612;PTHR28612:SF3	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD585641
maker-NQYR01000002.1-augustus-gene-0.15-mRNA-1	IPR007529	GO:0003676	PS51083	mobidb-lite	PF04438	NA	NA	PTHR13483;PTHR13483:SF11	NA	NA	NA	PS00028	NA	NA	G3DSA:3.30.60.190	SSF144232	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-29.35-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-40.7-mRNA-1	IPR001926	NA	NA	NA	PF00291	NA	NA	PTHR43050	NA	NA	NA	NA	cd01562	NA	G3DSA:3.40.50.1100	SSF53686	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-17.17-mRNA-1	IPR013078	NA	NA	NA	PF00300	NA	SM00855	PTHR42725;PTHR42725:SF2	NA	NA	NA	NA	cd07067	NA	G3DSA:3.40.50.1240	SSF53254	NA	NA	NA	NA	NA	NA	PIRSF000709	NA
maker-NQYR01000003.1-augustus-gene-0.33-mRNA-1	IPR005225	GO:0005525;GO:0003924	PS51419	mobidb-lite	PF00071	NA	SM00174;SM00175;SM00173	PTHR24073:SF465;PTHR24073	NA	NA	NA	NA	NA	PR00449	G3DSA:3.40.50.300	SSF52540	TIGR00231	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000014.1-processed-gene-9.15-mRNA-1	IPR038922	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	cd14361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000004.1-processed-gene-3.27-mRNA-1	IPR010730	NA	NA	mobidb-lite	PF06985	NA	NA	PTHR24148:SF57;PTHR24148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000013.1-processed-gene-4.4-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR40130	Coil	NA	NA	NA	NA	NA	G3DSA:1.20.58.280	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000014.1-processed-gene-6.6-mRNA-1	IPR010730	NA	NA	mobidb-lite	PF06985	NA	NA	PTHR33112;PTHR33112:SF6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000018.1-augustus-gene-0.37-mRNA-1	IPR022214	GO:0008274;GO:0033566	NA	NA	PF12554	Reactome: R-HSA-380270|Reactome: R-HSA-380320	NA	PTHR28520:SF2;PTHR28520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000016.1-augustus-gene-3.16-mRNA-1	IPR015720	NA	PS50866	NA	PF01105	NA	SM01190	PTHR22811;PTHR22811:SF14	Coil	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-6.37-mRNA-1	IPR011990	GO:0005515	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-22.4-mRNA-1	IPR002889	NA	PS51212	mobidb-lite	PF01822	NA	SM00321	PTHR43662:SF3;PTHR43662	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-2.14-mRNA-1	IPR000836	GO:0009116;GO:0000287;GO:0004749;GO:0009165	NA	mobidb-lite	PF14572;PF13793	KEGG: 00030+2.7.6.1|KEGG: 00230+2.7.6.1	SM01400	PTHR10210:SF36;PTHR10210	NA	NA	NA	NA	cd06223	NA	G3DSA:3.40.50.2020	SSF53271	TIGR01251	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000015.1-processed-gene-0.12-mRNA-1	IPR001948	GO:0004177;GO:0006508;GO:0008270	NA	mobidb-lite	PF02127	NA	NA	PTHR28570:SF3;PTHR28570	NA	NA	NA	NA	cd05658	PR00932	G3DSA:2.30.250.10;G3DSA:3.40.630.10	SSF101821;SSF53187	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000004.1-augustus-gene-1.27-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-7.17-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR38117;PTHR38117:SF2	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-6.2-mRNA-1	IPR036345		NA	NA	PF01138	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	PTHR11953:SF1;PTHR11953	NA	NA	NA	NA	NA	NA	G3DSA:3.30.230.70	SSF55666;SSF54211	NA	NA	NA	NA	NA	NA	NA	NA
