Gene	MobiDBLite	interpro	Pfam	CDD	ProSiteProfiles	GO	SUPERFAMILY	SMART	Gene3D	PANTHER	PATHWAY	PIRSF	ProSitePatterns	Phobius	TMHMM	PRINTS	Coils	Hamap	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	TIGRFAM	ProDom	SFLD
snap_masked-NODE_123_length_63690_cov_33.893381-processed-gene-0.129-mRNA-1	NA	IPR006254	PF00463	NA	NA	GO:0004451;GO:0019752;GO:0003824	SSF51621	NA	G3DSA:1.10.10.850;G3DSA:3.20.20.60	PTHR21631:SF26;PTHR21631	KEGG: 00630+4.1.3.1|MetaCyc: PWY-6969	PIRSF001362	PS00161	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01346	NA	NA
snap_masked-NODE_42_length_98138_cov_37.552642-processed-gene-0.161-mRNA-1	NA	IPR004330	PF03101	NA	NA	NA	NA	NA	G3DSA:3.90.20.10	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_287_length_35672_cov_43.131242-snap-gene-0.19-mRNA-1	NA	IPR001209	PF00253	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	SSF57716	NA	G3DSA:4.10.830.10	PTHR19836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_213125_cov_36.036690-snap-gene-1.16-mRNA-1	NA	IPR016181	PF00583	cd04301	PS51186	NA	SSF55729	NA	G3DSA:3.40.630.30	PTHR42791:SF3;PTHR42791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_153_length_56714_cov_36.266598-processed-gene-0.114-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_84_length_76021_cov_36.153728-processed-gene-0.160-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-NODE_72_length_82137_cov_32.758554-augustus-gene-0.4-mRNA-1	mobidb-lite	IPR003511	PF02301	NA	PS50815	GO:0007094	SSF56019	NA	G3DSA:3.30.900.10	PTHR11842;PTHR11842:SF11	Reactome: R-HSA-141405|Reactome: R-HSA-141430|Reactome: R-HSA-141444|Reactome: R-HSA-174184|Reactome: R-HSA-176409|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_253_length_40043_cov_39.443306-processed-gene-0.17-mRNA-1	NA	IPR039603	PF09597	NA	NA	NA	SSF47769	SM01238	NA	PTHR28235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_23_length_123518_cov_33.267386-processed-gene-0.50-mRNA-1	NA	IPR020904	PF00106	NA	NA	GO:0016491	SSF51735	NA	G3DSA:3.40.50.720	PTHR43180	NA	NA	PS00061	NA	NA	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_19_length_129667_cov_37.280747-processed-gene-0.326-mRNA-1	mobidb-lite	IPR000719	NA	NA	PS50011	GO:0004672;GO:0005524;GO:0006468	SSF56112	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_295_length_34799_cov_44.707372-processed-gene-0.60-mRNA-1	NA	IPR002048	PF00071;PF08355;PF08356	cd01893;cd01892	PS50222;PS51423	GO:0005509;GO:0003924;GO:0005525;GO:0007005;GO:0031307	SSF52540;SSF47473	SM00054;SM00174;SM00173;SM00175	G3DSA:1.10.238.10;G3DSA:3.40.50.300	PTHR24072:SF73;PTHR24072	Reactome: R-HSA-194840	PIRSF037488	PS00018	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	PR00449	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_122_length_64132_cov_34.722100-augustus-gene-0.116-mRNA-1	mobidb-lite	IPR018814	PF10310	NA	NA	NA	NA	NA	NA	PTHR28265	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_252_length_40116_cov_31.670209-processed-gene-0.60-mRNA-1	NA	IPR013261	PF08294	NA	NA	GO:0005744;GO:0030150	NA	NA	G3DSA:3.10.450.320	NA	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_190499_cov_41.442738-augustus-gene-0.334-mRNA-1	NA	IPR037796	PF07571;PF02969	cd08050	NA	GO:0000124;GO:0005669;GO:0006357;GO:0006367;GO:0046695;GO:0046982;GO:0006352	SSF48371;SSF47113	SM00803	G3DSA:1.10.20.10;G3DSA:1.25.40.770	PTHR10221;PTHR10221:SF9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_109_length_68914_cov_35.067498-processed-gene-0.192-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_89_length_74334_cov_34.873166-snap-gene-0.120-mRNA-1	NA	IPR017850	PF00884	NA	NA	GO:0003824;GO:0008484	SSF53649	NA	G3DSA:3.40.720.10	PTHR10342:SF247;PTHR10342	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_93_length_72727_cov_35.733058-snap-gene-0.32-mRNA-1	mobidb-lite	IPR000073	PF12146;PF00172	cd00067	PS50048;PS50157	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003676	SSF57701;SSF53474	SM00066	G3DSA:3.40.50.1820;G3DSA:4.10.240.10	PTHR31986;PTHR31986:SF11	NA	NA	PS00028;PS00463	NA	NA	PR00111	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_70_length_82676_cov_38.231220-processed-gene-0.158-mRNA-1	NA	IPR000789	PF01111	NA	NA	GO:0016538	SSF55637	SM01084	G3DSA:3.30.170.10	PTHR23415:SF12;PTHR23415	NA	NA	PS00945	NA	NA	PR00296	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_30_length_110449_cov_36.295200-augustus-gene-0.242-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_189_length_49533_cov_36.242177-processed-gene-0.83-mRNA-1	NA	IPR027410	PF00118	cd03341	NA	GO:0005524;GO:0006457;GO:0051082	SSF54849;SSF52029;SSF48592	NA	G3DSA:3.50.7.10;G3DSA:1.10.560.10	PTHR11353:SF78;PTHR11353	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	NA	NA	NA	NA	PR00304	Coil	NA	NA	NA	NA	TIGR02346	NA	NA
maker-NODE_60_length_87714_cov_36.187003-augustus-gene-0.184-mRNA-1	NA	IPR015422	PF00266	NA	NA	GO:0003824	SSF53383	NA	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	PTHR21152:SF31;PTHR21152	KEGG: 00440+2.6.1.37|MetaCyc: PWY-6832|Reactome: R-HSA-389661|Reactome: R-HSA-9033241	PIRSF000524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_173_length_51803_cov_17.697674-processed-gene-0.16-mRNA-1	mobidb-lite	IPR003738	PF02586	NA	NA	NA	SSF143081	NA	G3DSA:3.90.1680.10	PTHR13604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_383_length_24539_cov_32.024824-processed-gene-0.51-mRNA-1	mobidb-lite	IPR014813	PF08701;PF01926	cd04178	PS51721	GO:0005525	SSF52540	NA	G3DSA:3.40.50.300;G3DSA:1.10.1580.10	PTHR11089:SF30;PTHR11089	Reactome: R-HSA-6791226	NA	NA	NA	NA	PR00326	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_183_length_50354_cov_36.085193-snap-gene-0.91-mRNA-1	mobidb-lite	IPR007219	PF04082	cd12148;cd00067	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	SM00906	G3DSA:4.10.240.10	PTHR45594	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	Coil	NA	SignalP-TM	NA	NA	NA	NA	NA
snap_masked-NODE_223_length_42994_cov_31.641846-processed-gene-0.31-mRNA-1	NA	IPR004843	PF00149	cd07379	NA	GO:0016787	SSF56300	NA	G3DSA:3.60.21.10	PTHR12905;PTHR12905:SF11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_13_length_146625_cov_36.210549-processed-gene-0.22-mRNA-1	NA	IPR011025	PF00503	cd00066	NA	GO:0007165;GO:0003924;GO:0007186;GO:0019001;GO:0031683;GO:0001664;GO:0005525;GO:0005834	SSF47895;SSF52540	SM00275	G3DSA:3.40.50.300;G3DSA:1.10.400.10	PTHR10218;PTHR10218:SF241	NA	NA	NA	NA	NA	PR00318;PR01241	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1299_length_857_cov_0.887671-augustus-gene-0.1-mRNA-1	NA	IPR029052	PF00149	NA	NA	GO:0016787;GO:0004721;GO:0006470	SSF56300	SM00156	G3DSA:3.60.21.10	PTHR11668:SF391;PTHR11668	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	PS00125	NA	NA	PR00114	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_245_length_40660_cov_33.997804-snap-gene-0.63-mRNA-1	NA	IPR013830	PF13472	cd00229	NA	NA	SSF52266	NA	G3DSA:3.40.50.1110	PTHR30383:SF12;PTHR30383	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_2_length_222443_cov_37.740487-processed-gene-1.42-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PTHR34776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_272_length_37297_cov_31.366774-snap-gene-0.25-mRNA-1	NA	IPR000608	PF00179	NA	PS50127		SSF54495	SM00212	NA	PTHR43915	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_435_length_19546_cov_37.245378-processed-gene-0.20-mRNA-1	NA	IPR002938	PF13450;PF01494	NA	NA	GO:0071949	SSF51905	NA	G3DSA:3.50.50.60	PTHR13789:SF169;PTHR13789	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	PR00420	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_87_length_74591_cov_26.048413-protein2genome-gene-0.21-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_299_length_34444_cov_31.915581-snap-gene-0.49-mRNA-1	mobidb-lite	IPR038704	PF03366	NA	PS51037	GO:0006355	NA	NA	G3DSA:2.60.40.1970	PTHR23195:SF2;PTHR23195	NA	PIRSF016551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_395_length_23683_cov_30.223043-processed-gene-0.17-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR42087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_395_length_23683_cov_30.223043-processed-gene-0.18-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR42087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_137_length_59648_cov_34.917928-processed-gene-0.54-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NODE_1104_length_1035_cov_1.284141-protein2genome-gene-0.0-mRNA-1	NA	IPR000600	PF00480	NA	NA		SSF53067	NA	G3DSA:3.30.420.40	PTHR18964:SF128;PTHR18964	Reactome: R-HSA-4085001|Reactome: R-HSA-4085011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_230_length_42176_cov_34.297486-augustus-gene-0.87-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR28048	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_373_length_25678_cov_34.314117-processed-gene-0.4-mRNA-1	mobidb-lite	IPR006760	PF04667	NA	NA		NA	NA	NA	PTHR10358:SF6;PTHR10358	Reactome: R-HSA-2465910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_501_length_14720_cov_36.619201-processed-gene-0.0-mRNA-1	mobidb-lite	IPR026907	PF13324	NA	NA	GO:0051726	NA	NA	NA	PTHR15492	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_437_length_19540_cov_28.314531-snap-gene-0.4-mRNA-1	mobidb-lite	IPR036420	PF07535;PF08630	NA	PS51265	GO:0003676;GO:0008270	SSF52113	SM00586	G3DSA:3.30.160.680	PTHR15375:SF26;PTHR15375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_129_length_61593_cov_18.456122-processed-gene-0.45-mRNA-1	NA	IPR023395	PF00153	NA	PS50920	GO:0022857;GO:0055085	SSF103506	NA	G3DSA:1.50.40.10	PTHR24089:SF630;PTHR24089	NA	NA	NA	NA	NA	PR00926	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_141_length_58958_cov_32.798678-processed-gene-0.7-mRNA-1	NA	IPR012445	PF07855	NA	NA	GO:0006914	NA	NA	NA	PTHR13292	Reactome: R-HSA-1632852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_279_length_36437_cov_37.384440-processed-gene-0.83-mRNA-1	NA	IPR007400	PF04303	NA	NA	NA	SSF54506	NA	G3DSA:3.10.310.10	PTHR43709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_671_length_6614_cov_32.921073-snap-gene-0.25-mRNA-1	NA	IPR027535	PF01747;PF14306;PF01583	cd02027;cd00517	NA	GO:0000096;GO:0004781;GO:0000103;GO:0004020;GO:0005524	SSF52540;SSF88697;SSF52374	NA	G3DSA:3.10.400.10;G3DSA:3.40.50.620;G3DSA:3.40.50.300	PTHR42700	KEGG: 00230+2.7.7.4|KEGG: 00261+2.7.7.4|KEGG: 00450+2.7.7.4|KEGG: 00920+2.7.7.4|MetaCyc: PWY-5278|MetaCyc: PWY-5340|MetaCyc: PWY-6683|MetaCyc: PWY-6932	NA	NA	NA	NA	NA	NA	MF_03106	NA	NA	NA	TIGR00455;TIGR00339	NA	NA
augustus_masked-NODE_342_length_28483_cov_35.615108-processed-gene-0.1-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PTHR40622	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-NODE_123_length_63690_cov_33.893381-processed-gene-0.134-mRNA-1	NA	IPR036549	PF02297	cd00926	PS51808	GO:0005739	SSF47694	NA	G3DSA:1.10.10.140	PTHR11387:SF2;PTHR11387	NA	PIRSF000278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD015172	NA
snap_masked-NODE_170_length_52370_cov_34.307812-processed-gene-0.15-mRNA-1	mobidb-lite	IPR011009	PF06293	NA	NA	GO:0004672;GO:0006468	SSF56112	NA	G3DSA:1.10.510.10	NA	NA	NA	PS00109	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_156_length_55974_cov_34.877200-processed-gene-0.4-mRNA-1	mobidb-lite	IPR013719	PF08512	NA	NA		SSF50729	SM01287	G3DSA:2.30.29.30	PTHR13711:SF293;PTHR13711	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_373_length_25678_cov_34.314117-processed-gene-0.11-mRNA-1	NA	IPR002815	PF04406	NA	NA	GO:0000737;GO:0003677;GO:0005694;GO:0003824;GO:0005524;GO:0006259	SSF56726	NA	NA	PTHR10848;PTHR10848:SF0	Reactome: R-HSA-912446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_71_length_82453_cov_45.816486-processed-gene-0.141-mRNA-1	mobidb-lite	IPR019190	PF09810	NA	NA	GO:0045145	NA	NA	NA	PTHR14464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_353_length_27945_cov_31.874470-augustus-gene-0.45-mRNA-1	NA	IPR003781	PF13380	NA	NA	GO:0048037	SSF51735	SM00881	G3DSA:3.40.50.720	PTHR33303:SF2;PTHR33303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_453_length_18490_cov_35.442085-processed-gene-0.42-mRNA-1	mobidb-lite	IPR004827	PF07716	cd12193	PS50217	GO:0003700;GO:0006355	SSF57959	NA	G3DSA:3.30.160.60	PTHR11462;PTHR11462:SF48	NA	NA	PS00036	NA	NA	NA	Coil	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-NODE_460_length_17775_cov_36.752380-snap-gene-0.7-mRNA-1	mobidb-lite	IPR001806	PF00071	cd00154	PS51419	GO:0003924;GO:0005525	SSF52540	SM00173;SM00175;SM00174	NA	PTHR24073;PTHR24073:SF450	NA	NA	NA	NA	NA	PR00449	NA	NA	NA	NA	NA	TIGR00231	NA	NA
maker-NODE_448_length_18793_cov_34.971874-augustus-gene-0.1-mRNA-1	mobidb-lite	IPR013783	PF16561	cd02859	NA		SSF81296	NA	G3DSA:2.60.40.10	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-1632852|Reactome: R-HSA-2151209|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-6804756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_146_length_57800_cov_32.089019-snap-gene-0.97-mRNA-1	mobidb-lite	IPR026183	PF09728	NA	NA	GO:0019905	NA	NA	NA	PTHR16127;PTHR16127:SF13	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_118_length_64809_cov_37.708976-augustus-gene-0.5-mRNA-1	mobidb-lite	IPR000719	PF00069	NA	PS50011	GO:0004672;GO:0005524;GO:0006468	SSF56112	SM00220	G3DSA:3.30.200.20	PTHR22967	NA	NA	PS00107;PS00108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_129667_cov_37.280747-augustus-gene-0.238-mRNA-1	mobidb-lite	IPR001680	NA	NA	NA	GO:0005515	SSF50978	SM00320	G3DSA:2.130.10.10	PTHR44271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_251_length_40261_cov_33.350401-augustus-gene-0.24-mRNA-1	mobidb-lite	IPR004827	PF00170	cd14686	PS50217	GO:0003700;GO:0006355	SSF57959	SM00338	G3DSA:1.20.5.170	PTHR13301:SF78;PTHR13301	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_126_length_63219_cov_37.588094-augustus-gene-0.73-mRNA-1	NA	IPR029052	PF12850	cd07394	NA	GO:0030904;GO:0042147	SSF56300	NA	G3DSA:3.60.21.10	PTHR11124:SF12;PTHR11124	Reactome: R-HSA-3238698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00040	NA	NA
augustus_masked-NODE_156_length_55974_cov_34.877200-processed-gene-0.31-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_443_length_19015_cov_38.882306-processed-gene-0.3-mRNA-1	NA	IPR013837	PF05405	NA	NA	GO:0000276;GO:0015078;GO:0015986	SSF161060	NA	NA	PTHR12733:SF3;PTHR12733	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	Coil	NA	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NODE_671_length_6614_cov_32.921073-processed-gene-0.27-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR37019:SF1;PTHR37019	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_132_length_60848_cov_33.530163-processed-gene-0.93-mRNA-1	NA	NA	PF18142	NA	NA	NA	NA	NA	NA	PTHR38793:SF3;PTHR38793	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_396_length_23641_cov_34.065238-protein2genome-gene-0.39-mRNA-1	NA	IPR036163	PF00403	cd00371	NA	GO:0030001;GO:0046872	SSF55008	NA	G3DSA:3.30.70.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_269_length_37563_cov_34.264344-processed-gene-0.5-mRNA-1	NA	IPR040200	NA	NA	PS50213	NA	SSF82153	NA	NA	PTHR28156	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-NODE_110_length_68765_cov_37.926950-augustus-gene-0.164-mRNA-1	mobidb-lite	IPR020558	PF00920	NA	NA	GO:0003824;GO:0004160;GO:0009082	SSF143975;SSF52016	NA	G3DSA:3.50.30.80	PTHR21000;PTHR21000:SF13	KEGG: 00290+4.2.1.9|KEGG: 00770+4.2.1.9|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-7111	NA	PS00887;PS00886	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00110	NA	NA
maker-NODE_384_length_24380_cov_31.124191-augustus-gene-0.50-mRNA-1	NA	IPR017986	PF00400	NA	PS50294;PS50082	GO:0005515	SSF50978	SM00320	G3DSA:2.130.10.10	PTHR19861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_36_length_100754_cov_38.598289-augustus-gene-0.45-mRNA-1	NA	IPR039993	NA	NA	NA		NA	NA	NA	PTHR13094	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD069254	NA
maker-NODE_628_length_7941_cov_29.156386-snap-gene-0.35-mRNA-1	mobidb-lite	IPR000571	NA	NA	PS50103	GO:0046872	NA	NA	G3DSA:4.10.1000.10	PTHR37543	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_571_length_10332_cov_39.668398-augustus-gene-0.15-mRNA-1	NA	IPR014436	PF02900	cd07363	NA	GO:0008270;GO:0016701;GO:0055114;GO:0006725;GO:0008198;GO:0016491	SSF53213	NA	G3DSA:3.40.830.10	PTHR30096;PTHR30096:SF0	NA	PIRSF006157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_207_length_45378_cov_34.780624-augustus-gene-0.132-mRNA-1	NA	IPR010021	PF09419	NA	NA		SSF56784	NA	G3DSA:3.40.50.1000	PTHR19288;PTHR19288:SF25	KEGG: 00564+3.1.3.27|MetaCyc: PWY-5269|MetaCyc: PWY-5668|MetaCyc: PWY-7817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01668	NA	NA
snap_masked-NODE_161_length_54943_cov_35.094991-processed-gene-0.24-mRNA-1	NA	IPR019465	PF10392	NA	NA	GO:0006891;GO:0017119	NA	NA	NA	PTHR13228	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_681_length_6317_cov_31.706624-snap-gene-0.10-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_182_length_50368_cov_41.146215-processed-gene-0.115-mRNA-1	NA	IPR016169	PF01565	NA	PS51387	GO:0016491;GO:0050660;GO:0055114;GO:0071949	SSF56176	NA	G3DSA:3.30.465.10	PTHR10801;PTHR10801:SF3	KEGG: 00100+1.3.1.72|Reactome: R-HSA-6807047|Reactome: R-HSA-6807062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
