Gene	Gene3D	interpro	PIRSF	Pfam	CDD	MobiDBLite	GO	PATHWAY	SUPERFAMILY	TIGRFAM	ProSitePatterns	ProSiteProfiles	SMART	PRINTS	Coils	Hamap	SFLD
maker-WWCI01000003.1-augustus-gene-14.4-mRNA-1	NA	IPR021709	NA	PF11696	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000001.1-processed-gene-17.38-mRNA-1	G3DSA:3.40.50.1240	IPR016274	PIRSF000894	PF00328	cd07061	NA	GO:0016791	Reactome: R-HSA-1855231	SSF53254	NA	PS00778;PS00616	NA	NA	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-29.14-mRNA-1	G3DSA:3.90.1200.10	IPR011009	NA	PF01636	cd05120	NA	NA	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000004.1-processed-gene-31.50-mRNA-1	G3DSA:1.10.10.1420	IPR032054	NA	PF16679	NA	mobidb-lite		Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69205	NA	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-66.66-mRNA-1	G3DSA:3.30.200.20;G3DSA:3.20.200.10;G3DSA:3.40.50.410	IPR004166	NA	PF02816;PF13519	cd04515;cd00198	mobidb-lite	GO:0004674;GO:0005524;GO:0006468	NA	SSF56112;SSF53300	NA	NA	PS51158;PS50234	SM00811	NA	Coil	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-27.47-mRNA-1	G3DSA:3.40.50.2000	IPR001830	NA	PF00982	cd03788	mobidb-lite	GO:0003824;GO:0005992	KEGG: 00500+2.4.1.15	SSF53756	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000004.1-processed-gene-20.1-mRNA-1	G3DSA:1.10.10.10	IPR006785	NA	PF04695	NA	mobidb-lite		Reactome: R-HSA-8866654|Reactome: R-HSA-9033241|Reactome: R-HSA-9603798	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-14.77-mRNA-1	G3DSA:1.10.10.570;G3DSA:1.10.10.10	IPR036390	NA	PF05871	NA	NA	GO:0000814;GO:0071985	Reactome: R-HSA-917729	SSF46785	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000004.1-augustus-gene-6.43-mRNA-1	NA	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-23.89-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000007.1-snap-gene-13.62-mRNA-1	G3DSA:1.10.287.810	IPR035427	NA	PF02953	NA	NA		Reactome: R-HSA-1268020	SSF144122	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-2.84-mRNA-1	G3DSA:3.30.1370.100;G3DSA:2.30.42.20;G3DSA:3.30.565.10	IPR037198	NA	PF13589;PF08676	cd16926	mobidb-lite	GO:0005524;GO:0006298	NA	SSF118116;SSF55874	NA	NA	NA	SM00853	NA	NA	NA	NA
augustus_masked-WWCI01000004.1-processed-gene-9.44-mRNA-1	G3DSA:3.10.129.10	IPR029069	NA	PF03061	cd03443	NA		Reactome: R-HSA-77289	SSF54637	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-11.34-mRNA-1	NA	IPR025340	NA	PF14033	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-29.9-mRNA-1	NA	IPR018908	NA	PF10639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000007.1-processed-gene-14.45-mRNA-1	NA	NA	NA	PF17242	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-15.42-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-snap-gene-43.4-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
snap_masked-WWCI01000002.1-processed-gene-3.31-mRNA-1	G3DSA:3.60.110.10	IPR003010	NA	PF00795	NA	mobidb-lite	GO:0006807	NA	SSF56317	NA	NA	PS50263	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-34.100-mRNA-1	G3DSA:3.30.70.270;G3DSA:2.30.40.20;G3DSA:3.30.1490.100;G3DSA:1.10.150.810	IPR017961	PIRSF036603	PF11799;PF00817	cd03586	mobidb-lite	GO:0003684;GO:0006281;GO:0003887	Reactome: R-HSA-5656169	SSF100879;SSF56672	NA	NA	PS50173	NA	NA	Coil	MF_01113	NA
maker-WWCI01000001.1-snap-gene-15.70-mRNA-1	G3DSA:3.90.550.10	IPR029044	NA	PF03452	NA	mobidb-lite	NA	NA	SSF53448	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000001.1-processed-gene-6.50-mRNA-1	G3DSA:3.75.10.10	IPR007466	NA	PF04371	NA	NA	GO:0004668;GO:0009446	KEGG: 00330+3.5.3.12|MetaCyc: PWY-43	SSF55909	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000005.1-augustus-gene-7.37-mRNA-1	G3DSA:3.30.450.30	IPR004942	NA	NA	NA	NA	NA	NA	SSF103196	NA	NA	NA	SM00960	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-18.30-mRNA-1	G3DSA:1.20.990.10;G3DSA:3.40.50.80;G3DSA:2.40.30.10;G3DSA:1.10.630.10;G3DSA:3.40.50.360	IPR008254	PIRSF000209	PF00258;PF00175;PF00667;PF00067	cd06206	NA	GO:0010181;GO:0016491;GO:0055114;GO:0005506;GO:0016705;GO:0020037;GO:0003958;GO:0070330	KEGG: 00071+1.14.14.1|KEGG: 00140+1.14.14.1|KEGG: 00232+1.14.14.1|KEGG: 00380+1.14.14.1|KEGG: 00590+1.14.14.1|KEGG: 00591+1.14.14.1|KEGG: 00627+1.14.14.1|KEGG: 00830+1.14.14.1|KEGG: 00980+1.14.14.1|KEGG: 00982+1.14.14.1|MetaCyc: PWY-5451|MetaCyc: PWY-5665|MetaCyc: PWY-6398|MetaCyc: PWY-6992|MetaCyc: PWY-7466|MetaCyc: PWY-7826	SSF52343;SSF48264;SSF63380;SSF52218	NA	PS00086	PS50902;PS51384	NA	PR00463;PR00385	NA	NA	NA
maker-WWCI01000001.1-snap-gene-14.84-mRNA-1	G3DSA:3.30.40.10	IPR024610	NA	PF12998	cd15505;cd17016	mobidb-lite	NA	NA	SSF57903	NA	PS01359	PS50016	SM01408;SM00249	NA	Coil	NA	NA
snap_masked-WWCI01000001.1-processed-gene-35.72-mRNA-1	G3DSA:3.40.50.720	IPR036291	NA	PF07993	NA	NA		Reactome: R-HSA-9640463	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-71.6-mRNA-1	NA	IPR022237	NA	PF12588;PF02666	NA	NA	GO:0004609;GO:0008654	KEGG: 00380+4.1.1.105|KEGG: 00901+4.1.1.105|MetaCyc: PWY-3181|MetaCyc: PWY-5290|MetaCyc: PWY-5473|MetaCyc: PWY-581|MetaCyc: PWY-5877|MetaCyc: PWY-6307|MetaCyc: PWY-7936	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-60.55-mRNA-1	G3DSA:3.30.559.10	IPR023213	NA	PF02458	NA	NA	GO:0016747	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-42.38-mRNA-1	NA	IPR012959	NA	PF08144	NA	mobidb-lite	GO:0003723	NA	SSF48371	NA	NA	PS50303	SM00025	NA	Coil	NA	NA
maker-WWCI01000007.1-snap-gene-4.97-mRNA-1	G3DSA:1.20.1250.20	IPR036259	NA	PF07690	cd17325	mobidb-lite	GO:0055085	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-9.8-mRNA-1	G3DSA:3.30.40.10;G3DSA:2.60.200.20	IPR001841	NA	PF00498;PF17123	cd00060	mobidb-lite	GO:0005515	NA	SSF57850;SSF49879	NA	NA	PS50089;PS50006	SM00184;SM00240	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-32.75-mRNA-1	G3DSA:3.60.21.10;G3DSA:3.90.780.10	IPR036907	NA	PF02872;PF00149	cd07406	mobidb-lite	GO:0009166;GO:0016787	Reactome: R-HSA-196807|Reactome: R-HSA-73621|Reactome: R-HSA-74259	SSF55816;SSF56300	NA	NA	NA	NA	PR01607	NA	NA	NA
maker-WWCI01000005.1-augustus-gene-15.35-mRNA-1	G3DSA:2.20.25.20;G3DSA:1.10.1820.10	IPR016149	NA	PF01214	NA	mobidb-lite	GO:0005956;GO:0019887	Reactome: R-HSA-1483191|Reactome: R-HSA-201688|Reactome: R-HSA-2514853|Reactome: R-HSA-445144|Reactome: R-HSA-6798695|Reactome: R-HSA-6804756|Reactome: R-HSA-6814122|Reactome: R-HSA-8934903|Reactome: R-HSA-8939243|Reactome: R-HSA-8948751	SSF57798	NA	PS01101	NA	SM01085	PR00472	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-54.6-mRNA-1	G3DSA:1.10.489.10	IPR000028	NA	PF01328	NA	NA	GO:0004601	NA	SSF47571	NA	NA	PS51405	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-57.14-mRNA-1	NA	IPR016580	PIRSF011312	PF04005	NA	mobidb-lite	GO:0000077;GO:0005730;GO:0030896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-2.82-mRNA-1	G3DSA:1.20.1250.20	IPR020846	NA	PF07690	cd17352	NA	GO:0055085	NA	SSF103473	NA	NA	PS50850	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-36.38-mRNA-1	G3DSA:3.30.160.60	IPR013087	NA	NA	NA	mobidb-lite	GO:0003676	NA	NA	NA	PS00028	PS50157	SM00355	NA	Coil	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-25.5-mRNA-1	G3DSA:4.10.1000.10	IPR000571	NA	NA	NA	NA	GO:0046872	NA	SSF90229	NA	NA	PS50103	SM00356	NA	Coil	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-59.22-mRNA-1	NA	IPR029021	NA	PF00782	cd14497	mobidb-lite	GO:0008138;GO:0016311;GO:0004725	NA	SSF52799	NA	PS00383	PS51181	NA	NA	NA	NA	NA
maker-WWCI01000001.1-augustus-gene-27.10-mRNA-1	G3DSA:1.20.140.30	IPR005301	NA	PF03637	NA	mobidb-lite	NA	NA	SSF101152	NA	NA	NA	SM01388	NA	Coil	NA	NA
maker-WWCI01000007.1-snap-gene-15.15-mRNA-1	NA	IPR005024	NA	PF03357	NA	mobidb-lite	GO:0007034	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000006.1-snap-gene-51.51-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-18.95-mRNA-1	G3DSA:2.130.10.10	IPR004871	NA	PF10433;PF03178	NA	mobidb-lite	GO:0003676;GO:0005634;GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-0.0-mRNA-1	G3DSA:3.20.20.70	IPR001155	NA	PF00724	NA	NA	GO:0010181;GO:0016491;GO:0055114;GO:0003824	NA	SSF51395	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-20.62-mRNA-1	NA	IPR005599	NA	PF03901	NA	NA	GO:0016757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-36.85-mRNA-1	G3DSA:2.130.10.10	IPR001680	NA	NA	NA	mobidb-lite	GO:0005515	NA	SSF50978	NA	NA	NA	SM00320	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-39.52-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000007.1-snap-gene-23.89-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-augustus-gene-41.4-mRNA-1	G3DSA:3.90.1600.10;G3DSA:3.30.342.10;G3DSA:1.10.287.690;G3DSA:3.30.420.10;G3DSA:1.10.132.60	IPR023211	NA	PF14260;PF03104;PF00136	cd05534;cd05778	mobidb-lite	GO:0000166;GO:0003676;GO:0003887;GO:0003677	NA	SSF53098;SSF56672	NA	PS00116	NA	SM00486	PR00106	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-35.23-mRNA-1	NA	IPR001680	NA	NA	NA	mobidb-lite	GO:0005515	NA	SSF50978	NA	NA	NA	SM00320	NA	NA	NA	NA
snap_masked-WWCI01000005.1-processed-gene-18.0-mRNA-1	G3DSA:3.40.390.10	IPR024079	NA	PF02102	cd11008	NA	GO:0008237;GO:0004222;GO:0006508	NA	SSF55486	NA	NA	NA	SM01351	PR00768	NA	NA	NA
maker-WWCI01000002.1-snap-gene-0.8-mRNA-1	NA	IPR036396	NA	NA	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	SSF48264	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-42.20-mRNA-1	G3DSA:1.20.1250.40	IPR010997	NA	PF03874	NA	mobidb-lite	GO:0000166;GO:0003824;GO:0044237;GO:0006352;GO:0030880	NA	SSF47819	NA	NA	NA	SM00657	NA	Coil	NA	NA
maker-WWCI01000006.1-augustus-gene-14.2-mRNA-1	G3DSA:1.25.10.10	IPR011989	NA	PF08146;PF12397	NA	mobidb-lite		Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	SSF48371	NA	NA	NA	SM01036	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-21.31-mRNA-1	NA	IPR016024	NA	PF13324	NA	mobidb-lite	NA	NA	SSF48371	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000006.1-augustus-gene-3.5-mRNA-1	G3DSA:3.50.50.60	IPR036188	NA	PF07992	NA	NA	GO:0016491;GO:0055114	NA	SSF51905	NA	NA	NA	NA	PR00469;PR00368	NA	NA	NA
maker-WWCI01000005.1-augustus-gene-10.45-mRNA-1	G3DSA:3.30.900.10	IPR018731	NA	PF10033	NA	mobidb-lite	GO:0006914;GO:1990316	Reactome: R-HSA-1632852	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000007.1-processed-gene-17.48-mRNA-1	G3DSA:3.40.50.2020	IPR029099	NA	PF13793;PF14572	cd06223	NA	GO:0000287;GO:0004749;GO:0009165;GO:0009116	KEGG: 00030+2.7.6.1|KEGG: 00230+2.7.6.1	SSF53271	TIGR01251	NA	NA	SM01400	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-6.37-mRNA-1	NA	IPR009598	NA	PF06726	NA	NA	NA	NA	NA	NA	NA	NA	SM01396	NA	NA	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-11.17-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-snap-gene-22.25-mRNA-1	G3DSA:3.30.160.60;G3DSA:4.10.240.10	IPR036864	NA	PF12146;PF00172;PF04082;PF00096	cd00067	mobidb-lite	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003676;GO:0003677;GO:0006351	NA	SSF57701;SSF53474;SSF57667	NA	PS00028;PS00463	PS50157;PS50048	SM00355;SM00066	PR00111	Coil	NA	NA
maker-WWCI01000006.1-augustus-gene-4.30-mRNA-1	NA	IPR013087	NA	NA	NA	mobidb-lite	GO:0003676	NA	NA	NA	PS00028	PS50157	SM00355	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-30.52-mRNA-1	G3DSA:3.40.1610.10	IPR027479	NA	PF01968;PF06032;PF05378	NA	NA	GO:0016787	Reactome: R-HSA-174403|Reactome: R-HSA-5578998	SSF160991;SSF53067	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000003.1-snap-gene-33.39-mRNA-1	G3DSA:3.40.50.12470;G3DSA:3.40.50.11610;G3DSA:1.10.287.1150;G3DSA:3.40.50.970	IPR005475	PIRSF000157	PF02779;PF16078;PF16870;PF00676	cd02016	NA	GO:0004591;GO:0006099;GO:0030976;GO:0055114;GO:0016624	KEGG: 00020+1.2.4.2|KEGG: 00310+1.2.4.2|KEGG: 00380+1.2.4.2|MetaCyc: PWY-5084	SSF52518	TIGR00239	NA	NA	SM00861	NA	NA	NA	NA
maker-WWCI01000002.1-augustus-gene-14.51-mRNA-1	G3DSA:1.20.1250.20	IPR010573	NA	PF06609	cd17502	mobidb-lite	GO:0022857;GO:0055085	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-62.10-mRNA-1	G3DSA:1.20.1250.20	IPR020846	NA	PF00083	cd17364	mobidb-lite	GO:0016021;GO:0022857;GO:0055085	NA	SSF103473	NA	NA	PS50850	NA	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-68.18-mRNA-1	G3DSA:2.30.30.100	IPR010920	NA	PF01423	cd01717	mobidb-lite	NA	NA	SSF50182	NA	NA	NA	SM00651	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-22.35-mRNA-1	G3DSA:2.30.30.40	IPR001452	NA	PF14604	NA	mobidb-lite	GO:0005515	NA	SSF50044	NA	NA	PS50002	SM00326	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-37.57-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-1.50-mRNA-1	NA	IPR027417	NA	PF12340;PF12359	NA	mobidb-lite	NA	NA	SSF52540	NA	NA	NA	NA	NA	Coil	NA	NA
snap_masked-WWCI01000002.1-processed-gene-21.46-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-28.0-mRNA-1	NA	IPR011701	NA	PF07690	cd17330	mobidb-lite	GO:0055085	NA	SSF103473	NA	NA	PS50850	NA	NA	NA	NA	NA
snap_masked-WWCI01000006.1-processed-gene-2.45-mRNA-1	NA	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-39.66-mRNA-1	G3DSA:1.25.40.990	IPR033464	NA	PF10075	NA	NA	NA	NA	NA	NA	NA	PS50250	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-10.1-mRNA-1	G3DSA:2.40.10.450	IPR022309	NA	PF01201	cd11380	NA	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	TIGR00307	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-17.40-mRNA-1	G3DSA:3.90.70.80	IPR038765	NA	PF02338	NA	mobidb-lite	NA	NA	SSF54001	NA	NA	PS50802	NA	NA	Coil	NA	NA
snap_masked-WWCI01000002.1-processed-gene-32.41-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000004.1-processed-gene-2.68-mRNA-1	G3DSA:3.90.79.10	IPR000086	NA	PF00293	cd03424	NA	GO:0016787	Reactome: R-HSA-2393930	SSF55811	NA	PS00893	PS51462	NA	PR00502	NA	NA	NA
maker-WWCI01000001.1-snap-gene-48.66-mRNA-1	NA	IPR031359	NA	PF17100;PF17106	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-50.54-mRNA-1	G3DSA:3.40.1010.10;G3DSA:3.30.950.10;G3DSA:3.40.50.720	IPR028162	PIRSF036555	PF14823;PF00590;PF14824;PF13241	cd11642	NA	GO:0008168;GO:0000103;GO:0004851;GO:0019354	KEGG: 00860+4.99.1.4+1.3.1.76|MetaCyc: PWY-5194|MetaCyc: PWY-5196|MetaCyc: PWY-7377	SSF75615;SSF53790;SSF51735	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000003.1-processed-gene-45.80-mRNA-1	G3DSA:3.10.450.50	IPR004235	NA	PF02982	NA	NA	GO:0006582;GO:0030411	NA	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-39.17-mRNA-1	G3DSA:1.50.40.10	IPR018108	NA	PF00153	NA	NA	NA	NA	SSF103506	NA	NA	PS50920	NA	NA	NA	NA	NA
snap_masked-WWCI01000005.1-processed-gene-18.12-mRNA-1	G3DSA:1.20.58.340	IPR002523	NA	PF01544	NA	NA	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	SSF144083	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-48.0-mRNA-1	G3DSA:3.30.200.20;G3DSA:1.10.510.10	IPR017441	PIRSF000615	PF00069	cd06609	mobidb-lite	GO:0005524;GO:0004672;GO:0006468	NA	SSF56112	NA	PS00107	PS50011	SM00220	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-46.71-mRNA-1	NA	IPR011118	NA	PF07519	NA	NA		MetaCyc: PWY-6784	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-24.55-mRNA-1	NA	IPR005225	NA	PF00071	cd00154	NA	GO:0005525;GO:0003924	NA	SSF52540	TIGR00231	NA	PS51419	SM00175;SM00173;SM00174	PR00449	NA	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-1.66-mRNA-1	NA	IPR041622	NA	PF18142	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-30.50-mRNA-1	NA	IPR013094	NA	PF07859	NA	mobidb-lite	GO:0016787	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-4.8-mRNA-1	G3DSA:1.20.120.1630	IPR018083	NA	PF01222	NA	mobidb-lite	GO:0016628;GO:0055114;GO:0016020;GO:0016126	NA	NA	NA	PS01018	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-4.18-mRNA-1	G3DSA:1.10.3330.10	IPR018020	NA	PF09349	NA	NA		KEGG: 00230+4.1.1.97|MetaCyc: PWY-5691|MetaCyc: PWY-7394|MetaCyc: PWY-7849	SSF158694	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000006.1-snap-gene-15.107-mRNA-1	NA	IPR018712	NA	PF09994	NA	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000003.1-augustus-gene-29.2-mRNA-1	G3DSA:1.10.3200.20;G3DSA:3.90.1600.10;G3DSA:1.10.287.690;G3DSA:3.30.70.2820;G3DSA:1.10.132.60;G3DSA:2.40.50.730;G3DSA:3.30.420.10	IPR006172	NA	PF12254;PF00136;PF03104;PF08996	cd05532;cd05776	mobidb-lite	GO:0000166;GO:0003676;GO:0003887;GO:0003677;GO:0006260	Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183|Reactome: R-HSA-69205	SSF53098;SSF56672	TIGR00592	PS00116	NA	SM00486	PR00106	NA	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-8.64-mRNA-1	G3DSA:3.40.50.720	IPR006096	PIRSF000184	PF00208	NA	NA	GO:0006520;GO:0016491;GO:0055114;GO:0004352;GO:0019551	Reactome: R-HSA-2151201|Reactome: R-HSA-8964539	SSF53223;SSF51735	NA	PS00074	NA	SM00839	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-20.91-mRNA-1	NA	IPR029184	NA	PF15460	NA	mobidb-lite	GO:0016573	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
snap_masked-WWCI01000003.1-processed-gene-8.18-mRNA-1	G3DSA:3.20.20.140	IPR032466	NA	PF00962	NA	NA	GO:0019239	Reactome: R-HSA-74217	SSF51556	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-16.97-mRNA-1	G3DSA:3.40.50.150	IPR029063	NA	PF13847;PF08498	cd02440	NA	GO:0008168;GO:0006694	NA	SSF53335	NA	NA	PS51685	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-41.12-mRNA-1	G3DSA:3.20.20.100	IPR036812	NA	PF00248	cd06660	NA		Reactome: R-HSA-1296072	SSF51430	NA	NA	NA	NA	PR01577	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-43.83-mRNA-1	G3DSA:3.20.20.220	IPR004621	NA	PF02219	cd00537	mobidb-lite	GO:0004489;GO:0006555;GO:0055114	KEGG: 00670+1.5.1.20|KEGG: 00720+1.5.1.20|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	SSF51730	TIGR00677	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-46.20-mRNA-1	G3DSA:2.40.50.90;G3DSA:2.30.30.140	IPR035437	PIRSF017179	PF00565;PF00567	cd04508	mobidb-lite	GO:0016442;GO:0031047	Reactome: R-HSA-6802952	SSF50199;SSF63748	NA	NA	PS50830;PS50304	SM00333;SM00318	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-53.16-mRNA-1	G3DSA:2.60.120.260	IPR008979	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	PS51469	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-31.16-mRNA-1	G3DSA:3.30.465.40;G3DSA:3.40.462.20	IPR016166	NA	PF01565	NA	NA	GO:0071949;GO:0016491;GO:0050660;GO:0055114	NA	SSF56176	NA	NA	PS51387	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-28.40-mRNA-1	G3DSA:1.25.40.10	IPR006597	NA	PF08238	NA	mobidb-lite	GO:0005515	NA	SSF81901	NA	NA	NA	SM00671	NA	NA	NA	NA
augustus_masked-WWCI01000001.1-processed-gene-21.55-mRNA-1	G3DSA:3.10.620.30	IPR038765	NA	PF01841	NA	mobidb-lite	NA	NA	SSF54001	NA	NA	NA	NA	NA	Coil	NA	NA
