Gene	MobiDBLite	Phobius	interpro	Pfam	TMHMM	PANTHER	GO	Coils	Gene3D	CDD	PATHWAY	SUPERFAMILY	ProSiteProfiles	SFLD	PRINTS	TIGRFAM	ProSitePatterns	SMART	PIRSF	Hamap	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	ProDom
maker-scaffold87-snap-gene-0.34-mRNA-1	mobidb-lite	NA	IPR025700	PF13434	NA	PTHR42802	NA	NA	G3DSA:3.50.50.60	NA	NA	SSF51905	NA	NA	PR00368	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold300-processed-gene-0.17-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold74-processed-gene-0.205-mRNA-1	NA	NA	IPR035994	NA	NA	PTHR21234:SF16;PTHR21234	GO:0003824;GO:0009116	NA	G3DSA:3.40.50.1580	NA	NA	SSF53167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold79-snap-gene-0.3-mRNA-1	NA	NA	IPR002052	NA	NA	PTHR18895;PTHR18895:SF71	GO:0003676;GO:0008168;GO:0032259	NA	G3DSA:3.40.50.150	NA	NA	SSF53335	NA	NA	NA	NA	PS00092	NA	NA	NA	NA	NA	NA	NA
maker-scaffold11-snap-gene-1.41-mRNA-1	mobidb-lite	NA	IPR004843	PF00149	NA	PTHR11668:SF312;PTHR11668	GO:0016787	Coil	G3DSA:3.60.21.10	cd07416	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	SSF56300	NA	NA	PR00114	NA	PS00125	SM00156	NA	NA	NA	NA	NA	NA
maker-scaffold21-augustus-gene-0.73-mRNA-1	NA	NA	IPR002347	PF13561	NA	PTHR43348	NA	NA	G3DSA:3.40.50.720	NA	NA	SSF51735	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold1-processed-gene-3.88-mRNA-1	NA	NA	IPR002403	PF00067	NA	PTHR24286;PTHR24286:SF0	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	G3DSA:1.10.630.10	NA	NA	SSF48264	NA	NA	PR00465;PR00385	NA	PS00086	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold2-processed-gene-3.8-mRNA-1	NA	NA	IPR036188	PF00890	NA	PTHR43260	GO:0016627;GO:0055114	NA	G3DSA:3.90.700.10;G3DSA:3.50.50.60	NA	Reactome: R-HSA-611105|Reactome: R-HSA-71403	SSF51905	NA	NA	NA	NA	NA	NA	PIRSF036654	NA	NA	NA	NA	NA
maker-scaffold24-snap-gene-0.305-mRNA-1	NA	NA	IPR003819	PF02668	NA	PTHR10696:SF15;PTHR10696	GO:0016491;GO:0055114	NA	G3DSA:3.60.130.10	NA	Reactome: R-HSA-71262	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold22-snap-gene-0.420-mRNA-1	NA	NA	IPR035903	PF01521	NA	PTHR43011		NA	G3DSA:2.60.300.12	NA	Reactome: R-HSA-1362409	SSF89360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold43-snap-gene-0.280-mRNA-1	mobidb-lite	NA	IPR019364	PF10232	NA	PTHR13074	GO:0003712;GO:0006357;GO:0016592	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD114219
maker-scaffold88-augustus-gene-0.16-mRNA-1	mobidb-lite	NA	IPR037171	PF01008	NA	PTHR10233:SF9;PTHR10233	GO:0044237	Coil	G3DSA:3.40.50.10470	NA	KEGG: 00270+5.3.1.23|MetaCyc: PWY-4361|MetaCyc: PWY-7174	SSF100950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold17-processed-gene-0.8-mRNA-1	NA	NA	IPR036249	PF08534	NA	PTHR10430;PTHR10430:SF28	GO:0016491	NA	G3DSA:3.40.30.10	cd03013	KEGG: 00480+1.11.1.15|Reactome: R-HSA-3299685|Reactome: R-HSA-5628897	SSF52833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-snap-gene-2.55-mRNA-1	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold217-augustus-gene-0.13-mRNA-1	NA	NA	IPR023333	PF00227	NA	PTHR11599;PTHR11599:SF62	GO:0004298;GO:0019774;GO:0043161;GO:0004175;GO:0005839;GO:0051603	NA	G3DSA:3.60.20.10	cd03759	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	SSF56235	PS51476	NA	NA	NA	PS00854	NA	NA	NA	NA	NA	NA	NA
maker-scaffold135-augustus-gene-0.10-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold75-processed-gene-0.73-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold59-augustus-gene-0.21-mRNA-1	mobidb-lite	NA	IPR020795	PF07034;PF18137	NA	PTHR12748	GO:0003677;GO:0005664;GO:0006260	Coil	NA	NA	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold212-snap-gene-0.17-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	IPR010816	PF07217	NA	PTHR14905;PTHR14905:SF11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold118-augustus-gene-0.166-mRNA-1	NA	NA	IPR003018	PF13185	NA	PTHR21021:SF15;PTHR21021	GO:0005515	NA	NA	NA	NA	SSF55781	NA	NA	NA	NA	PS01320	NA	NA	NA	NA	NA	NA	NA
maker-scaffold221-augustus-gene-0.13-mRNA-1	mobidb-lite	NA	IPR021858	PF11951	NA	PTHR37540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold92-snap-gene-0.77-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR014807	PF08695	NA	PTHR28523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold132-snap-gene-0.164-mRNA-1	NA	NA	IPR016654	PF01423	NA	PTHR13829	GO:0006397	NA	G3DSA:2.30.30.100	cd01725	Reactome: R-HSA-430039|Reactome: R-HSA-72163|Reactome: R-HSA-72165	SSF50182	NA	NA	NA	NA	NA	SM00651	PIRSF016394	NA	NA	NA	NA	NA
maker-scaffold94-snap-gene-0.14-mRNA-1	NA	NA	IPR000644	NA	NA	PTHR42115	NA	NA	G3DSA:3.10.580.10	cd02205	NA	SSF54631	PS51371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold163-snap-gene-0.110-mRNA-1	mobidb-lite	NA	IPR038427	PF06179	NA	NA	GO:0003712;GO:0006357;GO:0016592	NA	G3DSA:1.20.58.1600	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold336-processed-gene-0.1-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold210-processed-gene-0.49-mRNA-1	NA	NA	IPR001339	PF01331;PF03919	NA	PTHR10367:SF0;PTHR10367	GO:0004484;GO:0006370;GO:0031533	NA	G3DSA:3.30.470.30;G3DSA:2.40.50.140	cd07895	MetaCyc: PWY-7375|Reactome: R-HSA-167160|Reactome: R-HSA-72086|Reactome: R-HSA-77075	SSF56091;SSF50249	NA	NA	NA	NA	NA	NA	PIRSF036959	NA	NA	NA	NA	NA
augustus_masked-scaffold127-processed-gene-0.10-mRNA-1	NA	NA	IPR016181	NA	NA	PTHR43617	NA	NA	G3DSA:3.40.630.30	NA	NA	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold40-augustus-gene-0.237-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	IPR023398	PF01652	NA	PTHR11960;PTHR11960:SF6	GO:0003723;GO:0003743;GO:0005737;GO:0006413	NA	G3DSA:3.30.760.10	NA	NA	SSF55418	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
snap_masked-scaffold12-processed-gene-0.159-mRNA-1	mobidb-lite	NA	IPR003604	PF12171	NA	PTHR20863:SF2;PTHR20863	GO:0003676;GO:0008270	NA	G3DSA:3.30.160.60	NA	NA	SSF57667	NA	NA	NA	NA	PS00028	SM00451	NA	NA	NA	NA	NA	NA
snap_masked-scaffold67-processed-gene-0.63-mRNA-1	mobidb-lite	NA	IPR005493	PF03737	NA	PTHR33254	NA	NA	G3DSA:3.50.30.100	NA	NA	SSF89562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold226-processed-gene-0.10-mRNA-1	NA	NA	IPR001269	NA	NA	PTHR11082:SF31;PTHR11082	GO:0008033;GO:0017150;GO:0050660;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold218-snap-gene-0.1-mRNA-1	NA	NA	IPR001806	PF00071	NA	PTHR24072;PTHR24072:SF129	GO:0003924;GO:0005525;GO:0005622;GO:0007264	NA	G3DSA:3.40.50.300	cd01874	Reactome: R-HSA-194840	SSF52540	PS51420	NA	PR00449	TIGR00231	NA	SM00174;SM00175;SM00173	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold292-processed-gene-0.20-mRNA-1	mobidb-lite	NA	IPR006973	PF04889	NA	PTHR12718	GO:0000398;GO:0005681	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold62-snap-gene-0.14-mRNA-1	mobidb-lite	NA	IPR032675	NA	NA	NA	NA	NA	G3DSA:3.80.10.10	NA	NA	SSF52047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold151-snap-gene-0.176-mRNA-1	NA	NA	IPR029510	PF00171	TMhelix	PTHR11699:SF65;PTHR11699	GO:0016491;GO:0055114;GO:0016620	NA	G3DSA:3.40.309.10;G3DSA:3.40.605.10	cd07102	NA	SSF53720	NA	NA	NA	NA	PS00687	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold40-processed-gene-0.258-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR43085;PTHR43085:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold117-augustus-gene-0.121-mRNA-1	NA	NA	IPR035269	PF18265;PF17820	NA	PTHR12651	GO:0070682;GO:0005515	NA	G3DSA:2.30.42.10	cd00136	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	SSF50156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold23-processed-gene-0.359-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold143-augustus-gene-0.127-mRNA-1	mobidb-lite	NA	IPR017107	PF02883;PF01602	NA	PTHR22780;PTHR22780:SF5	GO:0005794;GO:0016192;GO:0030121;GO:0006886;GO:0030117	NA	G3DSA:2.60.40.1230;G3DSA:1.25.10.10	NA	Reactome: R-HSA-432720	SSF49348;SSF48371	PS50180	NA	NA	NA	NA	SM00809	PIRSF037094	NA	NA	NA	NA	NA
maker-scaffold10-snap-gene-0.248-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold2-processed-gene-3.15-mRNA-1	NA	NA	IPR016040	PF13460	NA	PTHR14097:SF8;PTHR14097	NA	NA	G3DSA:3.40.50.720	NA	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold58-processed-gene-0.14-mRNA-1	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR011332	NA	TMhelix	PTHR15238;PTHR15238:SF1	GO:0006412	NA	G3DSA:2.20.28.120	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	SSF57829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold377-processed-gene-0.1-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold44-processed-gene-0.13-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold33-snap-gene-0.147-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold171-processed-gene-0.14-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR013083	PF13639	TMhelix	PTHR14155;PTHR14155:SF266	GO:0008270	NA	G3DSA:3.30.40.10	cd16454	MetaCyc: PWY-7511	SSF57850	PS50089	NA	NA	NA	NA	SM00184;SM00744	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold218-processed-gene-0.111-mRNA-1	NA	NA	IPR008709	PF05536	NA	PTHR13109	NA	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold165-processed-gene-0.38-mRNA-1	mobidb-lite	NA	IPR036305	NA	NA	NA	NA	NA	G3DSA:1.20.58.1850	cd07440	NA	SSF48097	PS50132	NA	NA	NA	NA	SM00315	NA	NA	NA	NA	NA	NA
snap_masked-scaffold21-processed-gene-0.26-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold309-snap-gene-0.0-mRNA-1	NA	NA	IPR036291	PF00107;PF16884	NA	PTHR43205:SF7;PTHR43205	GO:0016491;GO:0055114	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	cd05288	NA	SSF51735;SSF50129	NA	NA	NA	NA	NA	SM00829	NA	NA	NA	NA	NA	NA
maker-scaffold185-augustus-gene-0.0-mRNA-1	mobidb-lite	NA	IPR000571	NA	NA	PTHR37543	GO:0046872	Coil	G3DSA:4.10.1000.10	NA	NA	NA	PS50103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold39-processed-gene-0.261-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold81-protein2genome-gene-0.31-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold47-processed-gene-0.108-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold291-processed-gene-0.4-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR005786	PF01063	NA	PTHR11825;PTHR11825:SF69	GO:0004084;GO:0009081;GO:0003824	NA	G3DSA:3.20.10.10;G3DSA:3.30.470.10	cd01557	KEGG: 00270+2.6.1.42|KEGG: 00280+2.6.1.42|KEGG: 00290+2.6.1.42|KEGG: 00770+2.6.1.42|KEGG: 00966+2.6.1.42|MetaCyc: PWY-5057|MetaCyc: PWY-5076|MetaCyc: PWY-5078|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-5108|MetaCyc: PWY-7767|Reactome: R-HSA-70895	SSF56752	NA	NA	NA	NA	PS00770	NA	PIRSF006468	NA	NA	NA	NA	NA
augustus_masked-scaffold37-processed-gene-0.276-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold18-augustus-gene-0.10-mRNA-1	NA	NA	IPR029062	PF00117	NA	PTHR42695	NA	NA	G3DSA:3.40.50.880	cd01741	NA	SSF52317	PS51273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold3-processed-gene-2.328-mRNA-1	NA	NA	IPR036928	PF01425	NA	PTHR42678;PTHR42678:SF4		NA	G3DSA:3.90.1300.10	NA	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	SSF75304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold289-processed-gene-0.4-mRNA-1	mobidb-lite	NA	IPR007175	PF04032	NA	PTHR14742;PTHR14742:SF0		NA	G3DSA:2.20.25.200	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold98-augustus-gene-0.139-mRNA-1	mobidb-lite	NA	IPR007187	PF03177;PF08801	NA	PTHR13405	GO:0005515;GO:0017056	Coil	G3DSA:2.130.10.10	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	SSF117289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold308-snap-gene-0.10-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold118-snap-gene-0.31-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR42664:SF1;PTHR42664	NA	NA	NA	cd12261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold160-processed-gene-0.79-mRNA-1	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	IPR011050	PF12708	NA	PTHR31375:SF6;PTHR31375	NA	NA	G3DSA:2.160.20.10	NA	NA	SSF51126	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
augustus_masked-scaffold119-processed-gene-0.54-mRNA-1	NA	NA	IPR023210	PF00248	NA	PTHR43364;PTHR43364:SF2	NA	NA	G3DSA:3.20.20.100	cd06660	NA	SSF51430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold5-processed-gene-1.203-mRNA-1	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	IPR036188	PF01494	NA	PTHR13789	GO:0071949	NA	G3DSA:3.50.50.60	NA	NA	SSF51905	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold18-protein2genome-gene-0.233-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold124-processed-gene-0.0-mRNA-1	mobidb-lite	NA	IPR010422	PF06244	NA	PTHR21680	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold137-snap-gene-0.10-mRNA-1	NA	NA	IPR019775	PF00400	NA	PTHR19842:SF0;PTHR19842	GO:0005515;GO:0031929;GO:0031931;GO:0031932;GO:0032008	NA	G3DSA:2.130.10.10	cd00200	Reactome: R-HSA-1257604|Reactome: R-HSA-1632852|Reactome: R-HSA-165159|Reactome: R-HSA-166208|Reactome: R-HSA-3371571|Reactome: R-HSA-380972|Reactome: R-HSA-389357|Reactome: R-HSA-5218920|Reactome: R-HSA-5628897|Reactome: R-HSA-5674400|Reactome: R-HSA-6804757|Reactome: R-HSA-8943724	SSF50978	PS50294;PS50082	NA	PR00320	NA	PS00678	SM00320	NA	NA	NA	NA	NA	NA
maker-scaffold5-protein2genome-gene-2.97-mRNA-1	NA	NA	IPR036388	PF13551	NA	NA	NA	NA	G3DSA:1.10.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold163-augustus-gene-0.99-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold43-processed-gene-0.251-mRNA-1	mobidb-lite	NA	IPR000717	NA	NA	PTHR15350:SF5;PTHR15350	NA	NA	G3DSA:1.25.40.570	NA	NA	NA	PS50250	NA	NA	NA	NA	SM00088;SM00753	NA	NA	NA	NA	NA	NA
snap_masked-scaffold253-processed-gene-0.106-mRNA-1	mobidb-lite	NA	IPR005024	PF03357	NA	PTHR10476:SF2;PTHR10476	GO:0007034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
