Gene	interpro	SUPERFAMILY	PANTHER	Gene3D	ProSiteProfiles	GO	SFLD	CDD	Pfam	ProSitePatterns	PATHWAY	SignalP_GRAM_POSITIVE	TIGRFAM	Coils	MobiDBLite	SMART	Phobius	TMHMM	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_EUK	PRINTS	Hamap	ProDom
maker-RZGP01000004.1-snap-gene-13.16-mRNA-1	IPR003661	SSF55874;SSF52172;SSF47384;SSF55781	PTHR43719;PTHR43719:SF11	G3DSA:3.40.50.2300;G3DSA:1.10.287.130;G3DSA:3.30.450.40;G3DSA:3.30.565.10	PS50110;PS50109	GO:0000155;GO:0007165;GO:0000160;GO:0016310;GO:0016772	NA	cd00156;cd00075;cd00082	PF02518;PF00512;PF00072	NA	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	NA	NA	mobidb-lite	SM00388;SM00387;SM00448	NA	NA	NA	NA	NA	PR00344	NA	NA
snap_masked-RZGP01000005.1-processed-gene-19.31-mRNA-1	IPR029063	SSF53335	PTHR13393	G3DSA:3.40.50.150	NA	GO:0008168	NA	NA	PF05971	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000006.1-snap-gene-48.4-mRNA-1	IPR002076	NA	PTHR11157:SF38;PTHR11157	NA	NA	GO:0016021	NA	NA	PF01151	NA	KEGG: 00062+2.3.1.199|MetaCyc: PWY-5080|MetaCyc: PWY-5972|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-7036|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|Reactome: R-HSA-75876	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
maker-RZGP01000007.1-snap-gene-50.23-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-RZGP01000001.1-processed-gene-11.5-mRNA-1	IPR008978	SSF49764	PTHR43670:SF5;PTHR43670	NA	PS01031	NA	NA	cd06464	PF00011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000006.1-processed-gene-17.21-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-3.102-mRNA-1	IPR013785	SSF51395	PTHR22893	G3DSA:3.20.20.70	NA	GO:0003824;GO:0010181;GO:0016491;GO:0055114	NA	cd02933	PF00724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-RZGP01000007.1-processed-gene-39.33-mRNA-1	IPR012349	SSF50475	PTHR37273	G3DSA:2.30.110.10	NA	GO:0048037	NA	NA	PF13883	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	SignalP-noTM	NA	NA	NA	NA
snap_masked-RZGP01000004.1-processed-gene-18.18-mRNA-1	IPR029058	SSF53474	PTHR17630:SF54;PTHR17630	G3DSA:1.10.10.800;G3DSA:3.40.50.1820	NA	NA	NA	NA	PF12697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-61.17-mRNA-1	IPR000235	SSF47973	PTHR11205;PTHR11205:SF19	G3DSA:1.10.455.10	NA	GO:0006412	NA	cd14868	PF00177	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000004.1-snap-gene-13.25-mRNA-1	IPR008162	SSF50324	PTHR10286;PTHR10286:SF3	G3DSA:3.90.80.10	NA	GO:0000287;GO:0004427;GO:0005737;GO:0006796	NA	NA	PF00719	PS00387	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-71737	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
snap_masked-RZGP01000006.1-processed-gene-11.132-mRNA-1	IPR017946	SSF51695	PTHR13593:SF74;PTHR13593	G3DSA:3.20.20.190	NA	GO:0006629;GO:0008081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-RZGP01000008.1-processed-gene-43.106-mRNA-1	IPR001222	SSF57783	PTHR11239:SF12;PTHR11239	G3DSA:2.20.25.10	PS51133	GO:0003676;GO:0006351;GO:0008270;GO:0042779	NA	cd10509	PF01096	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	NA	NA	SM00440;SM00661	NA	NA	PIRSF005586	NA	NA	NA	NA	NA
maker-RZGP01000008.1-snap-gene-39.162-mRNA-1	IPR000089	SSF47005;SSF51230;SSF52777	PTHR43178;PTHR43178:SF5	G3DSA:2.40.50.100;G3DSA:4.10.320.10;G3DSA:3.30.559.10	PS51826;PS50968	GO:0016746	NA	cd06849	PF00364;PF02817;PF00198	PS00189	Reactome: R-HSA-389661	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000008.1-processed-gene-22.17-mRNA-1	IPR015943	SSF69322	PTHR16220	G3DSA:2.130.10.10	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000006.1-snap-gene-34.59-mRNA-1	IPR040062	SSF103506	PTHR24089;PTHR24089:SF653	G3DSA:1.50.40.10	PS50920	GO:0022857;GO:0055085	NA	NA	PF00153	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PR00926	NA	NA
snap_masked-RZGP01000002.1-processed-gene-54.8-mRNA-1	IPR023210	SSF51430	PTHR42686	G3DSA:3.20.20.100	NA	NA	NA	cd06660	PF00248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000006.1-processed-gene-15.4-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	mobidb-lite	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE	TMhelix	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-RZGP01000002.1-snap-gene-67.97-mRNA-1	IPR001330	SSF48239	PTHR11774:SF6;PTHR11774	G3DSA:1.50.10.20	NA	GO:0003824;GO:0005965;GO:0018343	NA	NA	PF00432	NA	KEGG: 00900+2.5.1.58|Reactome: R-HSA-2514859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-20.48-mRNA-1	IPR017972	SSF48264	PTHR24279:SF52;PTHR24279	G3DSA:1.10.630.10	NA	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	NA	PF00067	PS00086	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	PR00463	NA	NA
maker-RZGP01000008.1-snap-gene-27.118-mRNA-1	IPR001138	NA	PTHR31313	G3DSA:4.10.240.10	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	cd12148;cd00067	PF00172;PF04082	NA	NA	NA	NA	Coil	mobidb-lite	SM00906	NA	NA	NA	NA	NA	NA	NA	PD016347
maker-RZGP01000001.1-snap-gene-4.190-mRNA-1	IPR029044	SSF53448	PTHR31121;PTHR31121:SF2	G3DSA:3.90.550.10	NA	GO:0000030;GO:0006486;GO:0016020	NA	NA	PF01793	NA	NA	NA	NA	NA	mobidb-lite	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	PIRSF018153	NA	NA	NA	NA	NA
maker-RZGP01000002.1-augustus-gene-49.200-mRNA-1	IPR035256	SSF52540	PTHR23073;PTHR23073:SF8	G3DSA:1.10.8.60;G3DSA:3.40.50.300;G3DSA:2.40.50.140	NA	GO:0036402;GO:0005524;GO:0005737;GO:0016787;GO:0030163	NA	cd00009	PF00004;PF16450	PS00674	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	TIGR01242	Coil	NA	SM00382	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-6.91-mRNA-1	IPR029068	SSF54593	PTHR35006:SF2;PTHR35006	G3DSA:3.10.180.10	NA	NA	NA	cd07262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000003.1-processed-gene-15.25-mRNA-1	IPR022234	NA	PTHR37450	NA	NA	NA	NA	NA	PF12585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000006.1-processed-gene-39.77-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000008.1-snap-gene-44.14-mRNA-1	IPR029063	SSF53335	PTHR43591;PTHR43591:SF12	G3DSA:3.40.50.150	NA	NA	NA	cd02440	PF13489	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-47.6-mRNA-1	IPR029703	SSF56672;SSF53098	PTHR10670	G3DSA:1.10.132.60;G3DSA:3.30.420.10	NA	GO:0003677;GO:0003887;GO:0006260;GO:0006281;GO:0008622;GO:0000166;GO:0003676;GO:0005634;GO:0008270	NA	cd05779;cd05535	PF00136;PF03104;PF08490	NA	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7|Reactome: R-HSA-110314|Reactome: R-HSA-174430|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-68952|Reactome: R-HSA-68962	NA	NA	Coil	mobidb-lite	SM00486;SM01159	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-3.182-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	TMhelix	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-RZGP01000002.1-augustus-gene-17.0-mRNA-1	IPR029063	SSF53335	PTHR32183:SF6;PTHR32183	G3DSA:3.40.50.150	PS51585	GO:0008757	NA	cd02440	PF05724	NA	KEGG: 00983+2.1.1.67|Reactome: R-HSA-156581|Reactome: R-HSA-5578995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-57.59-mRNA-1	IPR008551	NA	PTHR17985;PTHR17985:SF8	NA	NA	NA	NA	NA	PF05742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-augustus-gene-59.2-mRNA-1	IPR000504	SSF54928	PTHR32343;PTHR32343:SF10	G3DSA:3.30.70.330	PS50102	GO:0003676	NA	NA	PF00076	NA	NA	NA	NA	NA	mobidb-lite	SM00360	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000005.1-exonerate_protein2genome-gene-37.77-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000003.1-processed-gene-24.35-mRNA-1	IPR036603	SSF55257	PTHR13946:SF16;PTHR13946	G3DSA:3.30.1360.10	NA	GO:0006351;GO:0046983;GO:0001055;GO:0005665;GO:0006366;GO:0003677;GO:0003899	NA	cd06926	PF13656	PS01154	KEGG: 00230+2.7.7.6|KEGG: 00240+2.7.7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-RZGP01000005.1-processed-gene-14.22-mRNA-1	IPR000210	SSF54695	PTHR26379:SF222;PTHR26379	NA	PS50097	GO:0005515	NA	NA	PF00651	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-augustus-gene-55.1-mRNA-1	NA	NA	PTHR40620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-augustus-gene-56.4-mRNA-1	IPR029057	SSF53271	PTHR42946:SF4;PTHR42946	G3DSA:3.40.50.2020	NA	GO:0009116	NA	cd06223	PF00156	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-8.182-mRNA-1	IPR000352	SSF75620	PTHR43804;PTHR43804:SF7	G3DSA:3.30.160.20;G3DSA:3.30.70.1660	NA	GO:0003747;GO:0006415	NA	NA	PF00472;PF03462	PS00745	NA	NA	NA	Coil	NA	SM00937	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-13.159-mRNA-1	IPR013087	SSF57667	PTHR12786;PTHR12786:SF2	G3DSA:3.30.160.60	PS50171	GO:0003676;GO:0008270;GO:0005634;GO:0000398;GO:0003723;GO:0005681	NA	NA	PF16837;PF11931;PF12108;PF12171	PS00028	Reactome: R-HSA-72163	NA	NA	NA	mobidb-lite	SM00451	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000008.1-snap-gene-40.42-mRNA-1	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-10.140-mRNA-1	IPR036389	NA	PTHR28160	G3DSA:1.10.1520.10	NA	GO:0004525;GO:0006396;GO:0003735;GO:0005762;GO:0032543	NA	NA	PF14622	NA	Reactome: R-HSA-203927	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000004.1-snap-gene-13.20-mRNA-1	IPR016181	SSF55729	PTHR31438	G3DSA:3.40.630.30	NA	NA	NA	NA	PF13523	NA	NA	NA	NA	NA	mobidb-lite	SM01006	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000003.1-processed-gene-44.137-mRNA-1	IPR011993	SSF50729	PTHR16290:SF0;PTHR16290	G3DSA:2.30.29.30	NA	GO:0000290;GO:0008047;GO:0043085	NA	cd13182	PF06058	NA	Reactome: R-HSA-430039	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-74.44-mRNA-1	IPR000375	SSF52540	PTHR11566:SF82;PTHR11566	G3DSA:3.40.50.300	PS51718;PS51388	GO:0005525;GO:0003924	NA	cd08771	PF01031;PF00350	NA	NA	NA	NA	NA	mobidb-lite	SM00053	NA	NA	NA	NA	NA	PR00195	NA	NA
maker-RZGP01000005.1-snap-gene-8.119-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000007.1-processed-gene-48.23-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000007.1-processed-gene-35.119-mRNA-1	IPR002893	SSF144232	NA	G3DSA:3.30.60.180	PS50865	NA	NA	NA	PF01753	PS01360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-66.123-mRNA-1	IPR000073	SSF53474	PTHR11614:SF113;PTHR11614	NA	NA	NA	NA	NA	PF12697	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-2.84-mRNA-1	IPR000172	SSF51905;SSF54373	PTHR11552:SF197;PTHR11552	G3DSA:3.30.560.10;G3DSA:3.50.50.60	NA	GO:0016614;GO:0050660;GO:0055114	NA	NA	PF05199;PF00732	PS00624	Reactome: R-HSA-6798163	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	PIRSF000137	NA	SignalP-noTM	NA	NA	NA
snap_masked-RZGP01000005.1-processed-gene-25.13-mRNA-1	IPR036397	SSF53098	PTHR28083	G3DSA:3.30.420.10	NA	GO:0003676	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000004.1-snap-gene-14.89-mRNA-1	IPR036396	SSF48264	PTHR24305;PTHR24305:SF77	G3DSA:1.10.630.10	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	PF00067	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	PR00385;PR00463	NA	NA
snap_masked-RZGP01000007.1-processed-gene-38.112-mRNA-1	IPR027417	SSF52540	PTHR43788	G3DSA:3.40.50.300	NA	NA	NA	NA	PF13087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-37.12-mRNA-1	IPR036291	SSF51735	PTHR42748:SF7;PTHR42748	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA		NA	cd05251	PF05368	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000004.1-snap-gene-7.123-mRNA-1	IPR020915	NA	PTHR37315	G3DSA:2.40.160.20	NA	NA	NA	NA	PF11578	NA	NA	SignalP-TM	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	SignalP-noTM	SignalP-noTM	NA	MF_00775	NA
maker-RZGP01000008.1-augustus-gene-23.137-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000005.1-processed-gene-17.90-mRNA-1	IPR010730	NA	PTHR33112;PTHR33112:SF1	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000003.1-processed-gene-7.31-mRNA-1	IPR036291	SSF51735	PTHR14194;PTHR14194:SF87	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA		NA	cd05259	PF05368	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000008.1-snap-gene-22.1-mRNA-1	IPR007197	SSF55040;SSF102114	PTHR22960:SF0;PTHR22960	G3DSA:3.30.70.640	NA	GO:0003824;GO:0051536;GO:0006777;GO:0019008;GO:0051539	NA	cd01335;cd01420	PF04055;PF01967;PF06463	NA	KEGG: 00790+4.6.1.17|MetaCyc: PWY-6823|Reactome: R-HSA-947581	NA	TIGR00581	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_01224_B	NA
snap_masked-RZGP01000008.1-processed-gene-8.15-mRNA-1	IPR028458	SSF55753	PTHR13759;PTHR13759:SF1	G3DSA:3.40.20.10	PS51263	GO:0003779;GO:0030837;GO:0005622	NA	cd11285;cd11284	PF00241	NA	NA	NA	NA	NA	mobidb-lite	SM00102	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000008.1-snap-gene-13.171-mRNA-1	IPR007219	NA	PTHR31944	G3DSA:4.10.240.10	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	cd00067;cd12148	PF04082	NA	NA	NA	NA	NA	mobidb-lite	SM00906	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000004.1-exonerate_protein2genome-gene-16.55-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-RZGP01000008.1-snap-gene-28.178-mRNA-1	IPR036317	SSF75632;SSF74788;SSF46785	PTHR11932:SF126;PTHR11932	G3DSA:1.20.1310.10;G3DSA:1.10.10.10;G3DSA:1.10.10.2620	PS50069	GO:0006511;GO:0031625	NA	NA	PF10557;PF00888	NA	Reactome: R-HSA-8951664	NA	NA	NA	mobidb-lite	SM00884;SM00182	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000008.1-processed-gene-26.159-mRNA-1	IPR017082	NA	PTHR12810	NA	NA	GO:0005763;GO:0032543	NA	NA	PF10236	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	SignalP-TM	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	PIRSF036996	NA	NA	NA	NA	NA
maker-RZGP01000008.1-snap-gene-44.17-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-24.164-mRNA-1	IPR001382	SSF48225	PTHR11742:SF47;PTHR11742	G3DSA:1.50.10.10	NA	GO:0004571;GO:0005509;GO:0016020;GO:0003824	NA	NA	PF01532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00747	NA	NA
snap_masked-RZGP01000008.1-processed-gene-23.187-mRNA-1	IPR006816	SSF48371	PTHR12771;PTHR12771:SF3	G3DSA:2.30.29.30;G3DSA:1.10.8.920;G3DSA:1.25.10.10	PS51335	NA	NA	NA	PF04727;PF16457;PF11841	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000007.1-processed-gene-24.39-mRNA-1	IPR036864	SSF57701	PTHR45582	G3DSA:4.10.240.10	PS50048	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	cd12148;cd00067	PF00172;PF04082	NA	NA	NA	NA	NA	mobidb-lite	SM00906;SM00066	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
augustus_masked-RZGP01000006.1-processed-gene-14.2-mRNA-1	IPR000277	SSF53383	PTHR11808:SF15;PTHR11808	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	GO:0030170;GO:0003824	NA	cd00614	PF01053	NA	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	NA	NA	NA	mobidb-lite	NA	NA	NA	PIRSF001434	NA	NA	NA	NA	NA
augustus_masked-RZGP01000006.1-processed-gene-41.8-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-53.151-mRNA-1	IPR002640	SSF63829	PTHR11799:SF2;PTHR11799	G3DSA:2.120.10.30	NA	GO:0004064	NA	NA	PF01731	NA	KEGG: 00363+3.1.1.2|Reactome: R-HSA-2142688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
