Gene	interpro	SMART	CDD	SUPERFAMILY	Pfam	GO	ProSiteProfiles	MobiDBLite	Coils	PANTHER	ProSitePatterns	Gene3D	PATHWAY	TIGRFAM	PRINTS	TMHMM	Phobius	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD	Hamap	ProDom
KOS19058.1	IPR004843	NA	cd07383	SSF56300	PF00149	GO:0016787	NA	NA	NA	PTHR32440;PTHR32440:SF11	NA	G3DSA:3.60.21.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20732.1	IPR011576	NA	NA	SSF50475	PF01243	GO:0048037	NA	mobidb-lite	NA	PTHR28040	NA	G3DSA:2.30.110.10	KEGG: 00750+1.4.3.5|MetaCyc: PWY-7204|MetaCyc: PWY-7282|Reactome: R-HSA-964975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19436.1	IPR036397	NA	NA	SSF53098	NA	GO:0003676	NA	NA	NA	PTHR28083	NA	G3DSA:3.30.420.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20425.1	IPR005485	NA	cd00432	SSF53137	PF14204;PF17144	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0008097	NA	NA	NA	PTHR23410	NA	G3DSA:3.30.420.550	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PR00058	NA	NA	NA	NA	NA	NA	NA	MF_01337_A	NA
KOS17688.1	IPR029063	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20995.1	IPR035979	NA	cd00590	SSF54928	NA	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21925.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR39463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22985.1	IPR007590	NA	NA	NA	PF04502	NA	NA	mobidb-lite	NA	PTHR12111;PTHR12111:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23324.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16922.1	IPR008757	NA	NA	NA	NA	GO:0006508;GO:0008233	NA	NA	NA	NA	NA	NA	NA	TIGR03296	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA
KOS20106.1	IPR000898	NA	NA	SSF140959	PF01231	GO:0020037;GO:0019441;GO:0046872	NA	mobidb-lite	NA	PTHR28657:SF10;PTHR28657	PS00876	G3DSA:1.20.58.480	Reactome: R-HSA-71240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17664.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22819.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR38117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22082.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19911.1	IPR031850	NA	NA	NA	PF16797		NA	mobidb-lite	NA	NA	NA	G3DSA:3.30.310.220	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22430.1	IPR022214	NA	NA	NA	PF12554	GO:0008274;GO:0033566	NA	NA	NA	PTHR28520:SF2;PTHR28520	NA	NA	Reactome: R-HSA-380270|Reactome: R-HSA-380320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20098.1	IPR029058	NA	NA	SSF53474	PF01738	GO:0016787	NA	mobidb-lite	NA	PTHR17630;PTHR17630:SF34	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19266.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22028.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR39336:SF1;PTHR39336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21452.1	IPR002671	NA	NA	NA	PF01776	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	PTHR10064:SF0;PTHR10064	NA	G3DSA:3.30.1360.210	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22447.1	IPR011009	NA	NA	SSF56112	PF01636	NA	NA	NA	NA	PTHR21310:SF8;PTHR21310	NA	G3DSA:3.90.1200.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18780.1	IPR007219	NA	cd12148	NA	PF04082	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	mobidb-lite	NA	PTHR31313:SF4;PTHR31313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19167.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20209.1	IPR000571	NA	NA	NA	NA	GO:0046872	PS50103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19488.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR34724;PTHR34724:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16855.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20115.1	IPR021822	NA	NA	NA	PF11885	NA	NA	mobidb-lite	NA	PTHR36205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22466.1	IPR029063	NA	cd02440	SSF53335	PF01135	GO:0004719;GO:0006464	NA	NA	NA	PTHR11579:SF0;PTHR11579	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23320.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
KOS22732.1	IPR004827	NA	cd14688	SSF57959	NA	GO:0003700;GO:0006355	NA	mobidb-lite	Coil	PTHR39607:SF1;PTHR39607	PS00036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17609.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22759.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21831.1	IPR019328	NA	NA	NA	PF10181	GO:0017176	NA	NA	NA	PTHR15231;PTHR15231:SF1	NA	NA	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	NA	NA	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS19590.1	IPR025941	NA	NA	NA	PF12816	NA	NA	NA	NA	PTHR12616:SF8;PTHR12616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18565.1	IPR021858	NA	NA	NA	PF11951	NA	NA	mobidb-lite	NA	PTHR38791;PTHR38791:SF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18183.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20372.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	PTHR31263:SF21;PTHR31263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21745.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17850.1	IPR036380	NA	NA	SSF52499	PF00857	GO:0003824	NA	NA	NA	PTHR14119	NA	G3DSA:3.40.50.850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22595.1	IPR036322	NA	NA	SSF50978	NA	GO:0005515	NA	mobidb-lite	NA	NA	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17092.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR39606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19319.1	IPR029032	NA	NA	SSF69118	NA		NA	NA	NA	PTHR28180	NA	G3DSA:1.20.1290.10	Reactome: R-HSA-5628897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21598.1	IPR035935	SM01395	NA	SSF142897	PF06331	GO:0000439;GO:0006289;GO:0006355	NA	NA	NA	PTHR28580	NA	G3DSA:3.30.70.1220	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20067.1	IPR004147	NA	cd13971	SSF56112	PF03109	NA	NA	mobidb-lite	NA	PTHR10566;PTHR10566:SF76	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
KOS17134.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	PTHR42089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20624.1	IPR011042	NA	NA	SSF63829	NA	NA	NA	NA	NA	PTHR42060	NA	G3DSA:2.120.10.30	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA
KOS18299.1	IPR019417	NA	NA	SSF50978	PF10313	GO:0005515	NA	mobidb-lite	NA	NA	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19950.1	IPR011008	NA	NA	SSF54909	PF07110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16689.1	IPR014839	NA	NA	NA	PF08728	GO:0006357	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17386.1	IPR021773	NA	NA	NA	PF11817		NA	NA	NA	PTHR14374	NA	NA	Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18149.1	IPR015034	NA	NA	SSF55418	PF08939	NA	NA	NA	NA	PTHR31977	NA	G3DSA:3.30.760.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20058.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16632.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR38695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18323.1	IPR032717	NA	NA	SSF144232	PF13824	NA	NA	NA	NA	PTHR28069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19799.1	IPR001509	NA	NA	SSF51735	PF01370	GO:0003824;GO:0050662	NA	NA	NA	PTHR43349:SF6;PTHR43349	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22208.1	IPR038906	NA	NA	NA	NA	NA	NA	NA	NA	PTHR21405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22828.1	IPR029058	NA	NA	SSF53474	NA	NA	NA	NA	NA	PTHR19359;PTHR19359:SF10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22870.1	IPR000192	NA	NA	SSF53383	PF00266	GO:0003824	NA	NA	NA	PTHR43092;PTHR43092:SF2	NA	G3DSA:3.40.640.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22989.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19539.1	IPR006808	NA	NA	NA	PF04718	GO:0000276;GO:0015078;GO:0015986	NA	NA	NA	PTHR12386;PTHR12386:SF12	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
KOS18245.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20983.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17566.1	IPR011032	SM00829	cd05188	SSF50129;SSF51735	PF00107	GO:0016491;GO:0055114	NA	NA	NA	PTHR42683:SF20;PTHR42683	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20212.1	IPR006823	NA	NA	NA	PF17048;PF04734		NA	NA	NA	PTHR12670:SF11;PTHR12670	NA	G3DSA:2.60.40.2300	KEGG: 00600+3.5.1.23|MetaCyc: PWY-6483|MetaCyc: PWY-7119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21369.1	IPR018860	NA	NA	NA	PF10471	GO:0005680;GO:0030071;GO:0031145	NA	mobidb-lite	Coil	NA	NA	NA	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18508.1	IPR029044	NA	cd04193	SSF53448	PF01704	GO:0070569	NA	mobidb-lite	NA	PTHR11952:SF2;PTHR11952	NA	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21965.1	IPR032466	NA	NA	SSF51556	PF04909	GO:0016831;GO:0016787	NA	NA	NA	PTHR21240;PTHR21240:SF1	NA	G3DSA:3.20.20.140	Reactome: R-HSA-71240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18838.1	IPR018613	NA	NA	NA	PF09747	NA	NA	mobidb-lite	NA	PTHR31840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16825.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17868.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18440.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21783.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR37542;PTHR37542:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21145.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23400.1	IPR021463	NA	NA	NA	PF11312	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
KOS20887.1	IPR010920	SM00651	NA	SSF50182	PF01423	GO:0003723	NA	NA	NA	PTHR13110:SF0;PTHR13110	NA	G3DSA:2.30.30.100	Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20110.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA
KOS16725.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22277.1	IPR017907	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS00518	G3DSA:3.30.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17132.1	IPR011993	NA	NA	NA	PF03517		NA	mobidb-lite	NA	NA	NA	G3DSA:2.30.29.30	Reactome: R-HSA-191859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19269.1	IPR021858	NA	NA	NA	PF11951	NA	NA	mobidb-lite	Coil	PTHR37540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18418.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19433.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA
KOS22815.1	IPR021858	NA	NA	NA	PF11951	NA	NA	NA	NA	PTHR31263;PTHR31263:SF23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18919.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	PTHR13166;PTHR13166:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18946.1	IPR005336	NA	NA	NA	PF03650	GO:0005743;GO:0006850	NA	NA	NA	PTHR14154;PTHR14154:SF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18484.1	IPR012485	NA	NA	NA	PF07778	GO:0000776;GO:0034508	NA	NA	NA	PTHR23139:SF81;PTHR23139	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17894.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17012.1	IPR003817	NA	NA	NA	PF02666;PF12588	GO:0004609;GO:0008654	NA	NA	NA	PTHR10067:SF9;PTHR10067	NA	NA	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20828.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18451.1	IPR007219	SM00906	cd12148	NA	PF04082	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	mobidb-lite	NA	PTHR31944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20333.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19399.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
KOS16834.1	IPR019711	NA	NA	NA	PF10775	GO:0000276;GO:0015986	NA	mobidb-lite	NA	PTHR28207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17703.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21936.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR42088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18308.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR16184	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17049.1	IPR032710	NA	NA	SSF54427	NA	NA	PS50177	NA	NA	PTHR12612:SF20;PTHR12612	NA	G3DSA:3.10.450.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19093.1	IPR029058	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17368.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR34598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17985.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20064.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17772.1	IPR033749	NA	cd00685	SSF48576	PF00348	GO:0008299	NA	mobidb-lite	NA	PTHR12001:SF47;PTHR12001	PS00444;PS00723	G3DSA:1.10.600.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00005	NA	NA
KOS19448.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR35910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20544.1	IPR017946	NA	cd08621	SSF51695	NA	GO:0006629;GO:0008081	NA	NA	NA	PTHR13593:SF35;PTHR13593	NA	G3DSA:3.20.20.190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19706.1	IPR020347	NA	NA	NA	NA	GO:0000172;GO:0005655;GO:0006379;GO:0008033	NA	mobidb-lite	NA	PTHR28173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16895.1	IPR025337	NA	NA	NA	PF14027	GO:0016491	NA	NA	NA	PTHR35870:SF1;PTHR35870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17411.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18030.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22219.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17422.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	PTHR36223:SF1;PTHR36223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21755.1	IPR036188	NA	NA	SSF51905	PF13434	NA	NA	NA	NA	PTHR42802	NA	G3DSA:3.50.50.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21342.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21696.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21588.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20094.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22558.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16966.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22765.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
