Gene	MobiDBLite	Coils	PANTHER	interpro	GO	Pfam	Gene3D	TMHMM	Phobius	ProSiteProfiles	SMART	ProSitePatterns	SUPERFAMILY	CDD	PATHWAY	SignalP_EUK	SignalP_GRAM_POSITIVE	PRINTS	TIGRFAM	PIRSF	SignalP_GRAM_NEGATIVE	Hamap	SFLD	ProDom
maker-NQYS01000005.1-augustus-gene-3.41-mRNA-1	NA	NA	PTHR19359:SF10;PTHR19359	IPR029058	NA	NA	NA	NA	NA	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-21.26-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-22.38-mRNA-1	NA	NA	PTHR10209:SF216;PTHR10209	IPR027443	NA	NA	G3DSA:2.60.120.330	NA	NA	NA	NA	NA	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-35.4-mRNA-1	mobidb-lite	NA	PTHR23227:SF51;PTHR23227	IPR011421	NA	PF07572	NA	NA	NA	PS51279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000005.1-processed-gene-10.39-mRNA-1	mobidb-lite	NA	PTHR13069;PTHR13069:SF21	IPR013216	GO:0008168;GO:0002098;GO:0016300	PF08241	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	SSF53335	cd02440	Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-9.36-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-36.18-mRNA-1	mobidb-lite	Coil	PTHR13043	IPR029175	GO:0000145;GO:0006893	PF15469	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-8.8-mRNA-1	mobidb-lite	NA	PTHR12225	IPR038108	GO:0005634;GO:0005737	PF04683	G3DSA:3.40.190.140;G3DSA:2.30.29.70	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5689603|Reactome: R-HSA-5689880	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-40.16-mRNA-1	mobidb-lite	Coil	PTHR13491	IPR039715	NA	PF13917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-0.28-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-6.31-mRNA-1	NA	NA	PTHR35020:SF3;PTHR35020	IPR022036	NA	PF12239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-3.37-mRNA-1	mobidb-lite	NA	NA	IPR008266	GO:0004672;GO:0006468;GO:0005524	NA	NA	NA	NA	PS50011	NA	PS00109	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-62.24-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000006.1-processed-gene-22.14-mRNA-1	NA	Coil	PTHR35802	IPR007396	NA	PF04299	NA	NA	NA	NA	NA	NA	SSF50475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000008.1-augustus-gene-3.45-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-23.27-mRNA-1	mobidb-lite	Coil	PTHR12790	IPR007991	NA	PF05327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000008.1-augustus-gene-6.13-mRNA-1	mobidb-lite	NA	PTHR12150	IPR003750	NA	PF02598	G3DSA:2.40.50.140;G3DSA:3.40.1280.10	NA	NA	NA	NA	NA	SSF50249;SSF75217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000006.1-augustus-gene-19.38-mRNA-1	NA	NA	PTHR15224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-28.30-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-8.33-mRNA-1	NA	NA	NA	NA	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-4.48-mRNA-1	mobidb-lite	Coil	PTHR14580:SF0;PTHR14580	IPR019315		PF10159	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-6798695	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-7.15-mRNA-1	NA	NA	PTHR23422;PTHR23422:SF11	IPR039461	GO:0005737;GO:0006508;GO:0008239	PF03571	G3DSA:1.20.120.1470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF007828	NA	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-12.31-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-13.33-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-15.2-mRNA-1	NA	NA	PTHR11778;PTHR11778:SF7	IPR002317	GO:0000166;GO:0004828;GO:0005524;GO:0006434	NA	G3DSA:3.30.930.10	NA	NA	NA	NA	NA	SSF55681	NA	KEGG: 00970+6.1.1.11|MetaCyc: PWY-6281	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-37.16-mRNA-1	mobidb-lite	NA	PTHR15588;PTHR15588:SF8	IPR010920	NA	NA	G3DSA:2.30.30.100	NA	NA	NA	NA	NA	SSF50182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000005.1-processed-gene-2.34-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000006.1-processed-gene-21.6-mRNA-1	NA	NA	PTHR12925	IPR031318		PF05603	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-13.12-mRNA-1	NA	NA	PTHR13848;PTHR13848:SF2	IPR034751	NA	PF03226	NA	NA	NA	PS51792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-18.35-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-64.40-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-54.8-mRNA-1	NA	NA	NA	IPR029058	GO:0009058;GO:0016788	PF00975	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	SSF53474	NA	Reactome: R-HSA-75105	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-32.3-mRNA-1	NA	NA	PTHR13120;PTHR13120:SF1	IPR005345		PF03660	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	PIRSF016468	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-5.17-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-26.21-mRNA-1	NA	NA	PTHR21713;PTHR21713:SF6	IPR016641	GO:0005854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-35.45-mRNA-1	NA	NA	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000006.1-augustus-gene-10.9-mRNA-1	NA	NA	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-15.18-mRNA-1	mobidb-lite	NA	PTHR23428:SF164;PTHR23428	IPR009072	GO:0046982;GO:0000786;GO:0003677	PF00125	G3DSA:1.10.20.10	NA	NA	NA	SM00427	PS00357	SSF47113	NA	NA	NA	NA	PR00621	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-8.13-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000005.1-processed-gene-18.0-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-4.4-mRNA-1	NA	NA	PTHR31051	IPR018788	NA	PF10178	G3DSA:3.30.230.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-23.0-mRNA-1	mobidb-lite	NA	PTHR34776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-21.37-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-27.13-mRNA-1	mobidb-lite	NA	PTHR28113	IPR013962	GO:0008608;GO:0042729;GO:0072686	PF08653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD398536
maker-NQYS01000004.1-augustus-gene-16.38-mRNA-1	mobidb-lite	NA	PTHR39615	IPR027915	NA	PF14618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-30.4-mRNA-1	NA	NA	PTHR13675:SF1;PTHR13675	IPR026868	NA	PF05347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-6.40-mRNA-1	NA	NA	NA	IPR029033	NA	NA	G3DSA:3.40.50.1240	NA	NA	NA	NA	NA	SSF53254	cd07040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-31.8-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-12.4-mRNA-1	NA	NA	PTHR28069	IPR032717	NA	PF13824	NA	NA	NA	NA	NA	NA	SSF144232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-3.2-mRNA-1	NA	Coil	PTHR28236	IPR019716		PF10780	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-20.30-mRNA-1	NA	NA	PTHR38117;PTHR38117:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000005.1-processed-gene-7.1-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-46.4-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-34.32-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-28.49-mRNA-1	mobidb-lite	NA	PTHR36855	NA	NA	PF17733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-12.24-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-17.31-mRNA-1	NA	NA	PTHR10219;PTHR10219:SF25	IPR036497	GO:0005737;GO:0120009;GO:0120013	PF08718	G3DSA:1.10.3520.10	NA	NA	NA	NA	NA	SSF110004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-10.34-mRNA-1	NA	NA	PTHR31591;PTHR31591:SF1	IPR013744	NA	PF08538	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-4.7-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-18.1-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-35.14-mRNA-1	mobidb-lite	NA	NA	IPR020301	NA	PF10906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-2.20-mRNA-1	NA	NA	PTHR20900	IPR008698	GO:0003954;GO:0005739;GO:0008137	PF05676	NA	NA	NA	PS51808	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-38.6-mRNA-1	NA	NA	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000006.1-processed-gene-8.0-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000006.1-processed-gene-9.27-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000006.1-augustus-gene-19.50-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000005.1-processed-gene-5.14-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000006.1-augustus-gene-9.4-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-36.2-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-29.31-mRNA-1	NA	NA	PTHR12964	IPR016488		PF13233	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	PIRSF006643	NA	NA	NA	NA
maker-NQYS01000006.1-augustus-gene-1.10-mRNA-1	mobidb-lite	NA	PTHR43791:SF14;PTHR43791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-12.7-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-26.42-mRNA-1	NA	NA	NA	IPR011009	NA	NA	NA	NA	NA	NA	NA	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-23.8-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-33.14-mRNA-1	NA	NA	PTHR43734:SF4;PTHR43734	IPR036188	NA	PF13450	G3DSA:3.50.50.60	NA	NA	NA	NA	NA	SSF51971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-0.39-mRNA-1	mobidb-lite	NA	PTHR23188;PTHR23188:SF12	IPR007133	GO:0006368;GO:0016570;GO:0016593	PF03985	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-1.15-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-2.0-mRNA-1	NA	NA	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000008.1-augustus-gene-0.6-mRNA-1	NA	NA	PTHR28186	IPR018809	NA	PF10295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-9.33-mRNA-1	NA	NA	PTHR18934;PTHR18934:SF190	NA	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-54.10-mRNA-1	NA	NA	PTHR38111;PTHR38111:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-9.25-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-2.12-mRNA-1	NA	NA	PTHR13561:SF42;PTHR13561	IPR036420	NA	NA	G3DSA:3.40.50.10190	NA	NA	PS50172	NA	NA	SSF52113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000009.1-processed-gene-1.45-mRNA-1	mobidb-lite	NA	PTHR14732	IPR038534	GO:0008420;GO:0043175;GO:0070940	PF04181	G3DSA:1.25.40.820	NA	NA	PS51479	NA	NA	NA	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-6807505	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-30.9-mRNA-1	NA	NA	PTHR23245;PTHR23245:SF36	IPR025792	GO:0009019;GO:0030488	PF02475	G3DSA:3.30.300.110	NA	NA	PS51684	NA	NA	SSF53335	NA	MetaCyc: PWY-6829|MetaCyc: PWY-7285|MetaCyc: PWY-7286|Reactome: R-HSA-6782861	NA	NA	NA	NA	NA	NA	MF_03152	NA	NA
augustus_masked-NQYS01000005.1-processed-gene-15.19-mRNA-1	mobidb-lite	NA	PTHR10655;PTHR10655:SF25	IPR029058	GO:0016787	PF02230	NA	NA	NA	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-16.26-mRNA-1	mobidb-lite	NA	PTHR13194	IPR008979	GO:0032981	PF08547	NA	NA	NA	NA	NA	NA	SSF49785	NA	Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-22.30-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-42.36-mRNA-1	NA	NA	NA	IPR013087	GO:0003676	NA	G3DSA:3.30.160.60	NA	NA	NA	SM00355	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-36.18-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-2.1-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-18.37-mRNA-1	NA	NA	PTHR31268;PTHR31268:SF13	IPR008811	NA	PF05691	NA	NA	NA	NA	NA	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-27.47-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-0.41-mRNA-1	NA	NA	NA	IPR029063	NA	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-39.18-mRNA-1	NA	NA	PTHR28133	IPR018828		PF10356	NA	NA	NA	NA	NA	NA	SSF52980	NA	Reactome: R-HSA-6783310	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-3.1-mRNA-1	mobidb-lite	NA	PTHR28042	IPR038886		NA	NA	NA	NA	NA	NA	NA	NA	NA	MetaCyc: PWY-7511	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-32.21-mRNA-1	NA	NA	PTHR45348	IPR020843	GO:0016491	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	NA	SM00829	NA	SSF50129;SSF51735	cd08249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-13.46-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000009.1-processed-gene-3.20-mRNA-1	mobidb-lite	NA	PTHR21068:SF20;PTHR21068	IPR009686	NA	PF06911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-28.19-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-11.29-mRNA-1	mobidb-lite	NA	PTHR37534;PTHR37534:SF2	IPR021858	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-54.38-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-5.48-mRNA-1	mobidb-lite	NA	PTHR11937;PTHR11937:SF13	IPR004000	GO:0006338;GO:0031011	PF00022	G3DSA:3.90.640.10;G3DSA:3.30.420.40	NA	NA	NA	SM00268	NA	SSF53067	NA	Reactome: R-HSA-5689603|Reactome: R-HSA-5696394	NA	NA	NA	NA	NA	NA	NA	NA	NA
