Gene	MobiDBLite	Phobius	Gene3D	interpro	ProSiteProfiles	Pfam	PANTHER	SUPERFAMILY	CDD	GO	PATHWAY	Coils	ProDom	SMART	TMHMM	ProSitePatterns	SignalP_GRAM_NEGATIVE	SignalP_EUK	SignalP_GRAM_POSITIVE	SFLD	PRINTS	Hamap	PIRSF	TIGRFAM
maker-NQYQ01000008.1-augustus-gene-2.34-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	G3DSA:2.130.10.10	IPR001680	PS50082;PS50294	PF00400	PTHR10971;PTHR10971:SF11	SSF50978	NA	GO:0005515;GO:0006406	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	NA	SM00320	NA	NA	NA	NA	SignalP-TM	NA	PR00320	NA	NA	NA
augustus_masked-NQYQ01000001.1-processed-gene-25.0-mRNA-1	mobidb-lite	NA	G3DSA:1.25.10.10	IPR011989	NA	PF18051;PF17781;PF01851	PTHR10943;PTHR10943:SF1	SSF48371	NA	GO:0000502;GO:0030234;GO:0042176	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF015965	NA
maker-NQYQ01000032.1-augustus-gene-0.32-mRNA-1	NA	NA	NA	IPR016488	NA	PF13233	PTHR12964	NA	NA		Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF006643	NA
maker-NQYQ01000016.1-augustus-gene-1.38-mRNA-1	mobidb-lite	NA	G3DSA:2.40.160.50	IPR039910	NA	PF01103	PTHR12815:SF11;PTHR12815	NA	NA	GO:0019867	Reactome: R-HSA-1268020|Reactome: R-HSA-8949613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000021.1-augustus-gene-2.30-mRNA-1	NA	NA	G3DSA:2.60.120.580	IPR004304	NA	PF03069	PTHR31891:SF1;PTHR31891	SSF141130	NA	GO:0016811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000016.1-augustus-gene-4.12-mRNA-1	NA	NA	NA	IPR018256	NA	PF01294	PTHR11722:SF0;PTHR11722	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	Coil	NA	NA	NA	PS01104	NA	NA	NA	NA	NA	MF_00499	NA	NA
augustus_masked-NQYQ01000016.1-processed-gene-0.13-mRNA-1	mobidb-lite	NA	NA	IPR019398	NA	PF10273	PTHR21250:SF0;PTHR21250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000017.1-processed-gene-5.25-mRNA-1	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	G3DSA:2.60.40.1180;G3DSA:3.20.20.80	IPR013780	NA	PF17189;PF02055	PTHR11069;PTHR11069:SF23	SSF51445	NA	GO:0004348;GO:0006665	Reactome: R-HSA-1660662|Reactome: R-HSA-390471	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000022.1-augustus-gene-0.20-mRNA-1	mobidb-lite	NA	NA	IPR009686	NA	PF06911	PTHR21068:SF20;PTHR21068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000017.1-augustus-gene-2.34-mRNA-1	NA	NA	G3DSA:3.20.20.100	IPR023210	NA	PF00248	PTHR43150;PTHR43150:SF6	SSF51430	cd06660		Reactome: R-HSA-1296072	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR01577	NA	NA	NA
maker-NQYQ01000001.1-augustus-gene-0.6-mRNA-1	mobidb-lite	NA	G3DSA:3.30.720.10	IPR003210	NA	PF02290	PTHR12013	SSF54762	NA	GO:0005786;GO:0006614;GO:0008312;GO:0030942;GO:0048500	Reactome: R-HSA-1799339|Reactome: R-HSA-6798695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000009.1-augustus-gene-6.3-mRNA-1	NA	NA	G3DSA:3.10.580.10;G3DSA:3.40.50.1100	IPR005857	PS51371	PF00571;PF00291	PTHR10314:SF132;PTHR10314	SSF54631;SSF53686	cd01561	GO:0004122;GO:0005737;GO:0019343;GO:0006535	KEGG: 00260+4.2.1.22|KEGG: 00270+4.2.1.22|MetaCyc: PWY-801	NA	NA	SM00116	NA	PS00901	NA	NA	NA	NA	NA	NA	NA	TIGR01137
maker-NQYQ01000009.1-augustus-gene-7.38-mRNA-1	mobidb-lite	NA	G3DSA:1.10.1200.10;G3DSA:3.40.47.10;G3DSA:3.40.50.720;G3DSA:3.40.366.10;G3DSA:3.40.50.150;G3DSA:3.30.70.3290;G3DSA:3.10.129.110	IPR014043	PS50075	PF00698;PF02801;PF08242;PF08659;PF16197;PF14765;PF00109;PF00550	PTHR43775:SF10;PTHR43775	SSF53901;SSF51735;SSF47336;SSF53335;SSF52151;SSF55048	cd02440;cd00833	GO:0003824;GO:0031177;GO:0016740	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	SM00825;SM00823;SM00822;SM00827;SM00826	NA	PS00012;PS00606	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000029.1-augustus-gene-0.20-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:3.40.50.720	IPR002347	NA	PF00106	PTHR43086;PTHR43086:SF2	SSF51735	cd05356	GO:0016491;GO:0005783;GO:0030497;GO:0045703	KEGG: 00062+1.1.1.330|MetaCyc: PWY-5080|MetaCyc: PWY-5353|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-6958|MetaCyc: PWY-7036|MetaCyc: PWY-7049|MetaCyc: PWY-7053|MetaCyc: PWY-7592|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7606|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|MetaCyc: PWY-7726|MetaCyc: PWY-7727|MetaCyc: PWY-7728	NA	NA	NA	NA	PS00061	NA	NA	NA	NA	PR00081	MF_03107	PIRSF000126	NA
augustus_masked-NQYQ01000079.1-processed-gene-0.11-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PTHR11360;PTHR11360:SF169	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000014.1-processed-gene-1.16-mRNA-1	mobidb-lite	NA	NA	IPR007148	NA	PF04003	PTHR44267	NA	NA		Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-2.1-mRNA-1	mobidb-lite	NA	G3DSA:3.30.60.60;G3DSA:1.10.10.10;G3DSA:3.40.630.30;G3DSA:2.30.30.140	IPR002717	PS51726	PF11717;PF01853;PF17772	PTHR10615:SF124;PTHR10615	SSF54160;SSF55729	cd04301	GO:0004402;GO:0006355;GO:0016573;GO:0035267	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000004.1-processed-gene-0.34-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000011.1-processed-gene-3.7-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:4.10.240.10	IPR001138	PS50048	PF00172	PTHR31944;PTHR31944:SF90	SSF57701	cd12148;cd00067	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	SM00066	TMhelix	PS00463	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-18.43-mRNA-1	NA	NA	G3DSA:3.30.420.40;G3DSA:3.90.640.10	IPR004000	NA	PF00022	PTHR11937:SF278;PTHR11937	SSF53067	cd00012	NA	NA	NA	NA	SM00268	NA	PS00432;PS01132;PS00406	NA	NA	NA	NA	PR00190	NA	NA	NA
maker-NQYQ01000001.1-augustus-gene-10.9-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR002123	NA	PF01553;PF16076	PTHR10983:SF16;PTHR10983	SSF69593	cd07990	GO:0016746	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|Reactome: R-HSA-1483166	NA	NA	SM00563	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000011.1-processed-gene-7.10-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	PTHR12197:SF168;PTHR12197	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000056.1-augustus-gene-0.26-mRNA-1	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	G3DSA:3.30.70.80	IPR037045	NA	NA	PTHR28288;PTHR28288:SF1	SSF54897	NA		Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NQYQ01000005.1-augustus-gene-11.32-mRNA-1	mobidb-lite	NA	G3DSA:2.130.10.10	IPR020472	PS50294;PS50082	PF00400;PF11816	PTHR19862	SSF50978	cd00200	GO:0005515	Reactome: R-HSA-110314|Reactome: R-HSA-5689880|Reactome: R-HSA-6783310	NA	NA	SM00320	NA	PS00678	NA	NA	NA	NA	PR00320	NA	NA	NA
maker-NQYQ01000003.1-augustus-gene-0.2-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	G3DSA:3.40.50.2000	IPR031814	NA	PF15924;PF00534	PTHR12526;PTHR12526:SF315	SSF53756	cd03806	GO:0004377;GO:0005789	KEGG: 00510+2.4.1.131|KEGG: 00513+2.4.1.131|Reactome: R-HSA-446193|Reactome: R-HSA-4551295	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000040.1-processed-gene-0.29-mRNA-1	mobidb-lite	NA	G3DSA:1.10.150.240;G3DSA:3.40.50.1000	IPR036412	NA	NA	PTHR12725;PTHR12725:SF107	SSF56784	cd02603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00003;SFLDG01129	NA	NA	NA	NA
augustus_masked-NQYQ01000006.1-processed-gene-6.12-mRNA-1	NA	NA	G3DSA:3.30.420.10	IPR036397	PS50879	PF00075	PTHR10642;PTHR10642:SF0	SSF53098	cd09280	GO:0003676;GO:0004523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000003.1-augustus-gene-10.3-mRNA-1	NA	NA	G3DSA:3.40.20.10;G3DSA:3.40.50.410;G3DSA:1.20.120.730	IPR007123	NA	PF00626;PF04811;PF04815;PF08033	PTHR11141;PTHR11141:SF0	SSF81995;SSF82754;SSF81811;SSF53300	cd11287	GO:0006886;GO:0006888;GO:0030127;GO:0090114	Reactome: R-HSA-1655829|Reactome: R-HSA-204005|Reactome: R-HSA-2132295|Reactome: R-HSA-5694530|Reactome: R-HSA-983170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000019.1-augustus-gene-2.9-mRNA-1	NA	NA	NA	IPR022234	NA	PF12585	PTHR37450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000037.1-processed-gene-1.45-mRNA-1	mobidb-lite	NA	NA	IPR028095	NA	PF14475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000036.1-processed-gene-1.42-mRNA-1	mobidb-lite	NA	G3DSA:1.10.510.10	IPR008266	NA	PF17667	PTHR38248	SSF56112	NA	GO:0004672;GO:0006468	NA	NA	NA	NA	NA	PS00109	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000016.1-augustus-gene-5.48-mRNA-1	mobidb-lite	NA	NA	IPR007219	NA	PF04082	PTHR40626:SF4;PTHR40626	NA	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000009.1-processed-gene-5.25-mRNA-1	NA	NA	G3DSA:3.40.630.30	IPR013653	NA	PF08445	PTHR20958	SSF55729	NA	GO:0016747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000036.1-processed-gene-0.30-mRNA-1	NA	NA	G3DSA:3.40.50.720	IPR002347	NA	PF13561	PTHR42760;PTHR42760:SF27	SSF51735	NA	GO:0016491	NA	NA	NA	NA	NA	PS00061	NA	NA	SignalP-TM	NA	PR00081;PR00080	NA	NA	NA
maker-NQYQ01000011.1-augustus-gene-4.0-mRNA-1	NA	NA	G3DSA:2.40.50.140	IPR000424	PS50935	PF00436	PTHR10302:SF0;PTHR10302	SSF50249	cd04496	GO:0003697;GO:0006260	Reactome: R-HSA-2151201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF002070	NA
augustus_masked-NQYQ01000043.1-processed-gene-0.2-mRNA-1	mobidb-lite	NA	G3DSA:1.20.910.10	IPR016053	NA	PF01126	PTHR10720:SF0;PTHR10720	SSF48613	NA	GO:0004392;GO:0006788;GO:0055114	KEGG: 00860+1.14.14.18|MetaCyc: PWY-5874|Reactome: R-HSA-189483|Reactome: R-HSA-917937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000001.1-processed-gene-0.31-mRNA-1	mobidb-lite	NA	NA	IPR010770	NA	PF07093	PTHR13060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000032.1-processed-gene-1.12-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.800	IPR004516	NA	PF13393;PF03129	PTHR11476	SSF52954;SSF55681	cd00773;cd00859	GO:0005737	KEGG: 00970+6.1.1.21	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF001549	NA
maker-NQYQ01000002.1-augustus-gene-1.25-mRNA-1	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:1.10.630.10	IPR036396	NA	PF00067	PTHR24305;PTHR24305:SF107	SSF48264	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	NA	NA	TMhelix	PS00086	NA	NA	NA	NA	PR00385;PR00463	NA	NA	NA
maker-NQYQ01000017.1-augustus-gene-1.43-mRNA-1	mobidb-lite	NA	G3DSA:1.10.510.10;G3DSA:1.25.10.10;G3DSA:3.30.200.20	IPR016024	PS50011	PF00069	PTHR12984;PTHR12984:SF3	SSF48371;SSF56112	NA	GO:0004672;GO:0005524;GO:0006468	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000017.1-augustus-gene-1.44-mRNA-1	NA	NA	G3DSA:3.40.1060.10;G3DSA:3.30.499.10;G3DSA:3.20.19.10	IPR000573	NA	PF00694;PF00330	PTHR43160:SF2;PTHR43160	SSF52016;SSF53732	NA	GO:0003994;GO:0006099;GO:0051539	KEGG: 00290+4.2.1.33	NA	NA	NA	NA	PS00450;PS01244	NA	NA	NA	NA	PR00415	NA	NA	TIGR01340
maker-NQYQ01000004.1-augustus-gene-8.11-mRNA-1	mobidb-lite	NA	NA	IPR027539	NA	PF12519	PTHR28035	NA	NA	GO:0007005;GO:0032865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_03102	NA	NA
augustus_masked-NQYQ01000004.1-processed-gene-2.11-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	IPR013945	NA	PF08636	PTHR28251	NA	NA	GO:0070072	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000007.1-processed-gene-2.10-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000028.1-processed-gene-1.25-mRNA-1	mobidb-lite	NA	G3DSA:3.30.160.60	IPR013087	NA	NA	PTHR11850:SF204;PTHR11850	NA	NA	GO:0003676	NA	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000048.1-augustus-gene-0.53-mRNA-1	mobidb-lite	NA	G3DSA:3.40.630.10;G3DSA:2.30.250.10	IPR023358	NA	PF02127	PTHR28570:SF4;PTHR28570	SSF53187;SSF101821	cd05658	GO:0004177;GO:0006508;GO:0008270	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	PR00932	NA	NA	NA
augustus_masked-NQYQ01000010.1-processed-gene-7.7-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	IPR005556	NA	PF03856	PTHR31316;PTHR31316:SF0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000003.1-augustus-gene-0.1-mRNA-1	NA	NA	G3DSA:3.40.50.300	IPR027417	NA	PF00071	PTHR24072:SF172;PTHR24072	SSF52540	NA	GO:0003924;GO:0005525	NA	NA	NA	SM00174	NA	NA	NA	NA	NA	NA	PR00449	NA	NA	NA
maker-NQYQ01000004.1-augustus-gene-1.16-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR026859	NA	PF12632	PTHR11352;PTHR11352:SF3	NA	NA	GO:0017022	NA	Coil	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000003.1-processed-gene-12.27-mRNA-1	NA	NA	G3DSA:4.10.240.10	IPR001138	PS50048	PF00172;PF11951	PTHR31263:SF7;PTHR31263	SSF57701	cd00067	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	SM00066	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000011.1-augustus-gene-5.14-mRNA-1	mobidb-lite	NA	NA	IPR004827	NA	NA	PTHR39607:SF2;PTHR39607	NA	cd14688	GO:0003700;GO:0006355	NA	Coil	NA	NA	NA	PS00036	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-17.7-mRNA-1	NA	NA	G3DSA:2.30.30.100	IPR001163	NA	PF01423	PTHR20971	SSF50182	cd01732		Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	SM00651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000007.1-augustus-gene-2.28-mRNA-1	mobidb-lite	NA	G3DSA:1.20.920.10;G3DSA:3.40.630.30	IPR001487	PS50014;PS51186	PF00439;PF00583	PTHR22880:SF124;PTHR22880	SSF47370;SSF55729	cd04301;cd05509	GO:0005515;GO:0004402	Reactome: R-HSA-1912408|Reactome: R-HSA-210744|Reactome: R-HSA-2122947|Reactome: R-HSA-2644606|Reactome: R-HSA-2894862|Reactome: R-HSA-3214847|Reactome: R-HSA-350054|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-8941856|Reactome: R-HSA-9013508|Reactome: R-HSA-9013695	NA	NA	SM00297	NA	PS00633	NA	NA	NA	NA	PR00503	NA	NA	NA
maker-NQYQ01000024.1-augustus-gene-2.14-mRNA-1	mobidb-lite	NA	G3DSA:2.40.50.140	IPR012340	NA	PF01176	PTHR21641	SSF50249	NA	GO:0003723;GO:0003743;GO:0006413	NA	NA	NA	SM00652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000003.1-processed-gene-5.4-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION	G3DSA:3.40.50.12780	IPR020845	NA	PF00501	PTHR43107:SF8;PTHR43107	SSF56801	NA	GO:0003824	NA	NA	NA	NA	TMhelix	PS00455	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000040.1-augustus-gene-0.1-mRNA-1	mobidb-lite	NA	G3DSA:3.30.70.330	IPR012677	PS50102	PF00076	PTHR43987	SSF54928	cd12306	GO:0003676	NA	Coil	NA	SM00360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000010.1-augustus-gene-7.42-mRNA-1	NA	NA	NA	IPR039443	NA	PF13233	PTHR13137	NA	NA	GO:0005739;GO:0034553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000006.1-processed-gene-3.25-mRNA-1	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	G3DSA:3.40.190.10	IPR024370	NA	PF12849	PTHR37945	SSF53850	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000011.1-processed-gene-7.15-mRNA-1	mobidb-lite	NA	NA	IPR007309	NA	PF04182	PTHR15180	NA	NA		Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NQYQ01000001.1-augustus-gene-9.1-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-7.2-mRNA-1	mobidb-lite	NA	NA	IPR034753	PS51791;PS50275	PF12456;PF02383	PTHR11200:SF251;PTHR11200	NA	NA	GO:0042578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000014.1-augustus-gene-6.20-mRNA-1	NA	NA	G3DSA:3.30.450.70	IPR011012	NA	PF04628	PTHR12403;PTHR12403:SF1	SSF64356	NA	GO:0005622;GO:0006888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000011.1-processed-gene-1.35-mRNA-1	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000021.1-augustus-gene-1.35-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.300	IPR001806	PS51419	PF00071	PTHR24073;PTHR24073:SF465	SSF52540	cd01869	GO:0003924;GO:0005525	NA	NA	NA	SM00173;SM00175;SM00176;SM00174	NA	NA	NA	NA	NA	NA	PR00449	NA	NA	TIGR00231
maker-NQYQ01000001.1-augustus-gene-29.51-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
