Gene	interpro	GO	PATHWAY	Pfam	MobiDBLite	Gene3D	PANTHER	Coils	ProSiteProfiles	SMART	ProSitePatterns	CDD	SUPERFAMILY	Phobius	TMHMM	PRINTS	ProDom	TIGRFAM	Hamap	SignalP_GRAM_POSITIVE	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD
augustus_masked-NODE_135_length_99411_cov_45.956206-processed-gene-0.1-mRNA-1	IPR004353		Reactome: R-HSA-8876198	PF03164	mobidb-lite	NA	PTHR13027:SF7;PTHR13027	NA	NA	NA	NA	NA	NA	NA	NA	PR01546	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_386774_cov_43.091587-augustus-gene-2.50-mRNA-1	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	PF00067	NA	G3DSA:1.10.630.10	PTHR24305:SF149;PTHR24305	NA	NA	NA	PS00086	NA	SSF48264	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_64_length_171899_cov_39.835998-processed-gene-0.33-mRNA-1	IPR007194	GO:0030008;GO:0048193	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	PF04051	NA	G3DSA:3.30.1380.20	PTHR13048;PTHR13048:SF0	NA	NA	NA	NA	cd14942	SSF111126	NA	TMhelix	NA	NA	NA	NA	NA	PIRSF018293	NA	NA	NA
maker-NODE_427_length_13561_cov_48.839586-augustus-gene-0.7-mRNA-1	IPR029063		Reactome: R-HSA-6799198	PF02636	mobidb-lite	G3DSA:3.40.50.12710	PTHR12049:SF5;PTHR12049	NA	NA	NA	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_116_length_115984_cov_43.754723-processed-gene-0.5-mRNA-1	IPR023079	GO:0005975;GO:0016791	KEGG: 00010+3.1.3.11|KEGG: 00030+3.1.3.11|KEGG: 00051+3.1.3.11|KEGG: 00680+3.1.3.11|KEGG: 00710+3.1.3.11|MetaCyc: PWY-5484	PF00316	mobidb-lite	G3DSA:3.40.190.80;G3DSA:3.30.540.10	PTHR11556:SF2;PTHR11556	NA	NA	NA	NA	NA	SSF56655	NA	NA	PR01958	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_301743_cov_41.682079-processed-gene-1.16-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_108_length_121605_cov_37.136370-augustus-gene-0.9-mRNA-1	IPR005324	GO:0003735;GO:0005840;GO:0006412;GO:0003723	NA	PF03719;PF00333	mobidb-lite	G3DSA:3.30.160.20;G3DSA:3.30.230.10	PTHR13718:SF61;PTHR13718	NA	PS50881	NA	NA	NA	SSF54211;SSF54768	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NODE_53_length_186403_cov_37.739988-augustus-gene-0.2-mRNA-1	IPR021150	NA	NA	PF03981	mobidb-lite	NA	PTHR12184;PTHR12184:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_94_length_137909_cov_47.221255-augustus-gene-0.1-mRNA-1	IPR000727	NA	NA	PF05739	mobidb-lite	G3DSA:1.20.5.110	PTHR19957;PTHR19957:SF151	Coil	PS50192	SM00397	NA	cd15859	SSF58038	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_105_length_125599_cov_46.022985-processed-gene-0.1-mRNA-1	IPR036908	NA	NA	PF07249	NA	G3DSA:2.40.40.10	NA	NA	NA	NA	NA	NA	SSF50685	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_18_length_290830_cov_43.666694-augustus-gene-1.19-mRNA-1	IPR027417	GO:0000723;GO:0003678;GO:0006281	NA	PF05970	mobidb-lite	G3DSA:3.40.50.300	PTHR23274;PTHR23274:SF11	NA	NA	SM00382	NA	cd00009	SSF52540	NA	NA	NA	NA	NA	MF_03176	NA	NA	NA	NA	NA
augustus_masked-NODE_137_length_96469_cov_42.895798-processed-gene-0.6-mRNA-1	IPR029055	GO:0004298;GO:0005839;GO:0043161;GO:0004175;GO:0051603	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PF00227	mobidb-lite	G3DSA:3.60.20.10	PTHR11599:SF4;PTHR11599	Coil	PS51476	NA	PS00854	cd03762	SSF56235	NA	NA	PR00141	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_386774_cov_43.091587-augustus-gene-0.3-mRNA-1	IPR022441		Reactome: R-HSA-8951664|Reactome: R-HSA-983168	PF13229	mobidb-lite	G3DSA:2.90.10.10;G3DSA:2.160.20.10	PTHR32444	NA	PS50927;PS51257	SM00710;SM00108	NA	NA	SSF51110;SSF51126	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	TIGR03804	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_123_length_108857_cov_43.638904-augustus-gene-0.1-mRNA-1	IPR029055	GO:0097367;GO:1901135	KEGG: 00250+2.6.1.16|KEGG: 00520+2.6.1.16|MetaCyc: PWY-6749|MetaCyc: PWY-8013|Reactome: R-HSA-446210	PF13522;PF01380	NA	G3DSA:3.40.50.10490	PTHR10937;PTHR10937:SF10	NA	PS51278;PS51464	NA	NA	cd05008;cd00714;cd05009	SSF56235;SSF53697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_33_length_231385_cov_43.686977-augustus-gene-1.13-mRNA-1	IPR015424	GO:0003824;GO:0030151;GO:0030170;GO:0006777;GO:0008265	KEGG: 00790+2.8.1.9|MetaCyc: PWY-5963|Reactome: R-HSA-947581	PF00266;PF03473;PF03476	mobidb-lite	G3DSA:3.40.640.10	PTHR14237:SF19;PTHR14237	NA	PS51340	NA	NA	NA	SSF53383;SSF141673	NA	NA	NA	NA	NA	MF_03050	NA	NA	NA	NA	NA
maker-NODE_277_length_41575_cov_38.709733-augustus-gene-0.0-mRNA-1	IPR010318	GO:0016787	Reactome: R-HSA-174403|Reactome: R-HSA-5578998	PF06032;PF05378;PF01968	mobidb-lite	G3DSA:3.30.420.40;G3DSA:3.40.1610.10	PTHR11365;PTHR11365:SF10	NA	NA	NA	NA	NA	SSF160991;SSF53067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_19_length_288435_cov_45.044945-processed-gene-1.36-mRNA-1	IPR036249	NA	NA	PF04908	mobidb-lite	G3DSA:3.40.30.10	PTHR12232:SF0;PTHR12232	Coil	NA	NA	NA	NA	SSF52833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_155_length_86923_cov_44.801800-augustus-gene-0.7-mRNA-1	IPR000711	GO:0015986;GO:0046933;GO:0016020	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	PF00213	NA	G3DSA:1.10.520.20	PTHR11910;PTHR11910:SF1	NA	NA	NA	PS00389	NA	SSF47928	NA	NA	PR00125	NA	TIGR01145	MF_01416	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_54_length_184649_cov_45.277224-processed-gene-0.23-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_55_length_184469_cov_44.921499-processed-gene-0.41-mRNA-1	IPR004827	GO:0003700;GO:0006355;GO:0003677;GO:0006357	NA	PF00170	mobidb-lite	G3DSA:1.20.5.170	PTHR23351	Coil	PS50217	SM00338	PS00036	cd14687	SSF57959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_473_length_6818_cov_43.948737-augustus-gene-0.2-mRNA-1	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	PF00743	NA	G3DSA:3.50.50.60	PTHR42877;PTHR42877:SF5	NA	NA	NA	NA	NA	SSF51905	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_31_length_231802_cov_44.290014-augustus-gene-1.13-mRNA-1	IPR018203	GO:0005092;GO:0007264;GO:0005093;GO:0015031	Reactome: R-HSA-8876198	PF00996	NA	G3DSA:3.50.50.60;G3DSA:3.30.519.10;G3DSA:1.10.405.10	PTHR11787;PTHR11787:SF8	NA	NA	NA	NA	NA	SSF51905	NA	NA	PR00891;PR00892	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_386774_cov_43.091587-processed-gene-2.16-mRNA-1	IPR016181	NA	NA	NA	NA	G3DSA:3.40.630.30	PTHR34815	NA	NA	NA	NA	NA	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_83_length_151237_cov_43.471762-augustus-gene-0.53-mRNA-1	IPR002467	GO:0004177;GO:0006508;GO:0008235	MetaCyc: PWY-7799|MetaCyc: PWY-7800	PF15801;PF00557	NA	G3DSA:3.90.230.10	PTHR43330:SF7;PTHR43330	NA	NA	NA	PS00680	cd01086	SSF55920	NA	NA	PR00599	NA	TIGR00500	MF_01974	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_415362_cov_42.193286-processed-gene-0.3-mRNA-1	IPR006935	GO:0003677;GO:0005524;GO:0016787;GO:0004003;GO:0006289;GO:0006367	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075	PF04851;PF13625;PF16203	mobidb-lite	G3DSA:3.40.50.300	PTHR11274:SF0;PTHR11274	NA	PS51192;PS51194	SM00487;SM00490	NA	cd00046;cd00079	SSF52540	NA	NA	PR00851	NA	TIGR00603	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_164_length_83392_cov_46.441770-processed-gene-0.21-mRNA-1	IPR040112	NA	NA	NA	NA	NA	PTHR22934:SF23;PTHR22934	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_147_length_91275_cov_43.332064-processed-gene-0.13-mRNA-1	IPR013268	GO:0006364;GO:0030515	NA	PF08297	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_231_length_55363_cov_45.130857-augustus-gene-0.0-mRNA-1	IPR002737		Reactome: R-HSA-6785631	PF01875	NA	G3DSA:3.40.830.10	PTHR11060	NA	NA	NA	NA	cd07361	NA	NA	NA	NA	NA	TIGR04336	MF_00055	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_301743_cov_41.682079-processed-gene-2.4-mRNA-1	IPR023209	GO:0003884;GO:0046416;GO:0071949;GO:0016491;GO:0055114	Reactome: R-HSA-389661|Reactome: R-HSA-9033241	PF01266	NA	G3DSA:3.40.50.720	PTHR11530;PTHR11530:SF16	NA	NA	NA	NA	NA	SSF51971;SSF54373	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	PIRSF000189	NA	NA	NA
maker-NODE_280_length_41129_cov_50.544266-augustus-gene-0.9-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_181_length_76168_cov_39.206165-augustus-gene-0.6-mRNA-1	IPR011990	GO:0005515;GO:0006886	Reactome: R-HSA-204005|Reactome: R-HSA-6807878|Reactome: R-HSA-6811434|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	PF14938	NA	G3DSA:1.25.40.10	PTHR13768:SF8;PTHR13768	Coil	NA	NA	NA	cd15832	SSF48452	NA	NA	PR00448	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_340_length_26886_cov_46.100340-processed-gene-0.12-mRNA-1	IPR029044	GO:0016021;GO:0016757	NA	PF05637	mobidb-lite	G3DSA:3.90.550.10	PTHR31306:SF4;PTHR31306	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_251_length_50849_cov_45.252021-augustus-gene-0.12-mRNA-1	IPR001339	GO:0004484;GO:0006370;GO:0031533	MetaCyc: PWY-7375|Reactome: R-HSA-167160|Reactome: R-HSA-72086|Reactome: R-HSA-77075	PF01331;PF03919	NA	G3DSA:2.40.50.140;G3DSA:3.30.470.30	PTHR10367;PTHR10367:SF0	NA	NA	NA	NA	cd07895	SSF56091;SSF50249	NA	NA	NA	NA	NA	NA	NA	PIRSF036959	NA	NA	NA
maker-NODE_58_length_179608_cov_39.851433-augustus-gene-0.10-mRNA-1	IPR029510	GO:0016491;GO:0055114;GO:0016620	NA	PF00171	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	PTHR11699:SF65;PTHR11699	NA	NA	NA	PS00687	cd07102	SSF53720	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_145774_cov_43.447088-processed-gene-0.22-mRNA-1	IPR002871	GO:0005506;GO:0016226;GO:0051536	Reactome: R-HSA-1362409	PF01592	mobidb-lite	G3DSA:3.90.1010.10	PTHR10093:SF8;PTHR10093	NA	NA	NA	NA	cd06664	SSF82649	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	TIGR01999	NA	SignalP-TM	NA	SignalP-noTM	NA	NA
augustus_masked-NODE_171_length_80760_cov_42.212903-processed-gene-0.10-mRNA-1	IPR006813	GO:0003830;GO:0006487;GO:0016020	KEGG: 00510+2.4.1.144|MetaCyc: PWY-7426|Reactome: R-HSA-975574	PF04724	mobidb-lite	NA	PTHR12224;PTHR12224:SF0	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_202_length_67546_cov_44.313710-augustus-gene-0.13-mRNA-1	IPR012576	GO:0005739;GO:0005747;GO:0022900	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF08122	NA	NA	PTHR15082	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_187_length_73439_cov_37.678293-augustus-gene-0.2-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	PTHR23033;PTHR23033:SF34	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_5_length_445051_cov_35.338130-processed-gene-0.16-mRNA-1	IPR003653	GO:0006508;GO:0008234	NA	PF02902	NA	G3DSA:3.40.395.10	PTHR12606;PTHR12606:SF1	NA	PS50600	NA	NA	NA	SSF54001	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_308_length_34948_cov_47.186123-processed-gene-0.13-mRNA-1	IPR006721	GO:0000275;GO:0015986;GO:0046933	NA	PF04627	NA	G3DSA:1.10.1620.20	PTHR12448:SF0;PTHR12448	NA	NA	NA	NA	cd12153	SSF48690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_144_length_92890_cov_43.754590-augustus-gene-0.3-mRNA-1	IPR025655	GO:0005515;GO:0005778;GO:0016560	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	PF04695	mobidb-lite	G3DSA:1.10.10.10	PTHR23058;PTHR23058:SF0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_53_length_186403_cov_37.739988-augustus-gene-0.4-mRNA-1	IPR002130	GO:0000413;GO:0003755;GO:0006457	NA	PF00160	NA	G3DSA:2.40.100.10	PTHR11071:SF326;PTHR11071	NA	PS50072	NA	PS00170	NA	SSF50891	NA	NA	PR00153	NA	NA	NA	NA	PIRSF001467	NA	NA	NA
maker-NODE_1_length_796642_cov_41.286555-augustus-gene-0.22-mRNA-1	IPR011059	GO:0016810;GO:0006147;GO:0008270;GO:0008892;GO:0016787	KEGG: 00230+3.5.4.3|MetaCyc: PWY-5497|MetaCyc: PWY-6606|MetaCyc: PWY-6608|MetaCyc: PWY-7442|Reactome: R-HSA-74259	PF01979	mobidb-lite	G3DSA:2.30.40.10;G3DSA:3.20.20.140	PTHR11271:SF6;PTHR11271	Coil	NA	NA	NA	NA	SSF51338;SSF51556	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_228_length_56551_cov_45.984209-processed-gene-0.3-mRNA-1	IPR039961	NA	NA	NA	NA	NA	PTHR38488	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	PD750912	NA	NA	NA	NA	NA	NA	NA
maker-NODE_433_length_12912_cov_46.320688-augustus-gene-0.2-mRNA-1	IPR027443	NA	NA	NA	mobidb-lite	G3DSA:2.60.120.330	PTHR10209;PTHR10209:SF205	NA	NA	NA	NA	NA	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_439_length_12362_cov_35.252391-augustus-gene-0.2-mRNA-1	IPR007379		Reactome: R-HSA-1268020	PF04280	mobidb-lite	G3DSA:3.10.450.240	PTHR10721	NA	NA	SM00978	NA	NA	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_156_length_86300_cov_41.894039-processed-gene-0.30-mRNA-1	IPR013020	GO:0004003;GO:0003676;GO:0005524;GO:0006139;GO:0008026;GO:0016818	NA	PF13307	NA	G3DSA:3.40.50.300	PTHR11472:SF41;PTHR11472	NA	NA	SM00491	NA	NA	NA	NA	NA	NA	NA	TIGR00604	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_282_length_40168_cov_45.254564-processed-gene-0.0-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_122_length_108877_cov_42.563715-augustus-gene-0.6-mRNA-1	IPR004006	GO:0004371;GO:0006071;GO:0005524	Reactome: R-HSA-168928|Reactome: R-HSA-70350	PF02734;PF02733	NA	G3DSA:3.30.1180.20;G3DSA:1.25.40.340;G3DSA:3.40.50.10440	PTHR28629;PTHR28629:SF3	NA	PS51481;PS51480	SM01120	NA	NA	SSF101473;SSF82549	NA	NA	NA	NA	TIGR02361	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_243238_cov_40.815841-augustus-gene-1.23-mRNA-1	IPR019412	NA	NA	PF10300	mobidb-lite	NA	PTHR31859:SF1;PTHR31859	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_78_length_154407_cov_40.081320-processed-gene-0.19-mRNA-1	IPR016169	GO:0071949;GO:0050660;GO:0016491;GO:0055114	KEGG: 00100+1.3.1.72|Reactome: R-HSA-6807047|Reactome: R-HSA-6807062	PF01565	mobidb-lite	G3DSA:3.30.465.10	PTHR10801;PTHR10801:SF3	NA	PS51387	NA	NA	NA	SSF56176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_3_length_461352_cov_34.985124-processed-gene-1.23-mRNA-1	IPR009072	GO:0046982;GO:0000786;GO:0003677;GO:0005634	Reactome: R-HSA-3214858	PF16211;PF00125	mobidb-lite	G3DSA:1.10.20.10	PTHR23430;PTHR23430:SF199	NA	NA	SM00414	PS00046	cd00074	SSF47113	NA	NA	PR00620	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_386774_cov_43.091587-processed-gene-1.9-mRNA-1	IPR019560	NA	NA	PF10558	mobidb-lite	NA	PTHR11001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_218_length_61265_cov_47.999378-augustus-gene-0.22-mRNA-1	IPR011993	NA	NA	PF04802	mobidb-lite	G3DSA:2.30.29.30	PTHR23318;PTHR23318:SF0	NA	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_348652_cov_38.697505-processed-gene-1.11-mRNA-1	IPR001985	GO:0004014;GO:0006597;GO:0008295;GO:0016226;GO:0051539	KEGG: 00270+4.1.1.50|KEGG: 00330+4.1.1.50|MetaCyc: PWY-6834|Reactome: R-HSA-351202	PF01536;PF10609	NA	G3DSA:3.60.90.10;G3DSA:3.40.50.300	PTHR23264	NA	NA	NA	NA	cd02037	SSF56276;SSF52540	NA	NA	NA	NA	NA	MF_02040;MF_03039	NA	NA	NA	NA	NA
maker-NODE_11_length_386071_cov_40.578874-augustus-gene-0.11-mRNA-1	IPR029068	NA	NA	PF00903	NA	G3DSA:3.10.180.10	PTHR35006:SF2;PTHR35006	NA	PS51819	NA	NA	cd07262	SSF54593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_796642_cov_41.286555-augustus-gene-6.58-mRNA-1	IPR004181	GO:0008270	Reactome: R-HSA-3232118|Reactome: R-HSA-3899300|Reactome: R-HSA-4090294	PF02891;PF14324	mobidb-lite	G3DSA:3.30.40.10;G3DSA:2.60.120.780	PTHR10782	NA	PS51466;PS51044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_31_length_231802_cov_44.290014-augustus-gene-1.17-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_95_length_136363_cov_43.436977-augustus-gene-0.41-mRNA-1	IPR005822	GO:0003735;GO:0005840;GO:0006412;GO:0015934	NA	PF00572	NA	G3DSA:3.90.1180.10	PTHR11545;PTHR11545:SF3	NA	NA	NA	NA	cd00392	SSF52161	NA	NA	NA	NA	TIGR01077	MF_01366	NA	PIRSF002181	NA	NA	NA
augustus_masked-NODE_29_length_239508_cov_44.600256-processed-gene-0.14-mRNA-1	IPR007667	NA	NA	PF04588	mobidb-lite	NA	PTHR12297;PTHR12297:SF3	Coil	PS51503	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_57_length_181680_cov_47.276316-processed-gene-0.36-mRNA-1	IPR011008	NA	NA	PF03795	NA	G3DSA:3.30.70.1060	PTHR33606	NA	NA	NA	NA	NA	SSF54909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_386071_cov_40.578874-augustus-gene-0.8-mRNA-1	IPR033379	NA	NA	PF00328	NA	G3DSA:3.40.50.1240	PTHR20963;PTHR20963:SF15	NA	NA	NA	PS00616;PS00778	cd07061	SSF53254	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
