Gene	MobiDBLite	TMHMM	interpro	GO	Pfam	Phobius	SUPERFAMILY	PANTHER	Gene3D	ProSitePatterns	PRINTS	SMART	ProSiteProfiles	CDD	Coils	TIGRFAM	PATHWAY	Hamap	SFLD	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	ProDom
augustus_masked-scaffold7-processed-gene-0.19-mRNA-1	mobidb-lite	NA	IPR000860	GO:0004418;GO:0033014;GO:0018160	PF01379;PF03900	NA	SSF54782;SSF53850	PTHR11557	G3DSA:3.40.190.10;G3DSA:3.30.160.40	PS00533	PR00151	NA	NA	cd13645	NA	TIGR00212	KEGG: 00860+2.5.1.61|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451	MF_00260	NA	PIRSF001438	NA	NA	NA	NA
snap_masked-scaffold123-processed-gene-0.62-mRNA-1	NA	NA	IPR036052	NA	PF00291	NA	SSF53686	PTHR43419:SF9;PTHR43419	G3DSA:3.40.50.1100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold72-augustus-gene-0.135-mRNA-1	NA	NA	IPR029058	NA	PF08386;PF00561	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	SSF53474	PTHR43487:SF2;PTHR43487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA
maker-scaffold134-snap-gene-0.4-mRNA-1	mobidb-lite	NA	IPR003428	GO:0005759	PF02330	NA	SSF54529	PTHR10826;PTHR10826:SF1	G3DSA:3.10.280.10	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-140837	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold161-processed-gene-0.20-mRNA-1	mobidb-lite	NA	IPR021858	NA	PF11951	NA	NA	PTHR37540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold25-processed-gene-0.5-mRNA-1	NA	NA	IPR022036	NA	PF12239	NA	NA	PTHR35020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold258-snap-gene-0.20-mRNA-1	mobidb-lite	NA	IPR001005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd00167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold83-augustus-gene-0.76-mRNA-1	mobidb-lite	NA	IPR008427	NA	PF05730	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	PTHR35607	NA	NA	NA	SM00747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
maker-scaffold4-snap-gene-0.126-mRNA-1	mobidb-lite	NA	IPR023753	GO:0016491;GO:0055114	PF07992	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	SSF51905	PTHR42817:SF1;PTHR42817	G3DSA:3.50.50.60	NA	PR00368;PR00469	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA
maker-scaffold321-snap-gene-0.20-mRNA-1	NA	NA	IPR008927	GO:0055114;GO:0004616;GO:0006098;GO:0016491;GO:0050661	PF00393;PF03446	NA	SSF48179;SSF51735	PTHR11811;PTHR11811:SF25	G3DSA:3.40.50.720;G3DSA:1.10.1040.10;G3DSA:1.20.5.320	PS00461	PR00076	SM01350	NA	NA	NA	TIGR00873	KEGG: 00030+1.1.1.44|KEGG: 00480+1.1.1.44|Reactome: R-HSA-71336	NA	NA	PIRSF000109	NA	NA	NA	NA
augustus_masked-scaffold199-processed-gene-0.57-mRNA-1	NA	NA	IPR011050	GO:0004553	PF18841;PF03718;PF17433;PF18783	NA	SSF51126;SSF101596	NA	G3DSA:2.160.20.10;G3DSA:2.60.350.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold4-processed-gene-0.12-mRNA-1	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA
snap_masked-scaffold98-processed-gene-0.32-mRNA-1	mobidb-lite	NA	IPR027124	NA	PF07572	NA	NA	PTHR23227;PTHR23227:SF51	NA	NA	NA	NA	PS51279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold146-processed-gene-0.32-mRNA-1	NA	NA	IPR038771	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	PTHR38644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold93-processed-gene-0.129-mRNA-1	NA	TMhelix	IPR039507	GO:0000506;GO:0006506;GO:0017176	PF08288;PF00534	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF53756	PTHR12526:SF232;PTHR12526	G3DSA:3.40.50.2000	NA	NA	NA	NA	cd03796	NA	NA	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold132-processed-gene-0.16-mRNA-1	NA	TMhelix	IPR000639	GO:0003824	PF00561	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	SSF53474	PTHR43689:SF10;PTHR43689	G3DSA:3.40.50.1820	NA	PR00412;PR00111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-scaffold160-snap-gene-0.21-mRNA-1	NA	NA	IPR012341	GO:0003824	PF06824	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	SSF48208	PTHR31047;PTHR31047:SF0	G3DSA:1.50.10.10	NA	NA	SM01149	NA	NA	NA	NA	NA	NA	NA	PIRSF028846	NA	NA	SignalP-noTM	NA
maker-scaffold133-augustus-gene-0.3-mRNA-1	mobidb-lite	NA	IPR007220	GO:0000808;GO:0005634;GO:0006260	PF04084	NA	NA	PTHR14052	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-snap-gene-0.147-mRNA-1	NA	NA	IPR003817	GO:0004609;GO:0008654	PF02666;PF12588	NA	NA	PTHR10067;PTHR10067:SF9	NA	NA	NA	NA	NA	NA	NA	NA	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold402-processed-gene-0.48-mRNA-1	mobidb-lite	NA	IPR038564	GO:0016480	PF09174	NA	NA	PTHR22504:SF0;PTHR22504	G3DSA:3.40.1000.50	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-8943724	NA	NA	PIRSF037240	NA	NA	NA	NA
augustus_masked-scaffold98-processed-gene-0.0-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold323-snap-gene-0.49-mRNA-1	NA	NA	IPR011063	GO:0000166;GO:0005524;GO:0005737;GO:0008033;GO:0016879	PF01171	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF52402	PTHR43033:SF4;PTHR43033	NA	NA	NA	NA	NA	cd01992	NA	NA	Reactome: R-HSA-6782315	MF_01161	NA	NA	NA	NA	NA	NA
maker-scaffold31-augustus-gene-0.221-mRNA-1	NA	TMhelix	IPR009038	NA	PF01105	TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	PTHR22811:SF58;PTHR22811	NA	NA	NA	SM01190	PS50866	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	NA
maker-scaffold41-snap-gene-0.194-mRNA-1	mobidb-lite	TMhelix	IPR015338	GO:0016021;GO:0016757	PF09258	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN	SSF53448	PTHR45576	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
snap_masked-scaffold119-processed-gene-0.33-mRNA-1	mobidb-lite	NA	IPR016130	GO:0004725;GO:0016311;GO:0006470;GO:0008138;GO:0016791	PF00782	NA	SSF52799	PTHR10159;PTHR10159:SF493	G3DSA:3.90.190.10	PS00383	NA	SM00195	PS50054;PS50056	cd00127	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
snap_masked-scaffold201-processed-gene-0.2-mRNA-1	mobidb-lite	TMhelix	IPR018625	GO:0005739;GO:0033617	PF09803	NA	NA	PTHR33968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold228-snap-gene-0.74-mRNA-1	NA	NA	IPR036623	GO:0003677;GO:0005515	PF13369;PF12937;PF08755	NA	SSF141255;SSF81383	PTHR31350;PTHR31350:SF11	G3DSA:1.20.1280.50	NA	NA	SM00992	PS50181	NA	NA	NA	Reactome: R-HSA-8951664|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA
maker-scaffold36-snap-gene-0.249-mRNA-1	NA	NA	IPR005455	NA	PF00235	NA	SSF55770	PTHR11604;PTHR11604:SF0	G3DSA:3.30.450.30	NA	PR00392	SM00392	NA	cd00148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold61-processed-gene-0.22-mRNA-1	mobidb-lite	NA	IPR001650	GO:0005524	PF14773;PF00271;PF00176	NA	SSF52540	PTHR10799;PTHR10799:SF804	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	NA	NA	SM00490;SM00487	PS51194;PS51192	cd00079;cd00046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold140-processed-gene-0.20-mRNA-1	NA	NA	IPR033756	GO:0016226;GO:0051536;GO:0051539	PF10609	NA	SSF52540	PTHR23264:SF19;PTHR23264	G3DSA:3.40.50.300	NA	NA	NA	NA	cd02037	NA	NA	Reactome: R-HSA-2564830	MF_03038;MF_02040	NA	NA	NA	NA	NA	NA
maker-scaffold69-snap-gene-0.75-mRNA-1	NA	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172;PF11951	NA	SSF57701	PTHR31263;PTHR31263:SF24	G3DSA:4.10.240.10	PS00463	NA	SM00066	PS50048	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold21-augustus-gene-0.4-mRNA-1	mobidb-lite	NA	IPR005024	GO:0007034	PF03357	NA	NA	PTHR22761;PTHR22761:SF5	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold375-augustus-gene-0.1-mRNA-1	NA	NA	IPR003154	GO:0003676;GO:0004519;GO:0006308;GO:0016788	PF02265	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	SSF48537	PTHR33146	G3DSA:1.10.575.10	NA	NA	NA	NA	cd11010	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
snap_masked-scaffold12-processed-gene-0.27-mRNA-1	NA	NA	IPR030373	GO:0003824	PF17284;PF01564	NA	SSF53335	PTHR11558;PTHR11558:SF11	G3DSA:3.40.50.150;G3DSA:2.30.140.10	PS01330	NA	NA	PS51006	cd02440	NA	TIGR00417	KEGG: 00270+2.5.1.16|KEGG: 00330+2.5.1.16|KEGG: 00410+2.5.1.16|KEGG: 00480+2.5.1.16|Reactome: R-HSA-351202	MF_00198	NA	NA	NA	NA	NA	NA
maker-scaffold43-augustus-gene-0.34-mRNA-1	NA	NA	IPR015421	GO:0003824;GO:0030170;GO:0006520;GO:0016765	PF01053	NA	SSF53383	PTHR43797:SF1;PTHR43797	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	PS00868	NA	NA	NA	cd00614	NA	TIGR01326	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	NA	NA	PIRSF001434	NA	NA	NA	NA
maker-scaffold261-augustus-gene-0.86-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold41-augustus-gene-0.175-mRNA-1	mobidb-lite	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	PTHR38049:SF1;PTHR38049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	NA
augustus_masked-scaffold104-processed-gene-0.24-mRNA-1	mobidb-lite	NA	IPR001680	GO:0005515	PF00400;PF12937	NA	SSF81383;SSF50978	PTHR44007;PTHR44007:SF5	G3DSA:1.20.1280.50;G3DSA:2.130.10.10	PS00678	PR00320	SM00320;SM00256	PS50082;PS50181;PS50294	cd00200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold163-processed-gene-0.13-mRNA-1	mobidb-lite	NA	IPR002642	GO:0004620;GO:0009395	PF01735	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF52151	PTHR10728:SF40;PTHR10728	G3DSA:3.40.1090.10	NA	NA	SM00022	PS51210	cd00147	Coil	NA	Reactome: R-HSA-1482788|Reactome: R-HSA-1482801|Reactome: R-HSA-1482839|Reactome: R-HSA-1482922|Reactome: R-HSA-1483115	NA	NA	NA	NA	NA	NA	NA
maker-scaffold236-snap-gene-0.104-mRNA-1	mobidb-lite	NA	IPR013332	GO:0016491;GO:0055114	PF02558;PF08546	NA	SSF48179	PTHR43765:SF2;PTHR43765	G3DSA:3.40.50.720;G3DSA:1.10.1040.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold1-snap-gene-0.218-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold31-augustus-gene-0.219-mRNA-1	mobidb-lite	NA	IPR002740	NA	PF01878	NA	SSF88697	PTHR14087	G3DSA:3.10.590.10	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold220-processed-gene-0.0-mRNA-1	mobidb-lite	NA	IPR037807	GO:0005671	NA	NA	NA	PTHR13585:SF19;PTHR13585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold246-processed-gene-0.15-mRNA-1	mobidb-lite	NA	IPR009044	GO:0003677;GO:0006355	PF02229	NA	SSF54447	PTHR13215	G3DSA:2.30.31.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold241-processed-gene-0.24-mRNA-1	mobidb-lite	NA	IPR001202	GO:0005515	PF00397	NA	SSF51045	PTHR23181;PTHR23181:SF11	G3DSA:2.20.70.10	PS01159	NA	SM00456	PS50020	cd00201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold294-processed-gene-0.30-mRNA-1	NA	NA	IPR018108	GO:0022857	PF00153	NA	SSF103506	PTHR24089;PTHR24089:SF39	G3DSA:1.50.40.10	NA	NA	NA	PS50920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold42-processed-gene-0.25-mRNA-1	NA	NA	IPR002759	GO:0004540;GO:0008033	PF01900	NA	SSF160350	PTHR10993;PTHR10993:SF12	G3DSA:3.30.70.3250	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold242-processed-gene-0.36-mRNA-1	NA	NA	IPR029070	GO:0008061;GO:0005975;GO:0004553	PF00704	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	SSF54556;SSF51445	PTHR11177;PTHR11177:SF174	G3DSA:3.10.50.10;G3DSA:3.20.20.80	PS01095	NA	SM00636	NA	NA	NA	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA
snap_masked-scaffold132-processed-gene-0.116-mRNA-1	NA	TMhelix	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold374-snap-gene-0.61-mRNA-1	mobidb-lite	NA	IPR019783	NA	PF01172	NA	SSF89895	PTHR10927:SF2;PTHR10927	G3DSA:3.30.1250.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold693-snap-gene-0.0-mRNA-1	NA	NA	IPR036291	NA	PF00106	NA	SSF51735	PTHR24320;PTHR24320:SF106	G3DSA:3.40.50.720	NA	PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold280-augustus-gene-0.48-mRNA-1	mobidb-lite	NA	IPR037206	GO:0000813;GO:0032509	PF03997	NA	SSF140427;SSF140111	PTHR12937	G3DSA:1.20.120.1130;G3DSA:1.20.1440.200	NA	NA	NA	PS51310;PS51313	NA	NA	NA	Reactome: R-HSA-162588|Reactome: R-HSA-174490|Reactome: R-HSA-917729	NA	NA	PIRSF017535	NA	NA	NA	NA
maker-scaffold12-snap-gene-0.212-mRNA-1	NA	NA	IPR036881	GO:0004553;GO:0005975	PF01915;PF14310;PF00933	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	SSF51445;SSF52279	PTHR42715:SF5;PTHR42715	G3DSA:3.40.50.1700;G3DSA:3.20.20.300;G3DSA:2.60.40.10	PS00775	PR00133	SM01217	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
snap_masked-scaffold58-processed-gene-0.174-mRNA-1	mobidb-lite	NA	IPR000795	GO:0003924;GO:0005525	PF09173;PF03144;PF00009	NA	SSF50465;SSF52540;SSF50447	PTHR42854;PTHR42854:SF4	G3DSA:2.40.30.10;G3DSA:3.40.50.300	NA	PR00315	NA	PS51722	cd01888;cd15490;cd03688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold75-processed-gene-0.99-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR28244:SF1;PTHR28244	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold188-augustus-gene-0.20-mRNA-1	mobidb-lite	TMhelix	IPR001563	GO:0004185;GO:0006508	PF00450	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	SSF53474	PTHR11802;PTHR11802:SF190	G3DSA:3.40.50.1820	NA	PR00724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
augustus_masked-scaffold318-processed-gene-0.36-mRNA-1	mobidb-lite	NA	IPR015797	GO:0016787	PF00012;PF00293	NA	SSF53067;SSF55811;SSF82199	PTHR19375:SF181;PTHR19375	G3DSA:3.90.640.10;G3DSA:3.30.420.40;G3DSA:3.90.1410.10;G3DSA:3.90.79.10	NA	NA	NA	PS51462	cd10229	NA	NA	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold34-processed-gene-0.174-mRNA-1	NA	NA	IPR001753	GO:0003824	PF00378	NA	SSF52096	PTHR11941:SF75;PTHR11941	G3DSA:3.90.226.10	NA	NA	NA	NA	cd06558	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold173-augustus-gene-0.12-mRNA-1	NA	NA	IPR002048	GO:0005509	PF13499	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	SSF47473	PTHR19237:SF20;PTHR19237	G3DSA:1.10.238.10	PS00018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA
snap_masked-scaffold116-processed-gene-0.116-mRNA-1	NA	NA	IPR001790	GO:0005622;GO:0042254;GO:0000027	PF00466;PF17777	NA	SSF160369	PTHR21141;PTHR21141:SF37	G3DSA:3.90.105.20;G3DSA:3.30.70.1730	NA	NA	NA	NA	cd05796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold25-processed-gene-0.187-mRNA-1	NA	NA	IPR034150	GO:0003676	PF00076	NA	SSF54928	PTHR12785:SF7;PTHR12785	G3DSA:3.30.70.330	NA	NA	SM00360	PS50102	cd12241	Coil	NA	Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	NA	NA	NA	NA	NA	NA
maker-scaffold57-augustus-gene-0.170-mRNA-1	NA	NA	IPR027500	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF01015	NA	NA	PTHR11830:SF12;PTHR11830	NA	PS01191	NA	SM01397	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	MF_03122	NA	NA	NA	NA	NA	NA
maker-scaffold82-snap-gene-0.100-mRNA-1	mobidb-lite	NA	IPR012923	GO:0005634;GO:0006974;GO:0048478;GO:0000076	PF07962	NA	NA	PTHR13220	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5693607	NA	NA	NA	NA	NA	NA	PD089639
augustus_masked-scaffold17-processed-gene-0.5-mRNA-1	mobidb-lite	NA	IPR026822		PF12656	NA	NA	PTHR15818	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA
maker-scaffold63-augustus-gene-0.1-mRNA-1	NA	NA	IPR029064	GO:0003723;GO:0005730	PF01248	NA	SSF55315	PTHR23105:SF38;PTHR23105	G3DSA:3.30.1330.30	NA	PR00881;PR00883	NA	NA	NA	Coil	NA	Reactome: R-HSA-6790901	NA	NA	NA	NA	NA	NA	NA
maker-scaffold249-snap-gene-0.15-mRNA-1	NA	NA	IPR002877	GO:0008168;GO:0032259;GO:0001510;GO:0008033;GO:0008175	PF01728	NA	SSF53335	PTHR10920:SF12;PTHR10920	NA	NA	NA	NA	NA	NA	Coil	NA	MetaCyc: PWY-6829|Reactome: R-HSA-6782315	MF_01547;MF_03162	NA	NA	NA	NA	NA	NA
maker-scaffold60-augustus-gene-0.3-mRNA-1	NA	TMhelix	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	SSF48264	PTHR24305;PTHR24305:SF148	G3DSA:1.10.630.10	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold344-processed-gene-0.80-mRNA-1	mobidb-lite	TMhelix	IPR000834	GO:0004181;GO:0006508;GO:0008270	PF00246	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	SSF53187	PTHR11705:SF91;PTHR11705	G3DSA:3.40.630.10	PS00132	PR00765	SM00631	NA	cd06248	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA
snap_masked-scaffold220-processed-gene-0.6-mRNA-1	NA	NA	IPR011012	GO:0005622;GO:0006888	PF04628	NA	SSF64356	PTHR12403:SF11;PTHR12403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-snap-gene-0.153-mRNA-1	mobidb-lite	TMhelix	IPR002523	GO:0016020;GO:0030001;GO:0046873;GO:0055085	PF01544	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SSF144083	PTHR21535:SF33;PTHR21535	G3DSA:1.20.58.340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold8-processed-gene-0.239-mRNA-1	mobidb-lite	TMhelix	IPR021013	GO:0070072	PF11712	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	PTHR31394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold156-processed-gene-0.26-mRNA-1	NA	NA	IPR002478	GO:0003723;GO:0005634;GO:0042255	PF03657;PF17833	NA	SSF88697;SSF88802	PTHR23415:SF4;PTHR23415	G3DSA:3.10.450.220;G3DSA:2.30.130.10	NA	NA	SM00359	PS50890	NA	NA	NA	Reactome: R-HSA-6791226	NA	NA	PIRSF017190	NA	NA	NA	NA
