Gene	interpro	GO	SUPERFAMILY	Pfam	PANTHER	Gene3D	SignalP_GRAM_POSITIVE	CDD	MobiDBLite	SMART	ProSiteProfiles	Phobius	ProSitePatterns	Coils	TMHMM	PATHWAY	PRINTS	SignalP_EUK	SignalP_GRAM_NEGATIVE	TIGRFAM	Hamap	ProDom	PIRSF	SFLD
maker-NODE_5_length_868829_cov_62.810630-augustus-gene-3.29-mRNA-1	IPR003903	NA	NA	PF02809	NA	NA	NA	NA	mobidb-lite	SM00726	PS50330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_18_length_437960_cov_63.438948-processed-gene-1.30-mRNA-1	IPR015422	GO:0003824;GO:0009058;GO:0030170	SSF53383	PF00155	PTHR13693;PTHR13693:SF3	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	cd06454	mobidb-lite	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_355571_cov_60.543135-augustus-gene-0.5-mRNA-1	IPR036065	NA	SSF82657	PF01722	PTHR12735:SF27;PTHR12735	G3DSA:3.10.20.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF003113	NA
augustus_masked-NODE_24_length_363082_cov_57.773986-processed-gene-2.30-mRNA-1	IPR035969	NA	SSF47923	NA	PTHR20913;PTHR20913:SF7	G3DSA:1.10.472.80	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_63_length_132141_cov_64.118457-processed-gene-0.10-mRNA-1	IPR008493		NA	PF05603	PTHR12925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_20_length_410206_cov_63.795695-processed-gene-2.12-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_619819_cov_63.830454-augustus-gene-4.28-mRNA-1	NA	NA	NA	NA	PTHR13856;PTHR13856:SF91	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_106_length_46474_cov_35.269467-augustus-gene-0.1-mRNA-1	IPR020904	GO:0016491	SSF51735	PF00106	PTHR43180	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	PS00061	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_20_length_410206_cov_63.795695-processed-gene-1.7-mRNA-1	IPR000086	GO:0016787	SSF55811	PF00293	PTHR11839:SF15;PTHR11839	G3DSA:3.90.79.10	NA	cd03424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_645185_cov_64.840346-augustus-gene-5.38-mRNA-1	IPR006186	GO:0016787	SSF56300	PF00149	PTHR11668;PTHR11668:SF22	NA	NA	cd07415	mobidb-lite	SM00156	NA	NA	PS00125	NA	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	PR00114	NA	NA	NA	NA	NA	NA	NA
maker-NODE_50_length_195601_cov_64.588697-augustus-gene-0.83-mRNA-1	IPR002466	GO:0003723;GO:0004000;GO:0006396	NA	PF02137	PTHR10910:SF62;PTHR10910	NA	NA	NA	NA	SM00552	PS50141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_29_length_309253_cov_63.563806-processed-gene-1.25-mRNA-1	IPR000571	GO:0046872;GO:0008180	NA	NA	PTHR10758:SF1;PTHR10758	G3DSA:1.25.40.570	NA	NA	NA	NA	PS50103	NA	NA	Coil	NA	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_13_length_527745_cov_64.590967-processed-gene-1.23-mRNA-1	IPR003480	GO:0016747	NA	PF02458	PTHR31896:SF12;PTHR31896	G3DSA:3.30.559.10	NA	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_22_length_390111_cov_61.126862-augustus-gene-1.46-mRNA-1	IPR005378	GO:0015031;GO:0030906;GO:0042147	NA	PF03635	PTHR11099:SF0;PTHR11099	G3DSA:1.25.40.660	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3238698	NA	NA	NA	NA	NA	NA	PIRSF009375	NA
augustus_masked-NODE_33_length_285618_cov_58.526770-processed-gene-1.1-mRNA-1	IPR023210	GO:0006750;GO:0035226	SSF51430	PF00248	PTHR13295	G3DSA:3.20.20.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-174403	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_32_length_290623_cov_59.405479-augustus-gene-1.19-mRNA-1	IPR013536	NA	NA	PF08325	PTHR30399	NA	NA	cd07344	mobidb-lite	NA	PS51397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_868829_cov_62.810630-augustus-gene-0.30-mRNA-1	IPR002938	GO:0071949	SSF51905;SSF54373	PF01494;PF13450	PTHR13789:SF172;PTHR13789	G3DSA:3.50.50.60;G3DSA:3.30.9.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
maker-NODE_22_length_390111_cov_61.126862-augustus-gene-0.4-mRNA-1	NA	NA	NA	NA	PTHR21581:SF6;PTHR21581	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_34_length_285491_cov_61.729170-augustus-gene-0.24-mRNA-1	NA	NA	NA	NA	PTHR14614:SF39;PTHR14614	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_93_length_62995_cov_46.024400-processed-gene-0.0-mRNA-1	IPR037232		SSF143243	NA	PTHR10884;PTHR10884:SF10	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_981360_cov_65.668740-processed-gene-3.14-mRNA-1	IPR001451	GO:0009058;GO:0016779	SSF53448	PF00132;PF00483	PTHR22572;PTHR22572:SF136	G3DSA:2.160.10.10;G3DSA:3.90.550.10	NA	cd06425;cd05824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_19_length_423208_cov_63.707385-processed-gene-2.8-mRNA-1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	PF00172	PTHR36206;PTHR36206:SF3	G3DSA:4.10.240.10	NA	cd00067	mobidb-lite	SM00066	PS50048	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_44_length_216199_cov_63.927089-processed-gene-1.29-mRNA-1	IPR011257	GO:0003824;GO:0006281	SSF48150	NA	PTHR15074:SF0;PTHR15074	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	Reactome: R-HSA-110357	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_37_length_268380_cov_64.784427-augustus-gene-1.53-mRNA-1	IPR029058	GO:0006629	SSF53474	PF01764	PTHR21493:SF235;PTHR21493	G3DSA:3.40.50.1820	NA	cd00519	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-426048	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_83_length_79604_cov_67.059124-augustus-gene-0.1-mRNA-1	IPR013785	GO:0003824;GO:0016491;GO:0055114;GO:0010181	SSF51395	PF01070	PTHR10578;PTHR10578:SF86	G3DSA:3.20.20.70	NA	NA	NA	NA	PS51349	NA	PS00557	NA	NA	Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	NA	PIRSF000138	NA
augustus_masked-NODE_16_length_458646_cov_62.714747-processed-gene-2.19-mRNA-1	IPR002908	GO:0008199;GO:0016226;GO:0004322;GO:0005739;GO:0055114	SSF55387	PF01491	PTHR16821	G3DSA:3.30.920.10	NA	NA	mobidb-lite	SM01219	PS50810	NA	PS01344	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-1362409	NA	NA	NA	TIGR03422;TIGR03421	NA	NA	NA	NA
maker-NODE_13_length_527745_cov_64.590967-augustus-gene-3.41-mRNA-1	IPR007727	NA	NA	PF05032	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_22_length_390111_cov_61.126862-processed-gene-2.48-mRNA-1	IPR037344	GO:0032126;GO:0070941	SSF52540	NA	PTHR10039;PTHR10039:SF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_536238_cov_57.715738-processed-gene-1.30-mRNA-1	IPR029063	NA	SSF53335	PF05063	PTHR12829:SF4;PTHR12829	NA	NA	NA	NA	NA	PS51143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_263057_cov_61.801365-augustus-gene-1.6-mRNA-1	IPR036464	GO:0005515	SSF82199;SSF81822	PF00856;PF09273	PTHR13271:SF34;PTHR13271	G3DSA:3.90.1410.10;G3DSA:3.90.1420.10	NA	NA	NA	NA	PS50280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_712399_cov_64.450715-processed-gene-2.23-mRNA-1	IPR005579	NA	NA	PF03879	NA	NA	NA	NA	mobidb-lite	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	Coil	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_845801_cov_64.679335-processed-gene-5.21-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_64_length_129700_cov_59.344385-processed-gene-0.29-mRNA-1	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NODE_90_length_65681_cov_61.056503-augustus-gene-0.16-mRNA-1	IPR007239	GO:0005737;GO:0006914	NA	PF04106	PTHR13040	G3DSA:3.10.20.620;G3DSA:1.10.246.190;G3DSA:3.10.20.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1632852|Reactome: R-HSA-5205685|Reactome: R-HSA-8934903|Reactome: R-HSA-936440	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_61_length_137559_cov_59.310939-processed-gene-0.29-mRNA-1	IPR010839	NA	NA	PF07287	PTHR13943;PTHR13943:SF69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_619819_cov_63.830454-augustus-gene-4.40-mRNA-1	IPR012677	NA	NA	NA	NA	G3DSA:3.30.70.330	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_281661_cov_61.178106-augustus-gene-1.32-mRNA-1	IPR025337	GO:0016491	NA	PF14027	PTHR35870:SF5;PTHR35870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_868829_cov_62.810630-processed-gene-3.16-mRNA-1	IPR001763	NA	SSF52821	PF00581	PTHR11364:SF13;PTHR11364	G3DSA:3.40.250.10	NA	cd01449;cd01448	NA	SM00450	PS50206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_22_length_390111_cov_61.126862-processed-gene-2.30-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_57_length_177865_cov_65.219587-processed-gene-0.30-mRNA-1	NA	NA	NA	NA	PTHR40978;PTHR40978:SF6	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_527745_cov_64.590967-augustus-gene-1.8-mRNA-1	IPR036890	NA	SSF55874	PF12449	PTHR15600;PTHR15600:SF29	G3DSA:3.30.565.10	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_1091443_cov_63.945247-processed-gene-6.23-mRNA-1	IPR029063	NA	SSF53335	PF13489	PTHR13090:SF1;PTHR13090	G3DSA:3.40.50.150	NA	cd02440	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_34_length_285491_cov_61.729170-augustus-gene-1.60-mRNA-1	NA	NA	NA	NA	PTHR42031	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_69_length_112865_cov_56.706621-processed-gene-0.19-mRNA-1	IPR025442	NA	NA	PF13810	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_1091443_cov_63.945247-processed-gene-0.19-mRNA-1	IPR007855	GO:0003968	NA	PF05183	PTHR23079:SF14;PTHR23079	G3DSA:1.10.8.790	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_361630_cov_63.766165-augustus-gene-1.37-mRNA-1	IPR036291	NA	SSF51735	PF13460	PTHR14097;PTHR14097:SF8	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_36_length_277357_cov_64.339956-augustus-gene-0.6-mRNA-1	IPR001382	GO:0004571;GO:0005509;GO:0016020;GO:0003824	SSF48225	PF01532	PTHR11742;PTHR11742:SF55	G3DSA:1.50.10.10	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	PR00747	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_849364_cov_61.265323-processed-gene-2.20-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_51_length_193675_cov_65.103308-augustus-gene-0.20-mRNA-1	IPR000679	GO:0006355;GO:0008270;GO:0043565;GO:0003700	SSF57716	PF00320	PTHR10071;PTHR10071:SF304	G3DSA:3.30.50.10	NA	cd00202	mobidb-lite	SM00401	PS50114	NA	PS00344	NA	NA	Reactome: R-HSA-383280	PR00619	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_28_length_335966_cov_65.278157-processed-gene-1.29-mRNA-1	IPR037930	GO:0005741;GO:0008320;GO:0030150;GO:0055085	NA	PF01459	PTHR10802;PTHR10802:SF2	G3DSA:2.40.160.10	NA	cd07305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_30_length_301663_cov_62.554438-processed-gene-2.13-mRNA-1	IPR036881	GO:0004553;GO:0005975	SSF51445;SSF52279	PF14310;PF01915;PF00933	PTHR42721:SF3;PTHR42721	G3DSA:3.40.50.1700;G3DSA:2.60.40.10;G3DSA:3.20.20.300	SignalP-TM	NA	NA	SM01217	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NODE_29_length_309253_cov_63.563806-processed-gene-0.25-mRNA-1	IPR029044	NA	SSF53448	PF05704	PTHR12042;PTHR12042:SF30	G3DSA:3.90.550.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1091443_cov_63.945247-augustus-gene-9.14-mRNA-1	IPR001544	GO:0003824;GO:0004084;GO:0009081	SSF56752	PF01063	PTHR11825;PTHR11825:SF69	G3DSA:3.20.10.10;G3DSA:3.30.470.10	NA	cd01557	NA	NA	NA	NA	PS00770	NA	NA	Reactome: R-HSA-70895	NA	NA	NA	NA	NA	NA	PIRSF006468	NA
augustus_masked-NODE_93_length_62995_cov_46.024400-processed-gene-0.1-mRNA-1	IPR029058	NA	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_845801_cov_64.679335-processed-gene-7.56-mRNA-1	IPR012423	GO:0005634;GO:0006355;GO:0043189	NA	PF07904	PTHR13581	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_30_length_301663_cov_62.554438-augustus-gene-2.34-mRNA-1	IPR036852	GO:0004252;GO:0006508	SSF52743	PF00082	PTHR43806:SF26;PTHR43806	G3DSA:3.40.50.200	NA	cd00306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_44_length_216199_cov_63.927089-processed-gene-0.32-mRNA-1	IPR003593	GO:0005524;GO:0036402;GO:0005737;GO:0016787;GO:0030163	SSF52540	PF17862;PF00004	PTHR23073;PTHR23073:SF13	G3DSA:3.40.50.300;G3DSA:1.10.8.60;G3DSA:2.40.50.140	NA	cd00009	NA	SM00382	NA	NA	PS00674	Coil	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	TIGR01242	NA	NA	NA	NA
augustus_masked-NODE_3_length_925979_cov_65.326036-processed-gene-4.37-mRNA-1	IPR036291	NA	SSF51735	PF13460	PTHR43349;PTHR43349:SF6	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_981360_cov_65.668740-augustus-gene-6.26-mRNA-1	IPR021858	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_449563_cov_64.535306-augustus-gene-3.13-mRNA-1	IPR002993	GO:0008073	SSF55729	PF02100	PTHR10279:SF10;PTHR10279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-350562	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_981360_cov_65.668740-processed-gene-2.15-mRNA-1	IPR008952	GO:0016021	SSF48652	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE	NA	NA	TMhelix	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_619819_cov_63.830454-processed-gene-4.13-mRNA-1	IPR027267	GO:0000329;GO:0005543;GO:0042144	SSF103657	NA	PTHR38407	G3DSA:1.20.1270.60	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_845801_cov_64.679335-augustus-gene-2.11-mRNA-1	IPR024145	GO:0005515	NA	PF13867	PTHR13286:SF6;PTHR13286	G3DSA:1.10.720.110	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3214815|Reactome: R-HSA-427413	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_925979_cov_65.326036-augustus-gene-1.37-mRNA-1	IPR003094	GO:0003824;GO:0005524;GO:0006003;GO:0003873;GO:0006000	SSF53254;SSF52540	PF00300;PF01591	PTHR10606;PTHR10606:SF44	G3DSA:3.40.50.300;G3DSA:3.40.50.1240	NA	cd07067	NA	SM00855	NA	NA	PS00175	NA	NA	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	PR00991	NA	NA	NA	NA	NA	PIRSF000709	NA
augustus_masked-NODE_23_length_388669_cov_60.231074-processed-gene-2.84-mRNA-1	IPR036249	GO:0005515	SSF52833;SSF47616	PF13409	NA	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	NA	cd03038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_515982_cov_63.869335-augustus-gene-0.38-mRNA-1	IPR013823	GO:0003735;GO:0006412;GO:0005622;GO:0005840	SSF48300;SSF54736	PF00542;PF16320	PTHR45022	G3DSA:3.30.1390.10	NA	cd00387	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	PD001326	NA	NA
maker-NODE_16_length_458646_cov_62.714747-augustus-gene-2.5-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_18_length_437960_cov_63.438948-processed-gene-0.23-mRNA-1	IPR027911	NA	NA	PF15377	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_70434_cov_52.044434-processed-gene-0.7-mRNA-1	IPR037523	NA	SSF54593	PF00903	PTHR35006;PTHR35006:SF2	G3DSA:3.10.180.10	NA	cd07262	NA	NA	PS51819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_24_length_363082_cov_57.773986-processed-gene-1.16-mRNA-1	IPR006806	GO:0005747;GO:0022904	NA	PF04716	PTHR12653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_49_length_195914_cov_65.162748-processed-gene-0.14-mRNA-1	IPR029044	GO:0016021;GO:0016757	SSF53448	PF09258	PTHR45576	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_18_length_437960_cov_63.438948-augustus-gene-2.13-mRNA-1	IPR039327	GO:0006355	NA	NA	PTHR36167	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_981360_cov_65.668740-processed-gene-6.17-mRNA-1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	PF04082	PTHR40626:SF4;PTHR40626	NA	NA	cd12148	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_845801_cov_64.679335-processed-gene-3.10-mRNA-1	IPR001314	GO:0004252;GO:0006508	SSF50494	PF00089	PTHR24276;PTHR24276:SF71	G3DSA:2.40.10.10	NA	cd00190	NA	SM00020	PS50240	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	PS00134	NA	NA	NA	PR00722	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_886839_cov_63.192135-processed-gene-3.18-mRNA-1	IPR008927	GO:0055114;GO:0016491	SSF48179	PF08546;PF02558	PTHR43765:SF2;PTHR43765	G3DSA:3.40.50.720;G3DSA:1.10.1040.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_1091443_cov_63.945247-processed-gene-8.17-mRNA-1	IPR003732	GO:0002161;GO:0005737;GO:0051499	SSF69500	PF02580	PTHR10472:SF5;PTHR10472	G3DSA:3.50.80.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00256	MF_00518	NA	NA	NA
