Gene	PANTHER	Phobius	interpro	GO	PATHWAY	Pfam	TMHMM	MobiDBLite	Coils	ProSitePatterns	CDD	Gene3D	SUPERFAMILY	ProSiteProfiles	SMART	PRINTS	SFLD	TIGRFAM	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	PIRSF	ProDom
maker-NODE_16_length_414607_cov_57.056676-augustus-gene-0.0-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_604053_cov_57.456056-processed-gene-2.55-mRNA-1	NA	NA	IPR012677	GO:0003676	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.30.70.330	SSF54928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_63_length_121436_cov_57.503804-snap-gene-0.87-mRNA-1	PTHR14957	NA	IPR007135		Reactome: R-HSA-1632852	PF03987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_37_length_252058_cov_61.114793-augustus-gene-1.59-mRNA-1	PTHR11805	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	IPR019367	NA	NA	PF10235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
maker-NODE_17_length_413467_cov_55.970450-snap-gene-1.243-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:1.20.120.20	SSF58113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_19_length_399495_cov_56.963753-processed-gene-2.405-mRNA-1	PTHR13523:SF2;PTHR13523	NA	IPR036549	GO:0005739	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	SSF47694	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NODE_30_length_285380_cov_56.027165-augustus-gene-1.293-mRNA-1	PTHR10869;PTHR10869:SF80	NA	IPR006620	GO:0005506;GO:0016705;GO:0031418;GO:0055114	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:2.60.120.620	NA	NA	SM00702	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NODE_122_length_29971_cov_35.926283-snap-gene-0.4-mRNA-1	PTHR10012:SF3;PTHR10012	NA	IPR004327	GO:0019211	NA	PF03095	NA	NA	NA	NA	cd04087	G3DSA:1.20.120.1150	SSF140984	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF016325	NA
maker-NODE_54_length_146565_cov_54.406336-snap-gene-0.232-mRNA-1	PTHR22770:SF13;PTHR22770	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:1.20.120.1750	SSF57850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_563164_cov_57.757710-augustus-gene-4.50-mRNA-1	PTHR14374	NA	IPR012880		Reactome: R-HSA-8876198	PF07919;PF11817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_20_length_387202_cov_58.679540-processed-gene-2.40-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_84_length_63548_cov_24.457924-augustus-gene-0.60-mRNA-1	PTHR43353;PTHR43353:SF7	NA	IPR016162	GO:0016491;GO:0055114;GO:0016620	NA	PF00171	NA	NA	NA	NA	cd07103	G3DSA:2.40.30.130;G3DSA:3.40.605.10;G3DSA:3.40.309.10	SSF50447;SSF53720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_718053_cov_59.395713-processed-gene-5.27-mRNA-1	NA	NA	IPR013952	NA	NA	PF08643	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_106_length_41611_cov_37.304503-processed-gene-0.46-mRNA-1	PTHR14187:SF73;PTHR14187	NA	IPR004166	GO:0004674;GO:0005524;GO:0006468	NA	PF02816	NA	NA	NA	NA	NA	G3DSA:3.20.200.10	SSF56112	PS51158	SM00811	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_540689_cov_55.537295-snap-gene-2.258-mRNA-1	PTHR10233:SF9;PTHR10233	NA	IPR037171	GO:0044237	KEGG: 00270+5.3.1.23|MetaCyc: PWY-4361|MetaCyc: PWY-7174	PF01008	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.10470	SSF100950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_30_length_285380_cov_56.027165-snap-gene-0.187-mRNA-1	NA	NA	IPR003613	GO:0004842;GO:0016567	MetaCyc: PWY-7511	PF04564	NA	NA	NA	NA	NA	G3DSA:3.30.40.10	SSF57850	NA	SM00504	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_21_length_380954_cov_56.979182-snap-gene-2.6-mRNA-1	PTHR14190;PTHR14190:SF7	NA	IPR007258		Reactome: R-HSA-6811440	PF04129	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_14_length_434291_cov_56.144257-processed-gene-3.23-mRNA-1	NA	NA	IPR021858	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_752009_cov_57.006766-augustus-gene-6.121-mRNA-1	PTHR31941:SF7;PTHR31941	NA	IPR001849	GO:0005546;GO:0016197;GO:0030036;GO:0031932;GO:0038203	NA	NA	NA	mobidb-lite	Coil	NA	cd13311	G3DSA:2.30.29.30;G3DSA:1.20.1270.60	SSF50729;SSF103657	PS50003	SM00233	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_18_length_409824_cov_57.109259-processed-gene-2.171-mRNA-1	PTHR31077	NA	IPR013957	GO:0008380	Reactome: R-HSA-72163	PF08648	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_47_length_182279_cov_60.135887-processed-gene-0.365-mRNA-1	PTHR31961	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR008839	NA	NA	PF05546	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_473568_cov_57.795694-snap-gene-1.23-mRNA-1	PTHR13156	NA	IPR019401		Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF10276	NA	NA	NA	NA	NA	G3DSA:2.60.260.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_8_length_558485_cov_55.498657-snap-gene-4.7-mRNA-1	NA	NA	IPR007648	GO:0005739;GO:0032780;GO:0042030	NA	PF04568	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NODE_15_length_426026_cov_57.133846-augustus-gene-1.223-mRNA-1	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	IPR023346	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.530.10	SSF53955	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
augustus_masked-NODE_1_length_1425273_cov_58.493042-processed-gene-9.245-mRNA-1	PTHR13390:SF0;PTHR13390	NA	IPR019363	NA	NA	PF10230	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_41_length_228985_cov_52.842203-snap-gene-1.125-mRNA-1	NA	NA	IPR036361	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:1.10.720.30	NA	PS50800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_61_length_126232_cov_55.567186-snap-gene-0.277-mRNA-1	PTHR11994:SF10;PTHR11994	NA	IPR002132	GO:0003735;GO:0005840;GO:0006412;GO:0005622	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF00673;PF00281	NA	NA	NA	PS00358	NA	G3DSA:3.30.1440.10	SSF55282	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF002161	NA
maker-NODE_36_length_256952_cov_59.432252-snap-gene-0.58-mRNA-1	PTHR28158	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	IPR021036	NA	NA	PF12298	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NODE_14_length_434291_cov_56.144257-augustus-gene-1.179-mRNA-1	NA	NA	IPR009799	NA	NA	PF07110	NA	NA	NA	NA	NA	NA	SSF54909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_380954_cov_56.979182-processed-gene-2.452-mRNA-1	PTHR12263;PTHR12263:SF0	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR008389	GO:0015078;GO:0015991;GO:0033179	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	PF05493	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_55_length_144644_cov_47.021375-processed-gene-0.91-mRNA-1	PTHR43618;PTHR43618:SF4	NA	IPR002347	GO:0016491	NA	PF00106	NA	mobidb-lite	NA	PS00061	cd05233	G3DSA:3.40.50.720	SSF51735	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_15_length_426026_cov_57.133846-augustus-gene-0.193-mRNA-1	PTHR14659	NA	IPR019341	NA	NA	PF10199	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.11960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_84_length_63548_cov_24.457924-snap-gene-0.47-mRNA-1	PTHR31047	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	IPR008928	GO:0003824	NA	PF06824	NA	NA	NA	NA	NA	G3DSA:1.50.10.10	SSF48208	NA	SM01149	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	PIRSF028846	NA
maker-NODE_13_length_473568_cov_57.795694-snap-gene-3.10-mRNA-1	PTHR24350	NA	IPR011009	GO:0004672;GO:0005524;GO:0006468	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PF00069	NA	mobidb-lite	NA	PS00108;PS00107	cd14007	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	PS50011	SM00220	NA	NA	NA	NA	NA	NA	NA	PIRSF000654	NA
maker-NODE_1_length_1425273_cov_58.493042-augustus-gene-4.9-mRNA-1	PTHR12403;PTHR12403:SF1	NA	IPR006722	GO:0005622;GO:0006888	NA	PF04628	NA	NA	NA	NA	NA	G3DSA:3.30.450.70	SSF64356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_21_length_380954_cov_56.979182-augustus-gene-0.142-mRNA-1	PTHR21294:SF8;PTHR21294	NA	IPR014730	GO:0009055	Reactome: R-HSA-611105	PF01012	NA	NA	NA	PS01065	cd01714	G3DSA:3.40.50.620	SSF52402	NA	SM00893	NA	NA	NA	NA	NA	NA	NA	PIRSF000090	NA
augustus_masked-NODE_39_length_237138_cov_60.081954-processed-gene-1.406-mRNA-1	PTHR40370	NA	IPR024500	NA	NA	PF11274	NA	NA	NA	NA	NA	NA	SSF55961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_414607_cov_57.056676-processed-gene-1.44-mRNA-1	NA	NA	IPR025212		Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	PF13094	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_123_length_29548_cov_50.336596-augustus-gene-0.91-mRNA-1	PTHR14614;PTHR14614:SF39	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_752009_cov_57.006766-snap-gene-3.68-mRNA-1	PTHR11750	NA	IPR036526	GO:0008418;GO:0070773;GO:0006807	NA	PF00795	NA	NA	NA	NA	cd07566	G3DSA:3.60.110.10	SSF56317	PS50263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_44_length_193356_cov_56.935983-processed-gene-0.360-mRNA-1	PTHR12867:SF6;PTHR12867	NA	IPR039042	GO:0006488;GO:0016758	KEGG: 00510+2.4.1.141|KEGG: 00513+2.4.1.141	PF04101	NA	NA	NA	NA	NA	G3DSA:3.40.50.2000	SSF53756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_42_length_197979_cov_55.852400-processed-gene-0.101-mRNA-1	PTHR13903:SF8;PTHR13903	NA	IPR003829		Reactome: R-HSA-8935690	PF02678;PF05726	NA	NA	NA	NA	NA	G3DSA:2.60.120.10	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF006232	NA
snap_masked-NODE_31_length_278666_cov_58.460664-processed-gene-0.202-mRNA-1	NA	NA	IPR036426	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.90.10.10	SSF51110	PS50927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_262196_cov_59.525049-snap-gene-0.71-mRNA-1	PTHR42760:SF69;PTHR42760	NA	IPR036291	GO:0016491	NA	PF00106	NA	NA	NA	PS00061	cd05233	NA	SSF51735	NA	SM00822	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_273_length_8833_cov_41.768206-processed-gene-0.27-mRNA-1	PTHR11071;PTHR11071:SF383	NA	IPR029000	GO:0003755;GO:0000413;GO:0006457	NA	PF00160	NA	NA	NA	PS00170	NA	G3DSA:2.40.100.10	SSF50891	PS50072	NA	PR00153	NA	NA	NA	NA	NA	NA	PIRSF001467	NA
snap_masked-NODE_18_length_409824_cov_57.109259-processed-gene-2.172-mRNA-1	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	TMhelix	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1425273_cov_58.493042-snap-gene-4.186-mRNA-1	PTHR23323;PTHR23323:SF26	NA	IPR000547	GO:0006886;GO:0016192	NA	PF05131	NA	NA	Coil	NA	cd16462	NA	SSF101908	PS50236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_27_length_330426_cov_57.138596-processed-gene-2.289-mRNA-1	PTHR28087	NA	IPR040152	GO:0140053	NA	PF02410	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1425273_cov_58.493042-snap-gene-10.87-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_48_length_175738_cov_60.050008-snap-gene-0.320-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_54_length_146565_cov_54.406336-snap-gene-0.213-mRNA-1	PTHR40619	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_95_length_47011_cov_55.060532-augustus-gene-0.84-mRNA-1	NA	NA	IPR024222	GO:0016233;GO:0043047;GO:1990879	NA	PF12658	NA	NA	NA	NA	NA	G3DSA:2.40.50.140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_2_length_764473_cov_58.504620-processed-gene-4.220-mRNA-1	PTHR42791	NA	IPR000182	NA	NA	PF00583	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.630.30	SSF55729	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_764473_cov_58.504620-protein2genome-gene-2.143-mRNA-1	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR011043	NA	NA	NA	TMhelix	mobidb-lite	Coil	NA	NA	NA	SSF50965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_53_length_149878_cov_57.089161-augustus-gene-0.109-mRNA-1	PTHR43450	NA	IPR002312	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004815;GO:0005737;GO:0006422	Reactome: R-HSA-2408517|Reactome: R-HSA-379716	PF00152	NA	mobidb-lite	Coil	NA	cd00776;cd04320	G3DSA:2.40.50.140;G3DSA:3.30.930.10	SSF50249;SSF55681	PS50862	NA	PR01042	NA	NA	NA	NA	NA	MF_02075	NA	NA
augustus_masked-NODE_46_length_189133_cov_58.105309-processed-gene-0.5-mRNA-1	PTHR30524;PTHR30524:SF0	NA	IPR013118	GO:0016491;GO:0050662;GO:0055114;GO:0008926;GO:0019594;GO:0003824	KEGG: 00051+1.1.1.17|MetaCyc: PWY-6531	PF08125;PF01232	NA	NA	NA	NA	NA	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	SSF48179;SSF51735	NA	NA	PR00084	NA	NA	NA	NA	NA	MF_00196	NA	NA
snap_masked-NODE_1_length_1425273_cov_58.493042-processed-gene-7.171-mRNA-1	PTHR13495	NA	IPR039845	NA	NA	PF10187	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_31_length_278666_cov_58.460664-processed-gene-1.342-mRNA-1	PTHR12777	NA	IPR001163	GO:0008380;GO:0030532	Reactome: R-HSA-191859|Reactome: R-HSA-72163|Reactome: R-HSA-72165	PF01423	NA	NA	NA	NA	cd01720	G3DSA:2.30.30.100	SSF50182	NA	SM00651	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_171_length_17260_cov_45.089068-processed-gene-0.35-mRNA-1	PTHR20923	NA	IPR039146	GO:0003676	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	PS50174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1425273_cov_58.493042-snap-gene-9.16-mRNA-1	PTHR15629:SF8;PTHR15629	NA	IPR007461	NA	NA	PF04366	NA	NA	NA	NA	cd11524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_718053_cov_59.395713-processed-gene-2.252-mRNA-1	PTHR37845	NA	IPR038781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_32_length_276436_cov_60.070273-augustus-gene-1.143-mRNA-1	PTHR12145:SF24;PTHR12145	NA	IPR008928	GO:0003824	NA	PF03663	NA	NA	NA	NA	NA	NA	SSF48208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_330426_cov_57.138596-snap-gene-0.0-mRNA-1	PTHR44187	NA	IPR020683	GO:0005515	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PF12796	NA	mobidb-lite	NA	NA	cd00204	G3DSA:1.25.40.20	SSF48403	PS50297;PS50088	SM00248	PR01415	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_3_length_752009_cov_57.006766-processed-gene-3.9-mRNA-1	PTHR37287	NA	IPR038014	GO:0031011	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_20_length_387202_cov_58.679540-processed-gene-1.259-mRNA-1	NA	NA	IPR024661	GO:0003899;GO:0006383	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	PF11705	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
snap_masked-NODE_36_length_256952_cov_59.432252-processed-gene-1.68-mRNA-1	PTHR12555:SF15;PTHR12555	NA	IPR004854	GO:0006511	Reactome: R-HSA-110320|Reactome: R-HSA-5689880	PF03152;PF16558	NA	NA	NA	NA	NA	G3DSA:1.10.286.60;G3DSA:2.40.40.50;G3DSA:3.10.330.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_30_length_285380_cov_56.027165-processed-gene-1.325-mRNA-1	PTHR11835;PTHR11835:SF48	NA	IPR019818	GO:0000287;GO:0016616;GO:0051287;GO:0055114	Reactome: R-HSA-71403	PF00180	NA	NA	Coil	PS00470	NA	G3DSA:3.40.718.10	SSF53659	NA	SM01329	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_72_length_89575_cov_49.024204-processed-gene-0.27-mRNA-1	PTHR12829;PTHR12829:SF4	NA	IPR029063	NA	NA	PF05063	NA	NA	NA	NA	NA	NA	SSF53335	PS51143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_24_length_361226_cov_55.322806-augustus-gene-0.0-mRNA-1	PTHR20934	NA	IPR007808	NA	NA	PF05129	NA	mobidb-lite	NA	NA	NA	G3DSA:2.20.25.190	SSF57783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_17_length_413467_cov_55.970450-processed-gene-0.25-mRNA-1	NA	NA	IPR018554	GO:0005634;GO:0005737;GO:0006355;GO:0007623	NA	PF09421	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_80_length_69998_cov_49.620873-processed-gene-0.10-mRNA-1	PTHR31944;PTHR31944:SF82	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	PF04082	NA	mobidb-lite	Coil	NA	cd12148	NA	NA	NA	SM00906	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_36_length_256952_cov_59.432252-snap-gene-1.365-mRNA-1	PTHR21431	NA	IPR009053	GO:0006457;GO:0016272;GO:0051082	Reactome: R-HSA-389957	PF01920	NA	mobidb-lite	Coil	NA	NA	G3DSA:1.10.287.370	SSF46579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_66_length_112180_cov_60.511151-snap-gene-0.228-mRNA-1	PTHR10394;PTHR10394:SF3	NA	IPR001047	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01201	NA	mobidb-lite	NA	NA	cd11380	G3DSA:1.10.168.20;G3DSA:2.40.10.450	NA	NA	NA	NA	NA	TIGR00307	NA	NA	NA	NA	NA	NA
maker-NODE_41_length_228985_cov_52.842203-augustus-gene-1.13-mRNA-1	PTHR12817;PTHR12817:SF0	NA	IPR037992	GO:0043087;GO:0048193	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	PF04051	NA	mobidb-lite	NA	NA	cd14944	G3DSA:3.30.1380.20	SSF111126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_102_length_43697_cov_38.328919-snap-gene-0.38-mRNA-1	PTHR43775:SF10;PTHR43775	NA	IPR014030	GO:0003824	NA	PF00109	NA	NA	NA	NA	NA	G3DSA:3.40.47.10	SSF53901	NA	SM00825	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_307899_cov_56.759910-snap-gene-0.41-mRNA-1	PTHR12991	NA	IPR009348	NA	NA	PF06218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
