Gene	interpro	GO	PATHWAY	TIGRFAM	PRINTS	SUPERFAMILY	PANTHER	Gene3D	PIRSF	Hamap	Pfam	ProSitePatterns	CDD	MobiDBLite	SFLD	SMART	ProSiteProfiles	Phobius	TMHMM	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	Coils	SignalP_EUK	ProDom
OPB38415.1	IPR005123	GO:0016491;GO:0055114;GO:0008270;GO:0006281;GO:0006307;GO:0035552;GO:0051213	Reactome: R-HSA-112126	NA	NA	SSF51197	PTHR31212	G3DSA:2.60.120.590	NA	NA	PF13532;PF06839	NA	cd14279	mobidb-lite	NA	NA	PS51471	NA	NA	NA	NA	NA	NA	NA
OPB36462.1	NA	NA	NA	NA	NA	NA	PTHR15549	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	TMhelix	SignalP-noTM	SignalP-TM	NA	SignalP-noTM	NA
OPB37091.1	IPR027246	GO:0005741;GO:0055085;GO:0008308;GO:0098656	Reactome: R-HSA-5689880|Reactome: R-HSA-8949215	NA	PR00185	NA	PTHR11743:SF23;PTHR11743	G3DSA:2.40.160.10	NA	NA	PF01459	NA	cd07306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44715.1	IPR001279	NA	NA	NA	NA	SSF56281	PTHR23200;PTHR23200:SF56	G3DSA:3.60.15.10	NA	NA	PF00753	NA	cd07730	NA	NA	SM00849	NA	NA	NA	NA	NA	NA	NA	NA
OPB38323.1	IPR019019	GO:0007155;GO:0030246	NA	NA	NA	SSF141086	NA	G3DSA:2.60.40.2080	NA	NA	PF09458	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB42186.1	IPR008427	NA	NA	NA	NA	NA	PTHR37928	NA	NA	NA	PF05730	NA	NA	mobidb-lite	NA	SM00747	NA	NA	NA	NA	NA	NA	NA	NA
OPB46619.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	NA	NA	SSF56112	PTHR24343;PTHR24343:SF218	G3DSA:1.10.510.10	NA	NA	PF00069	PS00108	cd13993	NA	NA	SM00220	PS50011	NA	NA	NA	NA	Coil	NA	NA
OPB45548.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB42500.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	SignalP-noTM	NA	NA	SignalP-noTM	NA
OPB46138.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB42027.1	IPR018108	GO:0022857	NA	NA	NA	SSF103506	PTHR24089;PTHR24089:SF653	G3DSA:1.50.40.10	NA	NA	PF00153	NA	NA	mobidb-lite	NA	NA	PS50920	NA	NA	NA	NA	NA	NA	NA
OPB36381.1	IPR016137	GO:0003677;GO:0004003;GO:0005524;GO:0016787	NA	NA	NA	SSF52540	PTHR11070;PTHR11070:SF7	G3DSA:3.40.50.300;G3DSA:1.10.10.160;G3DSA:1.10.486.10	NA	NA	PF00580;PF13361	NA	NA	mobidb-lite	NA	NA	PS50132;PS51217;PS51198	NA	NA	NA	NA	Coil	NA	NA
OPB42386.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	NA	NA	SSF57701	PTHR31944	G3DSA:4.10.240.10	NA	NA	PF04082;PF00172	PS00463	cd12148;cd00067	mobidb-lite	NA	SM00066	PS50048	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA
OPB40574.1	IPR036291		Reactome: R-HSA-70635	NA	NA	SSF51735	PTHR15020:SF31;PTHR15020	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	NA	PF05368	NA	cd05259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41362.1	IPR029012	GO:0000350	Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-72163	NA	NA	SSF140102	PTHR13021	G3DSA:1.10.287.660	NA	NA	PF06246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB44115.1	IPR003265	GO:0006284;GO:0003824;GO:0006281	Reactome: R-HSA-110357	NA	NA	SSF48150	PTHR43003;PTHR43003:SF5	G3DSA:1.10.1670.40;G3DSA:1.10.340.30	NA	NA	PF00730	NA	cd00056	mobidb-lite	NA	SM00478	NA	NA	NA	NA	NA	NA	NA	NA
OPB45244.1	IPR012471	NA	NA	NA	NA	NA	PTHR21588;PTHR21588:SF13	NA	NA	NA	PF07956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38946.1	IPR029033	NA	NA	NA	NA	SSF53254	PTHR23029:SF26;PTHR23029	G3DSA:3.40.50.1240	NA	NA	PF00300	NA	cd07067	mobidb-lite	NA	SM00855	NA	NA	NA	NA	NA	NA	NA	NA
OPB42900.1	IPR000689	GO:0004497;GO:0055114;GO:0006744;GO:0016709;GO:0050660;GO:0071949	Reactome: R-HSA-2142789	TIGR01988	PR00420	SSF51905	PTHR43876:SF7;PTHR43876	G3DSA:3.50.50.60	NA	MF_03193	PF01494	PS01304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37935.1	IPR011009	GO:0004672;GO:0005524;GO:0006468;GO:0005515	NA	NA	NA	SSF56112;SSF49879	PTHR44167	G3DSA:1.10.510.10;G3DSA:2.60.200.20	NA	NA	PF00498;PF00069	PS00108;PS00107	cd00060	mobidb-lite	NA	SM00220;SM00240	PS50011;PS50006	NA	NA	NA	NA	NA	NA	NA
OPB45578.1	IPR036188	GO:0016491;GO:0055114	NA	NA	NA	SSF51905	PTHR10961	G3DSA:3.50.50.60;G3DSA:3.30.9.10	NA	NA	PF01266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38641.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB41291.1	IPR017941	GO:0016491;GO:0051537;GO:0055114	NA	NA	NA	SSF50022	PTHR21496;PTHR21496:SF0	G3DSA:2.102.10.10	NA	NA	PF00355	NA	NA	mobidb-lite	NA	NA	PS51296	NA	NA	NA	NA	NA	NA	NA
OPB42533.1	IPR000845	GO:0003824;GO:0009116	NA	NA	NA	SSF53167;SSF52540	PTHR21234:SF16;PTHR21234	G3DSA:3.40.50.300	NA	NA	PF01048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB41516.1	IPR003378	GO:0016020;GO:0016757	NA	NA	NA	NA	PTHR23033;PTHR23033:SF34	G3DSA:3.90.550.50	NA	NA	PF02434	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA
OPB43422.1	IPR023346	NA	NA	NA	NA	SSF53955	NA	G3DSA:1.10.530.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	SignalP-TM	SignalP-TM	NA	SignalP-noTM	NA
OPB37138.1	IPR000552	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	SSF57829	PTHR10369	G3DSA:3.10.450.80	NA	NA	PF00935	PS01172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD002841
OPB39508.1	IPR001261	GO:0006508;GO:0008237;GO:0016787;GO:0016805	NA	NA	NA	SSF53187	PTHR43270;PTHR43270:SF4	G3DSA:3.40.630.10;G3DSA:3.30.70.360	PIRSF037242	NA	PF01546;PF07687	PS00759	cd05676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37705.1	IPR002347	NA	NA	NA	PR00080;PR00081	SSF51735	PTHR43180;PTHR43180:SF10	G3DSA:3.40.50.720	NA	NA	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39422.1	IPR024193	GO:0000723;GO:0003677;GO:0003684;GO:0005634;GO:0006303;GO:0006310;GO:0042162;GO:0043564;GO:0016817	Reactome: R-HSA-164843|Reactome: R-HSA-1834949|Reactome: R-HSA-3270619|Reactome: R-HSA-5693571|Reactome: R-HSA-6798695	NA	NA	SSF101420;SSF100939;SSF53300	PTHR12604;PTHR12604:SF4	G3DSA:1.25.40.240;G3DSA:2.40.290.10;G3DSA:1.10.1600.10;G3DSA:3.40.50.410	PIRSF016570	NA	PF02735;PF03731;PF08785	NA	cd00873	NA	NA	SM00559	PS50234	NA	NA	NA	NA	NA	NA	NA
OPB41336.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB38036.1	IPR011059	GO:0016810;GO:0016787;GO:0006147;GO:0008270;GO:0008892	KEGG: 00230+3.5.4.3|MetaCyc: PWY-5497|MetaCyc: PWY-6606|MetaCyc: PWY-6608|MetaCyc: PWY-7442|Reactome: R-HSA-74259	TIGR02967	NA	SSF51338;SSF51556	PTHR11271;PTHR11271:SF6	G3DSA:2.30.40.10;G3DSA:3.20.20.140	NA	NA	PF01979	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	Coil	NA	NA
OPB39315.1	IPR006062	GO:0000105;GO:0003949;GO:0003824	KEGG: 00340+5.3.1.16	TIGR02129	NA	SSF51366	PTHR43090	G3DSA:3.20.20.70	NA	NA	PF00977	NA	cd04723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45778.1	IPR029044	NA	NA	NA	NA	SSF53448	PTHR12042:SF30;PTHR12042	G3DSA:3.90.550.20	NA	NA	PF05704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40490.1	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA
OPB39206.1	IPR034444	GO:0005739;GO:0055114	KEGG: 00190+1.6.99.3	NA	NA	NA	PTHR42100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA
OPB43192.1	IPR001141	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	SSF50104	PTHR10497;PTHR10497:SF0	G3DSA:2.30.30.770	NA	NA	PF01777	PS01107	cd06090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD009396
OPB40664.1	IPR011050	GO:0004650;GO:0005975	NA	NA	NA	SSF51126	PTHR31736	G3DSA:2.160.20.10	NA	NA	PF00295	NA	NA	NA	NA	SM00710	NA	NA	NA	NA	NA	NA	NA	NA
OPB36753.1	IPR003734	NA	NA	NA	NA	NA	PTHR16255;PTHR16255:SF1	NA	NA	NA	PF02582	NA	NA	mobidb-lite	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA
OPB38409.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	SSF57701	PTHR31263:SF4;PTHR31263	G3DSA:4.10.240.10	NA	NA	PF11951;PF00172	PS00463	cd00067	mobidb-lite	NA	SM00066	PS50048	NA	NA	NA	NA	NA	NA	NA
OPB46504.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB39855.1	IPR000111	GO:0004553;GO:0005975;GO:0004557;GO:0003824	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	NA	PR00748;PR00740	SSF51011;SSF51445	PTHR11452;PTHR11452:SF12	G3DSA:2.60.40.1180;G3DSA:3.20.20.70	NA	NA	PF16499;PF17801	PS00512	cd14792	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA
OPB36279.1	IPR002347	NA	NA	NA	PR00081	SSF51735	PTHR44196	G3DSA:3.40.50.720	NA	NA	PF00106	NA	cd05233	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB45168.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41141.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44428.1	IPR002156	GO:0003676;GO:0004523	NA	NA	NA	SSF53098	NA	G3DSA:3.30.420.10	NA	NA	PF00075	NA	NA	NA	NA	NA	PS50879	NA	NA	NA	NA	NA	NA	NA
OPB46822.1	IPR001854	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	TIGR00012	NA	SSF46561	PTHR13872;PTHR13872:SF3	G3DSA:1.10.287.310;G3DSA:1.10.20.90	NA	MF_00374	PF00831	NA	cd00427	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB43450.1	IPR036291	NA	NA	NA	NA	SSF51735	PTHR15020;PTHR15020:SF11	G3DSA:3.40.50.720	NA	NA	PF13460	NA	NA	NA	NA	NA	PS51257	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	SignalP-noTM	NA
OPB44967.1	NA	NA	NA	NA	NA	NA	PTHR35896;PTHR35896:SF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB44938.1	IPR014782	GO:0008237;GO:0008270;GO:0006508	NA	NA	PR00756	SSF55486;SSF63737	PTHR11533;PTHR11533:SF171	G3DSA:1.10.390.60;G3DSA:2.60.40.1730;G3DSA:2.60.40.1910;G3DSA:1.25.50.20	NA	NA	PF01433;PF11838;PF17900	NA	cd09601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41600.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB41898.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	NA	PTHR45582	NA	NA	NA	PF04082	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41214.1	IPR002347	GO:0016491	NA	NA	PR00081;PR00080	SSF51735	PTHR42760	G3DSA:3.40.50.720	NA	NA	PF13561	PS00061	NA	NA	NA	SM00822	NA	NA	NA	NA	NA	NA	NA	NA
OPB45317.1	IPR016181	NA	NA	NA	NA	SSF55729	NA	G3DSA:3.40.630.30	NA	NA	PF00583	NA	cd04301	NA	NA	NA	PS51186	NA	NA	NA	NA	NA	NA	NA
OPB46067.1	NA	NA	NA	NA	NA	NA	PTHR38111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41961.1	IPR028590	GO:0008033;GO:0008175;GO:0001510;GO:0008168;GO:0032259	MetaCyc: PWY-6829|Reactome: R-HSA-6782315	NA	NA	SSF53335	PTHR10920:SF12;PTHR10920	NA	NA	MF_03162;MF_01547	PF01728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36191.1	IPR025509	NA	NA	NA	NA	NA	NA	NA	NA	NA	PF14342	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB46068.1	IPR000073	NA	NA	NA	NA	SSF53474	PTHR43329:SF22;PTHR43329	G3DSA:3.40.50.1820	NA	NA	PF00561	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	SignalP-noTM	NA
OPB45690.1	IPR011008	NA	NA	NA	NA	SSF54909	PTHR33178;PTHR33178:SF2	G3DSA:3.30.70.100	NA	NA	PF07876	NA	NA	NA	NA	SM00886	PS51502	NA	NA	NA	NA	NA	NA	NA
OPB44711.1	IPR014436	GO:0008270;GO:0016701;GO:0055114;GO:0006725;GO:0008198;GO:0016491	NA	NA	NA	SSF53213	PTHR30096:SF0;PTHR30096	G3DSA:3.40.830.10	PIRSF006157	NA	PF02900	NA	cd07363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40707.1	IPR019405	GO:0005515	NA	NA	NA	SSF51004	PTHR30344	G3DSA:2.130.10.10	NA	NA	PF10282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43728.1	IPR007109	GO:0000027;GO:0000470;GO:0019843	NA	NA	NA	NA	PTHR12728	NA	NA	NA	PF04427	NA	NA	mobidb-lite	NA	SM00879	PS50833	NA	NA	NA	NA	NA	NA	NA
OPB37065.1	IPR001155	GO:0010181;GO:0016491;GO:0055114;GO:0003824	NA	NA	NA	SSF51395	PTHR43303;PTHR43303:SF2	G3DSA:3.20.20.70	NA	NA	PF00724	NA	cd02932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38009.1	IPR027417	NA	NA	NA	NA	SSF52540	PTHR21231:SF3;PTHR21231	G3DSA:3.40.50.300	NA	NA	PF03029	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB38694.1	IPR019194		Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955	NA	NA	NA	NA	NA	NA	NA	PF09816	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45592.1	IPR009939	GO:0016977	KEGG: 00520+3.2.1.132	NA	NA	NA	PTHR42061:SF2;PTHR42061	NA	NA	NA	PF07335	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	SignalP-noTM	NA
OPB39728.1	IPR000873	GO:0003824	NA	NA	NA	SSF56801	PTHR43272:SF17;PTHR43272	G3DSA:3.40.50.12780	NA	NA	PF00501	PS00455	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB39297.1	IPR036928		KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	NA	NA	SSF75304	PTHR42678:SF4;PTHR42678	G3DSA:3.90.1300.10	NA	NA	PF01425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46842.1	IPR039993		Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	PTHR13094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD069254
OPB44224.1	IPR016069	GO:0043565	Reactome: R-HSA-426486	NA	NA	SSF74784	PTHR10741:SF5;PTHR10741	G3DSA:1.20.58.200;G3DSA:1.20.58.190	NA	NA	PF01997	NA	cd14820	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42744.1	IPR029752	GO:0016616;GO:0051287;GO:0055114	NA	NA	NA	SSF51735;SSF52283	PTHR10996:SF206;PTHR10996	G3DSA:3.40.50.720	NA	NA	PF00389;PF02826	PS00065;PS00671;PS00670	cd12168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44242.1	IPR000398	GO:0004799;GO:0006231	KEGG: 00240+2.1.1.45|KEGG: 00670+2.1.1.45|MetaCyc: PWY-3841|MetaCyc: PWY-7184|MetaCyc: PWY-7187|MetaCyc: PWY-7198|MetaCyc: PWY-7199|MetaCyc: PWY-7210|Reactome: R-HSA-499943|Reactome: R-HSA-539107	TIGR03284	PR00108	SSF55831	PTHR11548	G3DSA:3.30.572.10	NA	MF_00008	PF00303	PS00091	cd00351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40426.1	IPR016181	NA	NA	NA	PR01754	SSF55729	PTHR43617:SF11;PTHR43617	G3DSA:3.40.630.30	NA	NA	PF00583	NA	cd04301	NA	NA	NA	PS51186	NA	NA	NA	NA	NA	NA	NA
OPB41539.1	IPR029058	GO:0006629	Reactome: R-HSA-6809371	NA	NA	SSF53474	PTHR11005:SF76;PTHR11005	G3DSA:3.40.50.1820	NA	NA	PF04083	NA	NA	mobidb-lite	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA
OPB44482.1	IPR011682	GO:0004559;GO:0006013;GO:0003824;GO:0005975;GO:0030246	NA	NA	NA	SSF74650;SSF88688	PTHR11607:SF15;PTHR11607	G3DSA:2.70.98.30;G3DSA:1.20.1270.50	NA	NA	PF17677;PF07748;PF09261	NA	NA	NA	NA	SM00872	NA	NA	NA	NA	NA	NA	NA	NA
OPB38950.1	NA	NA	NA	NA	NA	NA	PTHR23003;PTHR23003:SF23	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39772.1	IPR012349	GO:0048037	NA	NA	NA	NA	PTHR39336:SF1;PTHR39336	G3DSA:2.30.110.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB40503.1	IPR002347	GO:0016491	NA	NA	PR00080;PR00081	SSF51735	PTHR44169:SF2;PTHR44169	G3DSA:3.40.50.720	NA	NA	PF00106	PS00061	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB36247.1	IPR001227	GO:0016740	NA	NA	NA	SSF52151	PTHR43775:SF10;PTHR43775	G3DSA:3.40.366.10	NA	NA	NA	NA	NA	NA	NA	SM00827	NA	NA	NA	NA	NA	NA	NA	NA
OPB38584.1	IPR002836	GO:0003677	NA	NA	NA	SSF46950	PTHR10840	G3DSA:1.10.8.140	PIRSF015730	NA	PF01984	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44502.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	NA	PTHR45582	NA	NA	NA	PF04082	NA	cd12148	mobidb-lite	NA	SM00906	NA	NA	NA	NA	NA	NA	NA	NA
OPB40764.1	IPR012349	GO:0048037;GO:0010181	NA	NA	NA	SSF50475	PTHR43567;PTHR43567:SF1	G3DSA:2.30.110.10	NA	NA	PF01613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41128.1	IPR009311	GO:0016021	NA	NA	NA	NA	PTHR16932;PTHR16932:SF18	G3DSA:1.10.246.160	NA	NA	PF06140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45943.1	IPR000504	GO:0003676	NA	NA	NA	SSF54928	PTHR44127	NA	NA	NA	PF04059	NA	NA	mobidb-lite	NA	NA	PS50102	NA	NA	NA	NA	NA	NA	NA
OPB37990.1	IPR021714	NA	NA	NA	NA	SSF48371	PTHR13500	NA	NA	NA	PF11707;PF16201	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36046.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB38406.1	IPR007282	GO:0005634;GO:0006355;GO:0030015	Reactome: R-HSA-429947|Reactome: R-HSA-6804115	NA	NA	NA	PTHR23326:SF3;PTHR23326	G3DSA:2.30.30.1020	NA	NA	PF04153	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46911.1	IPR025633	NA	NA	NA	NA	NA	PTHR38567;PTHR38567:SF1	NA	NA	NA	PF14124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36720.1	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.20.120.20	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	Coil	NA	NA
