Gene	interpro	ProSitePatterns	Coils	SUPERFAMILY	GO	Pfam	PANTHER	MobiDBLite	Phobius	TMHMM	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	CDD	Hamap	Gene3D	PRINTS	PATHWAY	ProSiteProfiles	ProDom	SMART	PIRSF	TIGRFAM	SFLD
PTB36275.1	IPR036291	PS00059	NA	SSF51735;SSF50129	GO:0055114;GO:0008270;GO:0016491	PF08240;PF00107	PTHR42813;PTHR42813:SF2	NA	NA	NA	NA	NA	NA	cd08284	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	Reactome: R-HSA-71384	NA	NA	NA	NA	NA	NA
PTB39100.1	IPR036661	NA	NA	SSF51679	GO:0016705;GO:0055114;GO:0004497	PF00296	PTHR30011;PTHR30011:SF40	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.20.20.30	NA	NA	NA	NA	NA	PIRSF000337	TIGR03860	NA
PTB46052.1	IPR039344	NA	NA	SSF56281	NA	PF00753	PTHR23200;PTHR23200:SF56	NA	NA	NA	NA	NA	NA	cd07730	NA	G3DSA:3.60.15.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB43822.1	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42888.1	IPR036789	PS00525	NA	SSF56053	GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0005622	PF00347	PTHR11655:SF14;PTHR11655	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	NA	NA	NA	NA	G3DSA:3.90.930.12	PR00059	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA
PTB46365.1	NA	NA	NA	NA	NA	NA	PTHR37331	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47110.1	IPR027179	NA	Coil	SSF47072	GO:0005515	PF08991	PTHR15590	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.287.1130	NA	Reactome: R-HSA-1268020	PS51808;PS51004	NA	NA	NA	NA	NA
PTB42459.1	IPR001810	NA	NA	NA	GO:0005515	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS50181	NA	NA	NA	NA	NA
PTB37031.1	NA	NA	NA	NA	NA	NA	PTHR37849	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB40440.1	IPR019626	NA	NA	NA	NA	PF10685	PTHR36569:SF3;PTHR36569	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB40226.1	IPR010730	NA	NA	NA	NA	PF06985	PTHR24148;PTHR24148:SF58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39897.1	IPR018108	NA	NA	SSF103506	GO:0022857	PF00153	PTHR24089:SF105;PTHR24089	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.50.40.10	NA	NA	PS50920	NA	NA	NA	NA	NA
PTB36065.1	NA	NA	NA	NA	NA	NA	PTHR36987	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36495.1	NA	NA	NA	NA	NA	NA	PTHR35910:SF1;PTHR35910	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41749.1	IPR036908	NA	NA	SSF50685	NA	PF07249	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-noTM	NA	NA	G3DSA:2.40.40.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB43249.1	IPR006966	NA	Coil	NA	GO:0005779;GO:0007031	PF04882	PTHR28080	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1369062	NA	NA	NA	NA	NA	NA
PTB43949.1	NA	NA	NA	NA	NA	NA	PTHR40622	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44035.1	IPR029058	NA	NA	SSF53474	NA	PF12697	PTHR11614:SF113;PTHR11614	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41710.1	IPR036812	NA	NA	SSF51430	NA	PF00248	PTHR43625;PTHR43625:SF21	NA	NA	NA	NA	NA	NA	cd06660	NA	G3DSA:3.20.20.100	NA	NA	NA	NA	NA	NA	NA	NA
PTB44773.1	IPR015415	PS00674	Coil	SSF52540	GO:0005524	PF09336;PF00004;PF17862	PTHR23074:SF86;PTHR23074	mobidb-lite	NA	NA	NA	NA	NA	cd00009	NA	G3DSA:3.40.50.300;G3DSA:1.10.8.60	NA	NA	NA	NA	SM00382	NA	NA	NA
PTB35002.1	IPR036188	NA	NA	SSF51905	GO:0071949	PF01494	PTHR43004:SF8;PTHR43004	NA	NA	TMhelix	NA	NA	NA	NA	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.50;G3DSA:3.40.30.120	PR00420	NA	NA	NA	NA	NA	NA	NA
PTB41033.1	IPR005128	NA	NA	SSF117856	GO:0045151;GO:0047605	PF03306	PTHR35524	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.1330.80	NA	KEGG: 00650+4.1.1.5|KEGG: 00660+4.1.1.5|MetaCyc: PWY-5939	NA	NA	NA	PIRSF001332	TIGR01252	NA
PTB38110.1	IPR015813	NA	NA	SSF51621	GO:0003824	PF03328	PTHR30502;PTHR30502:SF2	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.20.20.60	NA	NA	NA	NA	NA	NA	NA	NA
PTB36306.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA
PTB44321.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39459.1	IPR009959	NA	NA	SSF54427	GO:0030638	PF07366	PTHR38436	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.10.450.50	NA	MetaCyc: PWY-7352|MetaCyc: PWY-7354	NA	NA	NA	NA	NA	NA
PTB39618.1	IPR036625	PS00189	NA	SSF52777;SSF51230;SSF47005	GO:0016746	PF00364;PF02817;PF00198	PTHR43178;PTHR43178:SF5	mobidb-lite	NA	NA	NA	NA	NA	cd06849	NA	G3DSA:4.10.320.10;G3DSA:3.30.559.10;G3DSA:2.40.50.100	NA	Reactome: R-HSA-389661	PS51826;PS50968	NA	NA	NA	NA	NA
PTB37227.1	IPR023332	PS00388	NA	SSF56235	GO:0019773;GO:0004175;GO:0006511;GO:0004298;GO:0005839;GO:0051603	PF00227;PF10584	PTHR11599:SF16;PTHR11599	NA	NA	NA	NA	NA	NA	cd03750	NA	G3DSA:3.60.20.10	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PS51475	NA	SM00948	NA	NA	NA
PTB38203.1	NA	NA	NA	SSF53850	NA	PF13343	PTHR30006;PTHR30006:SF2	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SignalP-noTM	NA	NA	G3DSA:3.40.190.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB36276.1	IPR016162	PS00070;PS00687	NA	SSF53720	GO:0016491;GO:0055114;GO:0016620	PF00171	PTHR11699;PTHR11699:SF206	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB37454.1	IPR023827	PS00136	NA	SSF52743	GO:0004252;GO:0006508	PF00082	PTHR43399	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.200	NA	NA	NA	NA	NA	NA	NA	NA
PTB46615.1	IPR009784	NA	NA	SSF49899	NA	PF07081	PTHR35332	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	G3DSA:2.60.120.200	NA	NA	NA	NA	NA	NA	NA	NA
PTB43458.1	IPR006721	NA	Coil	SSF48690	GO:0000275;GO:0015986;GO:0046933	PF04627	PTHR12448:SF0;PTHR12448	NA	NA	NA	NA	NA	NA	cd12153	NA	G3DSA:1.10.1620.20	NA	NA	NA	NA	NA	NA	NA	NA
PTB35197.1	IPR001138	PS00463	NA	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	PTHR31069:SF7;PTHR31069	NA	NA	NA	NA	NA	NA	cd00067	NA	G3DSA:4.10.240.10	NA	NA	PS50048	NA	SM00066	NA	NA	NA
PTB45761.1	NA	NA	NA	NA	NA	NA	PTHR39463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43000.1	IPR036188	NA	NA	SSF51905	GO:0071949	PF01494	PTHR13789:SF169;PTHR13789	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.50.50.60	PR00420	NA	NA	NA	NA	NA	NA	NA
PTB38326.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44266.1	IPR018108	NA	NA	SSF103506	GO:0022857;GO:0055085	PF00153	PTHR24089:SF390;PTHR24089	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	G3DSA:1.50.40.10	PR00926	NA	PS50920	NA	NA	NA	NA	NA
PTB41650.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35437.1	IPR020683	NA	NA	SSF53774;SSF48403	GO:0005515	PF17763;PF00710;PF12796	PTHR11707:SF28;PTHR11707	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd00204;cd08963	NA	G3DSA:3.40.50.1170;G3DSA:1.25.40.20;G3DSA:3.40.50.40	PR00139	Reactome: R-HSA-70614	PS51732;PS50088;PS50297	NA	SM00248;SM00870	NA	NA	SFLDS00057
PTB42129.1	IPR005913	NA	NA	SSF51735		PF04321	PTHR10491	NA	NA	NA	NA	NA	NA	cd05254	NA	G3DSA:3.40.50.720	NA	Reactome: R-HSA-156581|Reactome: R-HSA-5689880	NA	NA	NA	NA	NA	NA
PTB47075.1	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39281.1	NA	NA	NA	NA	NA	NA	PTHR23077;PTHR23077:SF49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41381.1	IPR000253	PS00108	NA	SSF56112;SSF49879	GO:0005515;GO:0004672;GO:0005524;GO:0006468	PF00498;PF00069	PTHR44167	mobidb-lite	NA	NA	NA	NA	NA	cd00060	NA	G3DSA:1.10.510.10;G3DSA:2.60.200.20	NA	NA	PS50006;PS50011	NA	SM00220;SM00240	NA	NA	NA
PTB36110.1	IPR003609	NA	NA	NA	NA	PF14295	PTHR16021	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42844.1	IPR026829	NA	Coil	SSF48371	GO:0015031	PF16206;PF16213;PF12783	PTHR44195	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB40224.1	IPR023575	PS00323	NA	SSF54570	GO:0003735;GO:0005840;GO:0006412;GO:0003723	PF00203	PTHR11880:SF8;PTHR11880	NA	NA	NA	NA	NA	NA	NA	MF_00531	G3DSA:3.30.860.10	PR00975	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	PIRSF002144	NA	NA
PTB36375.1	IPR006139	NA	NA	SSF52283;SSF51735	GO:0016616;GO:0051287;GO:0055114	PF00389;PF02826	PTHR10996:SF203;PTHR10996	NA	NA	NA	NA	NA	NA	cd12163	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA
PTB36247.1	IPR036291	NA	NA	SSF51735	NA	PF00106	PTHR43647;PTHR43647:SF3	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	PR00081	NA	NA	NA	NA	NA	NA	NA
PTB44139.1	IPR008949	PS00444;PS00723	NA	SSF48576	GO:0008299	PF00348	PTHR12001:SF47;PTHR12001	NA	NA	NA	NA	NA	NA	cd00685	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00005
PTB41581.1	IPR005037	NA	NA	NA	NA	PF03371	PTHR23142	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37503.1	IPR010816	NA	NA	NA	NA	PF07217	PTHR14905:SF11;PTHR14905	mobidb-lite	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	TMhelix	SignalP-TM	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47113.1	NA	NA	NA	NA	NA	NA	PTHR21107;PTHR21107:SF2	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51808	NA	NA	NA	NA	NA
PTB43613.1	IPR001926	NA	NA	SSF53686	NA	PF00291	PTHR43050	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	cd01562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43089.1	IPR038749	NA	NA	SSF158573	GO:0006261	PF05916;PF16922	PTHR21206	NA	NA	NA	NA	NA	NA	cd11711	NA	G3DSA:1.20.58.1030	NA	Reactome: R-HSA-176974	NA	NA	NA	PIRSF007764	NA	NA
PTB37812.1	IPR013810	PS00585	NA	SSF54768;SSF54211	GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0015935	PF03719;PF00333	PTHR13718:SF79;PTHR13718	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.160.770;G3DSA:3.30.230.10	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-3214858|Reactome: R-HSA-6790901|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-8876725|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS50881	NA	NA	NA	TIGR01020	NA
PTB46627.1	IPR018466	NA	NA	NA	NA	PF10342	PTHR40633	mobidb-lite	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41842.1	IPR001926	NA	NA	SSF53686	NA	PF00291	PTHR10314:SF159;PTHR10314	NA	NA	NA	NA	NA	NA	cd01561	NA	G3DSA:3.40.50.1100	NA	NA	NA	NA	NA	NA	NA	NA
PTB45589.1	IPR027417	PS01215	NA	SSF52540	GO:0005524;GO:0016226;GO:0051536;GO:0051539	PF10609	PTHR23264;PTHR23264:SF19	mobidb-lite	NA	NA	NA	NA	NA	cd02037	MF_02040;MF_03038	G3DSA:3.40.50.300	NA	Reactome: R-HSA-2564830	NA	NA	NA	NA	NA	NA
PTB36605.1	IPR013922	NA	NA	NA	GO:0000079;GO:0019901	PF08613	PTHR15615;PTHR15615:SF74	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.472.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB37433.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37742.1	IPR002467	PS00680	NA	SSF55920	GO:0004177;GO:0006508;GO:0008235	PF15801;PF00557	PTHR43330:SF7;PTHR43330	NA	NA	NA	NA	NA	NA	cd01086	MF_01974	G3DSA:3.30.60.180;G3DSA:3.90.230.10	PR00599	MetaCyc: PWY-7799|MetaCyc: PWY-7800	NA	NA	NA	NA	TIGR00500	NA
PTB44217.1	IPR025151	NA	NA	NA		PF13934	PTHR21583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA
PTB45429.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41051.1	IPR003732	NA	NA	SSF69500	GO:0002161;GO:0005737;GO:0051499	PF02580	PTHR10472;PTHR10472:SF5	NA	NA	NA	NA	NA	NA	NA	MF_00518	G3DSA:3.50.80.10	NA	NA	NA	NA	NA	NA	TIGR00256	NA
PTB44220.1	IPR000892	PS00733	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF01283	PTHR12538	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.1740.20	NA	NA	NA	NA	NA	NA	NA	NA
PTB40657.1	IPR024526	NA	Coil	NA	NA	PF12720	PTHR40642	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45790.1	NA	NA	NA	SSF89372	NA	NA	NA	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:2.120.10.70	NA	NA	NA	NA	NA	NA	NA	NA
PTB43905.1	IPR023753	NA	NA	SSF51905;SSF55424;SSF50022	GO:0016491;GO:0055114;GO:0051537;GO:0050660	PF07992;PF00355;PF14759	PTHR43557;PTHR43557:SF2	NA	NA	NA	NA	NA	NA	cd03478	NA	G3DSA:3.50.50.60;G3DSA:3.30.390.30;G3DSA:2.102.10.10	PR00411;PR00368	NA	PS51296	NA	NA	NA	NA	NA
PTB43425.1	IPR004087	NA	Coil	SSF54791	GO:0003676;GO:0003723;GO:0005634	PF00013	PTHR15744	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.1370.10	NA	NA	PS50084	NA	SM00322	NA	NA	NA
PTB38194.1	IPR038516	NA	NA	NA	NA	PF05282	PTHR12689	mobidb-lite	NA	NA	NA	NA	NA	cd13778;cd13777	NA	G3DSA:2.60.34.20;G3DSA:1.25.40.550	NA	NA	NA	NA	NA	NA	NA	NA
PTB46938.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44134.1	IPR017986	NA	NA	SSF50978	GO:0005515	PF00400	PTHR14107;PTHR14107:SF16	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS50294;PS50082	NA	SM00320	NA	NA	NA
PTB47239.1	IPR035979	NA	NA	SSF54928	GO:0003676	PF00076	PTHR23147;PTHR23147:SF22	mobidb-lite	NA	NA	NA	NA	NA	cd12467	NA	G3DSA:3.30.70.330	NA	NA	PS50102	NA	SM00360	NA	NA	NA
PTB46711.1	IPR014029	PS00535	NA	SSF56762	GO:0016651;GO:0055114;GO:0048038;GO:0051287	PF00346	PTHR11993:SF10;PTHR11993	NA	NA	NA	SignalP-TM	NA	NA	NA	MF_01358	G3DSA:1.10.645.20	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	TIGR01962	NA
PTB42798.1	NA	NA	NA	NA	NA	NA	PTHR34286:SF1;PTHR34286	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45223.1	IPR017853	NA	NA	SSF51445	NA	PF11790	PTHR34154;PTHR34154:SF2	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	NA	NA	NA
PTB34829.1	IPR001138	PS00463	NA	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	PTHR36206;PTHR36206:SF4	NA	NA	NA	NA	NA	NA	cd00067	NA	G3DSA:4.10.240.10	NA	NA	PS50048	NA	SM00066	NA	NA	NA
PTB40402.1	NA	NA	Coil	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42578.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35025.1	IPR013096	NA	NA	SSF51182	NA	PF07883	PTHR36156	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB46098.1	IPR017439	NA	NA	SSF53187	GO:0016787	PF01546	PTHR11014:SF63;PTHR11014	NA	NA	NA	NA	NA	NA	cd05664	NA	G3DSA:3.30.70.360;G3DSA:3.40.630.10	NA	NA	NA	NA	NA	PIRSF005962	TIGR01891	NA
PTB38390.1	IPR002110	NA	Coil	SSF48403	GO:0005515	NA	PTHR35391;PTHR35391:SF1	mobidb-lite	NA	NA	NA	NA	NA	cd00204	NA	G3DSA:1.25.40.20	NA	NA	PS50088;PS50297	NA	NA	NA	NA	NA
PTB44818.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44158.1	IPR002347	NA	NA	SSF51735	NA	PF00106	PTHR43157;PTHR43157:SF2	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA
PTB45094.1	IPR010636	NA	NA	SSF101751	GO:0005576	PF06766	PTHR42341	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-noTM	NA	NA	G3DSA:3.20.120.10	NA	NA	NA	NA	NA	NA	NA	NA
