Gene	Phobius	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	CDD	TMHMM	Coils	MobiDBLite	PATHWAY	ProSitePatterns	SMART	Gene3D	PIRSF	PRINTS	TIGRFAM	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	SFLD	ProDom
EGR49266.1	NA	IPR023358	SSF53187;SSF101821	PTHR28570:SF4;PTHR28570	GO:0004177;GO:0006508;GO:0008270	PF02127	NA	cd05658	NA	NA	NA	NA	NA	NA	G3DSA:2.30.250.10;G3DSA:3.40.630.10	NA	PR00932	NA	NA	NA	NA	NA	NA	NA
EGR44337.1	NA	IPR029063	SSF53335	PTHR12049;PTHR12049:SF7		PF02636	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46027.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	IPR038220	SSF54373;SSF52833;SSF51905	PTHR43004;PTHR43004:SF7	GO:0071949	PF01494;PF07976	NA	cd02979	NA	NA	NA	NA	NA	NA	G3DSA:3.40.30.20;G3DSA:3.30.9.50;G3DSA:3.50.50.60	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
EGR48267.1	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46741.1	NA	IPR029149	SSF55920;SSF53092	PTHR43226:SF4;PTHR43226	GO:0004177;GO:0030145	PF00557;PF05195	NA	NA	NA	NA	NA	NA	NA	SM01011	G3DSA:3.40.350.10;G3DSA:3.90.230.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47181.1	NA	IPR036236	SSF57667	PTHR23057	GO:0003676	NA	PS50157	NA	NA	NA	mobidb-lite	NA	PS00028	SM00355	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50152.1	NA	IPR036291	SSF51735;SSF53223	PTHR11606:SF9;PTHR11606	GO:0006520;GO:0016491;GO:0055114;GO:0004352;GO:0019551	PF00208	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-2151201|Reactome: R-HSA-70614	PS00074	SM00839	G3DSA:3.40.50.720	PIRSF000184	NA	NA	NA	NA	NA	NA	NA	NA
EGR49211.1	NA	IPR000352	SSF75620	PTHR11075;PTHR11075:SF54	GO:0003747;GO:0006415	PF00472	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.30.160.20	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR50125.1	NA	IPR015813	SSF51621	PTHR30502:SF2;PTHR30502	GO:0003824	PF03328	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.20.20.60	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46909.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	IPR027417	SSF52540	PTHR18884;PTHR18884:SF52	GO:0005525	PF00735	PS51719	cd01850	NA	Coil	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.300	PIRSF006698	NA	NA	NA	NA	NA	NA	NA	NA
EGR48520.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52028.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50066.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	IPR023296	SSF75005	PTHR40631	GO:0046373;GO:0046556	PF03664	NA	NA	NA	NA	NA	KEGG: 00520+3.2.1.55	NA	NA	G3DSA:2.115.10.20	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR50018.1	NA	IPR036249	SSF52833;SSF46934;SSF54236	PTHR23322:SF1;PTHR23322	GO:0005515	PF14555;PF00789	PS50033	NA	NA	Coil	mobidb-lite	NA	NA	SM00166;SM00594	G3DSA:1.10.8.10;G3DSA:3.10.20.90;G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51396.1	NA	IPR018028	SSF56634	PTHR11465:SF33;PTHR11465	GO:0004096;GO:0006979;GO:0020037;GO:0055114	PF00199	PS51402	NA	NA	NA	NA	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241	NA	SM01060	G3DSA:2.40.180.20;G3DSA:1.20.1280.120	PIRSF000296	PR00067	NA	NA	NA	NA	NA	NA	NA
EGR44411.1	NA	IPR013766	SSF52833	PTHR42801;PTHR42801:SF4	GO:0045454;GO:0016209;GO:0016491;GO:0055114	PF00578	PS51352	cd03017	NA	NA	NA	KEGG: 00480+1.11.1.15|Reactome: R-HSA-3299685	NA	NA	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51654.1	NA	IPR001680	SSF50978	PTHR22850:SF142;PTHR22850	GO:0005515	PF00400	PS50082;PS50294	NA	NA	NA	NA	NA	PS00678	SM00320	G3DSA:2.130.10.10	NA	PR00320	NA	NA	NA	NA	NA	NA	NA
EGR49797.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR51054.1	NA	IPR014782	SSF63737;SSF55486	PTHR11533:SF171;PTHR11533	GO:0008237;GO:0008270;GO:0006508	PF01433;PF17900;PF11838	NA	cd09601	NA	NA	NA	NA	NA	NA	G3DSA:2.60.40.1730;G3DSA:1.10.390.60;G3DSA:1.25.50.20;G3DSA:2.60.40.1910	NA	PR00756	NA	NA	NA	NA	NA	NA	NA
EGR45931.1	NA	IPR029058	SSF53474	PTHR11440;PTHR11440:SF73	GO:0016788	PF07819	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-162791	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44634.1	NA	IPR000086	SSF55811;SSF100950	PTHR43475;PTHR43475:SF3	GO:0016787;GO:0044237	PF00293;PF01008	PS51462	cd04664	NA	NA	NA	KEGG: 00270+5.3.1.23|MetaCyc: PWY-4361|MetaCyc: PWY-7174	NA	NA	G3DSA:3.40.50.10470;G3DSA:3.90.79.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48466.1	NA	IPR001138	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	PS50048	cd00067	NA	NA	NA	NA	PS00463	SM00066	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49559.1	NA	IPR001764	SSF52279;SSF51445	PTHR42715;PTHR42715:SF11	GO:0004553;GO:0005975	PF14310;PF00933;PF01915	NA	NA	NA	NA	NA	NA	PS00775	SM01217	G3DSA:2.60.40.10;G3DSA:3.40.50.1700;G3DSA:3.20.20.300	NA	PR00133	NA	NA	NA	NA	NA	NA	NA
EGR47427.1	NA	IPR037508	NA	PTHR28093	NA	PF08101	NA	cd04401	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46174.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	IPR013320	SSF49899	NA	NA	PF08787	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.200	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR44745.1	NA	IPR010349	NA	PTHR42110	NA	PF06089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51431.1	NA	IPR007504	SSF50447	PTHR31633	GO:0001522;GO:0042254;GO:0000493;GO:0003723;GO:0005732	PF04410	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:2.40.10.230	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44979.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR010580	NA	NA	GO:0005783	PF06624	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD968187
EGR52043.1	NA	IPR004551	SSF53790	PTHR10882:SF0;PTHR10882	GO:0004164;GO:0017183;GO:0008168	PF00590	NA	cd11647	NA	NA	NA	Reactome: R-HSA-5358493	NA	NA	G3DSA:3.30.950.10;G3DSA:3.40.1010.10	PIRSF036432	NA	TIGR00522	NA	NA	NA	MF_01084	NA	NA
EGR49935.1	NA	IPR029058	SSF53474	PTHR43329;PTHR43329:SF15	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49445.1	NA	IPR000873	SSF56801	PTHR43201	GO:0003824	PF00501;PF13193	NA	NA	NA	NA	NA	NA	PS00455	NA	G3DSA:3.30.300.30;G3DSA:3.40.50.12780	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47161.1	NA	IPR001623	SSF46565	PTHR45006	NA	PF00226;PF14308	PS50076	cd06257	NA	Coil	mobidb-lite	NA	PS00636	SM00271	G3DSA:1.10.287.110	NA	PR00625	NA	NA	NA	NA	NA	NA	NA
EGR50785.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	IPR005556	NA	PTHR31316;PTHR31316:SF0	NA	PF03856	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR51969.1	NA	IPR000757	SSF49899	PTHR10963;PTHR10963:SF54	GO:0004553;GO:0005975	PF00722	PS51762	cd02181	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.200	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50525.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR039454	NA	PTHR38402	GO:0031307;GO:1990593	PF17304	NA	NA	TMhelix	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47984.1	NA	IPR014729	SSF52374	PTHR31285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.620	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49814.1	NA	IPR029063	SSF53335	PTHR43591;PTHR43591:SF10	NA	PF13489	NA	cd02440	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48668.1	SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	IPR005052	SSF49899	PTHR12223:SF26;PTHR12223	GO:0016020	PF03388	PS51328	cd06903	TMhelix	Coil	mobidb-lite	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	NA	NA	G3DSA:2.60.120.200	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR47362.1	NA	IPR001680	SSF50978	PTHR14927	GO:0005515;GO:0005634	PF08159;PF00400	PS50082;PS50294	NA	NA	NA	mobidb-lite	NA	NA	SM00320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52323.1	NA	IPR009072	SSF47113	PTHR11380;PTHR11380:SF5	GO:0046982;GO:0006366	PF02269	NA	cd07978	NA	Coil	mobidb-lite	NA	NA	NA	G3DSA:1.10.20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49022.1	NA	IPR004143	SSF52317;SSF55681	PTHR12835;PTHR12835:SF5	GO:0006464;GO:0004077	PF03099;PF09825	PS51733	cd16442;cd03144	NA	NA	NA	KEGG: 00785+2.3.1.181|MetaCyc: PWY-6987|MetaCyc: PWY-7382	NA	NA	G3DSA:3.30.930.10;G3DSA:3.40.50.880	NA	NA	TIGR00121	NA	NA	NA	NA	NA	NA
EGR50847.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR005045	NA	PTHR10926;PTHR10926:SF20	GO:0016020	PF03381	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	PIRSF015840	NA	NA	NA	NA	NA	NA	NA	NA
EGR45532.1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION	IPR004886	SSF51445	PTHR31468;PTHR31468:SF5	NA	PF03198	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.20.20.80	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR49467.1	NA	IPR004119	SSF56112	PTHR23020;PTHR23020:SF20	NA	PF02958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
EGR45349.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47785.1	NA	IPR011990	SSF48452	PTHR17204:SF5;PTHR17204	GO:0005515;GO:0006396	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	SM00386	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48308.1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	IPR017900	SSF54862	PTHR10849;PTHR10849:SF20	GO:0016020;GO:0016651;GO:0051539;GO:0055114	PF12838	PS51379	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PS00198	NA	G3DSA:3.30.70.3270	NA	NA	TIGR01971	SignalP-TM	NA	NA	MF_01351	NA	NA
EGR47710.1	NA	IPR021115	SSF53383	PTHR43307	GO:0016831;GO:0003824;GO:0019752;GO:0030170	PF00282	NA	NA	NA	NA	NA	NA	PS00392	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50897.1	NA	IPR036514	SSF52266	PTHR14209;PTHR14209:SF9	NA	PF13472	NA	cd01838	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1110	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52108.1	NA	IPR020904	SSF51735	PTHR42901;PTHR42901:SF1	GO:0016491	PF00106	NA	cd05346	NA	NA	NA	NA	PS00061	NA	G3DSA:3.40.50.720	NA	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA
EGR48097.1	NA	IPR012677	SSF54928	PTHR10300:SF14;PTHR10300	GO:0003676;GO:0019722	PF04847	NA	cd12434	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45752.1	NA	IPR013083	SSF57850	NA	NA	NA	PS50089	NA	NA	NA	mobidb-lite	NA	NA	SM00184	G3DSA:3.30.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44656.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49619.1	NA	IPR005065	SSF53474	PTHR10272;PTHR10272:SF7	GO:0003847;GO:0016042	PF03403	NA	NA	NA	NA	mobidb-lite	KEGG: 00565+3.1.1.47	NA	NA	G3DSA:3.40.50.1820	PIRSF018169	NA	NA	NA	NA	NA	NA	NA	NA
EGR48327.1	NA	IPR010357	SSF52833	PTHR12452:SF0;PTHR12452	NA	PF06110	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49841.1	NA	IPR000719	SSF56112	NA	GO:0004672;GO:0005524;GO:0006468	NA	PS50011	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:1.10.510.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48876.1	NA	IPR013734	NA	PTHR40468	NA	PF08528	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44547.1	NA	IPR040442	SSF51621	PTHR30502	GO:0003824	PF03328	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.20.20.60	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51073.1	NA	IPR019560	NA	PTHR11001	NA	PF10558	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49763.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR024549	NA	PTHR34062		PF12853;PF10785	NA	NA	TMhelix	NA	NA	KEGG: 00190+1.6.99.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47141.1	NA	IPR001680	SSF50978	PTHR22889	GO:0005515	PF00400	PS50082;PS50294	NA	NA	NA	NA	NA	PS00678	SM00320	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49009.1	NA	IPR007265	NA	PTHR13302	GO:0005801;GO:0006886;GO:0016020	PF04136	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49442.1	NA	IPR001288	SSF55200	PTHR10938:SF0;PTHR10938	GO:0003743;GO:0006413	PF00707	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-5368286	NA	NA	G3DSA:3.30.110.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47338.1	NA	IPR000719	SSF56112	PTHR24356;PTHR24356:SF0	GO:0004672;GO:0005524;GO:0006468;GO:0004674	PF00069	PS50011;PS51285	cd05578	NA	NA	mobidb-lite	NA	PS00108;PS00107	SM00220	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR53090.1	NA	IPR013087	SSF57667	PTHR24393:SF6;PTHR24393	GO:0003676	PF00096	PS50157	NA	NA	NA	mobidb-lite	NA	PS00028	SM00355	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44637.1	NA	IPR013083	SSF57903;SSF46942	PTHR11477;PTHR11477:SF11	GO:0006351	PF00628;PF07500;PF07744	PS51321	NA	NA	Coil	mobidb-lite	NA	PS01359	SM00249;SM00510	G3DSA:3.30.40.10;G3DSA:1.10.472.30	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48832.1	NA	IPR029058	SSF53474	PTHR21493:SF232;PTHR21493	GO:0006629	PF01764	NA	cd00519	NA	NA	NA	Reactome: R-HSA-426048	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52300.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	IPR019455	SSF55021	PTHR31242	GO:0003984;GO:0009082	PF10369;PF01842	PS51671	cd04878	NA	NA	NA	KEGG: 00290+2.2.1.6|KEGG: 00650+2.2.1.6|KEGG: 00660+2.2.1.6|KEGG: 00770+2.2.1.6|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-5938|MetaCyc: PWY-5939|MetaCyc: PWY-6389|MetaCyc: PWY-7111	NA	NA	G3DSA:3.30.70.1150;G3DSA:3.30.70.260	NA	NA	TIGR00119	SignalP-TM	NA	NA	NA	NA	PD002844
EGR49775.1	NA	IPR036864	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PS50048	cd00067	NA	NA	NA	NA	PS00463	NA	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51012.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR016024	SSF48371	PTHR12097	GO:0000245;GO:0003729	PF08920	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-5250924|Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	SM01349	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52103.1	NA	IPR019038	NA	PTHR17598	GO:0005634;GO:0006260	PF09507	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-110314|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174437|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	G3DSA:1.10.10.1300	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44047.1	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR48263.1	NA	IPR029063	SSF53335	PTHR43591:SF14;PTHR43591	NA	PF13489	NA	cd02440	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51383.1	NA	IPR012341	SSF51445;SSF48208	PTHR10569	GO:0003824;GO:0004134;GO:0004135;GO:0005978;GO:0005980	PF14701;PF14702;PF14699;PF06202	NA	cd11327	NA	NA	NA	KEGG: 00500+2.4.1.25|MetaCyc: PWY-5941|MetaCyc: PWY-6724|MetaCyc: PWY-6737|MetaCyc: PWY-7238|Reactome: R-HSA-6798695|Reactome: R-HSA-70221	NA	NA	G3DSA:1.50.10.10;G3DSA:3.20.20.80	NA	NA	TIGR01531	NA	NA	NA	NA	NA	NA
EGR46066.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51645.1	NA	IPR026258	NA	PTHR12860	GO:0005047;GO:0005786;GO:0006614;GO:0008312;GO:0030942;GO:0003723	PF16969	NA	cd15481	NA	NA	mobidb-lite	Reactome: R-HSA-1799339	NA	NA	G3DSA:1.10.3450.40	PIRSF038995	NA	NA	NA	NA	NA	NA	NA	NA
EGR48191.1	NA	IPR020904	SSF51735	PTHR43658:SF6;PTHR43658	GO:0016491	PF00106	NA	NA	NA	NA	NA	NA	PS00061	NA	G3DSA:3.40.50.720	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
EGR45980.1	NA	IPR005814	SSF53383	PTHR43206;PTHR43206:SF1	GO:0008483;GO:0030170;GO:0003824;GO:0003867;GO:0009448	PF00202	NA	cd00610	NA	NA	NA	KEGG: 00250+2.6.1.19|KEGG: 00410+2.6.1.19|KEGG: 00640+2.6.1.19|KEGG: 00650+2.6.1.19|MetaCyc: PWY-4321|MetaCyc: PWY-5022|MetaCyc: PWY-6535|MetaCyc: PWY-6536|MetaCyc: PWY-6537|Reactome: R-HSA-916853	NA	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	PIRSF000521	NA	TIGR00699	NA	NA	NA	NA	NA	NA
EGR50184.1	NA	IPR007523	SSF64076	PTHR21192:SF2;PTHR21192	NA	PF04430	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.1230.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51385.1	NA	IPR008927	SSF48179;SSF51735	PTHR11728:SF8;PTHR11728	GO:0055114;GO:0016491;GO:0016616;GO:0046168;GO:0051287;GO:0004367;GO:0006072;GO:0009331;GO:0005975	PF01210;PF07479	NA	NA	NA	NA	NA	KEGG: 00564+1.1.1.94|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-7902|Reactome: R-HSA-1483166	PS00957	NA	G3DSA:1.10.1040.10	NA	PR00077	NA	NA	NA	NA	NA	NA	NA
EGR46461.1	NA	IPR029058	SSF53474	PTHR11614:SF87;PTHR11614	NA	PF12146	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45824.1	NA	IPR000086	SSF55811	PTHR12629;PTHR12629:SF0	GO:0016787	PF00293	PS51462	cd04666	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.90.79.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45037.1	NA	IPR010730	NA	PTHR24148;PTHR24148:SF57	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
