Gene	interpro	Pfam	Phobius	SUPERFAMILY	TMHMM	PANTHER	MobiDBLite	Gene3D	Coils	GO	SMART	PATHWAY	PRINTS	ProSitePatterns	CDD	ProSiteProfiles	SignalP_GRAM_POSITIVE	PIRSF	Hamap	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SFLD	ProDom
PTB54386.1	IPR029058	PF12697	NA	SSF53474	NA	PTHR42886:SF3;PTHR42886	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58612.1	IPR005612	PF03914	NA	NA	NA	PTHR12455	mobidb-lite	NA	NA	GO:0042254	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51564.1	IPR007567	PF04478	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	SignalP-noTM	NA	NA	NA
PTB49279.1	IPR008628	PF05719	NA	NA	NA	PTHR12704:SF2;PTHR12704	mobidb-lite	G3DSA:1.10.3630.10	NA	GO:0070273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47794.1	NA	NA	NA	NA	NA	PTHR31313:SF43;PTHR31313	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51323.1	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54179.1	IPR002695	PF01808;PF02142	NA	SSF52335;SSF53927	NA	PTHR11692	NA	G3DSA:3.40.50.1380;G3DSA:1.10.287.440;G3DSA:3.40.140.20	NA	GO:0003937;GO:0004643;GO:0006164;GO:0003824	SM00798;SM00851	KEGG: 00230+3.5.4.10+2.1.2.3|KEGG: 00670+2.1.2.3|MetaCyc: PWY-6123|MetaCyc: PWY-6124|MetaCyc: PWY-7234|Reactome: R-HSA-73817	NA	NA	cd01421	NA	NA	PIRSF000414	MF_00139	TIGR00355	NA	NA	NA	NA
PTB50654.1	IPR024752	PF12776	NA	NA	NA	PTHR31704:SF64;PTHR31704	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51704.1	IPR027417	NA	NA	SSF52540	NA	PTHR11825;PTHR11825:SF40	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52321.1	IPR005197	PF03659	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	PTHR43173:SF13;PTHR43173	NA	G3DSA:3.20.20.80	NA	GO:0016787	NA	NA	NA	NA	cd11577	NA	SignalP-TM	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA
PTB57613.1	IPR003107	NA	NA	SSF48452	NA	PTHR17204:SF5;PTHR17204	mobidb-lite	G3DSA:1.25.40.10	NA	GO:0006396;GO:0005515	SM00386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51322.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51415.1	IPR011057	PF04828	NA	SSF51316	NA	PTHR33337:SF12;PTHR33337	NA	G3DSA:2.170.150.70	NA	GO:0016846	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
PTB58058.1	IPR011990	PF13812	NA	NA	NA	PTHR44149	mobidb-lite	G3DSA:1.25.40.10	NA	GO:0005515	NA	NA	NA	NA	NA	PS51375	NA	NA	NA	TIGR00756	NA	NA	NA	NA
PTB53851.1	IPR000028	PF01328	NA	SSF47571	NA	PTHR33577	NA	G3DSA:1.10.489.10	NA	GO:0004601	NA	NA	NA	NA	NA	PS51405	NA	NA	NA	NA	NA	NA	NA	NA
PTB52352.1	IPR013830	PF13472	NA	SSF52266;SSF49265	NA	PTHR30383;PTHR30383:SF5	NA	G3DSA:2.60.40.10	NA	GO:0005515	NA	NA	NA	NA	cd01833	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61185.1	IPR036864	PF00172;PF11951	NA	SSF57701	NA	PTHR31263	mobidb-lite	G3DSA:4.10.240.10	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	NA	NA	PS00463	cd00067	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PTB53638.1	IPR021863	PF11960;PF00487	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	PTHR32100;PTHR32100:SF19	mobidb-lite	NA	NA	GO:0016717;GO:0055114;GO:0006629	NA	NA	NA	NA	cd03507	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50187.1	IPR001030	PF00330;PF00694	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	SSF52016;SSF53732	NA	PTHR43822:SF2;PTHR43822	mobidb-lite	G3DSA:3.30.499.20;G3DSA:3.30.499.10;G3DSA:3.20.19.10	NA	GO:0004409;GO:0009085;GO:0051539	NA	KEGG: 00290+4.2.1.33	PR00415	PS01244	cd01674	NA	NA	NA	NA	TIGR00139	NA	NA	NA	NA
PTB53321.1	IPR008030	PF05368	NA	SSF51735	NA	PTHR42748:SF15;PTHR42748	NA	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA		NA	Reactome: R-HSA-70635	NA	NA	cd05251	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49287.1	IPR035367	PF17403;PF17406;PF03813;PF17405;PF17407;PF17404	NA	NA	NA	PTHR17972	NA	G3DSA:3.30.460.10;G3DSA:1.10.1410.10;G3DSA:3.30.70.3030	Coil		NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51979.1	IPR039261	PF00175	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SSF52343;SSF63380	TMhelix	PTHR19370;PTHR19370:SF145	NA	G3DSA:3.40.50.80;G3DSA:2.40.30.10	NA	GO:0016491;GO:0055114	NA	NA	NA	NA	NA	PS51384	NA	NA	NA	NA	NA	NA	NA	NA
PTB54546.1	IPR036291	PF00106	NA	SSF51735	NA	PTHR43157;PTHR43157:SF1	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50686.1	IPR000192	PF00266	NA	SSF53383	NA	PTHR43092;PTHR43092:SF2	NA	G3DSA:3.40.640.10	NA	GO:0003824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57808.1	IPR011989	PF01603	NA	SSF48371	NA	PTHR10257	mobidb-lite	G3DSA:1.25.10.10	NA	GO:0000159;GO:0007165;GO:0019888	NA	Reactome: R-HSA-141444|Reactome: R-HSA-195253|Reactome: R-HSA-196299|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-389513|Reactome: R-HSA-432142|Reactome: R-HSA-4641262|Reactome: R-HSA-5339716|Reactome: R-HSA-5358747|Reactome: R-HSA-5358749|Reactome: R-HSA-5358751|Reactome: R-HSA-5358752|Reactome: R-HSA-5467337|Reactome: R-HSA-5467340|Reactome: R-HSA-5467348|Reactome: R-HSA-5663220|Reactome: R-HSA-5673000|Reactome: R-HSA-5675221|Reactome: R-HSA-6811558|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	PIRSF028043	NA	NA	NA	NA	NA	NA
PTB60432.1	IPR000719	PF00069	NA	SSF56112	NA	PTHR24343;PTHR24343:SF191	mobidb-lite	G3DSA:1.10.510.10	NA	GO:0004672;GO:0005524;GO:0006468	SM00220	NA	NA	PS00108	NA	PS50011	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
PTB47799.1	IPR032710	PF07366	NA	SSF54427	NA	NA	NA	G3DSA:3.10.450.50	NA	GO:0030638	NA	MetaCyc: PWY-7352|MetaCyc: PWY-7354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57627.1	IPR017946	PF03009	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF51695	TMhelix	PTHR42758:SF2;PTHR42758	NA	NA	NA	GO:0006629;GO:0008081	NA	NA	NA	NA	cd08570	PS51704	NA	NA	NA	NA	NA	NA	NA	NA
PTB51400.1	IPR015947	PF03657;PF17833	NA	SSF88697;SSF88802	NA	PTHR23415:SF4;PTHR23415	NA	G3DSA:2.30.130.10;G3DSA:3.10.450.220	NA	GO:0005634;GO:0042255;GO:0003723	SM00359	Reactome: R-HSA-6791226	NA	NA	NA	PS50890	NA	PIRSF017190	NA	NA	NA	NA	NA	NA
PTB54221.1	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48748.1	IPR012341	PF17389;PF05592;PF08531;PF17390	NA	SSF48208	NA	PTHR33307	NA	G3DSA:1.50.10.10;G3DSA:2.60.40.10	NA	GO:0003824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55775.1	IPR009446	PF06420	NA	NA	NA	PTHR31404	mobidb-lite	NA	NA	GO:0000002;GO:0000262;GO:0003697;GO:0006281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56575.1	IPR011249	PF00675;PF05193;PF16187	NA	SSF63411	NA	PTHR43690:SF2;PTHR43690	mobidb-lite	G3DSA:3.30.830.10	NA	GO:0003824;GO:0046872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59391.1	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	PTHR40623:SF2;PTHR40623	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55122.1	IPR017986	PF00400	NA	SSF50978	NA	PTHR44040	mobidb-lite	G3DSA:2.130.10.10	NA	GO:0005515;GO:0048188	SM00320	Reactome: R-HSA-201722|Reactome: R-HSA-3214841|Reactome: R-HSA-3769402|Reactome: R-HSA-5617472|Reactome: R-HSA-8936459|Reactome: R-HSA-8951664	NA	PS00678	NA	PS50294;PS50082	NA	NA	NA	NA	NA	NA	NA	NA
PTB57477.1	IPR036864	PF00172	NA	SSF57701	NA	NA	mobidb-lite	G3DSA:4.10.240.10	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	NA	PR00755	NA	cd00067	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PTB52957.1	IPR000572	PF00174;PF03404	NA	SSF81296;SSF56524	NA	PTHR19372;PTHR19372:SF6	NA	G3DSA:3.90.420.10;G3DSA:2.60.40.650	NA	GO:0042128;GO:0016491;GO:0055114;GO:0030151	NA	Reactome: R-HSA-1614517	PR00407	NA	cd02110	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50125.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
PTB48008.1	IPR029058	PF07859	NA	SSF53474	NA	PTHR23024:SF328;PTHR23024	NA	G3DSA:3.40.50.1820	NA	GO:0016787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51406.1	IPR016518	PF14498	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	SSF48208	NA	PTHR31084;PTHR31084:SF3	NA	G3DSA:1.50.10.10;G3DSA:2.70.98.50;G3DSA:2.60.40.1180	NA	GO:0004560;GO:0003824	NA	KEGG: 00511+3.2.1.51|MetaCyc: PWY-6807	NA	NA	NA	NA	NA	PIRSF007663	NA	NA	SignalP-noTM	NA	NA	NA
PTB58740.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59634.1	IPR003226	PF03690	NA	NA	NA	PTHR11215:SF1;PTHR11215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48532.1	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	NA	cd11576	NA	SignalP-TM	NA	NA	NA	SignalP-noTM	NA	NA	NA
PTB49730.1	IPR002110	PF12796	NA	SSF48403;SSF52540	NA	PTHR24151:SF8;PTHR24151	NA	G3DSA:3.40.50.300;G3DSA:1.25.40.20	NA	GO:0005515	SM00248	NA	NA	NA	cd00204	PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA	NA
PTB49319.1	IPR036108	PF02602	NA	SSF69618	NA	PTHR12390	NA	G3DSA:3.40.50.10090	NA	GO:0004852;GO:0033014;GO:0006780	NA	KEGG: 00860+4.2.1.75|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451	NA	NA	cd06578	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49013.1	IPR036908	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	SSF50685	NA	NA	mobidb-lite	G3DSA:2.40.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA
PTB60172.1	IPR011650	PF07687;PF01546	NA	SSF55031;SSF53187	NA	PTHR32494:SF9;PTHR32494	NA	G3DSA:3.30.70.360;G3DSA:3.40.630.10	NA	GO:0016787;GO:0016813	NA	NA	NA	NA	cd03884	NA	NA	PIRSF001235	NA	TIGR01879	NA	NA	NA	NA
PTB60916.1	IPR020849	PF00071	NA	SSF52540	NA	PTHR24070:SF206;PTHR24070	NA	G3DSA:3.40.50.300	NA	GO:0005525;GO:0007165;GO:0016020;GO:0003924	SM00176;SM00175;SM00174;SM00173	NA	PR00449	NA	cd04138	PS51421	NA	NA	NA	TIGR00231	NA	NA	NA	NA
PTB53565.1	IPR016288	PF01341	NA	SSF51989	NA	PTHR34876;PTHR34876:SF9	mobidb-lite	G3DSA:3.20.20.40	NA	GO:0004553;GO:0030245;GO:0005975	NA	NA	PR00733	PS00655;PS00656	NA	NA	SignalP-TM	PIRSF001100	NA	NA	NA	NA	NA	NA
PTB60218.1	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50980.1	IPR010987	PF13417	NA	SSF47616;SSF52833	NA	PTHR44051	NA	G3DSA:3.40.30.10	NA	GO:0005515	NA	NA	NA	NA	NA	PS50405;PS50404	NA	NA	NA	NA	NA	NA	NA	NA
PTB54109.1	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59963.1	IPR016182	PF01179;PF02727	NA	SSF54416;SSF49998	NA	PTHR10638:SF27;PTHR10638	mobidb-lite	G3DSA:3.10.450.40;G3DSA:2.70.98.20	NA	GO:0005507;GO:0008131;GO:0009308;GO:0048038;GO:0055114	NA	Reactome: R-HSA-211945	NA	PS01164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51388.1	IPR018502	PF00191	NA	SSF47874	NA	PTHR10502:SF102;PTHR10502	NA	G3DSA:1.10.220.10	NA	GO:0005509;GO:0005544	SM00335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55608.1	IPR036250	PF02770;PF02771;PF00441;PF00173	NA	SSF47203;SSF55856;SSF56645	NA	PTHR43604;PTHR43604:SF4	mobidb-lite	G3DSA:1.10.540.10;G3DSA:1.20.140.10;G3DSA:2.40.110.10;G3DSA:3.10.120.10	NA	GO:0016627;GO:0055114;GO:0050660	SM01117	NA	PR00363	NA	NA	PS50255	NA	NA	NA	NA	NA	NA	NA	NA
PTB60202.1	IPR007219	PF04082	NA	NA	TMhelix	PTHR31944;PTHR31944:SF82	NA	NA	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270	SM00906	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52861.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54554.1	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	NA	NA
PTB47414.1	IPR001138	PF00172	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	SSF57701	NA	PTHR31944;PTHR31944:SF123	NA	G3DSA:4.10.240.10	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00906;SM00066	NA	NA	PS00463	cd00067;cd12148	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PTB55328.1	IPR022105	PF12359;PF12340	NA	SSF52540	NA	PTHR13367:SF18;PTHR13367	mobidb-lite	G3DSA:3.40.50.300	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50063.1	IPR009210	PF10469	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	SSF55144	NA	PTHR13360	NA	G3DSA:3.90.1140.10	NA		NA	Reactome: R-HSA-112126	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA
PTB47713.1	IPR003010	PF00795	NA	SSF56317	NA	PTHR23088;PTHR23088:SF22	NA	G3DSA:3.60.110.10	NA	GO:0006807;GO:0016810	NA	NA	NA	PS00920	cd07564	PS50263	NA	NA	NA	NA	NA	NA	NA	NA
PTB55241.1	IPR021829	PF11899;PF13489	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF53335	NA	PTHR42912:SF28;PTHR42912	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49432.1	IPR001138	PF11951;PF00172	NA	SSF57701	NA	PTHR31263;PTHR31263:SF24	mobidb-lite	G3DSA:4.10.240.10	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	NA	NA	PS00463	cd00067	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PTB61164.1	IPR011011	NA	NA	SSF57903	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52380.1	IPR036188	PF01266	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	SSF51905	NA	PTHR13847:SF185;PTHR13847	NA	G3DSA:3.30.9.10;G3DSA:3.50.50.60	NA	GO:0016491;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53909.1	IPR039769	PF12589;PF08241	NA	SSF53335	NA	PTHR12734	NA	G3DSA:3.40.50.150	NA	GO:0016435;GO:0070476;GO:0008168	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56719.1	IPR005345	PF03660	NA	NA	NA	PTHR13120;PTHR13120:SF1	NA	NA	NA		NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	PIRSF016468	NA	NA	NA	NA	NA	NA
PTB49830.1	IPR005198	PF03663	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	SSF48208	TMhelix	PTHR12145;PTHR12145:SF33	NA	G3DSA:1.50.10.20	NA	GO:0003824;GO:0008496;GO:0016052	NA	NA	NA	NA	NA	NA	NA	PIRSF016302	NA	NA	SignalP-noTM	NA	NA	NA
PTB49314.1	IPR036864	PF11951;PF00172	NA	SSF57701	NA	PTHR38791;PTHR38791:SF7	NA	G3DSA:4.10.240.10	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	NA	NA	PS00463	cd00067	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PTB51931.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50631.1	IPR012132	PF05199;PF00732	NA	SSF54373;SSF51905	NA	PTHR11552:SF190;PTHR11552	NA	G3DSA:3.50.50.60;G3DSA:3.30.560.10	NA	GO:0016614;GO:0050660;GO:0055114	NA	Reactome: R-HSA-6798163	NA	PS00624	NA	NA	NA	PIRSF000137	NA	NA	NA	NA	NA	NA
PTB47987.1	IPR004241	PF02991	NA	SSF54236	NA	PTHR10969:SF39;PTHR10969	NA	G3DSA:3.10.20.90	NA		NA	Reactome: R-HSA-1632852	NA	NA	cd01611	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59623.1	IPR000509	PF01158	NA	NA	NA	PTHR10114;PTHR10114:SF0	mobidb-lite	G3DSA:1.10.10.1760	Coil	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PS01190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56875.1	IPR003593	PF13177	NA	SSF48019;SSF52540	NA	PTHR11669;PTHR11669:SF1	NA	G3DSA:3.40.50.300;G3DSA:1.10.8.60;G3DSA:1.20.272.10	NA	GO:0003677;GO:0006260	SM00382	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	NA	NA	cd00009	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50642.1	IPR023210	PF00248	NA	SSF51430	NA	PTHR43364;PTHR43364:SF7	NA	G3DSA:3.20.20.100	Coil	NA	NA	NA	NA	NA	cd06660	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60583.1	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47540.1	IPR029058	PF12146	NA	SSF53474	NA	PTHR11614;PTHR11614:SF87	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56125.1	IPR013026	PF13424	NA	SSF48452	NA	PTHR19959:SF204;PTHR19959	NA	G3DSA:1.25.40.10	NA	GO:0005515	SM00028	NA	NA	NA	NA	PS50293;PS50005	NA	NA	NA	NA	NA	NA	NA	NA
PTB51242.1	NA	NA	NA	NA	NA	PTHR35896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59107.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55798.1	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
PTB51731.1	IPR011598	PF00010	NA	SSF47459	NA	PTHR12565;PTHR12565:SF287	mobidb-lite	G3DSA:4.10.280.10	Coil	GO:0046983;GO:0006355	SM00353	NA	NA	NA	cd00083	PS50888	NA	NA	NA	NA	NA	NA	NA	NA
PTB48644.1	IPR000717	PF01399	NA	SSF46785	NA	PTHR10678:SF3;PTHR10678	mobidb-lite	G3DSA:1.25.40.570	NA	GO:0008180	SM00753;SM00088	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	NA	NA	NA	PS50250	NA	NA	NA	NA	NA	NA	NA	NA
PTB54204.1	IPR036452	PF01156	NA	SSF53590	NA	PTHR12304:SF42;PTHR12304	NA	G3DSA:3.90.245.10	NA	NA	NA	NA	NA	NA	cd02651	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47892.1	IPR035979	PF04059	NA	SSF54928	NA	PTHR44127	mobidb-lite	NA	NA	GO:0003676	NA	NA	NA	NA	NA	PS50102	NA	NA	NA	NA	NA	NA	NA	NA
