Gene	Phobius	PRINTS	interpro	GO	ProSiteProfiles	PANTHER	TMHMM	SFLD	Gene3D	PATHWAY	TIGRFAM	CDD	SUPERFAMILY	ProSitePatterns	Pfam	MobiDBLite	SMART	Coils	PIRSF	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	Hamap	ProDom
EHK49236.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK49685.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK45258.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR018624	GO:0031204;GO:0031207	NA	PTHR28229	TMhelix	NA	NA	NA	NA	NA	NA	NA	PF09802	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK46853.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	IPR017853	GO:0004553;GO:0005975	NA	NA	NA	NA	G3DSA:3.20.20.80	Reactome: R-HSA-2024096|Reactome: R-HSA-2024101|Reactome: R-HSA-2206302	NA	NA	SSF51445	NA	PF01229	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
EHK41992.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PTHR37540	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK47219.1	NA	NA	IPR011009	NA	NA	PTHR11012	NA	NA	G3DSA:3.90.1200.10	NA	NA	NA	SSF56112	NA	PF02958	NA	SM00587	NA	NA	NA	NA	NA	NA	NA
EHK45666.1	NA	PR00067	IPR037060	GO:0004096;GO:0020037;GO:0055114;GO:0006979	PS51402	PTHR11465;PTHR11465:SF26	NA	NA	G3DSA:2.40.180.10	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6	NA	cd08157	SSF56634	PS00438	PF00199;PF06628	NA	SM01060	NA	PIRSF038928	NA	NA	NA	NA	NA
EHK41383.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK42482.1	NA	NA	IPR000182	NA	PS51186	PTHR34815	NA	NA	G3DSA:3.40.630.30	NA	NA	cd04301	SSF55729	NA	PF00583	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41295.1	NA	NA	IPR008409	GO:0006397	NA	PTHR13296	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	PF05700	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK40288.1	NA	NA	IPR002156	GO:0003676;GO:0004523	PS50879	NA	NA	NA	G3DSA:3.30.420.10	NA	NA	NA	SSF53098	NA	PF00075	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46899.1	NA	NA	IPR004046	GO:0005515;GO:0003824;GO:0005737;GO:0009072	PS50405;PS50404	PTHR42673:SF4;PTHR42673	NA	SFLDS00019;SFLDG00358	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	Reactome: R-HSA-156590|Reactome: R-HSA-204174|Reactome: R-HSA-71182	TIGR01262	cd03191	SSF47616;SSF52833	NA	PF14497;PF13409	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47267.1	NA	NA	IPR025714	GO:0008168	NA	PTHR12843:SF5;PTHR12843	NA	NA	G3DSA:3.40.50.150	Reactome: R-HSA-8876725	NA	cd02440	SSF53335	NA	PF13847	NA	NA	NA	NA	NA	NA	NA	MF_03188	NA
EHK44553.1	NA	NA	IPR000182	NA	PS51186	PTHR43617:SF9;PTHR43617	NA	NA	G3DSA:3.40.630.30	NA	NA	cd04301	SSF55729	NA	PF13673	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47898.1	NA	NA	IPR008271	GO:0004672;GO:0006468;GO:0005524	PS50011	PTHR44035	NA	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	NA	cd14008	SSF56112	PS00108;PS00107	PF00069	mobidb-lite	SM00220	NA	NA	NA	NA	NA	NA	NA
EHK50923.1	NA	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PTHR31644;PTHR31644:SF2	NA	NA	G3DSA:4.10.240.10	NA	NA	cd12148;cd00067	SSF57701	NA	NA	mobidb-lite	SM00066	NA	NA	NA	NA	NA	NA	NA
EHK45867.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK41296.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK44369.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK47062.1	NA	NA	IPR010730	NA	NA	PTHR24148;PTHR24148:SF62	NA	NA	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39813.1	NA	NA	IPR004026	GO:0003677;GO:0006281;GO:0006355;GO:0008168;GO:0008270;GO:0003700;GO:0043565	PS01124	PTHR11019:SF143;PTHR11019	NA	NA	G3DSA:3.40.10.10;G3DSA:1.10.10.60	NA	NA	NA	SSF46689;SSF57884	NA	PF02805	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41058.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK42285.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
EHK49530.1	NA	NA	IPR023631		NA	PTHR42678:SF4;PTHR42678	NA	NA	G3DSA:3.90.1300.10	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	NA	NA	SSF75304	NA	PF01425	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK45160.1	NA	NA	IPR004147	NA	NA	PTHR43173;PTHR43173:SF12	NA	NA	NA	NA	NA	cd13969	SSF56112	NA	PF03109	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43644.1	NA	NA	IPR001279	NA	NA	PTHR23131	NA	NA	G3DSA:3.60.15.10;G3DSA:1.10.10.10	NA	NA	cd07722	SSF56281	NA	PF00753;PF17778	NA	SM00849	NA	NA	NA	NA	NA	NA	NA
EHK39884.1	NA	NA	IPR000717	GO:0005838;GO:0006508	PS50250	PTHR12387	NA	NA	G3DSA:1.25.40.990	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	PF10075	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43971.1	NA	NA	IPR011009	NA	NA	NA	NA	NA	G3DSA:1.10.510.10	NA	NA	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44655.1	NA	NA	IPR028209	GO:0001919;GO:0007040;GO:0016197;GO:0031902;GO:0032008;GO:0042632;GO:0043410;GO:0045121;GO:0071230;GO:0071986	NA	NA	NA	NA	NA	Reactome: R-HSA-1632852|Reactome: R-HSA-165159|Reactome: R-HSA-166208|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-8943724	NA	NA	NA	NA	PF15454	NA	SM01262	Coil	NA	NA	NA	NA	NA	NA
EHK47049.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PR00081	IPR036291	NA	NA	PTHR43157;PTHR43157:SF1	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	SSF51735	NA	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47630.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK41985.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK46050.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK43269.1	NA	NA	IPR006683	GO:0047617	NA	PTHR21660;PTHR21660:SF4	NA	NA	G3DSA:3.10.129.10	Reactome: R-HSA-77289	TIGR00369	cd03443	SSF54637	NA	PF03061	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47189.1	NA	NA	IPR003609	NA	NA	NA	NA	NA	G3DSA:3.50.4.10	NA	NA	NA	NA	NA	PF00024	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45127.1	NA	NA	IPR017946	GO:0006629;GO:0008081	NA	PTHR13593;PTHR13593:SF35	NA	NA	G3DSA:3.20.20.190	NA	NA	NA	SSF51695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46598.1	NA	NA	IPR036291	GO:0003824;GO:0050662	NA	PTHR10366:SF562;PTHR10366	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	SSF51735	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48300.1	NA	NA	IPR029021	GO:0004725;GO:0016311;GO:0016791	PS50056	PTHR31126:SF1;PTHR31126	NA	NA	G3DSA:3.90.190.10	NA	NA	NA	SSF52799	PS00383	PF13350	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41287.1	NA	NA	IPR021822	NA	NA	PTHR36205;PTHR36205:SF3	NA	NA	NA	NA	NA	NA	NA	NA	PF11885	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK42148.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41942.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
EHK40453.1	NA	NA	IPR006652	GO:0005515	NA	PTHR23244;PTHR23244:SF417	NA	NA	G3DSA:2.120.10.80	NA	NA	NA	SSF50965;SSF117281	NA	PF01344;PF13964;PF13418	mobidb-lite	SM00612	NA	NA	NA	NA	NA	NA	NA
EHK45889.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK48788.1	NA	NA	IPR013087	GO:0003676	PS50157	PTHR14596:SF67;PTHR14596	NA	NA	G3DSA:3.30.160.60	NA	NA	NA	SSF57667	PS00028	NA	NA	SM00355	NA	NA	NA	NA	NA	NA	NA
EHK41982.1	NA	NA	IPR036291	GO:0003824;GO:0050662	NA	PTHR10366;PTHR10366:SF561	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	SSF51735	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44831.1	NA	NA	IPR013893		NA	PTHR15396	NA	NA	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA	PF08584	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK51095.1	NA	NA	IPR000873	GO:0003824	NA	PTHR43201:SF2;PTHR43201	NA	NA	G3DSA:3.40.50.12780	NA	NA	NA	SSF56801	NA	PF00501	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49717.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	IPR039297	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	PF02238	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48610.1	NA	NA	IPR021833	NA	NA	PTHR38116	NA	NA	NA	NA	NA	NA	NA	NA	PF11905	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43392.1	NA	NA	NA	NA	NA	PTHR36182:SF1;PTHR36182	TMhelix	NA	G3DSA:2.70.50.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46842.1	NA	NA	IPR009799	NA	NA	PTHR35042:SF2;PTHR35042	NA	NA	G3DSA:3.30.70.100	NA	NA	NA	SSF54909	NA	PF07110	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41923.1	NA	NA	IPR006569	GO:0006874	PS51391	PTHR12323	NA	NA	G3DSA:1.25.40.90	Reactome: R-HSA-72163	NA	NA	NA	NA	PF04818	mobidb-lite	SM00582	NA	NA	NA	NA	NA	NA	NA
EHK41873.1	NA	NA	NA	NA	NA	PTHR42089	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK46186.1	NA	NA	IPR036514	NA	NA	PTHR30383;PTHR30383:SF18	NA	NA	G3DSA:3.40.50.1110	NA	NA	cd01833	SSF69318;SSF52266	NA	PF13517;PF13472	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49138.1	NA	NA	IPR011935	NA	NA	PTHR31005;PTHR31005:SF8	NA	NA	NA	NA	TIGR02231	NA	NA	NA	PF13598;PF13600	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK41454.1	NA	NA	NA	NA	NA	PTHR38703	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK45499.1	NA	NA	IPR016024		NA	PTHR10182	NA	NA	G3DSA:1.25.10.10	Reactome: R-HSA-380972	NA	NA	SSF48371	NA	PF08569	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44526.1	NA	NA	IPR025207	GO:0031511	NA	PTHR42040	NA	NA	NA	NA	NA	NA	NA	NA	PF13093	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK43522.1	NA	NA	IPR014830	GO:0005737;GO:0120009;GO:0120013	NA	PTHR10219;PTHR10219:SF25	NA	NA	G3DSA:1.10.3520.10	NA	NA	NA	SSF110004	NA	PF08718	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43317.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK39993.1	NA	NA	IPR019364	GO:0003712;GO:0006357;GO:0016592	NA	PTHR13074	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	PF10232	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	PD114219
EHK50877.1	NA	NA	IPR036013		NA	PTHR13806:SF20;PTHR13806	NA	NA	NA	Reactome: R-HSA-8849932	NA	cd03399	SSF117892	NA	PF01145	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK41668.1	NA	NA	IPR013942	GO:0003712;GO:0006357;GO:0016592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PF08633	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK45829.1	NA	NA	IPR011008	NA	NA	PTHR21017:SF17;PTHR21017	NA	NA	G3DSA:3.30.70.100	NA	NA	NA	SSF54909	NA	PF07978	mobidb-lite	NA	Coil	NA	NA	NA	SignalP-TM	NA	NA
EHK41379.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR007512	GO:0005743;GO:0061617	NA	PTHR21304:SF0;PTHR21304	TMhelix	NA	NA	Reactome: R-HSA-8949613	NA	NA	NA	NA	PF04418	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39914.1	NA	NA	IPR011009	GO:0004672;GO:0005524;GO:0006468	PS50011	PTHR43289	NA	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	NA	NA	SSF56112	PS00108	PF00069	mobidb-lite	SM00220	NA	NA	NA	NA	NA	NA	NA
EHK49999.1	NA	NA	IPR029058	NA	NA	PTHR42654:SF1;PTHR42654	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44775.1	NA	NA	IPR010730	NA	NA	PTHR24148:SF57;PTHR24148	NA	NA	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK51153.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK45467.1	NA	NA	IPR001155	GO:0010181;GO:0016491;GO:0055114;GO:0003824	NA	PTHR43303	NA	NA	G3DSA:3.20.20.70	NA	NA	cd02932	SSF51395	NA	PF00724	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49632.1	NA	NA	IPR024983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PF12770	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK43175.1	NA	NA	NA	NA	NA	PTHR42470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44305.1	NA	NA	IPR001853	GO:0015035	NA	PTHR13887:SF34;PTHR13887	NA	NA	G3DSA:3.40.30.10	Reactome: R-HSA-156590|Reactome: R-HSA-9033241	NA	cd03024	SSF52833	NA	PF01323	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK50094.1	NA	NA	IPR001719	GO:0003677;GO:0006281;GO:0008270	PS51432	PTHR21445	NA	NA	G3DSA:3.20.20.150	NA	TIGR00587	cd00019	SSF51658	PS00730;PS00731	PF01261	mobidb-lite	SM00518	NA	NA	NA	NA	NA	MF_00152	NA
EHK41245.1	NA	NA	NA	NA	NA	PTHR12751;PTHR12751:SF18	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK40670.1	NA	NA	IPR021463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PF11312	mobidb-lite	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
EHK40148.1	NA	PR00819	IPR027417	GO:0005524	NA	PTHR43392	NA	NA	G3DSA:1.10.8.60;G3DSA:3.40.50.300	NA	NA	cd00009	SSF52540	NA	PF17866;PF00004	NA	SM00382	Coil	NA	NA	NA	NA	NA	NA
EHK42088.1	NA	NA	IPR012133	GO:0010181;GO:0016491;GO:0055114;GO:0003824	PS51349	PTHR10578:SF75;PTHR10578	NA	NA	G3DSA:3.20.20.70	Reactome: R-HSA-9033241	NA	NA	SSF51395	NA	PF01070	NA	NA	NA	PIRSF000138	NA	NA	NA	NA	NA
EHK45856.1	NA	NA	IPR036322	GO:0005515	NA	PTHR11227;PTHR11227:SF18	NA	NA	NA	NA	NA	NA	SSF50978	NA	PF00400	NA	SM00320	NA	NA	NA	NA	NA	NA	NA
EHK47401.1	NA	NA	IPR014710	NA	NA	PTHR40434	NA	NA	G3DSA:2.60.120.10	NA	NA	NA	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47163.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK40513.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	PTHR12483;PTHR12483:SF51	TMhelix	NA	NA	NA	NA	NA	NA	NA	PF04145	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39476.1	NA	NA	IPR021858	NA	NA	PTHR37540	NA	NA	NA	NA	NA	cd12148	NA	NA	PF11951	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK40431.1	NA	NA	IPR035994	GO:0003824;GO:0009116	NA	PTHR21234:SF16;PTHR21234	NA	NA	NA	NA	NA	NA	SSF53167	NA	PF01048	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK41897.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
EHK50043.1	NA	NA	IPR016443	GO:0005730;GO:0042254;GO:0003824;GO:0006396	NA	PTHR11096:SF1;PTHR11096	NA	NA	G3DSA:3.30.360.20;G3DSA:3.65.10.20	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	TIGR03400	cd00875	SSF55205	NA	PF01137;PF05189	NA	NA	NA	NA	NA	NA	NA	NA	PD397608
EHK46781.1	NA	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	NA	NA	NA	G3DSA:4.10.240.10	NA	NA	cd00067	SSF57701	NA	PF00172	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK42901.1	NA	NA	IPR032704	NA	NA	PTHR24030	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	SSF52540	NA	PF14617	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK45693.1	NA	NA	IPR002156	GO:0003676;GO:0004523	PS50879	PTHR10642:SF0;PTHR10642	NA	NA	G3DSA:3.30.420.10	NA	NA	NA	SSF53098	NA	PF00075	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49160.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK49494.1	NA	NA	IPR011009	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43327.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK39736.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK47731.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PF18413;PF18276	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK42974.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK42448.1	NA	NA	IPR020915	NA	NA	PTHR35910	NA	NA	G3DSA:2.40.160.20	NA	NA	NA	NA	NA	PF11578	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39418.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK46788.1	NA	NA	IPR013785	GO:0003824;GO:0010181;GO:0016491;GO:0055114	NA	PTHR43303	NA	NA	G3DSA:3.20.20.70	NA	NA	cd02932	SSF51395	NA	PF00724	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39432.1	NA	NA	IPR001544	GO:0003824;GO:0004084;GO:0009081	NA	PTHR11825;PTHR11825:SF69	NA	NA	G3DSA:3.20.10.10;G3DSA:3.30.470.10	Reactome: R-HSA-70895	NA	cd01557	SSF56752	PS00770	PF01063	NA	NA	NA	PIRSF006468	NA	NA	NA	NA	NA
EHK49848.1	NA	NA	IPR036874	GO:0004089;GO:0008270	NA	PTHR43175	NA	NA	G3DSA:3.40.1050.10	KEGG: 00910+4.2.1.1|MetaCyc: PWY-241|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6142|MetaCyc: PWY-7115|MetaCyc: PWY-7117	NA	NA	SSF53056	NA	PF00484	NA	SM00947	NA	NA	NA	NA	NA	NA	NA
EHK45543.1	NA	PR00420	IPR002938	GO:0071949	NA	PTHR13789;PTHR13789:SF215	TMhelix	NA	G3DSA:3.30.9.30;G3DSA:3.50.50.60	NA	NA	NA	SSF54373;SSF51905	NA	PF01494	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43476.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK42944.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK42670.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK50333.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK42405.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
