Gene	Phobius	TMHMM	MobiDBLite	interpro	GO	Pfam	TIGRFAM	PANTHER	SUPERFAMILY	Coils	Gene3D	ProDom	ProSiteProfiles	PATHWAY	ProSitePatterns	SMART	PRINTS	CDD	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD	PIRSF	SignalP_GRAM_POSITIVE	Hamap
EHK16442.1	NA	NA	NA	IPR002347	NA	PF00106	NA	PTHR24320:SF92;PTHR24320	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26725.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	IPR036330	NA	PF10215	NA	NA	SSF103464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16275.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	IPR010497	GO:0033961	PF06441	NA	PTHR21661:SF35;PTHR21661	SSF53474	NA	G3DSA:3.40.50.1820	NA	NA	Reactome: R-HSA-211945	NA	NA	NA	NA	NA	NA	NA	PIRSF001112	NA	NA
EHK19348.1	NA	NA	mobidb-lite	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	PF04082;PF00172	NA	PTHR31986;PTHR31986:SF13	NA	NA	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	cd00067;cd12148	NA	NA	NA	NA	NA	NA
EHK15173.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	PF00067	NA	PTHR24279;PTHR24279:SF87	SSF48264	NA	G3DSA:1.10.630.10	NA	NA	NA	PS00086	NA	PR00465	NA	NA	NA	NA	NA	NA	NA
EHK16499.1	NA	NA	mobidb-lite	IPR008409	GO:0006397	PF05700	NA	PTHR13296	NA	Coil	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18027.1	NA	NA	mobidb-lite	IPR019258	GO:0003712;GO:0006357;GO:0016592	PF10018	NA	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24652.1	NA	NA	NA	IPR007303	NA	PF04176	NA	PTHR21021;PTHR21021:SF16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21119.1	NA	NA	NA	IPR029063	NA	PF13489	NA	PTHR43591:SF14;PTHR43591	SSF53335	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA
EHK20011.1	NA	NA	NA	IPR012469	NA	PF07958	NA	PTHR31687;PTHR31687:SF3	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17601.1	NA	NA	NA	IPR029063	NA	PF13489	NA	PTHR43591:SF12;PTHR43591	SSF53335	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA
EHK16406.1	NA	NA	NA	IPR002891	GO:0000103;GO:0004020;GO:0005524	PF01583	TIGR00455	PTHR11055;PTHR11055:SF1	SSF52540	NA	G3DSA:3.40.50.300	NA	NA	KEGG: 00230+2.7.1.25|KEGG: 00920+2.7.1.25|MetaCyc: PWY-5340|Reactome: R-HSA-174362|Reactome: R-HSA-2408550	NA	NA	NA	cd02027	NA	NA	NA	NA	NA	MF_00065
EHK23721.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24590.1	NA	NA	NA	IPR002674	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF01780	TIGR00280	PTHR43931	SSF57829	NA	G3DSA:2.20.25.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_00327
EHK22758.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20388.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	PTHR24305;PTHR24305:SF149	SSF48264	NA	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA
EHK24297.1	NA	NA	NA	IPR020904	GO:0016491	PF13561	NA	PTHR43943:SF5;PTHR43943	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	PS00061	NA	PR00081;PR00080	cd05233	NA	NA	NA	NA	NA	NA
EHK26912.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21330.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17604.1	NA	NA	NA	NA	NA	NA	NA	PTHR35391:SF1;PTHR35391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26293.1	NA	NA	NA	IPR036249	GO:0015035	PF01323	NA	PTHR13887;PTHR13887:SF34	SSF52833	NA	G3DSA:3.40.30.10	NA	NA	Reactome: R-HSA-156590|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15452.1	NA	NA	NA	IPR002194	GO:0005524;GO:0006457;GO:0051082	PF00118	TIGR02344	PTHR11353;PTHR11353:SF24	SSF54849;SSF52029;SSF48592	NA	G3DSA:3.50.7.10;G3DSA:1.10.560.10;G3DSA:3.30.260.10	NA	NA	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PS00751;PS00995;PS00750	NA	PR00304	cd03337	NA	NA	NA	NA	NA	NA
EHK23361.1	NA	NA	NA	IPR001360	GO:0004553;GO:0005975	PF00232	NA	PTHR10353	SSF51445	NA	G3DSA:3.20.20.80	NA	NA	NA	PS00653	NA	PR00131	NA	NA	NA	NA	NA	NA	NA
EHK22933.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	NA	cd11576	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK18822.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17596.1	NA	NA	NA	IPR036673	NA	PF08881	NA	PTHR42076	SSF51322	NA	G3DSA:2.30.60.10	NA	NA	NA	NA	SM01111	NA	NA	NA	NA	NA	NA	NA	NA
EHK17713.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
EHK23540.1	NA	NA	NA	IPR013740	GO:0016491;GO:0045454	PF08534	NA	PTHR10430:SF28;PTHR10430	SSF52833	Coil	G3DSA:3.40.30.10	NA	PS51352	Reactome: R-HSA-3299685|Reactome: R-HSA-5628897	NA	NA	NA	cd03013	NA	NA	NA	NA	SignalP-TM	NA
EHK24216.1	NA	NA	NA	IPR036705	NA	PF03747	NA	PTHR16222:SF18;PTHR16222	SSF101478	NA	G3DSA:1.10.4080.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17265.1	NA	NA	mobidb-lite	IPR036249	NA	NA	NA	PTHR42336	SSF52833	NA	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
EHK22032.1	NA	NA	mobidb-lite	IPR036852	GO:0004252;GO:0006508	PF00082	NA	PTHR43399	SSF52743	NA	G3DSA:2.60.120.380;G3DSA:3.40.50.200	NA	NA	NA	PS00138;PS00137	NA	PR00723	cd04842	NA	NA	NA	NA	NA	NA
EHK23884.1	NA	NA	NA	IPR000771	GO:0005975;GO:0008270;GO:0016832;GO:0003824	PF01116	NA	PTHR30304:SF0;PTHR30304	SSF51569	NA	G3DSA:3.20.20.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF001359	NA	NA
EHK25628.1	NA	NA	NA	IPR027974	NA	PF14737;PF01753	NA	NA	SSF144232	NA	G3DSA:3.30.60.180	NA	PS50865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20924.1	NA	NA	NA	IPR001567	GO:0004222;GO:0006508;GO:0008237	PF01432	NA	PTHR11804;PTHR11804:SF40	SSF55486	Coil	G3DSA:1.20.1050.40;G3DSA:1.10.1370.10;G3DSA:3.40.390.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21435.1	NA	NA	NA	IPR000182	NA	PF00583	NA	PTHR42791:SF3;PTHR42791	SSF55729	NA	G3DSA:3.40.630.30	NA	PS51186	NA	NA	NA	NA	cd04301	NA	NA	NA	NA	NA	NA
EHK22299.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
EHK27392.1	NA	NA	mobidb-lite	IPR003171	GO:0004489;GO:0006555;GO:0055114	PF02219	TIGR00677	PTHR21091;PTHR21091:SF134	SSF51730	NA	G3DSA:3.20.20.220	NA	NA	KEGG: 00670+1.5.1.20|KEGG: 00720+1.5.1.20|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	NA	NA	NA	cd00537	NA	NA	NA	NA	NA	NA
EHK24146.1	NA	NA	NA	IPR036291	NA	PF00106	NA	PTHR43544	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
EHK18756.1	NA	NA	mobidb-lite	IPR018800		PF10253	NA	PTHR13621	NA	Coil	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17093.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20856.1	NA	NA	NA	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20523.1	NA	NA	NA	IPR002347	NA	PF00106	NA	PTHR44229;PTHR44229:SF4	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
EHK16588.1	NA	NA	mobidb-lite	IPR036947	GO:0005515;GO:0004672;GO:0006468;GO:0005524	PF00069	NA	PTHR24345	SSF56112;SSF82615	NA	G3DSA:3.30.1120.30;G3DSA:1.10.510.10	NA	PS50011	NA	PS00108;PS00107	SM00220	NA	cd13118;cd14099	NA	NA	NA	NA	NA	NA
EHK17247.1	NA	NA	NA	IPR010730	NA	PF06985	NA	PTHR33112:SF6;PTHR33112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26201.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR011685	GO:0043022	PF07766	NA	PTHR14009:SF6;PTHR14009	NA	NA	NA	NA	PS51758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK19689.1	NA	NA	NA	IPR029063	GO:0016429;GO:0030488;GO:0031515	NA	NA	PTHR12133;PTHR12133:SF1	SSF53335	NA	NA	NA	PS51620	MetaCyc: PWY-6829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18044.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	PF00743	NA	PTHR23023:SF110;PTHR23023	SSF51905	NA	G3DSA:3.50.50.60	NA	NA	NA	NA	NA	PR00370	NA	NA	NA	NA	NA	NA	NA
EHK24038.1	NA	NA	NA	IPR020904	GO:0016491	PF00106	NA	PTHR43618	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	PS00061	NA	PR00081	cd05233	NA	NA	NA	NA	NA	NA
EHK15705.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20171.1	NA	NA	mobidb-lite	IPR003819	GO:0016491;GO:0055114	PF02668	NA	PTHR10696;PTHR10696:SF30	SSF51197	NA	G3DSA:3.60.130.10	NA	NA	Reactome: R-HSA-71262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15942.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15614.1	NA	NA	mobidb-lite	IPR004000	GO:0006338;GO:0031011	PF00022	NA	PTHR11937;PTHR11937:SF13	SSF53067	NA	G3DSA:3.30.420.40;G3DSA:3.30.420.580;G3DSA:3.90.640.10	NA	NA	Reactome: R-HSA-5689603|Reactome: R-HSA-5696394	NA	SM00268	NA	NA	NA	NA	NA	NA	NA	NA
EHK19868.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26025.1	NA	NA	NA	IPR027141	GO:0006396;GO:0000387;GO:0005681	PF01423	NA	PTHR23338;PTHR23338:SF17	SSF50182	NA	G3DSA:2.30.30.100	NA	NA	Reactome: R-HSA-72163	NA	SM00651	NA	cd01721	NA	NA	NA	NA	NA	NA
EHK25437.1	NA	NA	NA	IPR000086	GO:0016787	PF00293	NA	PTHR16099	SSF55811	NA	G3DSA:3.90.79.10	NA	PS51462	Reactome: R-HSA-2393930	PS00893	NA	PR00502	cd04678	NA	NA	NA	NA	NA	NA
EHK18435.1	NA	NA	NA	IPR036291	GO:0016491	PF00106	NA	PTHR44169;PTHR44169:SF2	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	PS00061	NA	PR00081;PR00080	cd05374	NA	NA	NA	NA	NA	NA
EHK17725.1	NA	NA	mobidb-lite	IPR024096	GO:0043087;GO:0048193	PF04051	NA	PTHR12817:SF0;PTHR12817	SSF111126	NA	NA	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	cd14944	NA	NA	NA	NA	NA	NA
EHK21079.1	NA	NA	mobidb-lite	IPR011990	GO:0005515;GO:0032126;GO:0070941	PF17109;PF07719	NA	PTHR10039	SSF52540;SSF48452	NA	G3DSA:1.25.40.10;G3DSA:3.40.50.300	NA	PS50005;PS50293	NA	NA	SM00028	NA	NA	NA	NA	NA	NA	NA	NA
EHK15943.1	NA	NA	NA	IPR020904	GO:0016491	PF13561	NA	PTHR43180;PTHR43180:SF24	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	PS00061	NA	PR00081;PR00080	cd05233	NA	NA	NA	NA	NA	NA
EHK19040.1	NA	NA	mobidb-lite	IPR005304	GO:0008168	PF03587	NA	PTHR12636;PTHR12636:SF5	SSF75217	NA	G3DSA:3.40.1280.10	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25712.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	PF00656	NA	PTHR31810	NA	NA	G3DSA:3.40.50.1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21688.1	NA	NA	NA	IPR011032	GO:0016491;GO:0055114	PF00107;PF08240	TIGR02824	PTHR43006;PTHR43006:SF2	SSF50129;SSF51735	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	Reactome: R-HSA-6803205	NA	SM00829	NA	cd05276	NA	NA	NA	NA	NA	NA
EHK16526.1	NA	NA	NA	IPR016300	GO:0005524;GO:0016887	PF02374	TIGR00345	PTHR10803;PTHR10803:SF3	SSF52540	NA	G3DSA:3.40.50.300	NA	NA	Reactome: R-HSA-381038	NA	NA	NA	cd02035	NA	NA	NA	NA	NA	MF_03112
EHK20271.1	NA	NA	mobidb-lite	IPR016024	NA	PF11707;PF16201	NA	PTHR13500	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15311.1	NA	NA	mobidb-lite	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082;PF00172	NA	PTHR43374;PTHR43374:SF1	SSF57701	NA	G3DSA:4.10.240.10	NA	PS50048	NA	PS00463	SM00906;SM00066	NA	cd00067;cd12148	NA	NA	NA	NA	NA	NA
EHK20354.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18225.1	NA	NA	NA	IPR011057	GO:0006979;GO:0016671;GO:0030091;GO:0033743;GO:0055114	PF01641	TIGR00357	PTHR10173;PTHR10173:SF52	SSF51316	NA	G3DSA:2.170.150.20	NA	PS51790	Reactome: R-HSA-5676934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21362.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	IPR026051	GO:0000030	NA	NA	PTHR13036	SSF53756	NA	G3DSA:3.40.50.2000	NA	NA	KEGG: 00510+2.4.1.142|KEGG: 00513+2.4.1.142	NA	NA	NA	cd03816	NA	NA	NA	NA	NA	NA
EHK19421.1	NA	NA	mobidb-lite	IPR010730	NA	PF06985	NA	PTHR10622;PTHR10622:SF10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26542.1	NA	NA	mobidb-lite	IPR013785	GO:0003824;GO:0003855	PF01487	TIGR01093	PTHR43783;PTHR43783:SF1	SSF51569	NA	G3DSA:3.20.20.70	NA	NA	KEGG: 00400+4.2.1.10|MetaCyc: PWY-6163|MetaCyc: PWY-6416|MetaCyc: PWY-6707	NA	NA	NA	cd00502	NA	NA	NA	NA	NA	NA
EHK18045.1	NA	NA	NA	IPR036291	NA	PF13460	NA	PTHR15020;PTHR15020:SF11	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18734.1	NA	NA	mobidb-lite	IPR007111	GO:0032126;GO:0070941	PF05729	NA	PTHR10039:SF5;PTHR10039	SSF53474;SSF52540	NA	G3DSA:3.40.50.300;G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23581.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18950.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25592.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	IPR036188	GO:0071949	PF01494	NA	PTHR43004:SF8;PTHR43004	SSF51905	NA	G3DSA:3.50.50.60;G3DSA:3.40.30.120;G3DSA:3.30.9.50	NA	PS51257	NA	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
EHK19030.1	NA	NA	NA	IPR001910	NA	PF01156	NA	PTHR12304;PTHR12304:SF40	SSF53590	NA	G3DSA:3.90.245.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24758.1	NA	NA	mobidb-lite	IPR036047	GO:0005515	NA	NA	NA	SSF81383	NA	NA	NA	PS50181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21901.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	IPR011058	NA	PF08881	NA	NA	SSF51322	NA	G3DSA:2.30.60.10	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK23398.1	SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21317.1	NA	NA	mobidb-lite	IPR005225	GO:0005525;GO:0003924	PF00071	TIGR00231	PTHR24073:SF353;PTHR24073	SSF52540	NA	NA	NA	PS51419	NA	NA	SM00173;SM00174;SM00175	PR00449	cd00154	NA	NA	NA	NA	NA	NA
EHK21220.1	NA	NA	NA	IPR002347	NA	PF00106	NA	PTHR24320;PTHR24320:SF106	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
EHK25699.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK19893.1	NA	NA	mobidb-lite	IPR016197	NA	NA	NA	NA	SSF54160	Coil	G3DSA:2.40.50.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18234.1	NA	NA	NA	IPR020904	GO:0016491	PF13561	NA	PTHR42760;PTHR42760:SF27	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	PS00061	NA	PR00081;PR00080	NA	NA	NA	NA	NA	SignalP-TM	NA
EHK25890.1	NA	NA	NA	IPR008927	GO:0055114;GO:0003857;GO:0006631;GO:0016491;GO:0070403	PF02737;PF00725	NA	PTHR43145;PTHR43145:SF1	SSF48179;SSF51735	NA	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	NA	NA	KEGG: 00062+4.2.1.17+1.1.1.35|KEGG: 00071+4.2.1.17+1.1.1.35|KEGG: 00120+1.1.1.35|KEGG: 00280+4.2.1.17+1.1.1.35|KEGG: 00281+4.2.1.17+1.1.1.35|KEGG: 00310+4.2.1.17+1.1.1.35|KEGG: 00360+4.2.1.17|KEGG: 00362+4.2.1.17+1.1.1.35|KEGG: 00380+4.2.1.17+1.1.1.35|KEGG: 00410+4.2.1.17|KEGG: 00592+4.2.1.17|KEGG: 00623+1.1.1.35|KEGG: 00627+4.2.1.17|KEGG: 00640+4.2.1.17|KEGG: 00650+4.2.1.17+1.1.1.35|KEGG: 00720+4.2.1.17+1.1.1.35|KEGG: 00903+4.2.1.17|KEGG: 00930+4.2.1.17+1.1.1.35|MetaCyc: PWY-1361|MetaCyc: PWY-5109|MetaCyc: PWY-5136|MetaCyc: PWY-5138|MetaCyc: PWY-5177|MetaCyc: PWY-5789|MetaCyc: PWY-6435|MetaCyc: PWY-6583|MetaCyc: PWY-6863|MetaCyc: PWY-6883|MetaCyc: PWY-6944|MetaCyc: PWY-6945|MetaCyc: PWY-6946|MetaCyc: PWY-7007|MetaCyc: PWY-7046|MetaCyc: PWY-7094|MetaCyc: PWY-7216|MetaCyc: PWY-735|MetaCyc: PWY-7401|MetaCyc: PWY-7606|MetaCyc: PWY-7654|MetaCyc: PWY-7656|MetaCyc: PWY-7726|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-8002	NA	NA	NA	NA	NA	NA	NA	PIRSF000105	NA	NA
EHK16137.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
EHK23677.1	NA	NA	NA	IPR002347	NA	PF00106	NA	PTHR43544	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
EHK17984.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR002685	GO:0000030;GO:0006486;GO:0016020	PF01793	NA	PTHR31121:SF6;PTHR31121	SSF53448	NA	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF018153	NA	NA
EHK22514.1	NA	NA	NA	IPR036291	GO:0016491	PF01408	NA	PTHR22604:SF136;PTHR22604	SSF51735;SSF55347	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK22792.1	NA	NA	NA	IPR011057	GO:0016846	PF04828	NA	PTHR33337;PTHR33337:SF8	SSF51316	NA	G3DSA:2.170.150.70	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25868.1	NA	NA	NA	IPR005321		PF03576	NA	PTHR36512	SSF56266	NA	G3DSA:3.60.70.12	NA	NA	KEGG: 00220+2.3.1.35+2.3.1.1|MetaCyc: PWY-5154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK19547.1	NA	NA	NA	IPR009959	GO:0030638	PF07366	NA	PTHR38436	SSF54427	NA	G3DSA:3.10.450.50	NA	NA	MetaCyc: PWY-7352|MetaCyc: PWY-7354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17903.1	NA	NA	NA	IPR036291	NA	PF00106	NA	PTHR24320:SF106;PTHR24320	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
