Gene	interpro	SUPERFAMILY	PANTHER	GO	Pfam	PATHWAY	CDD	Gene3D	TMHMM	Phobius	ProSitePatterns	PIRSF	MobiDBLite	PRINTS	SMART	ProSiteProfiles	Coils	ProDom	TIGRFAM	SFLD	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	Hamap
PON20042.1	NA	SSF82185	PTHR31594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28202.1	IPR029058	SSF53474	PTHR12482:SF4;PTHR12482	NA	PF05057	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON22275.1	IPR011009	SSF56112	PTHR43671:SF13;PTHR43671	GO:0004672;GO:0005524;GO:0006468	NA	NA	NA	G3DSA:1.10.510.10	NA	NA	NA	NA	NA	NA	NA	PS50011	NA	NA	NA	NA	NA	NA	NA	NA
PON29362.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30982.1	IPR002480	SSF51569	PTHR21337;PTHR21337:SF15	GO:0003849;GO:0009073	PF01474	KEGG: 00400+2.5.1.54|MetaCyc: PWY-6164	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28916.1	IPR036291	SSF51735	PTHR43618	GO:0016491	PF00106	NA	cd05233	G3DSA:3.40.50.720	NA	NA	PS00061	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26064.1	IPR019328	NA	PTHR15231;PTHR15231:SF1	GO:0017176	PF10181	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	NA	NA	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22738.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
PON31116.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON26269.1	IPR036409	SSF53639	PTHR10672;PTHR10672:SF3	NA	PF00596	NA	NA	G3DSA:3.40.225.10	NA	NA	NA	NA	NA	NA	SM01007	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22248.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25997.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25603.1	IPR000608	SSF54495	PTHR43915;PTHR43915:SF5		PF00179	Reactome: R-HSA-983168	NA	G3DSA:3.10.110.10	NA	NA	NA	NA	NA	NA	SM00212	PS50127	NA	NA	NA	NA	NA	NA	NA	NA
PON22493.1	IPR001915	NA	PTHR22726	GO:0004222;GO:0006508	PF01435	NA	cd07331	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25389.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24949.1	IPR036291	SSF51735	PTHR43349;PTHR43349:SF6	GO:0003824;GO:0050662	PF01370	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20664.1	IPR036291	SSF51735	PTHR14194:SF98;PTHR14194		PF05368	Reactome: R-HSA-70635	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23511.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28814.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA
PON20386.1	IPR029058	SSF53474	PTHR17630:SF44;PTHR17630	GO:0016787	PF01738	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27910.1	IPR016024	SSF48371	PTHR21663:SF0;PTHR21663	NA	NA	NA	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20472.1	IPR024732	SSF51445	PTHR12872:SF1;PTHR12872		PF12972;PF12971;PF05089	KEGG: 00531+3.2.1.50|Reactome: R-HSA-2024096|Reactome: R-HSA-2206282	NA	G3DSA:1.20.120.670;G3DSA:3.30.379.10;G3DSA:3.20.20.80	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON25596.1	IPR027546	SSF52467	PTHR42984:SF2;PTHR42984	GO:0036054;GO:0036055;GO:0070403	PF02146	Reactome: R-HSA-2151201	cd01412	G3DSA:3.30.1600.10;G3DSA:3.40.50.1220	NA	NA	NA	NA	NA	NA	NA	PS50305	NA	NA	NA	NA	NA	NA	NA	NA
PON25151.1	IPR019826	SSF53474	PTHR11559:SF162;PTHR11559	NA	PF00135	NA	NA	G3DSA:3.40.50.1820	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	PS00122	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON27035.1	IPR019826	SSF53474	PTHR11559:SF360;PTHR11559	NA	PF00135	NA	NA	G3DSA:3.40.50.1820	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	PS00122;PS00941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23288.1	IPR036686	SSF101751	PTHR42341	GO:0005576	PF06766	NA	NA	G3DSA:3.20.120.10	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON23220.1	IPR011009	SSF56112	PTHR24343	GO:0004672;GO:0005524;GO:0006468	PF00069	NA	NA	G3DSA:1.10.510.10	NA	NA	PS00108	NA	mobidb-lite	NA	SM00220	PS50011	NA	NA	NA	NA	NA	NA	NA	NA
PON23474.1	IPR010730	NA	PTHR33112:SF1;PTHR33112	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27158.1	IPR010730	NA	PTHR33112	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29617.1	IPR000571	NA	NA	GO:0046872	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	PS50103	NA	NA	NA	NA	NA	NA	NA	NA
PON27933.1	IPR007233	SSF64356	PTHR23249:SF16;PTHR23249	GO:0016192;GO:0030008	PF04099	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	G3DSA:3.30.450.70	NA	NA	NA	NA	NA	NA	SM01399	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30772.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON24343.1	NA	NA	PTHR35179:SF2;PTHR35179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30327.1	IPR002347	SSF51735	PTHR24320:SF119;PTHR24320	NA	PF00106	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27588.1	IPR016691	SSF53335	PTHR13370:SF3;PTHR13370	GO:0008168;GO:0003676;GO:0032259	NA	Reactome: R-HSA-6782315	NA	G3DSA:3.40.50.150	NA	NA	PS00092	PIRSF017259	mobidb-lite	NA	NA	PS51627	NA	NA	NA	NA	NA	NA	NA	NA
PON22461.1	IPR038727	SSF52540	NA	NA	PF13521	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30818.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON31020.1	IPR000717	NA	PTHR15350;PTHR15350:SF5	NA	PF01399	NA	NA	G3DSA:1.25.40.570	NA	NA	NA	NA	mobidb-lite	NA	SM00088;SM00753	PS50250	NA	NA	NA	NA	NA	NA	NA	NA
PON21109.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
PON28941.1	IPR020683	SSF52540;SSF48403	PTHR24151	NA	PF08592;PF05729	NA	cd00204	G3DSA:3.40.50.300;G3DSA:1.25.40.20	NA	NA	NA	NA	NA	NA	NA	PS50297	NA	NA	NA	NA	NA	NA	NA	NA
PON27395.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON24134.1	IPR029004	NA	PTHR23405;PTHR23405:SF4	NA	PF01778;PF04874	NA	NA	G3DSA:3.30.390.110	NA	NA	NA	PIRSF003352	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON28853.1	IPR032903	SSF143968;SSF50475	PTHR30108:SF17;PTHR30108	GO:0016831	PF01977	KEGG: 00130+4.1.1.98|MetaCyc: PWY-5855|MetaCyc: PWY-5856|MetaCyc: PWY-5857|MetaCyc: PWY-6708|MetaCyc: PWY-6978	NA	G3DSA:3.40.1670.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00148	NA	NA	NA	NA	MF_01983
PON20294.1	IPR021884	NA	NA	NA	PF11999	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-TM	NA
PON26664.1	IPR036291	SSF51735	NA	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24746.1	IPR001138	SSF57701	PTHR31313	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	NA	cd00067;cd12148	G3DSA:4.10.240.10	NA	NA	PS00463	NA	mobidb-lite	NA	SM00066	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PON20601.1	IPR021833	NA	PTHR38116:SF3;PTHR38116	NA	PF11905	NA	cd14688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25107.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20140.1	IPR000631	SSF53613	PTHR12592;PTHR12592:SF0	GO:0052855	PF01256	Reactome: R-HSA-197264	cd01171	G3DSA:3.40.1190.20	NA	NA	PS01050	NA	NA	NA	NA	PS51383	NA	NA	TIGR00196	NA	NA	NA	NA	MF_01965
PON20222.1	IPR001214	SSF82199	PTHR13271:SF49;PTHR13271	GO:0005515	PF00856	NA	NA	G3DSA:3.90.1410.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21363.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22792.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON22023.1	IPR014812	NA	PTHR15954		PF08700	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20145.1	IPR002347	SSF51735	PTHR24320:SF106;PTHR24320	NA	PF00106	NA	NA	G3DSA:3.40.50.720	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20760.1	IPR035969	SSF47923	PTHR22957:SF263;PTHR22957	NA	PF00566	NA	NA	G3DSA:1.10.472.80	NA	NA	NA	NA	mobidb-lite	NA	SM00164	PS50086	NA	NA	NA	NA	NA	NA	NA	NA
PON27142.1	IPR001179	SSF54534	PTHR10516	NA	PF00254	NA	NA	G3DSA:3.10.50.40	NA	NA	NA	NA	mobidb-lite	NA	NA	PS50059	NA	NA	NA	NA	NA	NA	NA	NA
PON27631.1	IPR012816	SSF143990	PTHR45334	NA	PF08719	NA	cd15457	G3DSA:1.10.357.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR02464	NA	NA	NA	NA	NA
PON22240.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON28541.1	IPR005124	NA	PTHR12713;PTHR12713:SF11	GO:0016471;GO:0042626;GO:1902600	PF03179	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	NA	G3DSA:1.20.5.620	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	TIGR01147	NA	NA	NA	NA	NA
PON28921.1	IPR033121	SSF50630	PTHR13683:SF345;PTHR13683	GO:0004190;GO:0006508	PF00026	NA	cd06097	G3DSA:2.40.70.10	NA	NA	PS00141	NA	mobidb-lite	PR00792	NA	PS51767	NA	NA	NA	NA	NA	NA	NA	NA
PON22822.1	IPR008721	NA	NA	GO:0003677;GO:0005664;GO:0006260	PF05460	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23089.1	IPR000182	SSF55729	PTHR13256:SF67;PTHR13256	GO:0016747	PF13302	NA	cd04301	G3DSA:3.40.630.30	NA	NA	NA	NA	NA	NA	NA	PS51186	NA	NA	NA	NA	NA	NA	NA	NA
PON24457.1	IPR036651	SSF54368;SSF55931	PTHR43785:SF1;PTHR43785	GO:0004356;GO:0006542;GO:0006807;GO:0003824	PF00120	KEGG: 00220+6.3.1.2|KEGG: 00250+6.3.1.2|KEGG: 00630+6.3.1.2|KEGG: 00910+6.3.1.2|MetaCyc: PWY-381|MetaCyc: PWY-5675|MetaCyc: PWY-6549|MetaCyc: PWY-6963|MetaCyc: PWY-6964	NA	G3DSA:3.30.590.10	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	SM01230	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30046.1	IPR036928	SSF75304	PTHR11895;PTHR11895:SF142	GO:0004040	PF01425	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	NA	G3DSA:3.90.1300.10	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24399.1	IPR001926	SSF53686	PTHR43780;PTHR43780:SF1	GO:0008660;GO:0009310;GO:0030170	PF00291	KEGG: 00270+3.5.99.7	cd06449	G3DSA:3.40.50.1100	NA	NA	NA	PIRSF006278	NA	NA	NA	NA	NA	NA	TIGR01274	NA	NA	NA	NA	NA
PON29208.1	IPR002190	NA	PTHR11736:SF14;PTHR11736	NA	PF01454	NA	NA	G3DSA:1.10.10.1210;G3DSA:1.10.10.1200	NA	NA	NA	NA	mobidb-lite	NA	SM01373	PS50838	NA	NA	NA	NA	NA	NA	NA	NA
PON23442.1	IPR011059	SSF51338;SSF51556	PTHR43135;PTHR43135:SF2	GO:0016810;GO:0016787	PF01979	NA	cd01299	G3DSA:3.20.20.140;G3DSA:2.30.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21195.1	IPR021858	NA	PTHR37540	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28090.1	IPR023093	SSF46785	PTHR12585:SF29;PTHR12585	GO:0007062;GO:0008278;GO:0005515	PF04824;PF04825	NA	NA	G3DSA:1.10.10.580	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20979.1	IPR024662	NA	PTHR28159	GO:0006891;GO:1990071	PF12735	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON31033.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21266.1	IPR008493	NA	PTHR12925		PF05603	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22232.1	IPR002575	SSF56112	PTHR21310	NA	PF01636	NA	NA	G3DSA:3.90.1200.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28608.1	IPR016193	SSF53927	PTHR44288	GO:0003824	PF18785	NA	NA	G3DSA:3.40.140.10	NA	NA	NA	NA	mobidb-lite	NA	NA	PS51747	NA	NA	NA	NA	NA	NA	NA	NA
PON26417.1	IPR036874	SSF53056	PTHR43175;PTHR43175:SF2	GO:0004089;GO:0008270	PF00484	KEGG: 00910+4.2.1.1|MetaCyc: PWY-241|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6142|MetaCyc: PWY-7115|MetaCyc: PWY-7117	cd03379	G3DSA:3.40.1050.10	NA	NA	NA	NA	NA	NA	SM00947	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20652.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25365.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22700.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21606.1	IPR039723	NA	PTHR13093	GO:0006338;GO:0043486	PF04438	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28992.1	IPR021858	NA	PTHR37540	NA	PF11951	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON23886.1	IPR011333	SSF54695	NA	NA	NA	NA	NA	G3DSA:3.30.710.10	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26257.1	IPR036291	SSF51735	PTHR43349;PTHR43349:SF6	NA	NA	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25892.1	IPR036291	SSF51735;SSF55347	PTHR22604;PTHR22604:SF115	GO:0016491	PF01408	NA	NA	G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23381.1	IPR013955	SSF50249	PTHR23273;PTHR23273:SF4	GO:0003677;GO:0005634;GO:0006260;GO:0006281;GO:0006310;GO:0003676	PF08646;PF04057;PF01336;PF16900	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174437|Reactome: R-HSA-176187|Reactome: R-HSA-3108214|Reactome: R-HSA-3371453|Reactome: R-HSA-3371511|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696395|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6783310|Reactome: R-HSA-6804756|Reactome: R-HSA-68962|Reactome: R-HSA-69166|Reactome: R-HSA-69473|Reactome: R-HSA-912446	cd04476;cd04477;cd04474;cd04475	G3DSA:2.40.50.140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00617	NA	NA	NA	NA	NA
PON25155.1	IPR017423	NA	PTHR12945	GO:0030488;GO:0031515	PF04189	Reactome: R-HSA-6782315	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28250.1	IPR032675	NA	NA	NA	NA	NA	NA	G3DSA:3.80.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24434.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
PON20668.1	IPR008030	SSF51735	PTHR14194;PTHR14194:SF98		PF05368	Reactome: R-HSA-70635	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22572.1	IPR003480	NA	PTHR31896:SF12;PTHR31896	GO:0016747	PF02458	Reactome: R-HSA-389661	NA	G3DSA:3.30.559.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20765.1	IPR002110	SSF48403	PTHR44181	GO:0005515	PF12796	NA	cd00204	G3DSA:1.25.40.20	NA	NA	NA	NA	NA	NA	SM00248	PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA	NA
PON28106.1	IPR001753	SSF52096	PTHR11941	GO:0003824	PF00378	NA	cd06558	G3DSA:3.90.226.10	NA	NA	PS00166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25461.1	IPR021858	NA	PTHR37540	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29678.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29033.1	IPR003615	NA	NA	NA	PF13391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON29803.1	IPR039096	SSF63829	PTHR10907;PTHR10907:SF75	NA	PF08450	NA	NA	G3DSA:2.120.10.30	NA	NA	NA	NA	NA	PR01790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26223.1	IPR038692	NA	NA	NA	PF16804	NA	cd11743	G3DSA:1.25.40.750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26358.1	IPR006973	NA	PTHR12718	GO:0000398;GO:0005681	PF04889	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON21395.1	IPR010839	NA	NA	NA	PF07287;PF14330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29450.1	IPR038552	NA	PTHR13032	GO:0005744;GO:0030150	PF08294	Reactome: R-HSA-1268020	NA	G3DSA:3.10.450.320	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28441.1	IPR002889	NA	PTHR24269;PTHR24269:SF16	NA	PF01822	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	SM00321	PS51212	NA	NA	NA	NA	NA	NA	NA	NA
