Gene	interpro	GO	ProSiteProfiles	Phobius	SMART	TMHMM	SUPERFAMILY	Gene3D	PATHWAY	Pfam	PANTHER	CDD	Coils	ProSitePatterns	MobiDBLite	PRINTS	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	PIRSF	TIGRFAM	Hamap	SFLD	ProDom
PTB65075.1	IPR029044	GO:0000030;GO:0006486;GO:0016020	NA	NA	NA	NA	SSF53448	G3DSA:3.90.550.10	NA	PF01793	PTHR31121:SF2;PTHR31121	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF018153	NA	NA	NA	NA
PTB67227.1	IPR000254	GO:0005576;GO:0005975;GO:0030248;GO:0016787	PS51164	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	SM00236;SM01110	NA	SSF53474;SSF57180	G3DSA:3.40.50.1820	NA	PF01083;PF00734	PTHR33630;PTHR33630:SF8	NA	NA	PS00562	mobidb-lite	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	PD001821
PTB70770.1	IPR015285	GO:0004674;GO:0005524;GO:0006468;GO:0004672	NA	NA	SM00090	NA	SSF46785;SSF56112	G3DSA:1.10.510.10;G3DSA:3.30.200.20;G3DSA:1.10.10.10	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-6791226	PF09202;PF01163	PTHR10593:SF36;PTHR10593	cd05144	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68037.1	IPR000456	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	NA	SSF64263	G3DSA:3.90.1030.10	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF01196	PTHR14413	NA	NA	PS01167	mobidb-lite	NA	NA	NA	NA	NA	TIGR00059	NA	NA	NA
PTB68231.1	IPR019133		NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	Reactome: R-HSA-8949613	PF09731	PTHR15415;PTHR15415:SF7	NA	Coil	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB62186.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	NA	SM00066	NA	SSF57701	G3DSA:4.10.240.10	NA	PF00172;PF11951	PTHR38791	cd00067	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66614.1	IPR002673	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01779	PTHR12884;PTHR12884:SF0	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PD010314
PTB61352.1	IPR029052	NA	NA	NA	NA	NA	SSF56300	G3DSA:3.60.21.10	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61797.1	IPR008547	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	SSF53474	NA	NA	PF05705	PTHR12265:SF0;PTHR12265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62892.1	IPR000331	GO:0005096;GO:0051056;GO:0005634;GO:0043547	PS50085	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	SSF111347;SSF48371	G3DSA:3.40.50.11210	Reactome: R-HSA-1632852|Reactome: R-HSA-165181|Reactome: R-HSA-198323|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-5674400|Reactome: R-HSA-8854214	PF02145;PF03542;PF11864	PTHR10063:SF0;PTHR10063	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65053.1	IPR014001	GO:0003676;GO:0005524	PS51195;PS51194;PS51192	NA	SM00487;SM00490	NA	SSF52540	G3DSA:3.40.50.300	NA	PF00270;PF00271	PTHR24031;PTHR24031:SF96	cd00079	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69187.1	IPR029208		NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	PF14880	NA	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64317.1	IPR006600	GO:0003677	PS51253	NA	SM00674	NA	SSF46689	G3DSA:1.10.10.60	NA	PF03221;PF04218	PTHR44198	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67661.1	IPR016437	GO:0003723	PS50890	NA	SM00359	NA	SSF88697	G3DSA:2.30.130.10	NA	PF17832	PTHR22798	cd11609	NA	NA	NA	NA	NA	NA	NA	PIRSF005067	TIGR00451	NA	NA	NA
PTB64773.1	IPR029026	NA	NA	NA	NA	NA	SSF50249;SSF75217	G3DSA:3.40.1280.10;G3DSA:2.40.50.140	NA	PF02598	PTHR12150	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64997.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	NA	SM00066	NA	SSF57701	G3DSA:4.10.240.10	NA	PF00172;PF11951	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70240.1	IPR017938	GO:0019825;GO:0020037;GO:0016491;GO:0055114;GO:0008941;GO:0051409;GO:0071949	PS01033;PS51384	NA	NA	NA	SSF63380;SSF52343;SSF46458	G3DSA:1.10.490.10;G3DSA:3.40.50.80;G3DSA:2.40.30.10	Reactome: R-HSA-1237044	PF00970;PF00175;PF00042	PTHR43396;PTHR43396:SF3	cd08922;cd06184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64342.1	IPR011344	GO:0003697;GO:0006260	PS50935	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	SSF50249	G3DSA:2.40.50.140	Reactome: R-HSA-2151201	PF00436	PTHR10302:SF0;PTHR10302	cd04496	NA	NA	NA	NA	NA	NA	SignalP-TM	PIRSF002070	NA	NA	NA	NA
PTB69374.1	IPR020904	GO:0016491	NA	NA	NA	NA	SSF51735	G3DSA:3.40.50.720	NA	PF00106	PTHR43618;PTHR43618:SF4	NA	NA	PS00061	mobidb-lite	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA	NA
PTB70553.1	IPR007175		NA	NA	NA	NA	NA	G3DSA:2.20.25.200	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	PF04032	PTHR14742:SF0;PTHR14742	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67973.1	IPR013079	GO:0003873;GO:0005524;GO:0006000;GO:0003824;GO:0006003	NA	NA	SM00855	NA	SSF53254;SSF52540	G3DSA:3.40.50.300;G3DSA:3.40.50.1240	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	PF01591;PF00300	PTHR10606:SF39;PTHR10606	cd07067	NA	NA	mobidb-lite	PR00991	NA	NA	NA	PIRSF000709	NA	NA	NA	NA
PTB69223.1	IPR000352	GO:0003747;GO:0006415	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	SSF75620	G3DSA:3.30.160.20	NA	PF00472	PTHR11075:SF54;PTHR11075	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB67625.1	IPR004045	GO:0005515;GO:0004364;GO:0005737	PS50405;PS50404	NA	NA	NA	SSF47616;SSF52833	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	KEGG: 00053+1.8.5.1|KEGG: 00480+2.5.1.18+1.8.5.1|KEGG: 00980+2.5.1.18|KEGG: 00982+2.5.1.18|KEGG: 00983+2.5.1.18|MetaCyc: PWY-2261|MetaCyc: PWY-4061|MetaCyc: PWY-4202|MetaCyc: PWY-6370|MetaCyc: PWY-6842|MetaCyc: PWY-7112|MetaCyc: PWY-7533|Reactome: R-HSA-156590|Reactome: R-HSA-196836	PF13417;PF13410	PTHR43968	cd00299;cd00570	NA	NA	NA	PR01625	NA	NA	NA	NA	NA	NA	SFLDG00358;SFLDS00019	NA
PTB68722.1	IPR013892	NA	PS51808	NA	NA	NA	NA	NA	NA	PF08583	PTHR22977;PTHR22977:SF5	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68848.1	IPR001680	GO:0005515	PS50082;PS50294	NA	SM00320	NA	SSF50978	G3DSA:2.130.10.10	NA	PF00400	PTHR14344	NA	NA	PS00678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63481.1	IPR002563	GO:0010181;GO:0048037	NA	NA	SM00903	NA	SSF50475	G3DSA:2.30.110.10	NA	PF01613	PTHR30466:SF1;PTHR30466	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67821.1	IPR031313		NA	NA	NA	NA	NA	G3DSA:2.30.29.30	Reactome: R-HSA-1257604|Reactome: R-HSA-389357|Reactome: R-HSA-5218920|Reactome: R-HSA-5674400|Reactome: R-HSA-6804757	PF16979;PF16978	PTHR13335	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64254.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF48264	G3DSA:1.10.630.10	NA	PF00067	PTHR24286:SF166;PTHR24286	NA	NA	PS00086	NA	PR00463;PR00385	NA	NA	NA	NA	NA	NA	NA	NA
PTB62190.1	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB66361.1	IPR017946	GO:0006629;GO:0008081;GO:0035556;GO:0004435;GO:0007165	PS50007;PS50008	NA	SM00148;SM00149;SM00239	NA	SSF49562;SSF51695	G3DSA:3.20.20.190;G3DSA:2.60.40.150	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|Reactome: R-HSA-1855204	PF00388;PF00387	PTHR10336;PTHR10336:SF82	cd00275;cd08598	Coil	NA	mobidb-lite	PR00390	NA	NA	NA	NA	NA	NA	NA	NA
PTB66671.1	IPR007577	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION	NA	TMhelix	SSF53448	G3DSA:3.90.550.20	NA	PF04488	PTHR32385:SF15;PTHR32385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65218.1	IPR034892	GO:0005515	PS51745;PS50005;PS50293	NA	SM00028	NA	SSF48452;SSF54277	G3DSA:3.10.20.90;G3DSA:1.25.40.10	NA	PF00515;PF00564	PTHR15175:SF0;PTHR15175	cd06408	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65537.1	IPR001810	GO:0005515	PS50181	NA	SM00256	NA	SSF81383	G3DSA:1.20.1280.50	NA	PF12937	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65923.1	IPR001126	GO:0006281;GO:0003684;GO:0003887	PS50173	NA	NA	NA	SSF56672;SSF100879	G3DSA:3.30.1490.100;G3DSA:3.30.70.270;G3DSA:2.30.40.20;G3DSA:1.10.150.810	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7|Reactome: R-HSA-5656169	PF00817;PF11799	PTHR11076;PTHR11076:SF51	cd03586	Coil	NA	mobidb-lite	NA	NA	NA	NA	PIRSF036603	NA	NA	NA	NA
PTB61695.1	IPR021858	NA	NA	NA	NA	NA	NA	NA	NA	PF11951	PTHR38111:SF1;PTHR38111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68151.1	IPR023210	NA	NA	NA	NA	NA	SSF51430	G3DSA:3.20.20.100	NA	PF00248	PTHR43364:SF7;PTHR43364	cd06660	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61388.1	IPR006379	GO:0004615;GO:0005737;GO:0009298	NA	NA	NA	NA	SSF56784	G3DSA:3.40.50.1000	Reactome: R-HSA-446205	PF03332	PTHR10466:SF0;PTHR10466	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01484	NA	NA	NA
PTB67794.1	IPR002314	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004828;GO:0006434	PS50862	NA	NA	NA	SSF46589;SSF55681	G3DSA:1.10.287.40;G3DSA:3.30.930.10	KEGG: 00970+6.1.1.11|MetaCyc: PWY-6281	PF00587;PF02403	PTHR11778:SF0;PTHR11778	NA	Coil	NA	NA	PR00981	NA	NA	NA	PIRSF001529	NA	NA	NA	NA
PTB63366.1	IPR023631		NA	NA	NA	NA	SSF75304	G3DSA:3.90.1300.10	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	PF01425	PTHR42678;PTHR42678:SF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61626.1	IPR000073	NA	NA	NA	NA	NA	SSF53474	G3DSA:3.40.50.1820	NA	PF00561	PTHR11005;PTHR11005:SF77	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69592.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	NA	SM00906;SM00066	NA	SSF57701	G3DSA:4.10.240.10	NA	PF00172;PF04082	PTHR19444:SF21;PTHR19444	cd12148;cd00067	NA	PS00463	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69396.1	IPR013087	GO:0003676	NA	NA	SM00355	NA	NA	NA	NA	NA	PTHR35391:SF1;PTHR35391	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70451.1	IPR036703	NA	NA	NA	SM01388	NA	SSF101152	G3DSA:1.20.140.30	NA	PF03637	PTHR22599;PTHR22599:SF20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67085.1	IPR001854	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	NA	SSF46561	G3DSA:1.10.287.310;G3DSA:1.10.20.90	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF00831	PTHR13872:SF3;PTHR13872	cd00427	Coil	NA	NA	NA	NA	NA	NA	NA	TIGR00012	MF_00374	NA	NA
PTB66951.1	IPR029058	NA	NA	NA	NA	NA	SSF53474	NA	NA	PF12697	PTHR43329	cd12809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61811.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR38119;PTHR38119:SF1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64746.1	IPR024864	GO:0005643	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	PF18570;PF13874	PTHR13000:SF0;PTHR13000	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70577.1	IPR006439	GO:0016787	NA	NA	NA	NA	SSF56784	G3DSA:1.10.150.450;G3DSA:3.40.50.1000	NA	PF13419	PTHR12725;PTHR12725:SF76	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01509;TIGR01993	NA	SFLDG01129;SFLDG01132	NA
PTB70723.1	IPR000182	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF55729	G3DSA:3.40.630.30	NA	PF00583	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68827.1	IPR011009	GO:0004672;GO:0005524;GO:0006468	PS50011	NA	SM00220	NA	SSF56112	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	PF00069	PTHR24054:SF33;PTHR24054	cd14132	NA	PS00108;PS00107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70400.1	IPR001251	NA	PS50191	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SM00516	NA	SSF46938;SSF52087	G3DSA:3.40.525.10	NA	PF00650;PF03765	PTHR23324;PTHR23324:SF98	cd00170	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69541.1	IPR036291	NA	NA	NA	NA	NA	SSF51735	NA	NA	PF00106	PTHR43391:SF16;PTHR43391	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68879.1	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63631.1	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	SSF53187	G3DSA:3.40.630.10	NA	NA	PTHR30575	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
PTB63583.1	IPR007808	NA	NA	NA	NA	NA	SSF57783	G3DSA:2.20.25.190	NA	PF05129	PTHR20934	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65751.1	IPR001547	GO:0004553;GO:0005975	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	SSF51445	G3DSA:3.20.20.80	NA	PF00150	PTHR31451	NA	NA	PS00659	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB67733.1	IPR027417	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF52540	G3DSA:3.40.50.300	NA	PF17784	PTHR36978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62928.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	NA	SM00066;SM00906	NA	SSF57701	G3DSA:4.10.240.10	NA	PF00172;PF04082	PTHR45594	cd00067;cd12148	Coil	PS00463	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB61493.1	IPR029021	GO:0008138;GO:0016311;GO:0016791	PS50056	NA	NA	NA	SSF52799	G3DSA:3.90.190.10	NA	PF00782	PTHR10159;PTHR10159:SF481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69714.1	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB69471.1	IPR019800	GO:0004553;GO:0005975	NA	NA	SM01217	NA	SSF52279;SSF51445	G3DSA:3.40.50.1700;G3DSA:2.60.40.10;G3DSA:3.20.20.300	NA	PF14310;PF01915;PF00933	PTHR42715;PTHR42715:SF11	NA	NA	PS00775	NA	PR00133	NA	NA	NA	NA	NA	NA	NA	NA
PTB61728.1	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68816.1	IPR004843	GO:0016787;GO:0006506	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF56300	NA	NA	PF00149	PTHR13315;PTHR13315:SF0	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67699.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66129.1	IPR011009	NA	NA	NA	NA	NA	SSF56112	NA	NA	NA	PTHR37542:SF2;PTHR37542	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65558.1	IPR036291		NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.25.10	Reactome: R-HSA-70635	PF05368	PTHR42748:SF15;PTHR42748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63214.1	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037;GO:0004497;GO:0016712	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF48264	G3DSA:1.10.630.10	Reactome: R-HSA-211981	PF00067	PTHR24287	NA	NA	PS00086	NA	PR00385;PR00464;PR01239	NA	NA	NA	NA	NA	NA	NA	NA
PTB68968.1	IPR035979	GO:0003676;GO:0003723	PS51309;PS50102	NA	SM00517;SM00361;SM00360	NA	SSF54928;SSF63570	G3DSA:3.30.70.330;G3DSA:1.10.1900.10	NA	PF00658;PF00076	PTHR24012:SF491;PTHR24012	cd12378;cd12379;cd12380;cd12381	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	TIGR01628	NA	NA	NA
PTB69574.1	IPR000608		PS50127	NA	SM00212	NA	SSF54495	G3DSA:3.10.110.10	Reactome: R-HSA-983168	PF00179	PTHR24067:SF241;PTHR24067	cd00195	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63434.1	IPR011008	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	SSF54909	G3DSA:3.30.70.100	NA	NA	PTHR40260	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB66688.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69583.1	IPR023213	GO:0016747	NA	NA	NA	NA	NA	G3DSA:3.30.559.10	Reactome: R-HSA-389661	PF02458	PTHR31896:SF13;PTHR31896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65501.1	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	TMhelix	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65278.1	IPR027437	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003676	PS50159	NA	NA	NA	SSF46946	G3DSA:4.10.910.10;G3DSA:1.10.8.50	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF00416	PTHR10871;PTHR10871:SF18	NA	NA	PS00646	mobidb-lite	NA	NA	NA	NA	PIRSF002134	NA	MF_01315	NA	NA
PTB68580.1	IPR026886	GO:0006914;GO:0030242	NA	NA	NA	NA	NA	NA	NA	PF13329;PF09333	PTHR13190:SF1;PTHR13190	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67291.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SM00066	NA	SSF57701	G3DSA:4.10.240.10	NA	PF00172	PTHR31313;PTHR31313:SF33	cd00067	NA	PS00463	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63222.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	SM00906	NA	NA	NA	NA	PF04082	PTHR31845;PTHR31845:SF17	cd12148	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
