Gene	interpro	GO	ProSitePatterns	ProSiteProfiles	MobiDBLite	Gene3D	SUPERFAMILY	SMART	PANTHER	TMHMM	Phobius	Pfam	CDD	PATHWAY	TIGRFAM	PRINTS	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Coils	PIRSF	Hamap	SFLD	ProDom
maker-NIGB01000006.1-augustus-gene-15.35-mRNA-1	IPR004274	NA	NA	PS50969	mobidb-lite	G3DSA:3.40.50.1000	SSF56784	SM00577	PTHR12210:SF68;PTHR12210	NA	NA	PF03031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-0.6-mRNA-1	IPR001518	GO:0004055;GO:0005524;GO:0006526	PS00564	NA	NA	G3DSA:3.40.50.620;G3DSA:3.90.1260.10	SSF69864;SSF52402	NA	PTHR11587	NA	NA	PF00764	cd01999	KEGG: 00220+6.3.4.5|KEGG: 00250+6.3.4.5|MetaCyc: PWY-4983|MetaCyc: PWY-4984|MetaCyc: PWY-5|MetaCyc: PWY-5154|MetaCyc: PWY-7400|Reactome: R-HSA-70635	TIGR00032	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-10.0-mRNA-1	IPR011598	GO:0046983	NA	PS50888	mobidb-lite	G3DSA:4.10.280.10	SSF47459	SM00353	PTHR22934;PTHR22934:SF13	NA	NA	PF00010	cd00083	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-25.6-mRNA-1	IPR035892	NA	NA	PS51258;PS51259;PS50004	mobidb-lite	G3DSA:2.60.40.150;G3DSA:1.10.357.50	SSF49562	SM00239	PTHR10774:SF154;PTHR10774	NA	NA	PF05664;PF10540;PF00168	cd04043	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-25.17-mRNA-1	IPR008427	NA	NA	NA	mobidb-lite	NA	NA	SM00747	PTHR35607	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	PF05730	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-15.45-mRNA-1	IPR024862	GO:0005216;GO:0006811;GO:0016021	NA	NA	mobidb-lite	NA	NA	NA	PTHR10582:SF2;PTHR10582	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	Reactome: R-HSA-3295583	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-34.40-mRNA-1	IPR001650	GO:0003676;GO:0005524	PS00039	PS51194;PS51192;PS51195	mobidb-lite	G3DSA:3.40.50.300	SSF52540	SM00490;SM00487	PTHR24031;PTHR24031:SF57	NA	NA	PF00271;PF00270	cd00079;cd00268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-38.24-mRNA-1	IPR000403	GO:0016301;GO:0004430	PS00916	NA	mobidb-lite	NA	NA	NA	PTHR12865:SF1;PTHR12865	NA	NA	PF00454	NA	KEGG: 00562+2.7.1.67|KEGG: 04070+2.7.1.67|MetaCyc: PWY-6351|MetaCyc: PWY-6352|Reactome: R-HSA-1660499|Reactome: R-HSA-1660514|Reactome: R-HSA-1660516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-31.41-mRNA-1	IPR008921	GO:0003677;GO:0006260;GO:0005524	NA	NA	mobidb-lite	G3DSA:1.20.272.10;G3DSA:1.10.8.60;G3DSA:3.40.50.300	SSF48019;SSF52540	SM00382	PTHR11669:SF9;PTHR11669	NA	NA	PF00004;PF08542	cd00009	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-9.47-mRNA-1	IPR033391	GO:0005975;GO:0042578;GO:0016791;GO:0042132	PS00124	NA	NA	G3DSA:3.40.190.80;G3DSA:3.30.540.10	SSF56655	NA	PTHR11556;PTHR11556:SF1	NA	NA	PF00316	cd00354	KEGG: 00010+3.1.3.11|KEGG: 00030+3.1.3.11|KEGG: 00051+3.1.3.11|KEGG: 00680+3.1.3.11|KEGG: 00710+3.1.3.11|MetaCyc: PWY-5484|Reactome: R-HSA-70263	NA	PR00115	NA	NA	NA	NA	PIRSF500210;PIRSF000904	MF_01855	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-30.11-mRNA-1	IPR006966	GO:0005779;GO:0007031	NA	NA	NA	NA	NA	NA	PTHR28080	NA	NA	PF04882	NA	Reactome: R-HSA-1369062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-21.3-mRNA-1	IPR019519	GO:0002098;GO:0033588	NA	NA	NA	G3DSA:3.40.50.300	NA	NA	PTHR15641	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF10483	NA	Reactome: R-HSA-3214847	NA	NA	SignalP-TM	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-26.42-mRNA-1	IPR008334	GO:0009166;GO:0016787	NA	NA	mobidb-lite	G3DSA:3.90.780.10;G3DSA:3.60.21.10	SSF56300;SSF55816	NA	PTHR11575;PTHR11575:SF24	NA	NA	PF02872	cd07406	Reactome: R-HSA-196807|Reactome: R-HSA-73621|Reactome: R-HSA-74259	NA	PR01607	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-37.2-mRNA-1	IPR004134	GO:0004197;GO:0006508	PS00139	NA	NA	G3DSA:3.90.70.10	SSF54001	NA	PTHR10363:SF2;PTHR10363	NA	NA	PF03051	cd00585	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	PIRSF005700	NA	NA	NA
augustus_masked-NIGB01000007.1-processed-gene-5.21-mRNA-1	IPR015422	GO:0003824;GO:0009058;GO:0030170	NA	NA	mobidb-lite	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	SSF53383	NA	PTHR13693;PTHR13693:SF3	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF00155	cd06454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000007.1-augustus-gene-14.13-mRNA-1	IPR000890	GO:0005622;GO:0016301;GO:0016310;GO:0016774;GO:0006082	PS01075	NA	NA	G3DSA:3.30.420.40	SSF53067	NA	PTHR21060;PTHR21060:SF15	NA	NA	PF00871	NA	KEGG: 00430+2.7.2.1|KEGG: 00620+2.7.2.1|KEGG: 00640+2.7.2.1|KEGG: 00680+2.7.2.1|KEGG: 00720+2.7.2.1|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-8015	NA	PR00471	SignalP-TM	NA	NA	NA	PIRSF000722	MF_00020	NA	NA
augustus_masked-NIGB01000006.1-processed-gene-12.0-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR36206:SF3;PTHR36206	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-22.41-mRNA-1	IPR015797	GO:0016787	NA	PS51462	NA	G3DSA:3.90.79.10	SSF55811	NA	PTHR13622:SF10;PTHR13622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-45.20-mRNA-1	IPR039298	GO:0047617	NA	NA	NA	G3DSA:3.10.129.10	SSF54637	NA	PTHR21660:SF4;PTHR21660	NA	NA	PF03061	cd03443	Reactome: R-HSA-77289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-8.26-mRNA-1	IPR002125	GO:0003824	NA	PS51747	NA	G3DSA:3.40.140.10	SSF53927	NA	PTHR44288	NA	NA	PF18785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-25.7-mRNA-1	IPR027417	GO:0004127;GO:0006207;GO:0006221;GO:0009041;GO:0005524;GO:0006139;GO:0019205	PS00113	NA	mobidb-lite	G3DSA:3.40.50.300	SSF52540	NA	PTHR23359:SF107;PTHR23359	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF00406	cd01428	KEGG: 00240+2.7.4.14|KEGG: 00983+2.7.4.14|MetaCyc: PWY-7176|Reactome: R-HSA-499943	TIGR01359	PR00094	SignalP-TM	NA	NA	NA	NA	MF_03172;MF_00235	NA	NA
maker-NIGB01000003.1-augustus-gene-26.33-mRNA-1	IPR007758	GO:0005643;GO:0017056	NA	NA	mobidb-lite	G3DSA:1.20.5.170	NA	NA	PTHR12084	NA	NA	PF05064;PF13634	NA	NA	NA	NA	SignalP-TM	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-8.38-mRNA-1	IPR001925	GO:0005741;GO:0008308;GO:0098656;GO:0055085	NA	NA	NA	G3DSA:2.40.160.10	NA	NA	PTHR11743;PTHR11743:SF23	NA	NA	PF01459	cd07306	Reactome: R-HSA-5689880|Reactome: R-HSA-8949215	NA	PR00185	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000010.1-processed-gene-3.28-mRNA-1	IPR036770	GO:0005515	NA	PS50297;PS50088	NA	G3DSA:1.25.40.20	SSF48403	SM00248	PTHR44181	NA	NA	PF13637;PF12796	cd00204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-8.1-mRNA-1	IPR013809	GO:0006897;GO:0030276;GO:0005543;GO:0003779	NA	PS50945;PS50942	mobidb-lite	G3DSA:1.25.40.90;G3DSA:1.20.1410.10	SSF48464;SSF109885	SM00273;SM00307	PTHR10407	NA	NA	PF07651;PF01608	cd03564	Reactome: R-HSA-8856828	NA	NA	NA	NA	NA	Coil	NA	NA	NA	PD011820
augustus_masked-NIGB01000001.1-processed-gene-0.24-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-26.30-mRNA-1	IPR014001	GO:0003676;GO:0005524	NA	PS51192	mobidb-lite	G3DSA:3.40.50.300;G3DSA:1.10.150.20;G3DSA:1.10.3380.30	SSF52540;SSF158702	SM00487	PTHR24031;PTHR24031:SF529	NA	NA	PF00270	cd00046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-3.44-mRNA-1	IPR000555	GO:0005515;GO:0003743;GO:0005737;GO:0005852	NA	PS50249	mobidb-lite	G3DSA:3.40.140.10	NA	SM00232	PTHR10540:SF6;PTHR10540	NA	NA	PF01398;PF13012	cd08064	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	NA	NA	NA	NA	NA	NA	MF_03005	NA	NA
maker-NIGB01000004.1-augustus-gene-5.39-mRNA-1	IPR004827	GO:0003700;GO:0006355	PS00036	NA	mobidb-lite	G3DSA:1.20.5.170	SSF57959	NA	PTHR19304;PTHR19304:SF26	NA	NA	NA	cd14688	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-14.29-mRNA-1	IPR029021	GO:0004725;GO:0016311;GO:0016791	PS00383	PS50056	NA	G3DSA:3.90.190.10	SSF52799	NA	PTHR31126;PTHR31126:SF10	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF13350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-16.27-mRNA-1	IPR019452	GO:0016192;GO:0006886	NA	PS50219;PS50236	mobidb-lite	NA	NA	NA	PTHR12894:SF10;PTHR12894	NA	NA	PF10366;PF10367;PF00780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-18.25-mRNA-1	IPR001789	GO:0000160;GO:0000156;GO:0003700;GO:0006355;GO:0005634;GO:0043565	NA	PS50110	mobidb-lite	G3DSA:3.40.50.2300;G3DSA:1.10.10.10	SSF46785;SSF52172	SM00448	PTHR10015:SF266;PTHR10015	NA	NA	PF00072;PF00447	cd00156	NA	NA	NA	NA	NA	NA	NA	PIRSF002595	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-25.13-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-21.45-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-19.36-mRNA-1	IPR000241	GO:0003676;GO:0008168;GO:0032259	PS00092	PS51627	NA	G3DSA:3.40.50.150	SSF53335	NA	PTHR13370;PTHR13370:SF3	NA	NA	PF01170	NA	Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	PIRSF017259	NA	NA	NA
augustus_masked-NIGB01000005.1-processed-gene-10.27-mRNA-1	IPR003960	GO:0005524;GO:0034551	PS00674	NA	mobidb-lite	G3DSA:3.40.50.300	SSF52540	SM01024;SM00382	PTHR23070;PTHR23070:SF33	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PF00004;PF08740	cd00009	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-18.16-mRNA-1	IPR008949	GO:0008299;GO:0004161;GO:0004337;GO:0033384;GO:0045337	PS00444;PS00723	NA	NA	G3DSA:1.10.600.10	SSF48576	NA	PTHR11525;PTHR11525:SF0	NA	NA	PF00348	cd00685	KEGG: 00900+2.5.1.10+2.5.1.1|MetaCyc: PWY-5122|MetaCyc: PWY-5123|MetaCyc: PWY-6383|MetaCyc: PWY-6859|MetaCyc: PWY-7102|MetaCyc: PWY-7141|MetaCyc: PWY-7182|MetaCyc: PWY-7410|MetaCyc: PWY-7659|MetaCyc: PWY-7709|MetaCyc: PWY-7721|MetaCyc: PWY-7736	NA	NA	NA	NA	NA	Coil	NA	NA	SFLDS00005;SFLDG01017	NA
maker-NIGB01000003.1-augustus-gene-25.4-mRNA-1	IPR036859		NA	PS50245	mobidb-lite	G3DSA:2.30.30.190	SSF74924	SM01052	PTHR18916;PTHR18916:SF49	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	PF01302;PF16641	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5626467|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-2.12-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-29.30-mRNA-1	IPR023395	GO:0022857	NA	PS50920	NA	G3DSA:1.50.40.10	SSF103506	NA	PTHR24089;PTHR24089:SF357	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PF00153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-2.2-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000006.1-processed-gene-0.9-mRNA-1	IPR016195	GO:0003824;GO:0004540;GO:0008033	NA	NA	mobidb-lite	G3DSA:3.20.20.140	SSF89550	NA	PTHR13031	NA	NA	PF01876	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD016938
maker-NIGB01000004.1-augustus-gene-19.14-mRNA-1	IPR002634	NA	NA	NA	mobidb-lite	G3DSA:3.10.20.90	SSF82657	NA	PTHR12735;PTHR12735:SF27	NA	NA	PF01722	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF003113	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-7.29-mRNA-1	IPR013785	GO:0003824;GO:0004807;GO:0006096	PS00171	PS51440	NA	G3DSA:3.20.20.70	SSF51351	NA	PTHR21139;PTHR21139:SF15	NA	NA	PF00121	cd00311	KEGG: 00010+5.3.1.1|KEGG: 00051+5.3.1.1|KEGG: 00562+5.3.1.1|KEGG: 00710+5.3.1.1|MetaCyc: PWY-1042|MetaCyc: PWY-5484|MetaCyc: PWY-6142|MetaCyc: PWY-7003|Reactome: R-HSA-70171|Reactome: R-HSA-70263	TIGR00419	NA	NA	NA	NA	NA	NA	MF_00147_B	NA	NA
maker-NIGB01000005.1-augustus-gene-9.33-mRNA-1	IPR007216	GO:0006402;GO:0030014	NA	NA	mobidb-lite	G3DSA:1.25.10.10	SSF48371;SSF81995	NA	PTHR12262;PTHR12262:SF0	NA	NA	PF04078	NA	Reactome: R-HSA-429947|Reactome: R-HSA-5617472|Reactome: R-HSA-6804115	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000009.1-augustus-gene-5.33-mRNA-1	IPR015943	GO:0005515	PS00678	PS50082;PS50294	mobidb-lite	G3DSA:2.130.10.10	SSF50978	SM00320	PTHR43991;PTHR43991:SF7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-13.32-mRNA-1	IPR039582	GO:0050333;GO:0006772	NA	NA	NA	G3DSA:2.40.320.10	SSF55154	NA	PTHR14586	NA	NA	PF01928	cd07758	KEGG: 00730+3.6.1.28|MetaCyc: PWY-7369|Reactome: R-HSA-196819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-20.19-mRNA-1	IPR013087	GO:0003676	PS00028	PS51083	mobidb-lite	G3DSA:3.30.60.190	SSF144232	NA	PTHR13483;PTHR13483:SF11	NA	NA	PF04438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-26.14-mRNA-1	IPR000195	NA	NA	PS50086	mobidb-lite	G3DSA:1.10.8.1310;G3DSA:1.10.472.80	SSF47923	SM00164	PTHR20913	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PF00566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-14.3-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR11462;PTHR11462:SF39	NA	NA	NA	cd14688	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-26.34-mRNA-1	IPR000182	NA	NA	PS51186	mobidb-lite	G3DSA:3.40.630.30	SSF55729	NA	PTHR42791;PTHR42791:SF3	NA	NA	PF00583	cd04301	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-35.10-mRNA-1	IPR037282	GO:0008290;GO:0051016;GO:0003779;GO:0005737;GO:0030036	PS00231	NA	mobidb-lite	G3DSA:2.40.160.80;G3DSA:1.20.58.570	SSF90096	NA	PTHR10619	NA	NA	PF01115	NA	Reactome: R-HSA-2132295|Reactome: R-HSA-3371497|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436	NA	PR00192	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000008.1-augustus-gene-13.82-mRNA-1	IPR036188	GO:0071949	NA	NA	NA	G3DSA:3.50.50.60	SSF51905	NA	PTHR13789;PTHR13789:SF257	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	PF01494	NA	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-20.35-mRNA-1	IPR023152	GO:0043087;GO:0005515;GO:0007165	PS00509	PS50018	NA	G3DSA:1.10.506.10	SSF143885;SSF48350	SM00323	PTHR14149;PTHR14149:SF17	NA	NA	PF03836;PF00616	cd05132	Reactome: R-HSA-5626467	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000009.1-processed-gene-1.45-mRNA-1	IPR002938	GO:0071949	NA	NA	NA	G3DSA:3.50.50.60	SSF51905	NA	PTHR13789:SF251;PTHR13789	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	PF01494	NA	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-19.33-mRNA-1	IPR004574	GO:0055114;GO:0016491	NA	PS51471	mobidb-lite	NA	SSF51197	NA	PTHR16557;PTHR16557:SF3	NA	NA	PF13532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-12.13-mRNA-1	IPR017853	NA	NA	NA	mobidb-lite	G3DSA:3.20.20.80	SSF51445	NA	PTHR31468:SF8;PTHR31468	NA	SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION	PF03198	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-20.16-mRNA-1	IPR001289	GO:0003700;GO:0006355	NA	PS51152	mobidb-lite	NA	NA	SM00521	PTHR12632;PTHR12632:SF6	NA	NA	PF02045	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-2426168|Reactome: R-HSA-380994|Reactome: R-HSA-381183	NA	PR00616	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-16.23-mRNA-1	IPR029523	GO:0006338;GO:0031011	NA	NA	mobidb-lite	NA	NA	SM01406	PTHR21561:SF12;PTHR21561	NA	NA	PF04795	NA	Reactome: R-HSA-5689603|Reactome: R-HSA-5696394	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000007.1-augustus-gene-12.20-mRNA-1	IPR029012	GO:0000813;GO:0032509	NA	PS51314	mobidb-lite	G3DSA:1.10.287.660	SSF140111	NA	PTHR13678;PTHR13678:SF2	NA	NA	PF07200	NA	Reactome: R-HSA-162588|Reactome: R-HSA-174490|Reactome: R-HSA-917729	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-29.2-mRNA-1	IPR012400	GO:0046577;GO:0055114;GO:0016614;GO:0050660	NA	NA	NA	G3DSA:3.50.50.60	SSF51905	NA	PTHR11552:SF144;PTHR11552	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF05199;PF00732	NA	MetaCyc: PWY-2724	NA	NA	NA	NA	NA	NA	PIRSF028937	NA	NA	NA
maker-NIGB01000008.1-augustus-gene-13.57-mRNA-1	IPR036908	NA	NA	NA	NA	G3DSA:2.40.40.10	SSF50685	NA	PTHR31836;PTHR31836:SF8	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-12.34-mRNA-1	IPR030382	GO:0008757;GO:0031591	NA	PS51684	mobidb-lite	G3DSA:3.40.50.150	SSF53335	NA	PTHR23245;PTHR23245:SF25	NA	NA	PF02475	NA	Reactome: R-HSA-6782861	NA	NA	NA	NA	NA	NA	PIRSF038972	NA	NA	NA
maker-NIGB01000010.1-augustus-gene-3.7-mRNA-1	IPR038238	GO:0031124;GO:0005849	NA	NA	mobidb-lite	G3DSA:3.30.70.2410;G3DSA:2.60.120.1030;G3DSA:3.40.50.300	SSF52540	SM00382	PTHR12755;PTHR12755:SF6	NA	NA	PF06807;PF16575;PF16573	cd00009	Reactome: R-HSA-109688|Reactome: R-HSA-6784531|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	NA	NA	NA	NA	NA	NA	NA	MF_03035	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-8.16-mRNA-1	IPR013087	GO:0003676	PS00028	PS50157	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-14.33-mRNA-1	IPR000571	GO:0046872	NA	PS50103	mobidb-lite	NA	NA	NA	PTHR37543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-3.35-mRNA-1	IPR013785	GO:0003824;GO:0004655;GO:0033014;GO:0046872	PS00169	NA	mobidb-lite	G3DSA:3.20.20.70	SSF51569	SM01004	PTHR11458	NA	NA	PF00490	cd04824	KEGG: 00860+4.2.1.24|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451|Reactome: R-HSA-6798695	NA	PR00144	NA	NA	NA	NA	PIRSF001415	NA	NA	NA
