Gene	interpro	GO	Gene3D	ProSiteProfiles	Pfam	SMART	PANTHER	MobiDBLite	CDD	SUPERFAMILY	ProSitePatterns	Coils	PATHWAY	TIGRFAM	Phobius	TMHMM	Hamap	PIRSF	PRINTS	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	ProDom	SFLD
maker-NODE_132_length_71667_cov_50.166942-augustus-gene-0.12-mRNA-1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	NA	PF00067	NA	PTHR24281	NA	NA	SSF48264	NA	NA	NA	NA	NA	NA	NA	NA	PR00463;PR00385	NA	NA	NA	NA	NA
maker-NODE_14_length_223582_cov_47.348450-augustus-gene-0.16-mRNA-1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	G3DSA:1.10.630.10	NA	PF00067	NA	PTHR24286;PTHR24286:SF24	NA	NA	SSF48264	PS00086	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00385;PR00465	NA	NA	NA	NA	NA
maker-NODE_194_length_50096_cov_48.187016-augustus-gene-0.6-mRNA-1	IPR007810	GO:0006886;GO:0016192;GO:0005515	G3DSA:1.25.40.10	PS50236	PF05131	NA	PTHR23323;PTHR23323:SF26	NA	cd16462	SSF75011	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_159_length_59703_cov_42.859088-processed-gene-0.29-mRNA-1	IPR036527	GO:0046983	G3DSA:3.30.1050.10;G3DSA:3.60.15.30;G3DSA:1.25.40.880	NA	PF00753;PF14863;PF14864	SM00849	PTHR43223	NA	cd07710	SSF56281;SSF55718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_3_length_377419_cov_47.972443-processed-gene-0.17-mRNA-1	IPR020683	GO:0005515	G3DSA:1.25.40.20	PS50181	NA	NA	NA	mobidb-lite	cd00204	SSF81383;SSF48403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_40_length_142039_cov_42.117432-augustus-gene-0.16-mRNA-1	IPR008630	GO:0016021;GO:0016757	NA	NA	PF05637	NA	PTHR31306;PTHR31306:SF3	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_284830_cov_44.416483-processed-gene-0.18-mRNA-1	IPR000268	GO:0003677;GO:0003899;GO:0006351;GO:0008270	G3DSA:1.10.10.60	NA	PF01194	NA	PTHR23431	NA	NA	SSF46924	PS01112	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-1834949|Reactome: R-HSA-203927|Reactome: R-HSA-427413|Reactome: R-HSA-452723|Reactome: R-HSA-5250924|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5617472|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73780|Reactome: R-HSA-73863|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	MF_00250	PIRSF005653	NA	NA	NA	NA	PD006539	NA
augustus_masked-NODE_182_length_54307_cov_43.435530-processed-gene-0.8-mRNA-1	IPR012677	GO:0003676	G3DSA:3.30.70.330	PS50102	PF00076	SM00360	PTHR43955;PTHR43955:SF1	NA	cd12346;cd12613;cd12611	SSF54928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_243_length_37542_cov_39.992597-processed-gene-0.14-mRNA-1	IPR036812	GO:0006750;GO:0035226	G3DSA:3.20.20.100	NA	PF00248	NA	PTHR13295	NA	NA	SSF51430	NA	NA	Reactome: R-HSA-174403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_250_length_35002_cov_51.629591-processed-gene-0.1-mRNA-1	IPR035979	GO:0003676	G3DSA:3.30.70.330	PS50102	PF00076	SM00360	PTHR45381	mobidb-lite	cd12245;cd00590	SSF54928	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_60_length_110145_cov_34.144495-augustus-gene-0.2-mRNA-1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	G3DSA:4.10.240.10	PS50048	PF04082;PF00172	SM00066;SM00906	PTHR45594	mobidb-lite	cd12148;cd14723;cd00067	SSF57701	PS00463	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_484860_cov_50.546594-augustus-gene-0.42-mRNA-1	IPR011011	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	SSF57903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_49_length_132195_cov_49.441704-augustus-gene-0.17-mRNA-1	IPR001623	NA	G3DSA:1.10.287.110	PS50076	PF00226	SM00271	NA	NA	cd06257	SSF46565	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00625	NA	NA	NA	NA	NA
maker-NODE_42_length_137852_cov_50.664985-augustus-gene-0.19-mRNA-1	IPR002938	GO:0071949	G3DSA:3.50.50.60	NA	PF01494	NA	PTHR13789:SF169;PTHR13789	NA	NA	SSF51905	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	PR00420	NA	NA	NA	NA	NA
maker-NODE_163_length_59094_cov_43.493937-augustus-gene-0.1-mRNA-1	IPR017937	GO:0045454;GO:0005783;GO:0016853	G3DSA:3.40.30.10;G3DSA:1.20.1150.12	PS51352	PF00085;PF07749	NA	PTHR18929:SF187;PTHR18929	NA	cd00238;cd02998	SSF52833;SSF47933	PS00194	NA	NA	TIGR01126	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	PR00421	NA	NA	NA	NA	NA
maker-NODE_184_length_53958_cov_38.279802-augustus-gene-0.5-mRNA-1	IPR010754	NA	NA	NA	PF07047	NA	PTHR12499;PTHR12499:SF0	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_34_length_155938_cov_47.026186-augustus-gene-0.50-mRNA-1	IPR008145		G3DSA:3.40.50.300	PS50052	PF11957;PF00625	SM00072	PTHR13265;PTHR13265:SF0	mobidb-lite	NA	SSF52540	NA	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72187	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
augustus_masked-NODE_14_length_223582_cov_47.348450-processed-gene-1.14-mRNA-1	IPR032710	NA	G3DSA:3.10.450.50	NA	NA	NA	NA	mobidb-lite	NA	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_30_length_164047_cov_50.852452-augustus-gene-0.54-mRNA-1	IPR022684	GO:0004198;GO:0005622;GO:0006508	G3DSA:3.90.70.10	PS50203	PF00648	SM00230	PTHR10183;PTHR10183:SF294	mobidb-lite	NA	SSF54001	PS00139	Coil	Reactome: R-HSA-1474228	NA	NA	NA	NA	NA	PR00704	NA	NA	NA	NA	NA
maker-NODE_4_length_373113_cov_48.026344-augustus-gene-0.30-mRNA-1	IPR019560	NA	NA	NA	PF10558	NA	PTHR11001	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_8_length_304307_cov_47.353508-augustus-gene-1.33-mRNA-1	IPR002347	GO:0016491	G3DSA:3.30.160.260;G3DSA:3.40.50.720;G3DSA:3.10.129.10	NA	PF00106;PF01575	SM00822	PTHR45024;PTHR45024:SF2	NA	cd05353;cd03448	SSF54637;SSF51735	PS00061	Coil	NA	NA	NA	NA	NA	NA	PR00080;PR00081	NA	NA	NA	NA	NA
maker-NODE_29_length_164543_cov_47.811217-augustus-gene-0.14-mRNA-1	IPR015421	GO:0003824;GO:0006520;GO:0016829	G3DSA:3.40.640.10	NA	PF01212	NA	PTHR10289	mobidb-lite	cd06502	SSF53383	NA	NA	Reactome: R-HSA-6783984	NA	NA	NA	NA	PIRSF017617	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_147_length_65921_cov_42.693452-processed-gene-0.13-mRNA-1	IPR027417	NA	NA	NA	NA	NA	PTHR11089:SF63;PTHR11089	mobidb-lite	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_81_length_95370_cov_50.026154-processed-gene-0.30-mRNA-1	IPR013233	GO:0005789;GO:0006506;GO:0003743;GO:0005737;GO:0005852;GO:0005515	G3DSA:3.40.140.10	PS50249	PF08320;PF01398	SM00780;SM00232	PTHR28533	mobidb-lite	cd08065	NA	NA	Coil	Reactome: R-HSA-162710	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	MF_03007	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_28_length_165515_cov_51.014215-processed-gene-0.37-mRNA-1	IPR023391	GO:0006605;GO:0006886;GO:0016020;GO:0015031;GO:0015450	G3DSA:1.20.5.820	NA	PF00584	NA	PTHR12309:SF20;PTHR12309	NA	NA	SSF103456	PS01067	NA	Reactome: R-HSA-1236974|Reactome: R-HSA-1799339|Reactome: R-HSA-381038	TIGR00327	NA	TMhelix	MF_00422	NA	NA	NA	NA	NA	NA	NA
maker-NODE_170_length_57744_cov_45.492910-augustus-gene-0.3-mRNA-1	IPR001623	NA	G3DSA:1.10.287.110	PS50076	PF00226	SM00271	PTHR44653	mobidb-lite	cd06257	SSF46565	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00625	SignalP-noTM	NA	SignalP-noTM	NA	NA
augustus_masked-NODE_292_length_27272_cov_41.950893-processed-gene-0.7-mRNA-1	IPR036283	GO:0000469;GO:0004521;GO:0042274	G3DSA:3.40.50.1010;G3DSA:3.30.40.120	NA	PF08772;PF17146	NA	PTHR12814	mobidb-lite	cd09876	SSF144206	NA	NA	Reactome: R-HSA-6791226	NA	NA	NA	NA	PIRSF037125	NA	NA	NA	NA	NA	NA
maker-NODE_100_length_82832_cov_45.525688-augustus-gene-0.26-mRNA-1	IPR027417	GO:0004017;GO:0006172;GO:0005524;GO:0006139;GO:0019205;GO:0016776	G3DSA:3.40.50.300	NA	PF00406;PF05191	NA	PTHR23359:SF117;PTHR23359	NA	cd01428	SSF52540	PS00113	Coil	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219|Reactome: R-HSA-499943	TIGR01351	NA	NA	MF_03168;MF_00235	NA	PR00094	NA	NA	NA	NA	NA
maker-NODE_110_length_78336_cov_48.540654-augustus-gene-0.36-mRNA-1	IPR007854	GO:0005847;GO:0098789	NA	NA	PF05182	NA	PTHR13484:SF0;PTHR13484	mobidb-lite	NA	NA	NA	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159231|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_225_length_40653_cov_40.065760-processed-gene-0.0-mRNA-1	IPR029058	GO:0016787	G3DSA:3.40.50.1820	NA	PF07859	NA	PTHR23024;PTHR23024:SF103	mobidb-lite	NA	SSF53474	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_89953_cov_44.030025-processed-gene-0.9-mRNA-1	IPR000608		G3DSA:3.10.110.10	PS50127	PF00179	SM00212	PTHR43902:SF5;PTHR43902	NA	cd00195	SSF54495	PS00183	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_90_length_87514_cov_40.260302-processed-gene-0.5-mRNA-1	IPR039327	GO:0006355;GO:0003676	NA	PS50157	NA	NA	PTHR36167	mobidb-lite	NA	NA	PS00028	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_144_length_67066_cov_46.847951-augustus-gene-0.8-mRNA-1	IPR023332	GO:0004175;GO:0006511;GO:0019773;GO:0004298;GO:0005839;GO:0051603	NA	PS51475	PF10584;PF00227	SM00948	PTHR11599:SF16;PTHR11599	mobidb-lite	cd03750	SSF56235	PS00388	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_181697_cov_51.705028-augustus-gene-0.24-mRNA-1	IPR014721	GO:0005525;GO:0003924	G3DSA:3.30.230.10;G3DSA:3.30.70.240;G3DSA:3.30.70.870	PS51722	PF00009;PF03144;PF00679;PF14492	SM00838	PTHR42908;PTHR42908:SF3	NA	cd01885;cd16268;cd04096;cd16261;cd01681	SSF54980;SSF52540;SSF54211;SSF50447	NA	Coil	NA	TIGR00231	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	PR00315	NA	NA	NA	NA	NA
augustus_masked-NODE_27_length_170086_cov_45.865409-processed-gene-0.41-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_101_length_82813_cov_51.243246-augustus-gene-0.40-mRNA-1	IPR024977	GO:0005515;GO:0005680;GO:0030071;GO:0031145	G3DSA:2.130.10.10	NA	PF12894;PF12896	NA	PTHR13260	NA	NA	SSF50978	NA	NA	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_62_length_109730_cov_47.324927-augustus-gene-0.19-mRNA-1	IPR001544	GO:0003824;GO:0004084;GO:0009081	G3DSA:3.30.470.10;G3DSA:3.20.10.10	NA	PF01063	NA	PTHR11825;PTHR11825:SF44	NA	cd01557	SSF56752	PS00770	NA	Reactome: R-HSA-70895	TIGR01123	NA	NA	NA	PIRSF006468	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_47_length_133174_cov_48.055529-augustus-gene-0.26-mRNA-1	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	NA	PF04145	NA	PTHR12483;PTHR12483:SF21	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_109_length_78457_cov_45.243636-augustus-gene-0.17-mRNA-1	IPR011333	NA	NA	NA	NA	NA	PTHR13384;PTHR13384:SF16	mobidb-lite	NA	SSF54695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_436630_cov_48.410920-augustus-gene-2.44-mRNA-1	IPR002110	GO:0005515	G3DSA:1.25.40.20	PS50088;PS50297	PF12796	SM00248	PTHR42652	NA	cd00204	SSF48403	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	PR01415	SignalP-noTM	NA	NA	NA	NA
maker-NODE_21_length_195582_cov_43.559505-augustus-gene-0.68-mRNA-1	IPR001892	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003676	G3DSA:1.10.8.50;G3DSA:4.10.910.10	PS50159	PF00416	NA	PTHR10871:SF18;PTHR10871	NA	NA	SSF46946	PS00646	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	MF_01315	PIRSF002134	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_36_length_149521_cov_44.867525-processed-gene-0.24-mRNA-1	IPR002642	GO:0004620;GO:0009395	G3DSA:3.40.1090.10	PS51210	PF01735	SM00022	PTHR10728;PTHR10728:SF33	mobidb-lite	NA	SSF52151	NA	NA	Reactome: R-HSA-1482788|Reactome: R-HSA-1482801|Reactome: R-HSA-1482839|Reactome: R-HSA-1482922|Reactome: R-HSA-1483115	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_344_length_18537_cov_31.367409-processed-gene-0.1-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_282_length_29875_cov_38.680214-processed-gene-0.9-mRNA-1	IPR001452	GO:0005515	G3DSA:2.30.30.40	PS50002	PF00018	SM00326	NA	mobidb-lite	NA	SSF50044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_163_length_59094_cov_43.493937-augustus-gene-0.6-mRNA-1	IPR029055	GO:0004298;GO:0005839;GO:0051603;GO:0004175	G3DSA:3.60.20.10	PS51476	PF00227	NA	PTHR11599:SF6;PTHR11599	mobidb-lite	cd03758	SSF56235	PS00854	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_16_length_205114_cov_50.024787-augustus-gene-1.48-mRNA-1	IPR001810	GO:0005515;GO:0003677	G3DSA:1.20.1280.50	PS50181	PF12937;PF08755	SM00992;SM00256	NA	NA	NA	SSF81383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_109_length_78457_cov_45.243636-processed-gene-0.7-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
maker-NODE_142_length_67246_cov_39.896661-augustus-gene-0.4-mRNA-1	IPR002772	GO:0004553;GO:0005975	G3DSA:2.60.40.10;G3DSA:3.20.20.300;G3DSA:3.40.50.1700	NA	PF01915;PF14310;PF00933	SM01217	PTHR42715;PTHR42715:SF5	NA	NA	SSF51445;SSF52279	PS00775	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	PR00133	SignalP-noTM	NA	NA	NA	NA
augustus_masked-NODE_19_length_201490_cov_48.986974-processed-gene-0.32-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_59_length_116130_cov_46.111782-augustus-gene-0.41-mRNA-1	IPR029144	GO:0006520;GO:0030170	G3DSA:3.40.50.1100;G3DSA:3.90.1380.10	NA	PF14821;PF00291	NA	PTHR42690	mobidb-lite	cd01560	SSF53686	PS00165	Coil	NA	TIGR00260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_97_length_85224_cov_44.487984-augustus-gene-0.39-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS50011	PF00069	SM00220	PTHR24057;PTHR24057:SF14	NA	cd14137	SSF56112	PS00108;PS00107	NA	Reactome: R-HSA-198323|Reactome: R-HSA-5674400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_131_length_72194_cov_49.483453-augustus-gene-0.29-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_71_length_102734_cov_48.718889-processed-gene-0.23-mRNA-1	IPR000253	GO:0005515	G3DSA:2.60.200.20	PS50006	PF00498	SM00240	PTHR23308;PTHR23308:SF36	mobidb-lite	cd00060	SSF49879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_377419_cov_47.972443-augustus-gene-0.0-mRNA-1	IPR001251	NA	G3DSA:3.40.525.10	PS50191	PF03765;PF00650	SM00516	PTHR23324;PTHR23324:SF98	mobidb-lite	cd00170	SSF46938;SSF52087	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_369570_cov_49.812937-augustus-gene-0.29-mRNA-1	IPR033138	GO:0005507;GO:0016491;GO:0055114	G3DSA:2.60.40.420	NA	PF07731;PF07732;PF00394	NA	PTHR11709:SF95;PTHR11709	mobidb-lite	cd13850	SSF49503	PS00079;PS00080	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
