Gene	interpro	SUPERFAMILY	PANTHER	Gene3D	GO	PRINTS	Pfam	ProSiteProfiles	MobiDBLite	Phobius	TMHMM	CDD	Coils	SFLD	PATHWAY	ProSitePatterns	TIGRFAM	SMART	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	ProDom	PIRSF
OTA06435.1	IPR000704	SSF57798	PTHR11740;PTHR11740:SF13	G3DSA:1.10.1820.10;G3DSA:2.20.25.20	GO:0005956;GO:0019887	PR00472	PF01214	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-1483191|Reactome: R-HSA-201688|Reactome: R-HSA-2514853|Reactome: R-HSA-445144|Reactome: R-HSA-6798695|Reactome: R-HSA-6804756|Reactome: R-HSA-6814122|Reactome: R-HSA-8934903|Reactome: R-HSA-8939243|Reactome: R-HSA-8948751	PS01101	NA	SM01085	NA	NA	NA	NA	NA	NA
OTA08883.1	IPR002130	SSF48452;SSF50891	PTHR11071:SF328;PTHR11071	G3DSA:2.40.100.10;G3DSA:1.25.40.10	GO:0000413;GO:0003755;GO:0005515;GO:0006457	PR00153	PF00160;PF00515	PS50005;PS50072;PS50293	NA	NA	NA	cd01926	NA	NA	NA	PS00170	NA	SM00028	NA	NA	NA	NA	NA	NA
OTA07216.1	IPR004854	NA	PTHR12555:SF13;PTHR12555	G3DSA:3.10.330.10;G3DSA:2.40.40.50	GO:0006511	NA	PF03152	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-110320|Reactome: R-HSA-5689880	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04462.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
OTA01654.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06031.1	IPR013087	NA	PTHR14596:SF65;PTHR14596	G3DSA:3.30.160.60	GO:0003676	NA	NA	PS50157	mobidb-lite	NA	NA	NA	Coil	NA	NA	PS00028	NA	SM00355	NA	NA	NA	NA	NA	NA
OTA00456.1	IPR007259	NA	PTHR19302:SF51;PTHR19302	G3DSA:1.20.120.1900	GO:0000226;GO:0000922;GO:0005815;GO:0007020;GO:0043015	NA	PF04130;PF17681	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-380270|Reactome: R-HSA-380320	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05436.1	IPR001138	SSF57701	PTHR31986:SF10;PTHR31986	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	PS50048	mobidb-lite	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07411.1	IPR023186	SSF53590	PTHR12304;PTHR12304:SF4	G3DSA:3.90.245.10	NA	NA	PF01156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06857.1	IPR013750	SSF55060	PTHR10457;PTHR10457:SF7	G3DSA:3.30.230.10;G3DSA:3.30.70.890	GO:0005524;GO:0005737;GO:0016301;GO:0016773	NA	PF08544	NA	NA	NA	NA	NA	NA	NA	KEGG: 00052+2.7.1.6|KEGG: 00520+2.7.1.6|MetaCyc: PWY-3821|MetaCyc: PWY-6317|MetaCyc: PWY-6527	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF000530
OTA02605.1	IPR035994	SSF53167	PTHR21234:SF16;PTHR21234	NA	GO:0003824;GO:0009116	NA	PF01048	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05070.1	IPR000182	SSF55729	PTHR13256:SF67;PTHR13256	G3DSA:3.40.630.30	GO:0016747	NA	PF13302	PS51186	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07390.1	IPR037992	SSF111126	PTHR12817:SF0;PTHR12817	G3DSA:3.30.1380.20	GO:0043087;GO:0048193	NA	PF04051	NA	mobidb-lite	NA	NA	cd14944	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06146.1	NA	SSF109604	PTHR35569:SF5;PTHR35569	G3DSA:1.10.3210.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06061.1	IPR014812	NA	PTHR15954	NA		NA	PF08700	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-6811440	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
OTA06998.1	IPR029052	SSF56300	PTHR32440:SF0;PTHR32440	G3DSA:3.60.21.10	GO:0016787	NA	PF00149	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd07383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04404.1	NA	NA	PTHR34414	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04638.1	IPR011059	SSF51338;SSF51556	PTHR22642:SF4;PTHR22642	G3DSA:2.30.40.10;G3DSA:3.20.20.140;G3DSA:3.10.310.70	GO:0016810	NA	PF07969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05199.1	IPR036864	SSF57701	PTHR31313	G3DSA:4.10.240.10	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	PS50048	mobidb-lite	NA	NA	cd00067;cd12148	NA	NA	NA	PS00463	NA	SM00906;SM00066	NA	NA	NA	NA	NA	NA
OTA03929.1	IPR036291	SSF51735	PTHR43639;PTHR43639:SF2	G3DSA:3.40.50.720	NA	PR00080;PR00081	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08261.1	IPR006094	SSF56176	PTHR13878;PTHR13878:SF47	G3DSA:3.40.462.20;G3DSA:3.30.465.40	GO:0016491;GO:0050660;GO:0055114;GO:0071949	NA	PF01565;PF08031	PS51387	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
OTA06954.1	IPR012341	SSF48225	PTHR11742:SF55;PTHR11742	G3DSA:1.50.10.10	GO:0003824;GO:0004571;GO:0005509;GO:0016020	PR00747	PF01532	NA	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07616.1	IPR010678	SSF52540	PTHR12933	G3DSA:3.40.50.300	GO:0005634	NA	PF06862	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04315.1	IPR002220	SSF51569	PTHR12128;PTHR12128:SF24	G3DSA:3.20.20.70	GO:0016829;GO:0003824	PR00146	PF00701	NA	NA	NA	NA	cd00408	NA	NA	NA	NA	NA	SM01130	NA	NA	NA	NA	NA	PIRSF001365
OTA02241.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06104.1	IPR029044	SSF53448	PTHR45576	G3DSA:3.90.550.10	GO:0016021;GO:0016757	NA	PF09258	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08166.1	IPR002828	SSF64167	PTHR30457;PTHR30457:SF0	G3DSA:3.40.1210.10	GO:0016787	NA	PF01975	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	KEGG: 00230+3.1.3.5|KEGG: 00240+3.1.3.5|KEGG: 00760+3.1.3.5|MetaCyc: PWY-5381|MetaCyc: PWY-5695|MetaCyc: PWY-6596|MetaCyc: PWY-6606|MetaCyc: PWY-6607|MetaCyc: PWY-6608|MetaCyc: PWY-7185|MetaCyc: PWY-7821	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA00862.1	IPR002579	SSF51316	PTHR10173;PTHR10173:SF52	G3DSA:2.170.150.20	GO:0033743;GO:0055114;GO:0006979;GO:0016671;GO:0030091	NA	PF01641	PS51790	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5676934	NA	TIGR00357	NA	NA	NA	NA	NA	NA	NA
OTA04747.1	IPR007191	NA	PTHR14146	NA	GO:0000145;GO:0006904;GO:0090522	NA	PF04048	NA	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02380.1	IPR014883	NA	PTHR15749:SF4;PTHR15749	G3DSA:3.40.1350.10	GO:0016788;GO:0004518;GO:0036297;GO:0003676	NA	PF08774	NA	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-6783310	NA	NA	SM00990	NA	NA	NA	NA	NA	NA
OTA05028.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA08099.1	IPR001199	SSF47203;SSF56645;SSF55856	PTHR43604:SF4;PTHR43604	G3DSA:1.10.540.10;G3DSA:1.20.140.10;G3DSA:3.10.120.10;G3DSA:2.40.110.10	GO:0016627;GO:0050660;GO:0055114	PR00363	PF00173;PF02770;PF02771;PF00441	PS50255	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SM01117	NA	NA	NA	NA	NA	NA
OTA04617.1	IPR036188	SSF51905	PTHR10961;PTHR10961:SF36	G3DSA:3.30.9.10;G3DSA:3.50.50.60	GO:0016491;GO:0055114	NA	PF01266	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03931.1	IPR012947	SSF55186;SSF50447	PTHR43462:SF2;PTHR43462	G3DSA:2.40.30.130;G3DSA:3.30.980.10	GO:0004812;GO:0005524;GO:0043039;GO:0000166;GO:0003676;GO:0004813;GO:0006419	NA	PF07973	PS50860	mobidb-lite	NA	NA	NA	NA	NA	KEGG: 00970+6.1.1.7	NA	NA	SM00863	NA	NA	NA	NA	NA	NA
OTA04933.1	IPR019193	NA	PTHR31531	NA		NA	PF09814	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07675.1	IPR000679	SSF57716	PTHR10071:SF228;PTHR10071	G3DSA:3.30.50.10	GO:0006355;GO:0008270;GO:0043565;GO:0003700	PR00619	PF00320	PS50114	mobidb-lite	NA	NA	cd00202	Coil	NA	Reactome: R-HSA-383280	PS00344	NA	SM00401	NA	NA	NA	NA	NA	NA
OTA01158.1	IPR016181	SSF55729	PTHR31438:SF6;PTHR31438	G3DSA:3.40.630.30	NA	NA	PF13523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM01006	NA	NA	NA	NA	NA	NA
OTA07398.1	IPR011992	SSF47473	PTHR23050:SF218;PTHR23050	G3DSA:1.10.238.10	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04679.1	IPR002893	SSF82199;SSF144232	PTHR12197	G3DSA:3.30.70.3410;G3DSA:3.30.60.180;G3DSA:2.170.270.10	GO:0005515	NA	PF01753;PF00856	PS50280;PS50865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01822.1	IPR019818	SSF53659	PTHR11835:SF34;PTHR11835	G3DSA:3.40.718.10	GO:0000287;GO:0016616;GO:0051287;GO:0055114;GO:0004449;GO:0006099	NA	PF00180	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-71403	PS00470	TIGR00175	SM01329	SignalP-TM	NA	NA	NA	NA	NA
OTA02413.1	NA	NA	PTHR35042;PTHR35042:SF1	NA	NA	NA	PF08592	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04564.1	IPR009008	SSF50677;SSF52374;SSF47323	PTHR42765:SF1;PTHR42765	G3DSA:1.10.10.830;G3DSA:3.90.740.10;G3DSA:3.40.50.620;G3DSA:1.10.730.20	GO:0002161;GO:0006418;GO:0000166;GO:0004812;GO:0005524;GO:0004822;GO:0006428;GO:0000049	PR00984	PF00133;PF08264	NA	mobidb-lite	NA	NA	cd07960	NA	NA	KEGG: 00970+6.1.1.5	PS00178	TIGR00392	NA	NA	NA	NA	NA	NA	NA
OTA06285.1	IPR008929	SSF48230	NA	G3DSA:1.50.10.100	GO:0016829;GO:0042597	NA	PF05426	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	Reactome: R-HSA-2022923	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
OTA03561.1	IPR037119	NA	PTHR37783	G3DSA:3.20.180.10	NA	NA	PF10615	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00520.1	IPR027417	SSF52540	PTHR23274;PTHR23274:SF16	G3DSA:3.40.50.300	GO:0004386;GO:0005524;GO:0000723;GO:0003678;GO:0006281	NA	PF02689;PF05970	NA	mobidb-lite	NA	NA	cd00009	NA	NA	NA	NA	NA	SM00382	NA	NA	NA	NA	NA	NA
OTA01917.1	IPR001138	SSF57701	PTHR31405:SF13;PTHR31405	G3DSA:4.10.240.10	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172	PS50048	mobidb-lite	NA	NA	cd00067;cd12148	NA	NA	NA	PS00463	NA	SM00066;SM00906	NA	NA	NA	NA	NA	NA
OTA01900.1	IPR025714	SSF53335	PTHR12176;PTHR12176:SF16	G3DSA:3.40.50.150	NA	NA	PF13847	NA	NA	NA	NA	cd02440	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08054.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA01506.1	IPR020841	SSF53474;SSF55048;SSF53901;SSF52151	PTHR43775:SF14;PTHR43775	G3DSA:3.40.366.10;G3DSA:3.30.70.3290;G3DSA:3.10.129.110;G3DSA:3.40.47.10;G3DSA:3.40.50.1820	GO:0016740;GO:0006508;GO:0008236;GO:0003824;GO:0016787	NA	PF02801;PF00326;PF16197;PF16073;PF00109;PF07859;PF00698;PF14765	NA	NA	NA	NA	cd00833	Coil	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	PS00606	NA	SM00825;SM00827	NA	NA	NA	NA	NA	NA
OTA06771.1	IPR007941	SSF53474	PTHR17920:SF3;PTHR17920	NA	NA	NA	PF05277	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03158.1	IPR027417	SSF52540	PTHR18934;PTHR18934:SF136	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	GO:0004386	NA	PF07717;PF00271;PF04408	PS51192;PS51194	NA	NA	NA	cd00046;cd00079	NA	NA	NA	PS00690	NA	SM00487;SM00847;SM00490	NA	NA	NA	NA	NA	NA
OTA01916.1	IPR012875	NA	PTHR28524:SF3;PTHR28524	NA	NA	NA	PF07896	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04961.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04026.1	IPR008699	NA	PTHR12840	NA	GO:0003954;GO:0005739;GO:0008137	NA	PF05821	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01039.1	IPR032098	SSF69593	PTHR10983:SF16;PTHR10983	NA	GO:0016746	NA	PF16076;PF01553	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd07990	NA	NA	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|Reactome: R-HSA-1483166	NA	NA	SM00563	NA	NA	NA	NA	NA	NA
OTA02094.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06552.1	IPR019436	SSF53474	PTHR43494;PTHR43494:SF2	G3DSA:3.40.50.1820	NA	NA	PF10340	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03399.1	IPR022764	SSF144091	PTHR45281;PTHR45281:SF1	G3DSA:1.20.1540.10	GO:0004252;GO:0016021	NA	PF01694	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08615.1	IPR015424	SSF53383	PTHR42885;PTHR42885:SF2	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	GO:0003824;GO:0009058;GO:0030170;GO:0016740;GO:0000105;GO:0004400	NA	PF00155	NA	NA	NA	NA	cd00609	Coil	NA	KEGG: 00340+2.6.1.9|KEGG: 00350+2.6.1.9|KEGG: 00360+2.6.1.9|KEGG: 00400+2.6.1.9|KEGG: 00401+2.6.1.9|KEGG: 00960+2.6.1.9	PS00599	TIGR01141	NA	NA	NA	NA	MF_01023	NA	NA
OTA07210.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02120.1	IPR004910	NA	PTHR13848:SF37;PTHR13848	NA	NA	NA	PF03226	PS51792	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04739.1	IPR012310	SSF56091	PTHR10459:SF11;PTHR10459	G3DSA:3.30.470.30;G3DSA:2.40.50.140;G3DSA:3.30.1490.70;G3DSA:1.10.3260.10	GO:0003910;GO:0005524;GO:0006281;GO:0006310;GO:0003677	NA	PF04675;PF01068	PS50160	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04634.1	IPR029057	SSF53271	PTHR10285:SF46;PTHR10285	G3DSA:3.40.50.2020	GO:0009116	NA	PF14681	NA	NA	NA	NA	cd06223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05466.1	IPR006909	NA	PTHR12585:SF53;PTHR12585	NA	GO:0005515;GO:0007062;GO:0008278	NA	PF04824;PF04825	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08668.1	IPR029058	SSF53474	PTHR21661:SF35;PTHR21661	G3DSA:3.40.50.1820	GO:0033961;GO:0003824	PR00412	PF06441	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-211945	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF001112
OTA01782.1	IPR013328	SSF48179;SSF51735	PTHR42851;PTHR42851:SF3	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	GO:0016491;GO:0055114	NA	PF03807;PF09130	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06832.1	IPR025574	NA	PTHR13437	NA	GO:0005643;GO:0006913	NA	PF13634	NA	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02579.1	IPR000917	SSF53649	PTHR43108;PTHR43108:SF8	G3DSA:3.40.720.10	GO:0008484;GO:0003824;GO:0004065;GO:0018958	NA	PF00884	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	cd16147	Coil	NA	KEGG: 00140+3.1.6.1|KEGG: 00600+3.1.6.1	PS00523	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	PIRSF000972
OTA07743.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01731.1	IPR036389	SSF69065;SSF54768	PTHR11207:SF17;PTHR11207	G3DSA:3.30.160.20;G3DSA:1.10.1520.10	GO:0004525;GO:0006396	NA	PF00636	PS50142	mobidb-lite	NA	NA	cd00048	NA	NA	Reactome: R-HSA-203927	NA	NA	SM00535;SM00358	NA	NA	NA	NA	NA	NA
OTA02793.1	IPR004327	SSF140984	PTHR10012:SF5;PTHR10012	G3DSA:1.20.120.1150	GO:0019211	NA	PF03095	NA	mobidb-lite	NA	NA	cd04087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF016325
OTA08648.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02068.1	IPR036612	SSF54791	PTHR12826;PTHR12826:SF13	G3DSA:3.30.1370.10	GO:0003723	NA	PF17903	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08836.1	IPR036047	SSF81383	NA	NA	GO:0005515	NA	PF00646	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05121.1	IPR002889	NA	PTHR44092;PTHR44092:SF1	NA	NA	NA	PF01391	PS51212	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
OTA00926.1	IPR008030	SSF51735	PTHR14194;PTHR14194:SF80	G3DSA:3.40.50.720		NA	PF05368	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06915.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
