Gene	MobiDBLite	Gene3D	CDD	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	Phobius	SignalP_EUK	SignalP_GRAM_POSITIVE	TMHMM	SMART	Coils	ProSitePatterns	PATHWAY	PIRSF	PRINTS	Hamap	SignalP_GRAM_NEGATIVE	SFLD	TIGRFAM	ProDom
maker-scaffold182-augustus-gene-0.0-mRNA-1	NA	G3DSA:3.50.30.30;G3DSA:1.20.930.40;G3DSA:3.40.630.10	cd02121;cd08022	IPR039373	SSF52025;SSF53187;SSF47672	PTHR10404;PTHR10404:SF64	NA	PF04253;PF04389;PF02225	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold86-snap-gene-0.239-mRNA-1	NA	G3DSA:3.40.50.1820	NA	IPR029058	SSF53474	PTHR42654:SF1;PTHR42654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold5-processed-gene-0.159-mRNA-1	NA	G3DSA:2.60.40.1760;G3DSA:2.60.40.1180;G3DSA:3.20.20.80	cd06593;cd14752	IPR017853	SSF51445;SSF51011;SSF74650	PTHR43053;PTHR43053:SF2	GO:0003824;GO:0005975;GO:0030246;GO:0004553	PF13802;PF01055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold198-processed-gene-0.108-mRNA-1	mobidb-lite	G3DSA:3.40.50.150	NA	IPR029063	SSF53335	PTHR13600;PTHR13600:SF21	GO:0018423;GO:0008168;GO:0032259	PF04072	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-69273	PIRSF016305	NA	NA	NA	NA	NA	NA
maker-scaffold13-augustus-gene-1.70-mRNA-1	NA	NA	NA	IPR000133	NA	PTHR10585	GO:0006621;GO:0016021;GO:0046923	PF00810	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	PS00952;PS00951	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	PR00660	NA	NA	NA	NA	NA
augustus_masked-scaffold76-processed-gene-0.281-mRNA-1	mobidb-lite	NA	NA	IPR011990	SSF48452	NA	GO:0005515	NA	NA	NA	NA	NA	NA	SM00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold67-processed-gene-0.241-mRNA-1	NA	G3DSA:3.90.870.10	NA	IPR017945	SSF55821	PTHR21327;PTHR21327:SF18	GO:0008686;GO:0009231	PF00926	NA	NA	NA	NA	NA	NA	NA	NA	KEGG: 00740+4.1.99.12|MetaCyc: PWY-6167|MetaCyc: PWY-6168	NA	NA	NA	NA	NA	TIGR00506	NA
maker-scaffold13-augustus-gene-0.21-mRNA-1	mobidb-lite	G3DSA:1.10.10.10	cd06445	IPR014048	SSF46767	PTHR42942	GO:0003824;GO:0006281	PF01035	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5657655	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold23-processed-gene-0.199-mRNA-1	mobidb-lite	G3DSA:4.10.240.10	cd00067;cd12148	IPR001138	SSF57701	PTHR19444:SF23;PTHR19444	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082;PF00172	PS50048	NA	NA	NA	NA	SM00906;SM00066	Coil	PS00463	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold128-processed-gene-0.132-mRNA-1	mobidb-lite	G3DSA:1.50.40.10	NA	IPR018108	SSF103506	PTHR24089:SF396;PTHR24089	GO:0022857	PF00153	PS50920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold50-snap-gene-0.227-mRNA-1	NA	G3DSA:3.90.470.10	cd00336	IPR001063	SSF54843	PTHR11593:SF10;PTHR11593	GO:0003735;GO:0005840;GO:0006412;GO:0015934;GO:0005622	PF00237	NA	NA	NA	NA	NA	NA	NA	PS00464	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	TIGR01038	NA
maker-scaffold39-augustus-gene-0.10-mRNA-1	NA	G3DSA:3.10.20.90	cd01611	IPR004241	SSF54236	PTHR10969:SF39;PTHR10969		PF02991	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1632852	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold68-processed-gene-0.33-mRNA-1	NA	NA	NA	IPR005345	NA	PTHR13120;PTHR13120:SF1		PF03660	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-72163	PIRSF016468	NA	NA	NA	NA	NA	NA
maker-scaffold15-snap-gene-1.312-mRNA-1	mobidb-lite	G3DSA:1.10.8.840;G3DSA:1.10.287.110	cd06257	IPR036869	SSF46565	PTHR43999		PF16717;PF00226	PS50076	NA	NA	NA	NA	SM00271	Coil	PS00636	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold103-processed-gene-0.19-mRNA-1	mobidb-lite	G3DSA:2.40.30.30	NA	IPR023465	SSF82114	PTHR22749	GO:0008531;GO:0009231	PF01687	NA	NA	NA	NA	NA	SM00904	NA	NA	Reactome: R-HSA-196843	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold13-processed-gene-1.159-mRNA-1	NA	G3DSA:3.90.550.50	NA	IPR003378	NA	PTHR10811:SF24;PTHR10811	GO:0016020;GO:0016757	PF02434	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold69-processed-gene-0.142-mRNA-1	mobidb-lite	NA	NA	IPR018800	NA	NA		PF10253	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA
maker-scaffold8-augustus-gene-1.79-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold187-processed-gene-0.7-mRNA-1	mobidb-lite	G3DSA:3.40.50.2300	cd00156	IPR001789	SSF52172	PTHR42878:SF1;PTHR42878	GO:0000160	PF00072	PS50110	NA	NA	NA	NA	SM00448	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold115-processed-gene-0.166-mRNA-1	mobidb-lite	G3DSA:3.90.1720.30	NA	IPR008580	NA	PTHR12378;PTHR12378:SF10	NA	PF05903	NA	NA	NA	NA	NA	SM01179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold18-processed-gene-0.36-mRNA-1	mobidb-lite	G3DSA:3.30.420.10;G3DSA:1.10.132.60	cd05779;cd05535	IPR006133	SSF56672;SSF53098	PTHR10670	GO:0003677;GO:0003887;GO:0006260;GO:0006281;GO:0008622;GO:0003676;GO:0005634;GO:0008270;GO:0000166	PF03104;PF08490;PF00136	NA	NA	NA	NA	NA	SM00486;SM01159	Coil	NA	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold49-processed-gene-0.239-mRNA-1	mobidb-lite	G3DSA:3.60.21.10	NA	IPR004843	SSF56300	PTHR12905;PTHR12905:SF11	GO:0016787	PF00149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold33-processed-gene-0.443-mRNA-1	NA	G3DSA:3.20.20.100	NA	IPR032963	SSF51430	PTHR13295	GO:0006750;GO:0035226	PF00248	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-174403	NA	NA	NA	NA	NA	NA	NA
maker-scaffold5-augustus-gene-3.230-mRNA-1	NA	G3DSA:1.10.575.10	cd11010	IPR003154	SSF48537	PTHR33146:SF5;PTHR33146	GO:0003676;GO:0004519;GO:0006308;GO:0016788	PF02265	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold3-processed-gene-2.196-mRNA-1	mobidb-lite	G3DSA:3.40.50.300	cd01850	IPR016491	SSF52540	PTHR18884:SF57;PTHR18884	GO:0005525	PF00735	PS51719	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF006698	NA	NA	NA	NA	NA	NA
maker-scaffold273-exonerate_protein2genome-gene-0.2-mRNA-1	NA	NA	NA	NA	NA	PTHR23274:SF28;PTHR23274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold3-processed-gene-2.216-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold9-processed-gene-2.379-mRNA-1	NA	G3DSA:3.20.10.10;G3DSA:3.30.470.10	cd01557	IPR036038	SSF56752	PTHR11825;PTHR11825:SF44	GO:0003824;GO:0004084;GO:0009081	PF01063	NA	NA	NA	NA	NA	NA	NA	PS00770	Reactome: R-HSA-70895	PIRSF006468	NA	NA	NA	NA	TIGR01123	NA
maker-scaffold122-augustus-gene-0.10-mRNA-1	mobidb-lite	G3DSA:1.10.287.110;G3DSA:2.60.260.20	cd10747;cd06257	IPR036869	SSF49493;SSF46565	PTHR24078:SF519;PTHR24078	GO:0006457;GO:0051082	PF01556;PF00226	PS50076	NA	NA	NA	NA	SM00271	NA	NA	NA	NA	PR00625	NA	NA	NA	NA	NA
maker-scaffold35-augustus-gene-0.9-mRNA-1	mobidb-lite	G3DSA:3.40.50.200;G3DSA:1.25.40.20	cd07491;cd00204	IPR002110	SSF140860;SSF52743	PTHR43806	GO:0005515;GO:0004252;GO:0006508	PF00023;PF00082	PS50297;PS50088	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	SM00248	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold10-processed-gene-2.265-mRNA-1	NA	G3DSA:3.40.50.1700;G3DSA:3.20.20.300	NA	IPR036881	SSF55729;SSF51445	PTHR30480:SF8;PTHR30480	GO:0004553;GO:0005975	PF00933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold125-augustus-gene-0.86-mRNA-1	NA	G3DSA:3.50.7.10;G3DSA:3.30.260.10;G3DSA:1.10.560.10	cd03337	IPR002194	SSF48592;SSF52029;SSF54849	PTHR11353;PTHR11353:SF24	GO:0005524;GO:0006457;GO:0051082	PF00118	NA	NA	NA	NA	NA	NA	NA	PS00751;PS00750;PS00995	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	NA	PR00304	NA	NA	NA	TIGR02344	NA
maker-scaffold149-augustus-gene-0.10-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold14-augustus-gene-0.61-mRNA-1	NA	G3DSA:3.40.50.1100	NA	IPR001926	SSF53686	PTHR43419:SF9;PTHR43419	GO:0006520;GO:0030170	PF00291	NA	NA	NA	NA	NA	NA	NA	PS00165	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold1-processed-gene-4.243-mRNA-1	mobidb-lite	NA	NA	IPR011082	NA	PTHR15341		PF04000	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA
maker-scaffold28-snap-gene-1.222-mRNA-1	NA	G3DSA:3.40.630.10;G3DSA:3.30.70.360	cd05672	IPR017439	SSF55031;SSF53187	PTHR30575:SF0;PTHR30575	GO:0016787	PF01546;PF07687	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF037226	NA	NA	NA	NA	TIGR01891	NA
maker-scaffold57-snap-gene-0.352-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR41390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold59-augustus-gene-0.14-mRNA-1	mobidb-lite	G3DSA:3.30.70.330	cd00590	IPR012677	SSF54928	PTHR23003;PTHR23003:SF23	GO:0003676	NA	PS50102	NA	NA	NA	NA	SM00360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold67-processed-gene-0.248-mRNA-1	mobidb-lite	G3DSA:3.40.630.30	cd04301	IPR016181	SSF55729	NA	NA	PF00583	PS51186	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold16-augustus-gene-1.71-mRNA-1	NA	G3DSA:1.10.10.10;G3DSA:3.40.50.150	NA	IPR001077	SSF46785;SSF53335	PTHR43712;PTHR43712:SF1	GO:0008171;GO:0008168	PF00891	PS51683	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF005739	NA	NA	NA	NA	NA	NA
maker-scaffold180-augustus-gene-0.18-mRNA-1	mobidb-lite	G3DSA:1.25.40.180	NA	IPR016024	SSF48371	PTHR12412	GO:0000339;GO:0005846;GO:0045292;GO:0051028;GO:0016070	PF09088;PF09090	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-109688|Reactome: R-HSA-111367|Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167242|Reactome: R-HSA-191859|Reactome: R-HSA-674695|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72187|Reactome: R-HSA-72203|Reactome: R-HSA-77588|Reactome: R-HSA-77595|Reactome: R-HSA-8851708|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold109-processed-gene-0.127-mRNA-1	mobidb-lite	NA	NA	IPR014839	NA	NA	GO:0006357	PF08728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold67-processed-gene-0.271-mRNA-1	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	NA	IPR016162	SSF53720	PTHR43353;PTHR43353:SF6	GO:0016491;GO:0055114;GO:0016620	PF00171	NA	NA	NA	NA	NA	NA	Coil	PS00687	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold41-processed-gene-0.322-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold172-snap-gene-0.110-mRNA-1	NA	NA	NA	NA	NA	PTHR42044	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold125-processed-gene-0.20-mRNA-1	mobidb-lite	NA	NA	IPR010730	NA	PTHR33112;PTHR33112:SF6	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-augustus-gene-3.128-mRNA-1	mobidb-lite	NA	NA	IPR006849	SSF82171	PTHR12747	GO:0002098;GO:0033588	PF04762	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3214847	PIRSF017233	NA	NA	NA	NA	NA	NA
maker-scaffold33-exonerate_protein2genome-gene-0.157-mRNA-1	NA	G3DSA:3.30.9.10;G3DSA:3.40.50.720	NA	IPR006076	SSF51971;SSF54373	PTHR11530;PTHR11530:SF26	GO:0016491;GO:0055114;GO:0003884;GO:0046416;GO:0071949	PF01266	NA	NA	NA	NA	NA	NA	NA	PS00677	Reactome: R-HSA-389661|Reactome: R-HSA-9033241	PIRSF000189	NA	NA	NA	NA	NA	NA
maker-scaffold85-augustus-gene-0.219-mRNA-1	mobidb-lite	G3DSA:3.30.390.110	NA	IPR006958	NA	PTHR23405:SF4;PTHR23405	NA	PF04874;PF01778	NA	NA	NA	NA	NA	NA	Coil	NA	NA	PIRSF003352	NA	NA	NA	NA	NA	NA
maker-scaffold56-augustus-gene-0.346-mRNA-1	NA	G3DSA:1.10.230.10;G3DSA:1.10.580.10	cd06105	IPR016143	SSF48256	PTHR11739:SF15;PTHR11739	GO:0046912;GO:0006099;GO:0004108;GO:0006101	PF00285	NA	NA	NA	NA	NA	NA	NA	PS00480	Reactome: R-HSA-1268020|Reactome: R-HSA-71403	NA	PR00143	NA	NA	NA	TIGR01793	NA
maker-scaffold144-augustus-gene-0.3-mRNA-1	NA	G3DSA:2.130.10.10	NA	IPR017986	SSF50978	PTHR10971:SF5;PTHR10971	GO:0005515	PF00400	PS50294;PS50082	NA	NA	NA	NA	SM00320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold87-processed-gene-0.69-mRNA-1	mobidb-lite	G3DSA:1.20.140.20	cd00075	IPR003594	SSF55874;SSF69012	PTHR11947:SF20;PTHR11947	GO:0016310;GO:0016772;GO:0004672	PF02518;PF10436	PS50109	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-TM	NA	SM00387	NA	NA	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	PR00344	NA	NA	NA	NA	NA
augustus_masked-scaffold11-processed-gene-1.12-mRNA-1	mobidb-lite	NA	NA	IPR021858	NA	PTHR31263:SF24;PTHR31263	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold1-augustus-gene-2.178-mRNA-1	mobidb-lite	G3DSA:3.30.830.10	NA	IPR007863	SSF63411	PTHR43690;PTHR43690:SF3	GO:0003824;GO:0046872	PF05193;PF00675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold190-snap-gene-0.90-mRNA-1	mobidb-lite	NA	NA	IPR012860	NA	PTHR13677:SF3;PTHR13677	GO:0017112	PF07792;PF08616	PS50211	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold177-processed-gene-0.33-mRNA-1	NA	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	IPR015590	SSF53720	PTHR11699;PTHR11699:SF25	GO:0016491;GO:0055114;GO:0016620	PF00171	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	PS00070;PS00687	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold94-augustus-gene-0.3-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
snap_masked-scaffold93-processed-gene-0.3-mRNA-1	mobidb-lite	G3DSA:3.40.50.150	cd02440	IPR029063	SSF53335	NA	NA	PF11899;PF01135	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold1-augustus-gene-2.171-mRNA-1	NA	NA	NA	IPR014401	NA	PTHR11502:SF6;PTHR11502	GO:0003735;GO:0005840;GO:0006412;GO:0005622	PF01092	NA	NA	NA	NA	NA	SM01405	NA	PS00578	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-166208|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6790901|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PIRSF002129	NA	NA	NA	NA	NA	NA
maker-scaffold3-augustus-gene-2.221-mRNA-1	NA	NA	NA	IPR019438	NA	PTHR21314:SF0;PTHR21314	NA	PF10343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold76-processed-gene-0.33-mRNA-1	NA	G3DSA:3.40.630.30	cd04301	IPR016181	SSF55729	PTHR10545;PTHR10545:SF29	GO:0016747	PF00583	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold13-processed-gene-1.137-mRNA-1	NA	G3DSA:3.30.920.50;G3DSA:2.60.110.10	NA	IPR037398	NA	PTHR38165		PF16483	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	KEGG: 00500+3.2.1.39	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold7-processed-gene-1.24-mRNA-1	mobidb-lite	G3DSA:3.20.20.70;G3DSA:3.40.50.880	cd04731	IPR010139	SSF52317;SSF51366	PTHR21235:SF2;PTHR21235	GO:0000105;GO:0016763;GO:0003824;GO:0000107;GO:0016833	PF00117;PF00977	PS51273	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF036936	NA	NA	NA	NA	TIGR01855;TIGR00735	NA
augustus_masked-scaffold95-processed-gene-0.8-mRNA-1	mobidb-lite	G3DSA:2.40.50.140;G3DSA:3.40.1280.10	NA	IPR029028	SSF75217;SSF50249	PTHR12150	NA	PF02598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold4-processed-gene-1.149-mRNA-1	NA	G3DSA:3.20.20.60	NA	IPR040442	SSF51621	PTHR32308:SF0;PTHR32308	GO:0003824	PF03328	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF015582	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold188-processed-gene-0.22-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR23149;PTHR23149:SF15	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold39-processed-gene-0.366-mRNA-1	NA	G3DSA:2.40.50.140	cd03367	IPR006032	SSF50249	PTHR11652:SF14;PTHR11652	GO:0003735;GO:0005840;GO:0006412;GO:0015935	PF00164	NA	NA	NA	NA	NA	NA	NA	PS00055	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PIRSF002133	NA	NA	NA	NA	TIGR00982	NA
maker-scaffold40-augustus-gene-0.240-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold97-snap-gene-0.108-mRNA-1	NA	G3DSA:3.60.110.10	NA	IPR003010	SSF56317	PTHR23088:SF27;PTHR23088	GO:0006807	PF00795	PS50263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold31-augustus-gene-0.367-mRNA-1	NA	G3DSA:1.20.120.1130;G3DSA:1.20.1440.200	NA	IPR037206	SSF140427;SSF140111	PTHR12937	GO:0000813;GO:0032509	PF03997	PS51313;PS51310	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-162588|Reactome: R-HSA-174490|Reactome: R-HSA-917729	PIRSF017535	NA	NA	NA	NA	NA	NA
snap_masked-scaffold1-processed-gene-5.171-mRNA-1	NA	G3DSA:1.25.40.20	cd00204	IPR020683	SSF48403	NA	NA	NA	PS50297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold167-augustus-gene-0.126-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR41805	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold281-augustus-gene-0.3-mRNA-1	mobidb-lite	G3DSA:3.90.230.10;G3DSA:1.10.10.10	NA	IPR036388	SSF46785;SSF55920	PTHR10804;PTHR10804:SF11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold5-augustus-gene-1.62-mRNA-1	NA	G3DSA:3.30.230.10;G3DSA:3.30.160.20	NA	IPR005324	SSF54768;SSF54211	PTHR13718:SF61;PTHR13718	GO:0003735;GO:0005840;GO:0006412;GO:0003723	PF03719;PF00333	PS50881	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold156-augustus-gene-0.34-mRNA-1	NA	NA	NA	IPR006966	NA	PTHR28080	GO:0005779;GO:0007031	PF04882	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	Coil	NA	Reactome: R-HSA-1369062	NA	NA	NA	NA	NA	NA	NA
