Gene	MobiDBLite	interpro	GO	SUPERFAMILY	PATHWAY	CDD	SMART	PANTHER	Pfam	Phobius	Gene3D	TMHMM	SignalP_GRAM_NEGATIVE	Coils	PIRSF	PRINTS	ProSiteProfiles	ProSitePatterns	Hamap	TIGRFAM	SignalP_EUK	SignalP_GRAM_POSITIVE	ProDom	SFLD
augustus_masked-NIGD01000001.1-processed-gene-76.14-mRNA-1	mobidb-lite	IPR035979	GO:0003676	SSF54928	NA	NA	SM00360	PTHR24012	PF00076	NA	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	PS50102	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000002.1-processed-gene-4.0-mRNA-1	mobidb-lite	IPR011502		NA	Reactome: R-HSA-1169408|Reactome: R-HSA-141444|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-5663220|Reactome: R-HSA-6784531|Reactome: R-HSA-68877	NA	NA	PTHR13373	PF07575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000009.1-processed-gene-8.0-mRNA-1	mobidb-lite	IPR034443	NA	NA	NA	NA	NA	PTHR42051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-18.18-mRNA-1	mobidb-lite	IPR001841	GO:0008270	SSF161245;SSF57850;SSF161219	Reactome: R-HSA-110320|Reactome: R-HSA-983168	cd16464	SM00184	PTHR21319:SF0;PTHR21319	PF05495;PF13639;PF14599	NA	G3DSA:2.20.28.10;G3DSA:3.30.40.10	NA	NA	NA	NA	NA	PS50089;PS51266;PS51270	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-18.18-mRNA-1	mobidb-lite	IPR024527	NA	NA	NA	NA	NA	PTHR28298	PF12757	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000002.1-augustus-gene-5.16-mRNA-1	NA	IPR013785	GO:0003824;GO:0005975	SSF51569	KEGG: 00030+2.2.1.2|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-163754|Reactome: R-HSA-6791055|Reactome: R-HSA-6791462|Reactome: R-HSA-71336|Reactome: R-HSA-8950505	NA	NA	PTHR10683;PTHR10683:SF5	PF00923	NA	G3DSA:3.20.20.70	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-54.30-mRNA-1	NA	IPR040442	GO:0003824;GO:0000287;GO:0004743;GO:0006096;GO:0030955	SSF51621;SSF50800;SSF52935	KEGG: 00010+2.7.1.40|KEGG: 00230+2.7.1.40|KEGG: 00620+2.7.1.40|MetaCyc: PWY-1042|MetaCyc: PWY-2221|MetaCyc: PWY-5484|MetaCyc: PWY-5723|MetaCyc: PWY-6142|MetaCyc: PWY-6886|MetaCyc: PWY-6901|MetaCyc: PWY-7003|MetaCyc: PWY-7218|MetaCyc: PWY-7383|MetaCyc: PWY-8004|Reactome: R-HSA-70171	cd00288	NA	PTHR11817;PTHR11817:SF3	PF00224;PF02887	NA	G3DSA:3.20.20.60;G3DSA:2.40.33.10;G3DSA:3.40.1380.20	NA	NA	NA	NA	PR01050	NA	PS00110	NA	TIGR01064	NA	NA	NA	NA
maker-NIGD01000010.1-augustus-gene-16.5-mRNA-1	mobidb-lite	IPR004152	GO:0005622;GO:0006886;GO:0005515	SSF50044;SSF48464	NA	cd11805;cd03568	SM00288;SM00326	PTHR13856:SF134;PTHR13856	PF03127;PF00790;PF00018	NA	G3DSA:1.25.40.90;G3DSA:2.30.30.40	NA	NA	NA	NA	PR00452;PR01887	PS50330;PS50002;PS50179	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-24.17-mRNA-1	mobidb-lite	IPR001972	GO:0016020	SSF117892	Reactome: R-HSA-8949664	cd08829	SM00244	PTHR43327:SF10;PTHR43327	PF16200;PF01145	NA	G3DSA:3.30.479.30	NA	NA	NA	NA	PR00721	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
maker-NIGD01000003.1-augustus-gene-59.24-mRNA-1	mobidb-lite	IPR011009	GO:0004672;GO:0005524;GO:0006468;GO:0004674	SSF56112	NA	cd05600	SM00133;SM00220	PTHR24356:SF185;PTHR24356	PF00069	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	NA	NA	NA	NA	PS50011;PS51285	PS00108;PS00107	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-18.5-mRNA-1	NA	IPR019734	GO:0005515	SSF48452	NA	NA	SM00028	PTHR12760	NA	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	PS50005;PS50293	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-66.15-mRNA-1	NA	IPR007229	GO:0004514;GO:0009435	SSF51690;SSF54675	KEGG: 00760+6.3.4.21|MetaCyc: PWY-5381|Reactome: R-HSA-197264	NA	NA	PTHR11098;PTHR11098:SF1	PF04095;PF17767	NA	G3DSA:3.20.140.10	NA	NA	NA	PIRSF000484	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-57.17-mRNA-1	NA	IPR001841	GO:0004842;GO:0005680	SSF57850	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	cd16456	SM00184	PTHR11210;PTHR11210:SF1	PF12861	NA	G3DSA:3.30.40.10	NA	NA	NA	NA	NA	PS50089	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-8.1-mRNA-1	NA	IPR006687	GO:0005525;GO:0005622;GO:0006886	SSF52540	NA	cd00879	SM00177;SM00178	PTHR11711:SF217;PTHR11711	PF00025	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	PR00328	PS51422	NA	NA	TIGR00231	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-59.10-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-5.23-mRNA-1	mobidb-lite	IPR036881	GO:0004553;GO:0005975	SSF51445;SSF52279	NA	NA	SM01217	PTHR42715;PTHR42715:SF11	PF14310;PF00933;PF01915	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	G3DSA:3.40.50.1700;G3DSA:3.20.20.300;G3DSA:2.60.40.10	NA	SignalP-noTM	NA	NA	PR00133	NA	PS00775	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
maker-NIGD01000007.1-augustus-gene-0.29-mRNA-1	mobidb-lite	IPR031567		NA	Reactome: R-HSA-1257604|Reactome: R-HSA-389357|Reactome: R-HSA-5218920|Reactome: R-HSA-5674400|Reactome: R-HSA-6804757	NA	NA	PTHR13335	PF16978;PF16979	NA	G3DSA:3.10.20.90;G3DSA:2.30.29.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-51.18-mRNA-1	mobidb-lite	IPR039875	NA	NA	NA	NA	SM01083	PTHR22093	PF10197	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-13.8-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR22765:SF27;PTHR22765	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-5.25-mRNA-1	mobidb-lite	IPR009292	GO:0000469	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	PTHR21738	PF06102	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000007.1-augustus-gene-1.0-mRNA-1	NA	IPR027417	GO:0005525;GO:0005622;GO:0007264;GO:0003924	SSF52540	Reactome: R-HSA-194840	cd01874	SM00173;SM00175;SM00174	PTHR24072:SF129;PTHR24072	PF00071	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	PR00449	PS51420	NA	NA	TIGR00231	SignalP-noTM	NA	NA	NA
augustus_masked-NIGD01000006.1-processed-gene-0.1-mRNA-1	NA	IPR024977	GO:0005680;GO:0030071;GO:0031145	NA	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	PTHR13260	PF12894;PF12896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-29.22-mRNA-1	NA	IPR014851	GO:0034551;GO:0005524	SSF52540	Reactome: R-HSA-1268020	cd00009	SM01024;SM00382	PTHR23070;PTHR23070:SF17	PF00004;PF08740	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-13.11-mRNA-1	NA	IPR001806	GO:0003924;GO:0005525;GO:0005622;GO:0007264	SSF52540	Reactome: R-HSA-194840	cd04132	SM00176;SM00175;SM00174;SM00173	PTHR24072:SF181;PTHR24072	PF00071	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	PR00449	PS51420	NA	NA	TIGR00231	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-5.13-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000010.1-processed-gene-18.16-mRNA-1	mobidb-lite	IPR009401	GO:0003712;GO:0006357;GO:0016592	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-381340	NA	NA	PTHR10791;PTHR10791:SF70	PF06333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-41.23-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
maker-NIGD01000004.1-augustus-gene-54.20-mRNA-1	mobidb-lite	IPR001005	NA	NA	NA	cd00167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-20.19-mRNA-1	mobidb-lite	IPR000340	GO:0008138;GO:0016311;GO:0004721;GO:0006470;GO:0007096;GO:0016791;GO:0004725	SSF52799	NA	NA	SM00404;SM00195	PTHR23339:SF27;PTHR23339	PF00782;PF14671	NA	G3DSA:3.90.190.10	NA	NA	Coil	NA	NA	PS50056	PS00383	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000008.1-processed-gene-4.2-mRNA-1	NA	IPR002207	GO:0004601;GO:0006979;GO:0020037;GO:0055114	SSF48113	NA	NA	NA	PTHR31356;PTHR31356:SF7	PF00141	NA	G3DSA:1.10.420.10	NA	NA	NA	NA	PR00459;PR00458	PS50873	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-2.35-mRNA-1	mobidb-lite	IPR002119	GO:0000786;GO:0003677;GO:0005634;GO:0046982	SSF47113	Reactome: R-HSA-3214858	cd00074	SM00414	PTHR23430:SF7;PTHR23430	PF00125;PF16211	NA	G3DSA:1.10.20.10	NA	NA	Coil	NA	PR00620	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000010.1-augustus-gene-24.42-mRNA-1	mobidb-lite	IPR002013	GO:0042578	NA	NA	NA	NA	PTHR11200:SF9;PTHR11200	PF02383	NA	NA	NA	NA	NA	NA	NA	PS50275	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-43.39-mRNA-1	mobidb-lite	IPR036554	GO:0004631;GO:0005524	SSF54211;SSF55060	KEGG: 00900+2.7.4.2|MetaCyc: PWY-7391|MetaCyc: PWY-922	NA	NA	PTHR31814;PTHR31814:SF2	PF00288;PF08544	NA	G3DSA:3.30.70.890	NA	NA	NA	PIRSF017288	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-55.0-mRNA-1	mobidb-lite	IPR001680	GO:0005515	SSF50978	NA	NA	SM00320	PTHR14221	PF00400	NA	NA	NA	NA	NA	NA	NA	PS50082;PS50294	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-30.35-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-13.30-mRNA-1	mobidb-lite	IPR000195	NA	SSF47923	NA	NA	SM00164	PTHR22957;PTHR22957:SF452	PF00566	NA	G3DSA:1.10.472.80;G3DSA:1.10.8.270	NA	NA	Coil	NA	NA	PS50086	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-16.2-mRNA-1	mobidb-lite	IPR003114	NA	SSF144232	NA	NA	SM00313	PTHR28069	PF02194;PF13824	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	Coil	NA	NA	PS51207	NA	NA	NA	NA	NA	PD039565	NA
augustus_masked-NIGD01000010.1-processed-gene-27.6-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-2.27-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-11.19-mRNA-1	mobidb-lite	IPR036291	GO:0016491	SSF51735	NA	NA	NA	PTHR42808:SF2;PTHR42808	PF00106	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	PS00061	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-61.17-mRNA-1	NA	IPR012939	GO:0003824;GO:0030246	SSF51735;SSF48208;SSF53955	NA	cd05352	NA	PTHR12143:SF29;PTHR12143	PF07971;PF17678;PF13561	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:3.30.2080.10;G3DSA:3.40.50.720;G3DSA:1.20.1050.60;G3DSA:1.20.1610.10;G3DSA:1.10.530.10;G3DSA:2.70.98.10	NA	NA	Coil	NA	PR00081	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-3.10-mRNA-1	NA	IPR015424	GO:0030170;GO:0031071;GO:0044571;GO:0003824	SSF53383	KEGG: 00730+2.8.1.7|MetaCyc: PWY-7250|Reactome: R-HSA-1362409|Reactome: R-HSA-947581	NA	NA	PTHR11601;PTHR11601:SF34	PF00266	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	NA	PIRSF005572	NA	NA	PS00595	NA	NA	NA	SignalP-TM	NA	NA
maker-NIGD01000004.1-augustus-gene-9.32-mRNA-1	mobidb-lite	IPR036554	GO:0005524;GO:0004496;GO:0005737;GO:0008299	SSF55060;SSF54211	KEGG: 00900+2.7.1.36|MetaCyc: PWY-6174|MetaCyc: PWY-7391|MetaCyc: PWY-922|Reactome: R-HSA-191273|Reactome: R-HSA-2426168	NA	NA	PTHR43290:SF2;PTHR43290	PF00288;PF08544	NA	G3DSA:3.30.70.890;G3DSA:3.30.230.10	NA	NA	NA	NA	PR00959	NA	PS00627	NA	TIGR00549	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-30.25-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR16308;PTHR16308:SF13	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-2.16-mRNA-1	mobidb-lite	IPR009598	NA	NA	NA	NA	SM01396	PTHR13259	PF06726	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD062192	NA
augustus_masked-NIGD01000001.1-processed-gene-61.26-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-2.15-mRNA-1	mobidb-lite	IPR040038	GO:0000076;GO:0005634;GO:0006974;GO:0048478	NA	Reactome: R-HSA-5693607	NA	NA	PTHR13220	PF07962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD089639	NA
maker-NIGD01000003.1-augustus-gene-35.37-mRNA-1	mobidb-lite	IPR006598	NA	NA	NA	NA	NA	PTHR12203:SF22;PTHR12203	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
maker-NIGD01000011.1-augustus-gene-11.20-mRNA-1	NA	IPR001494	GO:0006886;GO:0008536;GO:0005515	SSF48371	NA	NA	SM00913	PTHR10997:SF8;PTHR10997	PF03378;PF03810;PF08506	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	PS50166	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-9.31-mRNA-1	mobidb-lite	IPR036691	GO:0004518;GO:0006281;GO:0003677;GO:0004519;GO:0005622	SSF56219	Reactome: R-HSA-110357|Reactome: R-HSA-110362|Reactome: R-HSA-110373|Reactome: R-HSA-5651801|Reactome: R-HSA-73930|Reactome: R-HSA-73933	cd09088	NA	PTHR22748:SF4;PTHR22748	PF03372	NA	G3DSA:3.60.10.10	NA	NA	NA	NA	NA	PS51435	PS00728;PS00726	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-43.27-mRNA-1	mobidb-lite	IPR009445	NA	NA	NA	NA	NA	PTHR19315	PF06417	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PIRSF017207	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-32.17-mRNA-1	NA	IPR005720	GO:0005737;GO:0016627;GO:0055114;GO:0003824;GO:0004152;GO:0006207;GO:0016020	SSF51395	KEGG: 00240+1.3.5.2|MetaCyc: PWY-5686|Reactome: R-HSA-500753	cd04738	NA	PTHR43517	PF01180	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:3.20.20.70	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-12.7-mRNA-1	mobidb-lite	IPR002504	GO:0003951;GO:0006741;GO:0019674	SSF111331	KEGG: 00760+2.7.1.23|MetaCyc: PWY-5083|MetaCyc: PWY-7268|MetaCyc: PWY-7269|Reactome: R-HSA-196807	NA	NA	PTHR20275;PTHR20275:SF11	PF01513	NA	G3DSA:3.40.50.10330;G3DSA:2.60.200.30	NA	NA	NA	NA	NA	NA	NA	MF_00361	NA	NA	NA	NA	NA
maker-NIGD01000012.1-augustus-gene-5.0-mRNA-1	mobidb-lite	IPR029058	GO:0009058;GO:0016747	SSF53474	NA	NA	NA	PTHR32268;PTHR32268:SF11	PF00561	NA	NA	NA	NA	NA	PIRSF000443	NA	NA	NA	MF_00296	TIGR01392	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-25.6-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR36460	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000011.1-processed-gene-5.0-mRNA-1	mobidb-lite	IPR006034	GO:0005515	SSF48403;SSF53774	Reactome: R-HSA-70614	cd00204;cd08963	SM00248;SM00870	PTHR11707;PTHR11707:SF28	PF17763;PF12796;PF00710	NA	G3DSA:1.25.40.20;G3DSA:3.40.50.40;G3DSA:3.40.50.1170	NA	NA	NA	NA	PR00139	PS51732;PS50297;PS50088	NA	NA	NA	NA	NA	NA	SFLDS00057
augustus_masked-NIGD01000001.1-processed-gene-16.30-mRNA-1	mobidb-lite	IPR011989	GO:0005515	SSF48371	Reactome: R-HSA-6798695	NA	NA	PTHR15651	PF00514	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-0.23-mRNA-1	mobidb-lite	IPR000684	GO:0003677;GO:0005665;GO:0006366;GO:0003899;GO:0006351	SSF64484	KEGG: 00230+2.7.7.6|KEGG: 00240+2.7.7.6	cd02584;cd02733	SM00663	PTHR19376:SF37;PTHR19376	PF00623;PF04992;PF04998;PF04997;PF04990;PF04983;PF05000	NA	G3DSA:1.10.150.390;G3DSA:1.10.132.30;G3DSA:2.20.25.410;G3DSA:1.10.274.100;G3DSA:1.20.120.1280;G3DSA:3.30.1490.180;G3DSA:3.30.1360.140;G3DSA:2.40.40.20	NA	NA	NA	NA	NA	NA	PS00115	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-17.40-mRNA-1	NA	IPR019442		SSF48371	Reactome: R-HSA-6782315	NA	NA	PTHR14387;PTHR14387:SF0	PF10350	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-67.25-mRNA-1	mobidb-lite	IPR036427	GO:0005515;GO:0004402	SSF47370;SSF55729	Reactome: R-HSA-1912408|Reactome: R-HSA-210744|Reactome: R-HSA-2122947|Reactome: R-HSA-2644606|Reactome: R-HSA-2894862|Reactome: R-HSA-3214847|Reactome: R-HSA-350054|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-8941856|Reactome: R-HSA-9013508|Reactome: R-HSA-9013695	cd05509;cd04301	SM00297	PTHR22880:SF124;PTHR22880	PF00439;PF00583	NA	G3DSA:1.20.920.10;G3DSA:3.40.630.30	NA	NA	NA	NA	PR00503	PS50014;PS51186	PS00633	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-7.0-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-1.38-mRNA-1	mobidb-lite	IPR013177		NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	SM01155	PTHR32035;PTHR32035:SF3	PF08213	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	SignalP-noTM	Coil	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
maker-NIGD01000005.1-augustus-gene-7.38-mRNA-1	NA	IPR033956	GO:0003697;GO:0003723;GO:0016070;GO:0043565	SSF74784	Reactome: R-HSA-426486	cd14819	NA	PTHR10741:SF2;PTHR10741	PF01997	NA	G3DSA:1.20.58.200;G3DSA:1.20.58.190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-25.6-mRNA-1	NA	IPR010987	GO:0004364;GO:0005515	SSF47616	NA	NA	NA	PTHR32419;PTHR32419:SF6	PF13409;PF13410	NA	G3DSA:3.40.30.130;G3DSA:1.20.1050.10	NA	NA	NA	NA	NA	PS50405	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000006.1-processed-gene-0.19-mRNA-1	mobidb-lite	IPR007148		NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	PTHR44267	PF04003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-1.15-mRNA-1	mobidb-lite	IPR021765	GO:0043386	NA	NA	NA	NA	PTHR33365:SF10;PTHR33365	PF11807	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-NIGD01000006.1-processed-gene-7.16-mRNA-1	mobidb-lite	IPR027469	GO:0006812;GO:0008324;GO:0016021;GO:0055085	SSF161111	NA	NA	NA	PTHR43840;PTHR43840:SF15	PF01545	NA	G3DSA:1.20.1510.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-73.11-mRNA-1	mobidb-lite	IPR021056	NA	NA	NA	NA	NA	PTHR12358:SF6;PTHR12358	PF11711	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
