Gene	Phobius	PANTHER	interpro	GO	ProSiteProfiles	TMHMM	SUPERFAMILY	SMART	Gene3D	Pfam	PATHWAY	MobiDBLite	Coils	ProSitePatterns	PRINTS	TIGRFAM	CDD	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	Hamap	SFLD	ProDom
RFU74063.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR42758:SF2;PTHR42758	IPR030395	GO:0006629;GO:0008081	PS51704	TMhelix	SSF51695	NA	NA	PF03009	NA	NA	NA	NA	NA	NA	cd08570	NA	NA	NA	NA	NA	NA	NA
RFU76524.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79728.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR36512	IPR016117		NA	TMhelix	SSF56266	NA	G3DSA:3.60.70.12	PF03576	KEGG: 00220+2.3.1.35+2.3.1.1|MetaCyc: PWY-5154	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73258.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77029.1	NA	PTHR23105:SF31;PTHR23105	IPR023674	NA	NA	NA	SSF56808	NA	G3DSA:3.40.50.790	PF00687	NA	mobidb-lite	Coil	NA	NA	NA	cd00403	NA	NA	NA	NA	NA	NA	NA
RFU78586.1	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	PF13086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76042.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78033.1	NA	PTHR44313	IPR001623	NA	PS50076	NA	SSF46565	SM00271	G3DSA:1.10.287.110	PF00226	NA	mobidb-lite	Coil	NA	PR00625	NA	cd06257	NA	NA	NA	NA	NA	NA	NA
RFU78251.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78412.1	NA	PTHR11177:SF228;PTHR11177	IPR017853	GO:0008061;GO:0005975	NA	NA	SSF51445	SM00636	G3DSA:3.10.50.10;G3DSA:3.20.20.80	PF00704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76496.1	NA	PTHR43618	IPR036291	GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF00106	NA	NA	NA	PS00061	PR00081	NA	cd05233	NA	NA	NA	NA	NA	NA	NA
RFU81087.1	NA	PTHR11685;PTHR11685:SF217	IPR001841	GO:0004842;GO:0016567	PS50089	NA	SSF57850;SSF53300	NA	G3DSA:1.20.120.1750;G3DSA:3.30.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73172.1	NA	PTHR10394:SF3;PTHR10394	IPR001047	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	NA	G3DSA:2.40.10.450	PF01201	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	TIGR00307	cd11380	NA	NA	NA	NA	NA	NA	NA
RFU80510.1	NA	NA	IPR029058	GO:0009058;GO:0016788	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	PF00975	Reactome: R-HSA-75105	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75097.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75435.1	NA	PTHR30480:SF8;PTHR30480	IPR001764	GO:0004553;GO:0005975	NA	NA	SSF51445	NA	G3DSA:3.20.20.300;G3DSA:3.40.50.1700	PF00933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74097.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72078.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78543.1	NA	NA	IPR000182	NA	NA	NA	SSF55729	NA	G3DSA:3.40.630.30	PF00583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75173.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR21304:SF0;PTHR21304	IPR007512	GO:0005743;GO:0061617	NA	TMhelix	NA	NA	NA	PF04418	Reactome: R-HSA-8949613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU71827.1	NA	PTHR28015	IPR039196	GO:0033615	NA	NA	NA	NA	NA	PF13233	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80941.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72475.1	NA	PTHR42681:SF1;PTHR42681	IPR036168	GO:0016740;GO:0006886;GO:0016192;GO:0030131	PS51072	NA	SSF49447;SSF64356;SSF52151;SSF55048	SM00827	G3DSA:2.60.40.1170;G3DSA:3.40.366.10;G3DSA:3.30.450.60;G3DSA:3.30.70.250	PF00698;PF00928	NA	mobidb-lite	NA	PS00991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81005.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72576.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80405.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR12154	IPR013969	GO:0006488	NA	NA	NA	NA	NA	PF08660	Reactome: R-HSA-446193|Reactome: R-HSA-5633231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73303.1	NA	PTHR14281;PTHR14281:SF0	IPR013255		NA	NA	NA	NA	G3DSA:3.30.457.50	PF08234	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80260.1	NA	PTHR10655;PTHR10655:SF25	IPR003140	GO:0016787	NA	NA	SSF53474	NA	NA	PF02230	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74989.1	NA	PTHR23084;PTHR23084:SF204	IPR003409	NA	NA	NA	SSF82185	SM00698	G3DSA:2.20.110.10	PF02493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81175.1	NA	PTHR13061:SF5;PTHR13061	IPR011004	NA	NA	NA	SSF51161	NA	G3DSA:2.160.10.10	PF00132	NA	NA	NA	NA	NA	NA	cd03359	NA	NA	NA	NA	NA	NA	NA
RFU78694.1	NA	NA	IPR014710	NA	NA	NA	SSF51182	NA	G3DSA:2.60.120.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79751.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76439.1	NA	NA	IPR001810	GO:0005515	PS50181	NA	SSF52047;SSF81383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74549.1	NA	PTHR43212;PTHR43212:SF3	IPR003829		NA	NA	SSF51182	NA	G3DSA:2.60.120.10	PF02678	Reactome: R-HSA-8935690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72057.1	NA	PTHR12289:SF44;PTHR12289	IPR012336	NA	NA	NA	NA	NA	NA	PF17172	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73837.1	NA	PTHR21225;PTHR21225:SF0	IPR006219	GO:0003849;GO:0009073;GO:0003824;GO:0009058	NA	NA	SSF51569	NA	G3DSA:3.20.20.70	PF00793	KEGG: 00400+2.5.1.54|MetaCyc: PWY-6164	NA	NA	NA	NA	TIGR00034	NA	PIRSF001361	NA	NA	NA	NA	NA	NA
RFU74811.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76465.1	NA	PTHR15414	IPR012913		NA	NA	SSF50911	NA	G3DSA:2.70.130.10	PF07915	Reactome: R-HSA-382556|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5678895	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72390.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75235.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75662.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR28022	IPR019433	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72933.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75582.1	NA	NA	IPR015168	NA	NA	NA	SSF53850	NA	NA	PF09084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80717.1	NA	PTHR43798:SF11;PTHR43798	IPR022742	NA	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	PF12146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75572.1	NA	PTHR10209;PTHR10209:SF361	IPR005123	GO:0016491;GO:0055114	PS51471	NA	SSF51197	NA	G3DSA:2.60.120.330	PF14226;PF03171	NA	mobidb-lite	NA	NA	PR00682	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU71814.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU77999.1	NA	PTHR43798;PTHR43798:SF5	IPR029058	NA	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	PF12697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81150.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76497.1	NA	PTHR43792	IPR000182	NA	PS51186	NA	SSF55729	NA	G3DSA:3.40.630.30	PF13302	NA	NA	NA	NA	NA	NA	cd04301	NA	NA	NA	NA	NA	NA	NA
RFU81931.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75257.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73880.1	NA	PTHR12425:SF5;PTHR12425	IPR016024	NA	NA	NA	SSF48371	NA	NA	PF10165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75219.1	NA	PTHR43135	IPR011059	GO:0016810;GO:0016787	NA	NA	SSF51338;SSF51556	NA	G3DSA:2.30.40.10;G3DSA:3.20.20.140	PF01979	NA	NA	NA	NA	NA	NA	cd01299	NA	NA	NA	NA	NA	NA	NA
RFU77099.1	NA	PTHR33112	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80443.1	NA	PTHR28036	IPR013963	GO:0000278;GO:0042729;GO:0072686	NA	NA	NA	NA	NA	PF08654	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80988.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73458.1	NA	NA	IPR000533		NA	NA	SSF57997	NA	G3DSA:1.20.5.340	PF12718	Reactome: R-HSA-390522|Reactome: R-HSA-445355	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79572.1	NA	PTHR28160	IPR036389	GO:0004525;GO:0006396;GO:0003735;GO:0005762;GO:0032543	NA	NA	NA	NA	G3DSA:1.10.1520.10	PF14622	Reactome: R-HSA-203927	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU77069.1	NA	PTHR41237	IPR001911	GO:0003735;GO:0005840;GO:0006412	NA	NA	NA	NA	NA	PF01165	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU81865.1	NA	PTHR33112:SF1;PTHR33112	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78529.1	NA	PTHR23274:SF16;PTHR23274	IPR003840	GO:0004386;GO:0005524	NA	NA	SSF52540	NA	G3DSA:3.40.50.300	PF02689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU82123.1	NA	NA	IPR011008	NA	NA	NA	SSF54909	NA	G3DSA:3.30.70.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72809.1	NA	NA	IPR019145	GO:0003712;GO:0006357;GO:0016592	NA	NA	NA	NA	NA	PF09748	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78166.1	NA	NA	IPR013087	GO:0003676	PS50157	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72763.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77499.1	NA	PTHR10039:SF5;PTHR10039	IPR029058	GO:0032126;GO:0070941	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78093.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR17630;PTHR17630:SF74	IPR029058	NA	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820;G3DSA:1.10.10.800	PF12697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77426.1	NA	PTHR33572:SF11;PTHR33572	IPR037525	NA	PS51821	NA	NA	NA	G3DSA:2.60.40.3960	PF11754	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80271.1	NA	PTHR23058:SF0;PTHR23058	IPR006785	GO:0005515;GO:0005778;GO:0016560	NA	NA	NA	NA	G3DSA:1.10.10.10	PF04695	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75218.1	NA	PTHR11604:SF0;PTHR11604	IPR005455	NA	NA	NA	SSF55770	SM00392	G3DSA:3.30.450.30	PF00235	NA	NA	NA	NA	PR00392	NA	cd00148	NA	NA	NA	NA	NA	NA	NA
RFU75673.1	NA	PTHR28017	IPR013965	GO:0008608;GO:0042729;GO:0072686	NA	NA	NA	NA	NA	PF08656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79477.1	NA	PTHR43272;PTHR43272:SF5	NA	NA	NA	NA	SSF56801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75070.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74130.1	NA	PTHR32046	IPR006073	GO:0005525	NA	NA	SSF52540	NA	NA	PF01926	NA	mobidb-lite	Coil	PS00675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78380.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72755.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79447.1	NA	PTHR22904;PTHR22904:SF490	IPR024660	NA	NA	NA	SSF48371	NA	G3DSA:1.25.10.10	PF11701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77396.1	NA	PTHR42905:SF5;PTHR42905	IPR039556	GO:0003824	NA	NA	SSF51621	NA	G3DSA:3.20.20.60	PF13714	NA	mobidb-lite	NA	PS00161	NA	NA	cd00377	NA	NA	NA	NA	NA	NA	NA
RFU77261.1	NA	PTHR11080:SF2;PTHR11080	IPR036380	GO:0003824	NA	NA	SSF52499	NA	G3DSA:3.40.50.850	PF00857	NA	NA	NA	NA	NA	NA	cd01011	NA	NA	NA	NA	NA	NA	NA
RFU77742.1	NA	PTHR23271	IPR011990	GO:0005515;GO:0006396;GO:0000462;GO:0030515	NA	NA	SSF48452	SM00386	G3DSA:1.25.40.10	PF08640	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72257.1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	PTHR10544	IPR002672	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	NA	G3DSA:3.30.390.110	PF01778	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81777.1	NA	PTHR21711;PTHR21711:SF0	IPR019165	GO:0004222	NA	NA	NA	NA	NA	PF09768	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72287.1	NA	NA	IPR021463	NA	NA	NA	NA	NA	NA	PF11312	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU71870.1	NA	PTHR43391:SF16;PTHR43391	IPR036291	NA	NA	NA	SSF51735	NA	NA	PF00106	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77544.1	NA	PTHR16684	IPR025974	GO:0000776;GO:0019237;GO:0051382	NA	NA	NA	NA	NA	PF11699	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU71938.1	NA	PTHR31986:SF10;PTHR31986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78952.1	NA	PTHR11266;PTHR11266:SF36	IPR007248	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
RFU77364.1	NA	PTHR23407;PTHR23407:SF1	IPR002698	NA	NA	NA	SSF100950	NA	G3DSA:3.40.50.10420	PF01812	NA	NA	NA	NA	NA	NA	NA	PIRSF006806	NA	NA	NA	NA	NA	NA
RFU78780.1	NA	PTHR33112	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72759.1	NA	PTHR42748	IPR008030		NA	NA	SSF51735	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	PF05368	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74864.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81745.1	NA	PTHR36855	NA	NA	NA	NA	NA	NA	NA	PF17733	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77320.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU74570.1	NA	PTHR32308:SF0;PTHR32308	IPR040442	GO:0003824	NA	NA	SSF51621	NA	G3DSA:3.20.20.60	PF03328	NA	NA	NA	NA	NA	NA	NA	PIRSF015582	NA	NA	NA	NA	NA	NA
RFU79652.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81082.1	NA	PTHR17630:SF44;PTHR17630	IPR029058	GO:0016787	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	PF01738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74499.1	NA	PTHR43150:SF6;PTHR43150	IPR005399		NA	NA	SSF51430	NA	G3DSA:3.20.20.100	PF00248	Reactome: R-HSA-1296072	NA	NA	NA	PR01577	NA	cd06660	NA	NA	NA	NA	NA	NA	NA
RFU74214.1	NA	PTHR13989:SF16;PTHR13989	IPR036390	GO:0003676;GO:0003677;GO:0005634;GO:0006260;GO:0006281;GO:0006310	NA	NA	SSF46785;SSF50249	NA	G3DSA:2.40.50.140;G3DSA:1.10.10.10	PF08784;PF01336	Reactome: R-HSA-68962	NA	NA	NA	NA	NA	cd04478	PIRSF036949	NA	NA	NA	NA	NA	NA
RFU76987.1	NA	PTHR31313;PTHR31313:SF43	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	NA	SSF57701	SM00066	G3DSA:4.10.240.10	PF00172	NA	NA	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76598.1	NA	PTHR12110:SF38;PTHR12110	IPR036237	NA	NA	NA	SSF51658	NA	G3DSA:3.20.20.150	PF01261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73030.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR12652:SF10;PTHR12652	IPR008733	GO:0005779;GO:0016559	NA	NA	NA	NA	NA	PF05648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72153.1	NA	PTHR10412;PTHR10412:SF10	IPR008928	GO:0003824;GO:0004573;GO:0009311	NA	NA	SSF48208	NA	NA	PF03200	KEGG: 00510+3.2.1.106|MetaCyc: PWY-7918|MetaCyc: PWY-7919|Reactome: R-HSA-4793954|Reactome: R-HSA-532668	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73659.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80197.1	NA	PTHR33337:SF2;PTHR33337	IPR011057	GO:0016846	NA	NA	SSF51316	NA	G3DSA:3.90.1590.10	PF04828	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74253.1	NA	PTHR23149:SF15;PTHR23149	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73728.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80962.1	NA	PTHR12146	IPR036388	NA	NA	NA	NA	NA	G3DSA:1.10.10.10	PF03501	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81295.1	NA	PTHR43539;PTHR43539:SF6	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	NA	SSF51905	NA	G3DSA:3.50.50.60	PF00743;PF13450	NA	NA	NA	NA	PR00419	NA	NA	PIRSF000332	NA	NA	NA	NA	NA	NA
RFU76114.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78644.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75259.1	NA	PTHR34598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73252.1	NA	NA	IPR029068	NA	NA	NA	SSF54593	NA	G3DSA:3.10.180.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79400.1	NA	NA	IPR032675	NA	NA	NA	SSF52047	NA	G3DSA:3.80.10.10	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81710.1	NA	PTHR22778:SF40;PTHR22778	IPR029058	NA	NA	NA	SSF53474	NA	NA	PF03959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
