Gene	MobiDBLite	PANTHER	Gene3D	interpro	Pfam	GO	SMART	SUPERFAMILY	CDD	ProSiteProfiles	Coils	PATHWAY	Phobius	PRINTS	TMHMM	PIRSF	Hamap	ProSitePatterns	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	TIGRFAM	ProDom	SFLD
maker-NIGC01000010.1-augustus-gene-16.13-mRNA-1	NA	PTHR44284	G3DSA:3.30.40.10;G3DSA:1.25.40.10	IPR003613	PF13414;PF04564	GO:0004842;GO:0016567;GO:0005515	SM00504;SM00028	SSF48452;SSF57850	NA	PS51698;PS50005;PS50293	Coil	MetaCyc: PWY-7511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-46.29-mRNA-1	mobidb-lite	PTHR14218:SF19;PTHR14218	NA	IPR015366	PF09286	GO:0008236;GO:0004252;GO:0006508	SM00944	SSF52743;SSF54897	cd11377;cd04056	PS51695	NA	Reactome: R-HSA-381038	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000007.1-augustus-gene-4.10-mRNA-1	mobidb-lite	PTHR11632;PTHR11632:SF5	G3DSA:3.30.1520.10	IPR024555	PF12828;PF12825	GO:0035091	NA	SSF64268	NA	PS50195	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-32.9-mRNA-1	NA	PTHR20371	G3DSA:1.10.720.60;G3DSA:3.40.50.1000	IPR023943	NA	GO:0000287;GO:0019509;GO:0043874	NA	SSF56784	NA	NA	NA	KEGG: 00270+3.1.3.77|Reactome: R-HSA-1237112	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01691	NA	SFLDG01129;SFLDG01133
maker-NIGC01000005.1-augustus-gene-45.10-mRNA-1	NA	PTHR11739;PTHR11739:SF15	G3DSA:1.10.580.10;G3DSA:1.10.230.10	IPR002020	PF00285	GO:0046912;GO:0004108;GO:0006101;GO:0006099	NA	SSF48256	NA	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-71403	NA	PR00143	NA	NA	NA	PS00480	NA	NA	NA	TIGR01793	NA	NA
augustus_masked-NIGC01000012.1-processed-gene-0.16-mRNA-1	NA	PTHR11645;PTHR11645:SF0	G3DSA:1.10.3730.10;G3DSA:3.40.50.720	IPR000304	PF14748;PF03807	GO:0004735;GO:0006561;GO:0055114	NA	SSF51735;SSF48179	NA	NA	NA	KEGG: 00330+1.5.1.2|MetaCyc: PWY-3341|MetaCyc: PWY-4981|MetaCyc: PWY-6344|Reactome: R-HSA-70614	NA	NA	NA	PIRSF000193	MF_01925	PS00521	NA	NA	NA	TIGR00112	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-8.29-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000009.1-processed-gene-2.28-mRNA-1	NA	PTHR38165	G3DSA:2.60.110.10;G3DSA:3.30.920.50	IPR032477	PF16483		NA	NA	NA	NA	NA	KEGG: 00500+3.2.1.39	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-5.15-mRNA-1	NA	PTHR14359	G3DSA:3.40.50.1950	IPR036551	PF02441	GO:0003824	NA	SSF52507	NA	NA	NA	Reactome: R-HSA-196783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-8.23-mRNA-1	NA	PTHR10293:SF40;PTHR10293	G3DSA:3.40.30.10	IPR002109	PF00462;PF00085	GO:0009055;GO:0015035;GO:0045454	NA	SSF52833	cd02984;cd03028	PS51354;PS51352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-17.35-mRNA-1	NA	PTHR42735:SF4;PTHR42735	G3DSA:3.40.640.10	IPR015424	PF00282	GO:0003824;GO:0016831;GO:0019752;GO:0030170	NA	SSF53383	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000007.1-processed-gene-12.24-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-20.12-mRNA-1	NA	PTHR31468:SF5;PTHR31468	G3DSA:3.20.20.80	IPR004886	PF03198	NA	NA	SSF51445	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-9.24-mRNA-1	NA	PTHR32315	G3DSA:3.40.50.2020	IPR005764	PF00156	GO:0003999;GO:0005737;GO:0006168;GO:0009116	NA	SSF53271	cd06223	NA	NA	KEGG: 00230+2.4.2.7|MetaCyc: PWY-6605|MetaCyc: PWY-6610|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-6798695|Reactome: R-HSA-74217	NA	NA	NA	NA	MF_00004	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-11.14-mRNA-1	mobidb-lite	PTHR10972:SF65;PTHR10972	G3DSA:1.20.120.1290;G3DSA:2.40.160.120	IPR037239	PF01237	NA	NA	SSF144000	NA	NA	Coil	NA	NA	NA	NA	NA	NA	PS01013	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-27.27-mRNA-1	NA	PTHR11271:SF6;PTHR11271	G3DSA:3.20.20.140;G3DSA:2.30.40.10	IPR014311	PF01979	GO:0006147;GO:0008270;GO:0008892;GO:0016787;GO:0016810	NA	SSF51556	NA	NA	NA	KEGG: 00230+3.5.4.3|MetaCyc: PWY-5497|MetaCyc: PWY-6606|MetaCyc: PWY-6608|MetaCyc: PWY-7442|Reactome: R-HSA-74259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-19.34-mRNA-1	NA	PTHR42877;PTHR42877:SF5	G3DSA:3.50.50.60	IPR036188	PF00743	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	SSF51905	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-36.29-mRNA-1	NA	PTHR13313	G3DSA:4.10.49.10	IPR036636	PF02935	GO:0004129	NA	SSF81427	NA	NA	NA	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-26.4-mRNA-1	NA	PTHR23091;PTHR23091:SF280	G3DSA:3.40.630.30	IPR000182	PF00583	NA	NA	SSF55729	cd04301	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000009.1-processed-gene-2.41-mRNA-1	mobidb-lite	PTHR23153;PTHR23153:SF36	NA	IPR013536	PF08325	NA	NA	NA	NA	PS51397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000002.1-processed-gene-28.35-mRNA-1	mobidb-lite	PTHR11842:SF11;PTHR11842	G3DSA:3.30.900.10	IPR003511	PF02301	GO:0007094	NA	SSF56019	NA	PS50815	NA	Reactome: R-HSA-141405|Reactome: R-HSA-141430|Reactome: R-HSA-141444|Reactome: R-HSA-174184|Reactome: R-HSA-176409|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000007.1-augustus-gene-2.2-mRNA-1	mobidb-lite	PTHR14741	G3DSA:3.40.50.150	IPR019012	PF09445	GO:0001510;GO:0008168;GO:0009452	NA	SSF53335	cd02440	NA	NA	Reactome: R-HSA-1368082|Reactome: R-HSA-1368108|Reactome: R-HSA-191859|Reactome: R-HSA-1989781|Reactome: R-HSA-2151201|Reactome: R-HSA-2426168|Reactome: R-HSA-381340|Reactome: R-HSA-400206|Reactome: R-HSA-400253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-27.28-mRNA-1	NA	PTHR13234	NA	IPR004911	PF03227		NA	NA	NA	NA	NA	Reactome: R-HSA-2132295|Reactome: R-HSA-877300	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-12.3-mRNA-1	NA	PTHR10416	G3DSA:3.60.21.50;G3DSA:2.40.50.430	IPR007185	PF04042;PF18018	GO:0003677;GO:0003887;GO:0006260	NA	NA	NA	NA	NA	Reactome: R-HSA-110314|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174437|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-17.22-mRNA-1	NA	PTHR10788;PTHR10788:SF71	G3DSA:3.40.50.2000	IPR001830	PF00982	GO:0003824;GO:0005992	NA	SSF53756	cd03788	NA	NA	KEGG: 00500+2.4.1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-36.32-mRNA-1	NA	PTHR11803;PTHR11803:SF22	G3DSA:3.30.1330.40	IPR006056	PF01042		NA	SSF55298	cd00448	NA	NA	Reactome: R-HSA-8849175	NA	NA	NA	NA	NA	PS01094	NA	NA	NA	TIGR00004	NA	NA
maker-NIGC01000008.1-augustus-gene-15.39-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-23.8-mRNA-1	NA	PTHR11205:SF19;PTHR11205	G3DSA:1.10.455.10	IPR036823	PF00177	GO:0006412	NA	SSF47973	cd14868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-14.36-mRNA-1	mobidb-lite	PTHR13296	NA	IPR008409	PF05700	GO:0006397	NA	NA	NA	NA	Coil	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000007.1-augustus-gene-12.13-mRNA-1	mobidb-lite	NA	NA	IPR013268	PF08297	GO:0006364;GO:0030515	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-34.29-mRNA-1	mobidb-lite	PTHR13992;PTHR13992:SF40	NA	IPR019035	PF09497	GO:0003712;GO:0006357;GO:0016592	SM01281	SSF48371	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000011.1-processed-gene-12.9-mRNA-1	mobidb-lite	PTHR13389	NA	IPR040059	PF08144	GO:0003723	SM00025	SSF48371	NA	PS50303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-20.13-mRNA-1	NA	PTHR11709;PTHR11709:SF136	G3DSA:2.60.40.420	IPR011706	PF07731;PF00394;PF07732	GO:0005507;GO:0016491;GO:0055114	NA	SSF49503	cd13873	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PS00079;PS00080	SignalP-noTM	NA	NA	TIGR03390	NA	NA
maker-NIGC01000008.1-augustus-gene-13.4-mRNA-1	NA	PTHR10696:SF3;PTHR10696	G3DSA:3.60.130.10;G3DSA:3.30.2020.30	IPR010376	PF06155;PF02668	GO:0016491;GO:0055114	NA	SSF51197	cd00250	NA	NA	Reactome: R-HSA-71262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-12.6-mRNA-1	mobidb-lite	PTHR13451:SF0;PTHR13451	G3DSA:1.10.150.110;G3DSA:3.40.50.10130;G3DSA:1.10.10.10	IPR027421	PF02732	GO:0003677;GO:0004518	SM00891	SSF52980;SSF47802	NA	NA	NA	Reactome: R-HSA-6783310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-28.37-mRNA-1	NA	PTHR11673	G3DSA:2.30.30.30;G3DSA:2.40.50.140	IPR014722	PF01287	GO:0003723;GO:0003746;GO:0043022;GO:0045901;GO:0006452;GO:0045905	SM01376	SSF50104;SSF50249	cd04468	NA	NA	NA	NA	NA	NA	PIRSF003025	NA	PS00302	NA	NA	NA	TIGR00037	NA	NA
maker-NIGC01000011.1-augustus-gene-4.0-mRNA-1	NA	NA	NA	IPR036855	NA	GO:0046872	NA	SSF90229	NA	PS50103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000006.1-augustus-gene-17.8-mRNA-1	NA	PTHR10707:SF10;PTHR10707	G3DSA:1.10.442.10	IPR004203	PF02936	GO:0004129	NA	SSF81406	cd00922	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-7.19-mRNA-1	NA	PTHR24055;PTHR24055:SF333	G3DSA:1.10.510.10;G3DSA:3.30.200.20	IPR011009	PF00069	GO:0005524;GO:0004672;GO:0006468;GO:0004707	SM00220	SSF56112	cd07849	PS50011	NA	KEGG: 04150+2.7.11.24	NA	NA	NA	PIRSF000654	NA	PS00107;PS00108;PS01351	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-20.3-mRNA-1	NA	PTHR12820	NA	IPR007234	PF04100	GO:0000938;GO:0042147	NA	NA	NA	NA	Coil	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000012.1-processed-gene-4.41-mRNA-1	NA	NA	NA	IPR033118	PF10914	NA	NA	NA	NA	PS51751	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-18.40-mRNA-1	NA	PTHR21371:SF13;PTHR21371	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	IPR036291	PF01450;PF07991	GO:0004455;GO:0009082;GO:0055114;GO:0016491	NA	SSF51735;SSF48179	NA	PS51850;PS51851	NA	KEGG: 00290+1.1.1.86|KEGG: 00770+1.1.1.86|MetaCyc: PWY-5103|MetaCyc: PWY-7111	NA	NA	NA	PIRSF000119	NA	NA	NA	NA	NA	TIGR00465	NA	NA
maker-NIGC01000006.1-augustus-gene-19.25-mRNA-1	mobidb-lite	PTHR11903;PTHR11903:SF13	G3DSA:1.10.630.10;G3DSA:1.10.640.10	IPR034812	PF03098	GO:0016491;GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004601;GO:0006979;GO:0031408	NA	SSF48264;SSF48113	cd09817	PS50292	NA	KEGG: 00591+1.13.11.60	NA	PR00457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-3.23-mRNA-1	NA	PTHR33048:SF63;PTHR33048	NA	IPR008427	PF05730	NA	SM00747	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-8.42-mRNA-1	mobidb-lite	PTHR42912;PTHR42912:SF28	NA	IPR029063	PF11899;PF13489	NA	NA	SSF53335	cd02440	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-46.17-mRNA-1	mobidb-lite	PTHR16631:SF16;PTHR16631	G3DSA:3.20.20.80	IPR000490	PF00332	GO:0004553;GO:0005975	NA	SSF51445	NA	NA	NA	KEGG: 00500+3.2.1.39	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-30.21-mRNA-1	NA	PTHR24287;PTHR24287:SF5	G3DSA:1.10.630.10	IPR001128	PF00067	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	SSF48264	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PR00385;PR00463	TMhelix	NA	NA	PS00086	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-10.32-mRNA-1	NA	PTHR36156	G3DSA:2.60.120.10	IPR014710	NA	NA	NA	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-32.20-mRNA-1	NA	PTHR11239:SF14;PTHR11239	G3DSA:2.20.25.10	IPR001222	PF01096	GO:0003676;GO:0006351;GO:0008270;GO:0006379	SM00661;SM00440	SSF57783	cd10507	PS51133	NA	Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73777|Reactome: R-HSA-73863	NA	NA	NA	PIRSF005586	NA	PS01030	NA	NA	NA	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-5.24-mRNA-1	mobidb-lite	PTHR43991;PTHR43991:SF7	G3DSA:2.130.10.10	IPR036322	NA	GO:0005515	SM00320	SSF50978	NA	PS50082;PS50294	NA	NA	NA	NA	NA	NA	NA	PS00678	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-33.15-mRNA-1	mobidb-lite	PTHR11710;PTHR11710:SF8	G3DSA:1.10.10.2700	IPR001266	PF01090	GO:0003735;GO:0005840;GO:0006412	SM01413	SSF46785	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD003854	NA
augustus_masked-NIGC01000002.1-processed-gene-1.9-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	TMhelix	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-5.29-mRNA-1	NA	PTHR40627	NA	IPR017795	PF11991	GO:0009820;GO:0016765	NA	NA	cd13929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR03429	NA	SFLDS00036;SFLDG01162
maker-NIGC01000012.1-augustus-gene-1.5-mRNA-1	NA	PTHR11469:SF4;PTHR11469	G3DSA:3.40.50.10490	IPR035476	PF00342	GO:0004347;GO:0006094;GO:0006096	NA	SSF53697	cd05015	PS51463	NA	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|MetaCyc: PWY-8013|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PR00662	NA	NA	NA	PS00765	NA	NA	NA	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-14.4-mRNA-1	NA	PTHR21363	G3DSA:3.40.50.720;G3DSA:1.10.3660.10	IPR036291	PF02153	GO:0004665;GO:0006571;GO:0008977;GO:0055114	NA	SSF51735;SSF48179	NA	PS51176	Coil	KEGG: 00400+1.3.1.12|KEGG: 00401+1.3.1.12|MetaCyc: PWY-7303	NA	NA	NA	PIRSF036510	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-28.33-mRNA-1	NA	PTHR10219;PTHR10219:SF25	G3DSA:1.10.3520.10	IPR036497	PF08718	GO:0005737;GO:0120009;GO:0120013	NA	SSF110004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000007.1-processed-gene-14.44-mRNA-1	mobidb-lite	PTHR31571:SF2;PTHR31571	NA	IPR013178	PF08214	GO:0004402;GO:0006355;GO:0016573;GO:0005634;GO:0010484;GO:0043618	SM01250	NA	NA	PS51728	NA	Reactome: R-HSA-1234158|Reactome: R-HSA-1368082|Reactome: R-HSA-1912408|Reactome: R-HSA-1989781|Reactome: R-HSA-201722|Reactome: R-HSA-210744|Reactome: R-HSA-2122947|Reactome: R-HSA-2644606|Reactome: R-HSA-2894862|Reactome: R-HSA-3134973|Reactome: R-HSA-3214847|Reactome: R-HSA-3371568|Reactome: R-HSA-381340|Reactome: R-HSA-3899300|Reactome: R-HSA-400253|Reactome: R-HSA-5617472|Reactome: R-HSA-5621575|Reactome: R-HSA-8866907|Reactome: R-HSA-8941856|Reactome: R-HSA-9013508|Reactome: R-HSA-9013695|Reactome: R-HSA-9018519|Reactome: R-HSA-918233|Reactome: R-HSA-933541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000003.1-processed-gene-2.29-mRNA-1	mobidb-lite	NA	G3DSA:2.60.350.10;G3DSA:2.160.20.10	IPR035953	PF18783;PF03718;PF18841;PF17433	GO:0004553	NA	SSF101596;SSF51126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-15.8-mRNA-1	mobidb-lite	PTHR10894;PTHR10894:SF0	G3DSA:1.10.246.90;G3DSA:1.10.150.460;G3DSA:1.10.287.660	IPR002687	PF01798;PF08156		SM00931	SSF89124	NA	PS51358	Coil	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-45.13-mRNA-1	mobidb-lite	PTHR12931:SF15;PTHR12931	G3DSA:1.20.1300.20;G3DSA:3.30.200.60	IPR038765	PF10275		NA	SSF54001	NA	PS50802	NA	Reactome: R-HSA-5689896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-0.34-mRNA-1	mobidb-lite	NA	G3DSA:1.10.1090.10	IPR036544	PF02271	GO:0005750;GO:0006122	NA	SSF81524	NA	NA	NA	Reactome: R-HSA-611105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD008153	NA
maker-NIGC01000008.1-augustus-gene-1.54-mRNA-1	NA	PTHR35339;PTHR35339:SF4	NA	IPR016624	PF10022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF014753	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-11.7-mRNA-1	mobidb-lite	PTHR44972	G3DSA:2.30.30.40	IPR001452	PF00018	GO:0005515;GO:0007015;GO:0007155	SM00326	SSF50044	cd00174	PS50002	Coil	Reactome: R-HSA-445355	NA	PR00452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000009.1-processed-gene-5.38-mRNA-1	mobidb-lite	PTHR28266	NA	IPR024388	PF12824	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000002.1-processed-gene-19.6-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-26.27-mRNA-1	mobidb-lite	PTHR37331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-4.4-mRNA-1	NA	PTHR11732;PTHR11732:SF198	G3DSA:3.20.20.100	IPR036812	PF00248	GO:0016491;GO:0055114	NA	SSF51430	cd06660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
