Gene	interpro	Pfam	GO	PIRSF	Phobius	Gene3D	CDD	TMHMM	PANTHER	SUPERFAMILY	MobiDBLite	SignalP_EUK	ProSitePatterns	Coils	ProSiteProfiles	SMART	PATHWAY	TIGRFAM	SignalP_GRAM_POSITIVE	PRINTS	Hamap	SignalP_GRAM_NEGATIVE	ProDom	SFLD
augustus_masked-NODE_5_length_1111637_cov_24.871330-processed-gene-9.26-mRNA-1	IPR002222	PF00203	GO:0003735;GO:0005840;GO:0006412;GO:0003723	PIRSF002144	NA	G3DSA:3.30.860.10	NA	NA	PTHR11880;PTHR11880:SF8	SSF54570	NA	NA	PS00323	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	PR00975	MF_00531	NA	NA	NA
augustus_masked-NODE_8_length_926964_cov_22.211756-processed-gene-0.11-mRNA-1	IPR019083	PF09597	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	PTHR28235	SSF47769	NA	NA	NA	NA	NA	SM01238	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_1120656_cov_25.632235-processed-gene-0.30-mRNA-1	IPR027417	NA	NA	NA	NA	NA	NA	NA	PTHR13884:SF8;PTHR13884	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1806559_cov_23.166471-augustus-gene-8.37-mRNA-1	IPR006218	PF00793	GO:0009058;GO:0003849;GO:0009073;GO:0003824	PIRSF001361	NA	G3DSA:3.20.20.70	NA	NA	PTHR21225:SF8;PTHR21225	SSF51569	NA	NA	NA	NA	NA	NA	KEGG: 00540+2.5.1.55|MetaCyc: PWY-1269|MetaCyc: PWY-7674	TIGR00034	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_24_length_437981_cov_25.163338-processed-gene-0.22-mRNA-1	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	PTHR42091	NA	mobidb-lite	SignalP-noTM	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	SignalP-noTM	NA	NA
maker-NODE_8_length_926964_cov_22.211756-augustus-gene-1.10-mRNA-1	IPR000533	PF12718		NA	NA	G3DSA:1.20.5.340	NA	NA	NA	SSF57997	NA	NA	NA	Coil	NA	NA	Reactome: R-HSA-390522|Reactome: R-HSA-445355	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_46_length_156720_cov_25.100528-processed-gene-0.50-mRNA-1	IPR009018	PF02290	GO:0006614;GO:0008312;GO:0048500;GO:0005786;GO:0030942	NA	NA	G3DSA:3.30.720.10	NA	NA	PTHR12013	SSF54762	mobidb-lite	NA	NA	Coil	NA	NA	Reactome: R-HSA-1799339	NA	NA	NA	NA	NA	NA	NA
maker-NODE_8_length_926964_cov_22.211756-augustus-gene-0.39-mRNA-1	IPR005595	PF03896	GO:0005789	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	TMhelix	PTHR12924	NA	mobidb-lite	SignalP-noTM	NA	NA	NA	NA	Reactome: R-HSA-1799339|Reactome: R-HSA-381038	NA	SignalP-TM	NA	NA	SignalP-noTM	NA	NA
augustus_masked-NODE_24_length_437981_cov_25.163338-processed-gene-1.46-mRNA-1	IPR009291	PF06101	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	TMhelix	PTHR42656;PTHR42656:SF2	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_580193_cov_25.066322-processed-gene-3.17-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	PTHR39214	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_427975_cov_24.897092-augustus-gene-0.37-mRNA-1	IPR013893	PF08584		NA	NA	NA	NA	NA	PTHR15396	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_13_length_662468_cov_22.365061-processed-gene-5.56-mRNA-1	IPR015927	PF00717	GO:0006508;GO:0008236;GO:0016020	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	G3DSA:2.10.109.10	cd06530	NA	PTHR12383	SSF51306	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00727	NA	NA	NA	NA
maker-NODE_25_length_427975_cov_24.897092-augustus-gene-0.25-mRNA-1	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	PTHR15549	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_926964_cov_22.211756-processed-gene-0.3-mRNA-1	IPR010920	PF01423	GO:0000387;GO:0005681	PIRSF037188	NA	G3DSA:2.30.30.100	cd01719	NA	PTHR10553;PTHR10553:SF2	SSF50182	NA	NA	NA	NA	NA	SM00651	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_27_length_414828_cov_18.522350-processed-gene-0.18-mRNA-1	IPR029044	PF05704	NA	NA	NA	G3DSA:3.90.550.20	NA	NA	PTHR12042;PTHR12042:SF30	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_1742724_cov_22.765721-augustus-gene-2.38-mRNA-1	IPR018108	PF00153	GO:0022857;GO:0055085	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.50.40.10	NA	TMhelix	PTHR24089;PTHR24089:SF0	SSF103506	mobidb-lite	NA	NA	NA	PS50920	NA	NA	NA	NA	PR00926	NA	NA	NA	NA
augustus_masked-NODE_51_length_112717_cov_20.938209-processed-gene-0.9-mRNA-1	IPR036188	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	PTHR42923:SF17;PTHR42923	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_24_length_437981_cov_25.163338-processed-gene-0.28-mRNA-1	IPR002575	PF01636	GO:0004672;GO:0006468	NA	NA	NA	NA	NA	NA	SSF56112	mobidb-lite	NA	PS00109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_23_length_483063_cov_24.362872-processed-gene-3.27-mRNA-1	IPR028160	PF15341	GO:0000462;GO:0005730;GO:0030686;GO:0030688	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_1133640_cov_24.555234-augustus-gene-8.38-mRNA-1	IPR036812	PF00248	NA	NA	NA	G3DSA:3.20.20.100	cd06660	NA	PTHR43625:SF14;PTHR43625	SSF51430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1806559_cov_23.166471-augustus-gene-17.11-mRNA-1	IPR029057	PF14681	GO:0009116	NA	NA	G3DSA:3.40.50.2020	cd06223	NA	PTHR10285;PTHR10285:SF90	SSF53271	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_1742724_cov_22.765721-augustus-gene-16.12-mRNA-1	IPR000210	PF00651	GO:0005515	NA	NA	NA	NA	NA	PTHR26379;PTHR26379:SF222	SSF54695	mobidb-lite	NA	NA	NA	PS50097	SM00225	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_580193_cov_25.066322-processed-gene-1.30-mRNA-1	IPR011050	PF12708	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	G3DSA:2.160.20.10	NA	NA	PTHR31375;PTHR31375:SF6	SSF51126	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	SignalP-noTM	NA	NA
augustus_masked-NODE_4_length_1120656_cov_25.632235-processed-gene-3.11-mRNA-1	IPR011566	PF03232	GO:0006744;GO:0055114	NA	NA	NA	cd01042	NA	PTHR11237:SF4;PTHR11237	SSF47240	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-2142789	NA	SignalP-TM	NA	MF_01658	NA	NA	NA
maker-NODE_33_length_299613_cov_22.944428-augustus-gene-1.47-mRNA-1	IPR035979	PF00076	GO:0003676	NA	NA	G3DSA:3.30.70.330	cd12306	NA	PTHR43987	SSF54928	mobidb-lite	NA	NA	Coil	PS50102	SM00360	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_17_length_563110_cov_24.829048-processed-gene-0.5-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_392061_cov_26.495191-augustus-gene-0.2-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	PTHR35391:SF6;PTHR35391	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_580193_cov_25.066322-processed-gene-3.8-mRNA-1	IPR040017	PF08389	GO:0000049;GO:0006409;GO:0008536;GO:0071528	NA	NA	G3DSA:1.25.10.10	NA	NA	PTHR15952	SSF48371	NA	NA	NA	Coil	NA	NA	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_22_length_501750_cov_22.809847-processed-gene-4.35-mRNA-1	IPR019367	PF10235	NA	NA	NA	NA	NA	NA	PTHR11805	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_1086122_cov_24.848966-processed-gene-2.39-mRNA-1	IPR002938	PF01494	GO:0071949	NA	NA	G3DSA:3.50.50.60	NA	TMhelix	PTHR13789	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA
augustus_masked-NODE_3_length_1133640_cov_24.555234-processed-gene-10.14-mRNA-1	IPR033851	PF01432	GO:0004222;GO:0005759;GO:0006627;GO:0006508	NA	NA	NA	cd06457	NA	PTHR11804;PTHR11804:SF5	SSF55486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_1111637_cov_24.871330-augustus-gene-6.3-mRNA-1	IPR000182	PF00583	NA	NA	NA	G3DSA:3.40.630.30	cd04301	NA	PTHR23091:SF282;PTHR23091	SSF55729	mobidb-lite	NA	NA	NA	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_427975_cov_24.897092-augustus-gene-3.42-mRNA-1	NA	NA	NA	NA	NA	G3DSA:2.30.30.100	NA	NA	PTHR15588:SF8;PTHR15588	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_25_length_427975_cov_24.897092-processed-gene-3.14-mRNA-1	IPR022100	PF12341;PF00400	GO:0005515	NA	NA	G3DSA:2.130.10.10	NA	NA	PTHR19932	SSF50978	mobidb-lite	NA	NA	NA	PS50082;PS50294	SM00320	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_60_length_79216_cov_25.596442-augustus-gene-0.33-mRNA-1	IPR032263	PF16114;PF08442		NA	NA	G3DSA:3.30.470.110;G3DSA:3.40.50.261	NA	NA	PTHR23118;PTHR23118:SF0	SSF52210;SSF56059	NA	NA	NA	NA	NA	NA	KEGG: 00020+2.3.3.8|KEGG: 00720+2.3.3.8|MetaCyc: PWY-5172|Reactome: R-HSA-163765|Reactome: R-HSA-6798695|Reactome: R-HSA-75105	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_427975_cov_24.897092-augustus-gene-0.34-mRNA-1	IPR029052	PF12850	GO:0030904;GO:0042147	NA	NA	G3DSA:3.60.21.10	cd07394	NA	PTHR11124;PTHR11124:SF12	SSF56300	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3238698	TIGR00040	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_213953_cov_24.926057-augustus-gene-1.49-mRNA-1	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_63_length_73178_cov_26.896826-processed-gene-0.4-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_23_length_483063_cov_24.362872-augustus-gene-2.40-mRNA-1	IPR008949	PF00494	NA	NA	NA	G3DSA:1.10.600.10	NA	NA	PTHR21181;PTHR21181:SF13	SSF48576	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_42_length_166812_cov_27.031419-processed-gene-0.35-mRNA-1	IPR001518	PF00764	GO:0004055;GO:0005524;GO:0006526	NA	NA	G3DSA:3.40.50.620;G3DSA:3.90.1260.10	cd01999	NA	PTHR11587	SSF69864;SSF52402	NA	NA	PS00564	NA	NA	NA	KEGG: 00220+6.3.4.5|KEGG: 00250+6.3.4.5|MetaCyc: PWY-4983|MetaCyc: PWY-4984|MetaCyc: PWY-5|MetaCyc: PWY-5154|MetaCyc: PWY-7400|Reactome: R-HSA-70635	TIGR00032	NA	NA	NA	NA	NA	NA
maker-NODE_36_length_260573_cov_26.882064-augustus-gene-0.34-mRNA-1	IPR019363	PF10230	NA	NA	NA	NA	NA	NA	PTHR13390;PTHR13390:SF0	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_812477_cov_21.218138-augustus-gene-3.35-mRNA-1	IPR000504	PF00076	GO:0003676	NA	NA	G3DSA:3.30.70.330	NA	NA	PTHR23139:SF34;PTHR23139	SSF54928	mobidb-lite	NA	NA	NA	PS50102	SM00360	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_530558_cov_24.609851-processed-gene-2.25-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NODE_3_length_1133640_cov_24.555234-augustus-gene-8.42-mRNA-1	IPR035812	PF02882;PF00763	GO:0004488;GO:0055114	NA	NA	G3DSA:3.40.50.10860;G3DSA:3.40.50.720	cd01079	NA	PTHR10025;PTHR10025:SF5	SSF53223;SSF51735	NA	NA	NA	Coil	NA	NA	KEGG: 00670+1.5.1.15|MetaCyc: PWY-2201	NA	NA	PR00085	NA	NA	NA	NA
augustus_masked-NODE_4_length_1120656_cov_25.632235-processed-gene-1.3-mRNA-1	IPR016084	NA		NA	NA	G3DSA:1.20.910.10	NA	NA	PTHR41813	SSF48613	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-189483|Reactome: R-HSA-917937	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_1120656_cov_25.632235-augustus-gene-9.6-mRNA-1	IPR011333	PF00651	GO:0005515	NA	NA	G3DSA:3.30.710.10	NA	NA	PTHR24413:SF210;PTHR24413	SSF54695	mobidb-lite	SignalP-noTM	NA	NA	PS50097	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NODE_25_length_427975_cov_24.897092-processed-gene-3.11-mRNA-1	IPR000086	PF00293	GO:0016787	NA	NA	G3DSA:3.90.79.10	cd04666	NA	PTHR12629:SF0;PTHR12629	SSF55811	mobidb-lite	NA	NA	NA	PS51462	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_530558_cov_24.609851-processed-gene-1.25-mRNA-1	IPR004018	PF02755	NA	NA	NA	G3DSA:1.10.288.20	NA	NA	PTHR22793	NA	mobidb-lite	NA	NA	NA	PS51073	SM00707	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_40_length_185010_cov_24.500170-processed-gene-0.65-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_21_length_530558_cov_24.609851-augustus-gene-0.7-mRNA-1	IPR039156	PF03676	NA	NA	NA	NA	NA	NA	PTHR13465;PTHR13465:SF2	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_1742724_cov_22.765721-processed-gene-8.23-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_1120656_cov_25.632235-augustus-gene-0.45-mRNA-1	IPR029063	PF05971	GO:0008168	NA	NA	G3DSA:3.40.50.150	NA	NA	PTHR13393	SSF53335	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_926964_cov_22.211756-processed-gene-5.6-mRNA-1	IPR022024	PF12223	NA	NA	NA	NA	NA	NA	PTHR34693:SF1;PTHR34693	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_25_length_427975_cov_24.897092-processed-gene-3.16-mRNA-1	IPR035979	PF00076	GO:0003676	NA	NA	G3DSA:3.30.70.330	NA	NA	PTHR19965;PTHR19965:SF35	SSF54928	mobidb-lite	NA	NA	NA	PS50102	SM00360;SM01218	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72187	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_384920_cov_25.747976-augustus-gene-1.8-mRNA-1	IPR005913	PF04321		NA	NA	G3DSA:3.40.50.720	cd05254	NA	PTHR10491	SSF51735	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-156581|Reactome: R-HSA-5689880	NA	NA	NA	NA	NA	NA	NA
maker-NODE_72_length_31644_cov_26.795856-augustus-gene-0.0-mRNA-1	IPR019339	PF10197	NA	NA	NA	NA	NA	NA	PTHR16196	NA	NA	NA	NA	Coil	NA	SM01083	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_1111637_cov_24.871330-processed-gene-2.4-mRNA-1	IPR027450	PF13532	GO:0016491;GO:0055114	NA	NA	G3DSA:2.60.120.590	NA	NA	PTHR31573	SSF51197	NA	NA	NA	NA	PS51471	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_781200_cov_24.806976-augustus-gene-0.9-mRNA-1	IPR012908	PF07819	GO:0016788	NA	NA	G3DSA:3.40.50.1820	NA	NA	PTHR42654;PTHR42654:SF1	SSF53474;SSF52540	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-162791	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_1120656_cov_25.632235-augustus-gene-5.56-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	PTHR39398	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_36_length_260573_cov_26.882064-processed-gene-0.14-mRNA-1	IPR017437	PF01513	GO:0003951;GO:0019674;GO:0006741	NA	NA	G3DSA:2.60.200.30;G3DSA:3.40.50.12540	NA	NA	PTHR20275:SF6;PTHR20275	SSF111331	NA	NA	NA	NA	NA	NA	KEGG: 00760+2.7.1.23|MetaCyc: PWY-5083|MetaCyc: PWY-7268|MetaCyc: PWY-7269|Reactome: R-HSA-196807	NA	NA	NA	MF_00361	NA	NA	NA
maker-NODE_24_length_437981_cov_25.163338-augustus-gene-1.10-mRNA-1	IPR033684	PF10294	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	G3DSA:3.40.50.150	NA	NA	PTHR14614:SF63;PTHR14614	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_03198	NA	NA	NA
augustus_masked-NODE_14_length_638213_cov_25.283819-processed-gene-3.4-mRNA-1	IPR002669	PF01774	GO:0006807;GO:0016151	NA	NA	NA	NA	NA	PTHR33643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_01384	NA	NA	NA
augustus_masked-NODE_34_length_270403_cov_23.853801-processed-gene-0.40-mRNA-1	IPR038765	PF13423		NA	NA	G3DSA:3.90.70.10	NA	NA	NA	SSF54001	mobidb-lite	NA	NA	NA	PS50235	NA	Reactome: R-HSA-429947	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_1120656_cov_25.632235-processed-gene-1.13-mRNA-1	IPR024661	PF11705	GO:0003899;GO:0006383	PIRSF000777	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_1742724_cov_22.765721-processed-gene-7.30-mRNA-1	IPR036551	PF02441	GO:0003824	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	G3DSA:3.40.50.1950	NA	NA	PTHR14359;PTHR14359:SF21	SSF52507;SSF140860	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-196783	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_25_length_427975_cov_24.897092-processed-gene-3.26-mRNA-1	IPR023395	PF00153	GO:0022857	NA	NA	G3DSA:1.50.40.10	NA	NA	PTHR24089;PTHR24089:SF42	SSF103506	NA	NA	NA	NA	PS50920	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_1111637_cov_24.871330-augustus-gene-2.45-mRNA-1	IPR018108	PF00153	GO:0022857	NA	NA	G3DSA:1.50.40.10	NA	NA	PTHR24089:SF452;PTHR24089	SSF103506	NA	NA	NA	NA	PS50920	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_25_length_427975_cov_24.897092-processed-gene-3.4-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	PTHR31285	SSF52374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_1742724_cov_22.765721-augustus-gene-4.36-mRNA-1	IPR012808	PF09365	NA	NA	NA	NA	NA	NA	PTHR36452	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	TIGR02453	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_1111637_cov_24.871330-processed-gene-5.20-mRNA-1	IPR007701	PF05004	NA	NA	NA	NA	NA	NA	PTHR12354;PTHR12354:SF1	SSF48371	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_781200_cov_24.806976-processed-gene-6.34-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_1806559_cov_23.166471-processed-gene-3.34-mRNA-1	IPR004942	NA	NA	NA	NA	G3DSA:3.30.450.30	NA	NA	PTHR10779:SF3;PTHR10779	SSF103196	mobidb-lite	NA	NA	NA	NA	SM00960	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_714536_cov_25.462417-processed-gene-5.38-mRNA-1	IPR031925	PF16752;PF07986	GO:0015631;GO:0007023;GO:0000902	NA	NA	G3DSA:2.160.20.70	NA	NA	PTHR15139	NA	mobidb-lite	NA	NA	NA	PS51329	SM00673	Reactome: R-HSA-389977	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_38_length_213953_cov_24.926057-processed-gene-1.0-mRNA-1	IPR002938	PF01494	GO:0071949	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	G3DSA:3.30.9.30;G3DSA:3.50.50.60	NA	NA	PTHR13789;PTHR13789:SF147	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA
maker-NODE_6_length_1086122_cov_24.848966-augustus-gene-9.20-mRNA-1	IPR007364	PF04252	GO:0008168	NA	NA	NA	NA	NA	PTHR35517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_16_length_580193_cov_25.066322-augustus-gene-4.3-mRNA-1	IPR011993	PF15410	NA	NA	NA	G3DSA:2.30.29.30	NA	NA	PTHR37283	SSF50729	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_926964_cov_22.211756-processed-gene-6.37-mRNA-1	IPR033950	PF11976	GO:0016925;GO:0005515	NA	NA	G3DSA:3.10.20.90	cd01763	NA	PTHR10562;PTHR10562:SF30	SSF54236	mobidb-lite	NA	NA	NA	PS50053	SM00213	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_40_length_185010_cov_24.500170-augustus-gene-0.9-mRNA-1	IPR023828	PF00082	GO:0004252;GO:0006508	NA	NA	G3DSA:3.40.50.200	cd07489	NA	PTHR43399	SSF52743	NA	NA	PS00138;PS00137	NA	NA	NA	NA	NA	NA	PR00723	NA	NA	NA	NA
augustus_masked-NODE_45_length_159524_cov_23.948726-processed-gene-0.34-mRNA-1	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
