Gene	interpro	GO	Gene3D	MobiDBLite	Pfam	PANTHER	ProSitePatterns	SMART	SUPERFAMILY	ProSiteProfiles	PRINTS	CDD	PATHWAY	TIGRFAM	Hamap	PIRSF	Phobius	TMHMM	SignalP_GRAM_NEGATIVE	SFLD	SignalP_EUK	SignalP_GRAM_POSITIVE	Coils	ProDom
PTB71469.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA
PTB74327.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	SignalP-noTM	NA	NA	NA
PTB74072.1	IPR013083	GO:0004842;GO:0005680	G3DSA:3.30.40.10	NA	PF12861	PTHR11210:SF1;PTHR11210	NA	SM00184	SSF57850	PS50089	NA	cd16456	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81056.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	SSF101447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71752.1	IPR040442	GO:0003824	G3DSA:3.20.20.60	NA	PF13714	PTHR42905:SF5;PTHR42905	PS00161	NA	SSF51621	NA	NA	cd00377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77500.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:1.10.510.10	mobidb-lite	PF00069	PTHR24347	NA	SM00220	SSF56112	PS50011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71427.1	IPR027486	GO:0003735;GO:0005840;GO:0006412	G3DSA:3.30.70.600	NA	PF00338	PTHR11700:SF9;PTHR11700	NA	SM01403	SSF54999	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72313.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81962.1	IPR013785	GO:0003824;GO:0010181;GO:0016491;GO:0055114	G3DSA:3.20.20.70	NA	PF00724	PTHR43656	NA	NA	SSF51395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80841.1	IPR008381	GO:0005739;GO:0034553	NA	NA	PF13233	PTHR13137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76047.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79436.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB77179.1	IPR003754	GO:0004852;GO:0033014;GO:0006780	G3DSA:3.40.50.10090	NA	PF02602	PTHR12390	NA	NA	SSF69618	NA	NA	cd06578	KEGG: 00860+4.2.1.75|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78647.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73583.1	IPR000873	GO:0003824	NA	NA	PF00501	PTHR43272;PTHR43272:SF5	PS00455	NA	SSF56801	NA	NA	cd05927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77847.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73448.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75895.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74560.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
PTB79126.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79856.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB80737.1	IPR021475	NA	NA	NA	PF11326	PTHR28052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73898.1	IPR013726	NA	NA	NA	PF08520	PTHR28075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
PTB74801.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76093.1	NA	NA	NA	NA	NA	PTHR38695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
PTB77000.1	IPR018606	GO:0031047;GO:0033167	NA	mobidb-lite	PF09692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79302.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75659.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	mobidb-lite	PF00172;PF04082	PTHR31313	PS00463	SM00066	SSF57701	PS50048	NA	cd00067;cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80543.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72544.1	IPR011990	GO:0005515	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78984.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
PTB72394.1	IPR036397	GO:0003676	G3DSA:3.30.420.10	NA	NA	PTHR12801;PTHR12801:SF106	NA	NA	SSF53098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77110.1	IPR036188	GO:0071949	G3DSA:3.50.50.60	NA	PF01494	PTHR13789;PTHR13789:SF174	NA	NA	SSF51905	NA	PR00420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77673.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB77197.1	NA	NA	NA	mobidb-lite	NA	PTHR40468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80066.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76447.1	IPR003817	GO:0004609;GO:0008654	NA	NA	PF02666;PF12588	PTHR10067:SF9;PTHR10067	NA	NA	NA	NA	NA	NA	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77282.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79397.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
PTB71447.1	IPR036509	GO:0008113;GO:0055114	G3DSA:3.30.1060.10	NA	PF01625	PTHR42799;PTHR42799:SF2	NA	NA	SSF55068	NA	NA	NA	Reactome: R-HSA-5676934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73249.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
PTB81284.1	IPR012677	GO:0003676	G3DSA:3.30.70.330	mobidb-lite	PF00076	PTHR45040	NA	SM00360	SSF54928	PS50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80318.1	IPR029055	GO:0004175;GO:0006511;GO:0019773;GO:0004298;GO:0005839;GO:0051603	G3DSA:3.60.20.10	NA	PF00227;PF10584	PTHR11599:SF14;PTHR11599	PS00388	SM00948	SSF56235	PS51475	NA	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB75274.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB79000.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76416.1	IPR004827	GO:0003700;GO:0006355	NA	mobidb-lite	NA	PTHR42070	PS00036	NA	SSF57959	NA	NA	cd14688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB72486.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78902.1	IPR003819	GO:0016491;GO:0055114	G3DSA:3.60.130.10	mobidb-lite	PF02668	PTHR10696:SF30;PTHR10696	NA	NA	SSF51197	NA	NA	NA	Reactome: R-HSA-71262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80858.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
PTB75843.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80394.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78166.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81106.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71877.1	IPR039470	NA	G3DSA:3.40.50.450	NA	PF15891	NA	NA	NA	SSF52309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75881.1	IPR019438	NA	NA	NA	PF10343	PTHR21314;PTHR21314:SF0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79482.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA
PTB80965.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74532.1	IPR029058	NA	NA	NA	PF12697	PTHR10992	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75102.1	IPR016181	NA	G3DSA:3.40.630.30	mobidb-lite	PF13523	PTHR31438	NA	SM01006	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74149.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80337.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB76779.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76916.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
PTB77076.1	IPR028163		NA	mobidb-lite	PF14661	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-2565942|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-8854518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74962.1	IPR039649	NA	NA	mobidb-lite	PF12831	PTHR43498	NA	NA	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75969.1	IPR021331	NA	G3DSA:2.30.30.1060	mobidb-lite	PF11160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77148.1	IPR016123		G3DSA:3.40.1000.10	NA	PF04603	PTHR15837;PTHR15837:SF0	NA	NA	SSF55724	NA	NA	NA	Reactome: R-HSA-5576892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73140.1	IPR008584	NA	NA	NA	PF05907	PTHR12857	NA	NA	SSF141678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79174.1	IPR001754	GO:0004590;GO:0006207;GO:0003824	G3DSA:3.20.20.70	NA	PF00215	PTHR19278;PTHR19278:SF39	NA	NA	SSF51366	NA	NA	NA	KEGG: 00240+4.1.1.23|MetaCyc: PWY-5686|MetaCyc: PWY-7790|MetaCyc: PWY-7791|Reactome: R-HSA-500753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77912.1	IPR002618	GO:0070569	G3DSA:3.90.550.10;G3DSA:3.40.1630.20	NA	PF01704	PTHR11952:SF2;PTHR11952	NA	NA	SSF53448	NA	NA	cd04193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73802.1	IPR002347	NA	G3DSA:3.40.50.720	NA	PF13561	PTHR24321;PTHR24321:SF8	NA	NA	SSF51735	NA	PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB76947.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74488.1	IPR019349	GO:0003735;GO:0032543	NA	mobidb-lite	PF10213	PTHR13490	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73625.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74867.1	IPR003848	NA	NA	NA	PF02698	PTHR28110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80872.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA
PTB77333.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74528.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB73844.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76948.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79745.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA
PTB80759.1	IPR003010	GO:0006807	G3DSA:3.60.110.10	NA	PF00795	PTHR23088;PTHR23088:SF27	NA	NA	SSF56317	PS50263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78079.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80338.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73331.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76279.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81816.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB74665.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
PTB78213.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75773.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA	NA	NA
PTB78125.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA
PTB79717.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75417.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB80780.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78144.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76783.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB73015.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB79932.1	IPR015421	GO:0003824;GO:0009058;GO:0030170	G3DSA:3.40.640.10	mobidb-lite	PF00155	PTHR42790:SF10;PTHR42790	NA	NA	SSF53383	NA	NA	cd00609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75501.1	IPR002108	GO:0003779;GO:0005622	G3DSA:3.40.20.10	NA	PF00241	PTHR10829:SF29;PTHR10829	NA	NA	SSF55753	PS51263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77683.1	IPR035994	GO:0003824;GO:0009116	NA	NA	PF01048	PTHR21234:SF16;PTHR21234	NA	NA	SSF53167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81037.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
PTB71844.1	IPR036188	NA	G3DSA:3.50.50.60	mobidb-lite	PF13434	PTHR42802	NA	NA	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74231.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB78049.1	IPR028909	GO:0005840	NA	NA	PF00829	PTHR21349:SF0;PTHR21349	NA	NA	SSF141091	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74720.1	IPR001810	GO:0005515	NA	NA	PF12937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75388.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	SignalP-noTM	NA	NA	SignalP-TM	NA	NA
PTB79918.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78298.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80480.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79904.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73300.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72661.1	IPR036291	NA	G3DSA:3.40.50.720	NA	PF00106	PTHR43431	NA	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79325.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB72058.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
